,159915.SZ,159941.SZ,159985.SZ,513030.SH,513520.SH,518880.SH
159915.SZ,1.0,0.2935805936461556,0.026392921621072547,0.2524920711521291,0.19151676559460243,0.07405266913733985
159941.SZ,0.2935805936461556,1.0,0.038803108252972215,0.6505170124524167,0.6067139542262363,0.08404219956517249
159985.SZ,0.026392921621072547,0.038803108252972215,1.0,0.01821185126162688,0.03011583944706504,0.026855507954261
513030.SH,0.2524920711521291,0.6505170124524167,0.01821185126162688,1.0,0.6282379626028335,0.13847205929293718
513520.SH,0.19151676559460243,0.6067139542262363,0.03011583944706504,0.6282379626028335,1.0,0.163729069979874
518880.SH,0.07405266913733985,0.08404219956517249,0.026855507954261,0.13847205929293718,0.163729069979874,1.0
