asset_vs_nasdaq,daily_return_corr,score_25d_corr,rolling60_corr_mean,rolling60_corr_p10,rolling60_corr_p90,common_days
513030.SH,0.6505170124524167,0.15431470000159844,0.657004384587717,0.4959337960499081,0.7932548713496118,1532
513520.SH,0.6067139542262363,0.3418749581650121,0.6393010770130947,0.44476231635768587,0.8062178604353615,1532
518880.SH,0.08404219956517249,-0.01484505990351942,0.06154269031192674,-0.29122771438803396,0.3611725009786462,1532
159915.SZ,0.2935805936461555,0.022994617204607163,0.28872352507593074,0.02486764884040084,0.6271194317172676,1532
159985.SZ,0.038803108252972215,-0.14125441090435978,0.034353150651729586,-0.154995507539426,0.24166691242000723,1532
