scenario,window,start,end,days,total,cagr,maxdd,sharpe,vol,avg_weight,max_weight,cash_days,trades,stop_exits
six_etf_original_1x,10Y,2016-05-03,2026-04-30,2428,122.38308931477265,0.6483506242457344,-0.12971058495149324,2.370685072365021,0.22105475564751684,0.9567545304777595,1.0,105,292,44
six_etf_tv25_max1p5_vol80,10Y,2016-05-03,2026-04-30,2428,242.67165565356834,0.7689860510508928,-0.18982554469542878,2.27852454307898,0.26559851103561616,1.1909250577713515,1.5,105,292,44
six_etf_original_1x,near6_2020,2020-01-02,2026-04-30,1532,53.91752957658865,0.9327094054729084,-0.12584842625796033,2.7436567480038736,0.2516570372963311,0.9549608355091384,1.0,69,209,34
six_etf_tv25_max1p5_vol80,near6_2020,2020-01-02,2026-04-30,1532,77.59351686228325,1.0500940969744783,-0.15420722680279586,2.644904586411562,0.2866963694605089,1.0701105073977972,1.5,69,209,34
six_etf_original_1x,5Y,2021-04-30,2026-04-30,1211,18.470107107373313,0.854846021236688,-0.12584842625796056,2.556069734113238,0.2541637765119299,0.953757225433526,1.0,56,143,22
six_etf_tv25_max1p5_vol80,5Y,2021-04-30,2026-04-30,1211,23.353689925918474,0.9432725223138292,-0.15420722680279586,2.4251692830222185,0.29089005538564505,1.0805385981850912,1.5,56,143,22
six_etf_original_1x,3Y,2023-05-04,2026-04-30,726,7.124102961371632,1.06913970631564,-0.12584842625796067,2.700196743795105,0.2839247539544544,0.9435261707988981,1.0,41,94,14
six_etf_tv25_max1p5_vol80,3Y,2023-05-04,2026-04-30,726,8.105111422917883,1.1526580649798972,-0.1542072268027962,2.5810532968877893,0.31557480011825456,0.9903560556165605,1.5,41,94,14
