date,nav_1x,hold,base_weight_1x,scale_raw,weight_tv25_max15,ret_tv25_max15_borrow3,turnover_tv25_max15_borrow3,trade_cost_tv25_max15_borrow3,nav_tv25_max15_borrow3
2021-05-31,106854.78371434018,0.399606,1.0,1.0,1.0,0.02375618271748614,0.0,0.0,106854.24901343067
2021-06-01,106584.20376950486,0.399606,1.0,1.0,1.0,-0.002532221164367132,0.0,0.0,106583.67042257631
2021-06-02,104746.93253914164,0.399606,1.0,1.0,1.0,-0.017237744106401,0.0,0.0,104746.40838591095
2021-06-03,103420.4530789389,0.399606,1.0,1.0,1.0,-0.012663659240876202,0.0,0.0,103419.93556340612
2021-06-04,104758.77610575058,0.399606,1.0,1.0,1.0,0.012940603013894991,0.0,0.0,104758.25189325475
2021-06-07,104295.05492083081,0.399606,1.0,1.0,1.0,-0.004426561689224617,0.0,0.0,104294.53302879393
2021-06-08,103666.7385281661,0.399606,1.0,1.0,1.0,-0.006024412117541567,0.0,0.0,103666.21978022192
2021-06-09,103640.62194538738,0.399606,1.0,1.0,1.0,-0.00025192827660558414,0.0,0.0,103640.10332813047
2021-06-10,106161.17586472866,0.399606,1.0,1.0,1.0,0.024320135020701406,0.0,0.0,106160.64463463005
2021-06-11,106582.68536352937,0.399606,1.0,1.0,1.0,0.0039704675025244995,0.0,0.0,106582.1520241989
2021-06-15,105409.5649068528,0.399606,1.0,1.0,1.0,-0.01100667010476708,0.0,0.0,105409.03743781241
2021-06-16,101000.41763517614,0.399606,1.0,1.0,1.0,-0.04182872090946288,0.0,0.0,100999.91222949103
2021-06-17,102841.6433953877,NASDAQ_159941,1.0,1.0,1.0,0.018227844143036354,2.0,0.002,102840.92288807055
2021-06-18,105152.69285968393,NASDAQ_159941,1.0,1.0,1.0,0.022471922734753402,0.0,0.0,105151.95616118201
2021-06-21,104407.19417920712,NASDAQ_159941,1.0,1.0,1.0,-0.007089677498526847,0.0,0.0,104406.46270366
2021-06-22,105078.13943681814,NASDAQ_159941,1.0,1.0,1.0,0.006426235882360576,0.0,0.0,105077.4032606366
2021-06-23,106755.5159114136,NASDAQ_159941,1.0,1.0,1.0,0.015963134516709276,0.0,0.0,106754.76798355264
2021-06-24,106569.13679777176,NASDAQ_159941,1.0,1.0,1.0,-0.0017458499642912795,0.0,0.0,106568.39017568063
2021-06-25,106830.06044723411,NASDAQ_159941,1.0,1.0,1.0,0.0024483978880065482,0.0,0.0,106829.31199711503
2021-06-28,107202.80978747252,NASDAQ_159941,1.0,1.0,1.0,0.0034891802801377825,0.0,0.0,107202.05872587605
2021-06-29,108060.13415872537,NASDAQ_159941,1.0,1.0,1.0,0.007997219223567775,0.0,0.0,108059.37709072467
2021-06-30,108842.91399415772,NASDAQ_159941,1.0,1.0,1.0,0.007243928036240854,0.0,0.0,108842.15144201089
2021-07-01,108470.16465391932,NASDAQ_159941,1.0,1.0,1.0,-0.0034246541787590346,0.0,0.0,108469.40471324988
2021-07-02,108507.43692182958,NASDAQ_159941,1.0,1.0,1.0,0.00034361769459079206,0.0,0.0,108506.67672003109
2021-07-05,109662.95721045505,NASDAQ_159941,1.0,1.0,1.0,0.010649226646630039,0.0,0.0,109662.1889130953
2021-07-06,109774.7829012311,NASDAQ_159941,1.0,1.0,1.0,0.0010197216418434962,0.0,0.0,109774.01382042193
2021-07-07,110706.66069534975,NASDAQ_159941,1.0,1.0,1.0,0.008488996921607317,0.0,0.0,110705.88508581597
2021-07-08,110632.10727248396,NASDAQ_159941,1.0,1.0,1.0,-0.0006734321349548544,0.0,0.0,110631.33218527057
2021-07-09,110520.28158170791,NASDAQ_159941,1.0,1.0,1.0,-0.0010107887622589073,0.0,0.0,110519.50727794397
2021-07-12,111638.52960242312,NASDAQ_159941,1.0,1.0,1.0,0.010118034488434624,0.0,0.0,111637.74746422701
2021-07-13,111675.81075737865,NASDAQ_159941,1.0,1.0,1.0,0.00033394523457364045,0.0,0.0,111675.02835799122
2021-07-14,111377.60595296076,NASDAQ_159941,1.0,1.0,1.0,-0.0026702721242450878,0.0,0.0,111376.8256427926
2021-07-15,111638.52960242312,NASDAQ_159941,1.0,1.0,1.0,0.002342694002352319,0.0,0.0,111637.74746422701
2021-07-16,110520.28158170791,NASDAQ_159941,1.0,1.0,1.0,-0.010016685320897833,0.0,0.0,110519.507277944
2021-07-19,109774.7829012311,NASDAQ_159941,1.0,1.0,1.0,-0.006745356325623009,0.0,0.0,109774.01382042198
2021-07-20,109700.23836541058,NASDAQ_159941,1.0,1.0,1.0,-0.0006790679412008727,0.0,0.0,109699.46980685959
2021-07-21,110039.05951479853,0.399606,1.0,1.0,1.0,0.0030866008681091905,2.0,0.002,110038.06828559656
2021-07-22,109556.44478917624,0.399606,1.0,1.0,1.0,-0.004385849240717943,0.0,0.0,109555.4579073561
2021-07-23,107251.90868805375,0.399606,1.0,1.0,1.0,-0.021035148644675372,0.0,0.0,107250.94256543939
2021-07-26,104202.70067716169,0.399606,1.0,1.0,1.0,-0.02843033796033223,0.0,0.0,104201.76202173976
2021-07-27,99725.68438920529,NASDAQ_159941,1.0,1.0,1.0,-0.0429664097943816,2.0,0.002,99724.58641341707
2021-07-28,98774.97789033338,NASDAQ_159941,1.0,1.0,1.0,-0.009533216088660978,0.0,0.0,98773.89038178562
2021-07-29,98971.67686472899,NASDAQ_159941,1.0,1.0,1.0,0.0019913846461601103,0.0,0.0,98970.5871905334
2021-07-30,97332.53177153278,NASDAQ_159941,1.0,1.0,1.0,-0.016561759334809856,0.0,0.0,97331.46014425898
2021-08-02,98971.67686472899,NASDAQ_159941,1.0,1.0,1.0,0.016840670466106378,0.0,0.0,98970.5871905334
2021-08-03,98545.49835889194,NASDAQ_159941,1.0,1.0,1.0,-0.004306065324320318,0.0,0.0,98544.41337690463
2021-08-04,99233.93695321625,NASDAQ_159941,1.0,1.0,1.0,0.006985997389927334,0.0,0.0,99232.84439154761
2021-08-05,99004.45742177482,NASDAQ_159941,1.0,1.0,1.0,-0.002312510603601492,0.0,0.0,99003.36738666662
2021-08-06,99758.4649462511,NASDAQ_159941,1.0,1.0,1.0,0.007615894719407379,0.0,0.0,99757.36660955028
2021-08-09,99266.72532632241,NASDAQ_159941,1.0,1.0,1.0,-0.00492930219198584,0.0,0.0,99265.6324036551
2021-08-10,99594.55434496165,NASDAQ_159941,1.0,1.0,1.0,0.0033025066311149764,0.0,0.0,99593.45781290998
2021-08-11,99233.93695321625,NASDAQ_159941,1.0,1.0,1.0,-0.003620854514759353,0.0,0.0,99232.84439154761
2021-08-12,99102.80690897262,NASDAQ_159941,1.0,1.0,1.0,-0.0013214233786315033,0.0,0.0,99101.71579104052
2021-08-13,99365.06699745989,NASDAQ_159941,1.0,1.0,1.0,0.002646343697693121,0.0,0.0,99363.97299205471
2021-08-16,99528.98541480966,NASDAQ_159941,1.0,1.0,1.0,0.0016496583991030267,0.0,0.0,99527.8896046693
2021-08-17,99955.16392064672,NASDAQ_159941,1.0,1.0,1.0,0.004281953684756701,0.0,0.0,99954.06341829807
2021-08-18,99627.33490200748,NASDAQ_159941,1.0,1.0,1.0,-0.0032797607025035758,0.0,0.0,99626.23800904318
2021-08-19,97758.71027736983,NASDAQ_159941,1.0,1.0,1.0,-0.01875614384822799,0.0,0.0,97757.63395788777
2021-08-20,98512.71780184613,NASDAQ_159941,1.0,1.0,1.0,0.007712944681215195,0.0,0.0,98511.63318077145
2021-08-23,99922.3833636009,NASDAQ_159941,1.0,1.0,1.0,0.014309477935531723,0.0,0.0,99921.28322216489
2021-08-24,101692.65850104073,NASDAQ_159941,1.0,1.0,1.0,0.017716502327592698,0.0,0.0,101691.53886894642
2021-08-25,101692.65850104073,NASDAQ_159941,1.0,1.0,1.0,0.0,0.0,0.0,101691.53886894642
2021-08-26,101430.39841255346,NASDAQ_159941,1.0,1.2461838779044025,1.2461838779044025,-0.0028244970830703098,0.24618387790440255,0.0002461838779044026,101404.31141403815
2021-08-27,101725.43905808654,NASDAQ_159941,1.0,1.245797981551303,1.245797981551303,0.003594686014607884,0.0003858963530996018,3.858963530996018e-07,101768.82807409913
2021-08-30,102086.05644983194,NASDAQ_159941,1.0,1.2455476060644635,1.2455476060644635,0.004386332651299174,0.0002503754868394825,2.5037548683948253e-07,102215.220007565
2021-08-31,103626.85205583036,NASDAQ_159941,1.0,1.3086968785148,1.3086968785148,0.01870509861818248,0.06314927245033664,6.314927245033664e-05,104127.16577808572
2021-09-01,103069.54350574968,NASDAQ_159941,1.0,1.298108879493586,1.298108879493586,-0.007086125689893863,0.0105879990212141,1.0587999021214101e-05,103389.30759364979
2021-09-02,102971.19401855186,NASDAQ_159941,1.0,1.2960447118890892,1.2960447118890892,-0.0012768395707050129,0.0020641676044967916,2.0641676044967915e-06,103257.29603452643
2021-09-03,103135.10461984132,NASDAQ_159941,1.0,1.3046050712098385,1.3046050712098385,0.00201861372589196,0.008560359320749278,8.560359320749278e-06,103465.73262960021
2021-09-06,103266.24248014529,NASDAQ_159941,1.0,1.3067953705417086,1.3067953705417086,0.001619728521055741,0.0021902993318700936,2.1902993318700937e-06,103633.3190276923
2021-09-07,103299.0230371911,NASDAQ_159941,1.0,1.3525167658152368,1.3525167658152368,0.0003319186799080054,0.045721395273528254,4.5721395273528255e-05,103667.71686213845
2021-09-08,103036.75513264352,NASDAQ_159941,1.0,1.358422036908267,1.358422036908267,-0.0034825233352954177,0.005905271093030073,5.905271093030073e-06,103306.69161904925
2021-09-09,102381.09709536504,NASDAQ_159941,1.0,1.3604596844646328,1.3604596844646328,-0.008689545787463171,0.002037647556365929,2.037647556365929e-06,102409.00339207418
2021-09-10,102446.66602551701,NASDAQ_159941,1.0,1.3582258013023039,1.3582258013023039,0.0008253871269090496,0.0022338831623289757,2.2338831623289758e-06,102493.53046515358
2021-09-13,102151.6175639236,NASDAQ_159941,1.0,1.3582140485885923,1.3582140485885923,-0.003955128415977449,1.1752713711565832e-05,1.1752713711565832e-08,102088.155390357
2021-09-14,101528.74008369094,NASDAQ_159941,1.0,1.357774424371949,1.357774424371949,-0.00832565001076191,0.0004396242166433417,4.3962421664334176e-07,101238.20513833262
2021-09-15,100900.56625826204,1.H00016,1.0,1.3561130672267294,1.3561130672267294,-0.008440955945951512,2.7138874915986784,0.0027138874915986783,100383.65790871275
2021-09-16,100321.99334220133,1.H00016,1.0,1.3548549036130606,1.3548549036130606,-0.007820465630756002,0.0012581636136688168,1.258163613668817e-06,99598.61096214809
2021-09-17,101438.29110516497,1.H00016,1.0,1.3575913405336546,1.3575913405336546,0.015029904085371193,0.0027364369205939987,2.7364369205939986e-06,101095.56853194538
2021-09-22,100168.3267963219,1.H00016,1.0,1.3552512708242288,1.3552512708242288,-0.017042089190004495,0.002340069709425796,2.3400697094257962e-06,99372.68883630975
2021-09-23,100344.25445925558,1.H00016,1.0,1.346661935113771,1.346661935113771,0.0023286071884596193,0.008589335710457835,8.589335710457836e-06,99604.08879387054
2021-09-24,100898.83723946172,1.H00016,1.0,1.3835353278460611,1.3835353278460611,0.007363588892542072,0.03687339273229018,3.687339273229018e-05,100337.53235576487
2021-09-27,102556.31939982042,CASH,0.0,1.3812567261578892,0.0,0.022671909678305235,1.3835353278460611,0.0013835353278460613,102612.37582667879
2021-09-28,102453.86553428615,1.H00016,1.0,1.381246256941039,1.381246256941039,-0.0013812462569410267,1.381246256941039,0.001381246256941039,102470.64286665237
2021-09-29,102073.41325044869,1.H00016,1.0,1.391548502639042,1.391548502639042,-0.005185558093849574,0.010302245698002865,1.0302245698002866e-05,101939.27539515324
2021-09-30,102002.05157913003,1.H00016,1.0,1.4022470188116791,1.4022470188116791,-0.0010309845330013223,0.010698516172637174,1.0698516172637175e-05,101834.17757891546
2021-10-08,103893.13586907457,1.H00016,1.0,1.4034301137194776,1.4034301137194776,0.0259472498009794,0.0011830949077984432,1.1830949077984431e-06,104476.49442283288
2021-10-11,104535.8208005288,1.H00016,1.0,1.3827014628932786,1.3827014628932786,0.008611862462522213,0.020728650826199013,2.0728650826199013e-05,105376.23162336879
2021-10-12,103992.65530829306,1.H00016,1.0,1.3803251105821608,1.3803251105821608,-0.007233205419157396,0.0023763523111177687,2.3763523111177686e-06,104614.02369374025
2021-10-13,105057.70675824479,1.H00016,1.0,1.4185775422075864,1.4185775422075864,0.014051873444562935,0.038252431625425576,3.825243162542558e-05,106084.0467152112
2021-10-14,104353.54761595582,1.H00016,1.0,1.4121968869490682,1.4121968869490682,-0.009565179471919594,0.006380655258518164,6.380655258518165e-06,105069.3337692727
2021-10-15,105123.90975452837,1.H00016,1.0,1.4174771209484684,1.4174771209484684,0.010369892932902802,0.005280233999400252,5.280233999400253e-06,106158.89151099148
2021-10-18,103043.45910183761,1.H00016,1.0,1.5,1.5,-0.028183306974185474,0.08252287905153155,8.252287905153155e-05,103166.98288349796
2021-10-19,103906.03255666229,1.H00016,1.0,1.5,1.5,0.012495876375467674,0.0,0.0,104456.14474764014
2021-10-20,103852.94119275955,1.H00016,1.0,1.5,1.5,-0.0008270083085052393,0.0,0.0,104369.75864805942
2021-10-21,104603.95829995054,1.H00016,1.0,1.5,1.5,0.010786740919949356,0.0,0.0,105495.56819447367
2021-10-22,105866.9739043736,1.H00016,1.0,1.5,1.5,0.018050818096239762,0.0,0.0,107399.84950591157
2021-10-25,105810.22847898769,1.H00016,1.0,1.5,1.5,-0.0008645852910516005,0.0,0.0,107306.9931757676
2021-10-26,105098.97615852547,1.H00016,1.0,1.5,1.5,-0.010143517778341549,0.0,0.0,106218.52278274883
2021-10-27,103727.19848877938,1.H00016,1.0,1.5,1.5,-0.019638943679344822,0.0,0.0,104132.50319611521
2021-10-28,103281.19577332003,0.399606,1.0,1.5,1.5,-0.006509573285675696,3.0,0.003,103454.64503513924
2021-10-29,105559.05513906505,0.399606,1.0,1.5,1.5,0.03302181743913657,0.0,0.0,106870.90543672029
2021-11-01,104968.44423885824,0.399606,1.0,1.5,1.5,-0.008453188476602369,0.0,0.0,105967.50553039854
2021-11-02,105210.36698115629,0.399606,1.0,1.5,1.5,0.0033965031499361142,0.0,0.0,106327.42449672341
2021-11-03,104606.71062180786,NASDAQ_159941,1.0,1.5,1.5,-0.008664177744406865,3.0,0.003,105406.1847917788
2021-11-04,106122.75002006088,NASDAQ_159941,1.0,1.5,1.5,0.021678557082640548,0.0,0.0,107691.23878565073
2021-11-05,107276.26099095796,NASDAQ_159941,1.0,1.5,1.5,0.01624381267935826,0.0,0.0,109440.55509569288
2021-11-08,106913.72470595139,NASDAQ_159941,1.0,1.5,1.5,-0.005129771305764419,0.0,0.0,108879.15007647606
2021-11-09,107276.26099095796,NASDAQ_159941,1.0,1.5,1.5,0.00502581059360252,0.0,0.0,109426.35606235285
2021-11-10,106188.65999358888,NASDAQ_159941,1.0,1.5,1.5,-0.015268054076781334,0.0,0.0,107755.62854056772
2021-11-11,105298.81248975573,NASDAQ_159941,1.0,1.5,1.5,-0.012630384754151125,0.0,0.0,106394.63349267496
2021-11-12,105265.85750299173,NASDAQ_159941,1.0,1.5,1.5,-0.000530024535169149,0.0,0.0,106338.2417265135
2021-11-15,106254.57782476752,NASDAQ_159941,1.0,1.5,1.5,0.014028328272268409,0.0,0.0,107829.98948934887
2021-11-16,105760.22159270494,NASDAQ_159941,1.0,1.5,1.5,-0.007039421104247268,0.0,0.0,107070.92878566678
2021-11-17,106617.10625212346,NASDAQ_159941,1.0,1.5,1.5,0.012092642640309181,0.0,0.0,108365.69926463783
2021-11-18,106847.81473242339,NASDAQ_159941,1.0,1.5,1.5,0.0031852711329836136,0.0,0.0,108710.87339831107
2021-11-19,108495.68193538305,NASDAQ_159941,1.0,1.5,1.5,0.02307327020049832,0.0,0.0,111219.18875396247
2021-11-22,108627.50974008969,NASDAQ_159941,1.0,1.5,1.5,0.0017620017620336714,0.0,0.0,111415.15716051891
2021-11-23,106913.72470595139,NASDAQ_159941,1.0,1.5,1.5,-0.023725644334092633,0.0,0.0,108771.7607683014
2021-11-24,107111.47034183668,NASDAQ_159941,1.0,1.5,1.5,0.0027137971045787523,0.0,0.0,109066.94525773436
2021-11-25,107489.5051872628,0.399606,1.0,1.5,1.5,0.005222324187868388,3.0,0.003,109636.52820405074
2021-11-26,107316.70041570641,0.399606,1.0,1.5,1.5,-0.0024720397777153735,0.0,0.0,109365.50234523971
2021-11-29,108385.47614566862,0.399606,1.0,1.5,1.5,0.014878046764666086,0.0,0.0,110992.64740357338
2021-11-30,108143.54946548968,0.399606,1.0,1.5,1.5,-0.0034087174961947575,0.0,0.0,110614.30482441984
2021-12-01,107455.81551751398,0.399606,1.0,1.5,1.5,-0.009599756259087044,0.0,0.0,109552.43445933706
2021-12-02,107256.29135270853,0.399606,1.0,1.5,1.5,-0.0028457778684146673,0.0,0.0,109240.67256592173
2021-12-03,107619.90744344569,0.399606,1.0,1.5,1.5,0.005024666442015713,0.0,0.0,109789.57050746695
2021-12-06,105369.66984677523,0.399606,1.0,1.5,1.5,-0.03142425550842298,0.0,0.0,106339.51499168029
2021-12-07,104220.44550887836,0.399606,1.0,1.5,1.5,-0.016420467820981277,0.0,0.0,104593.37040766065
2021-12-08,105950.5262217547,0.399606,1.0,1.5,1.5,0.024839731827475342,0.0,0.0,107191.44167951874
2021-12-09,106807.50610797235,1.H00016,1.0,1.5,1.5,0.01205415603701887,3.0,0.003,108483.54404335667
2021-12-10,106599.21388170288,1.H00016,1.0,1.5,1.5,-0.002985822009297978,0.0,0.0,108159.63148990537
2021-12-13,106994.41309540514,1.H00016,1.0,1.5,1.5,0.005500430569885806,0.0,0.0,108754.55603338002
2021-12-14,106499.55866872384,1.H00016,1.0,1.5,1.5,-0.006998148812998872,0.0,0.0,107993.47546616681
2021-12-15,105497.66022922429,1.H00016,1.0,1.5,1.5,-0.014171879088473949,0.0,0.0,106463.00498951622
2021-12-16,105875.1096946921,1.H00016,1.0,1.5,1.5,0.005306124114874633,0.0,0.0,107027.91090763311
2021-12-17,104223.74155172188,1.H00016,1.0,1.5,1.5,-0.02345655749315556,0.0,0.0,104517.40456205588
2021-12-20,103475.25819243726,1.H00016,1.0,1.5,1.5,-0.010832833035055889,0.0,0.0,103385.18496917773
2021-12-21,104037.26226906582,1.H00016,1.0,1.5,1.5,0.008086359167747581,0.0,0.0,104221.19470746252
2021-12-22,103641.2076458101,1.H00016,1.0,1.5,1.5,-0.005770855339722214,0.0,0.0,103619.74926947273
2021-12-23,104487.20769419006,1.H00016,1.0,1.5,1.5,0.01218359025954463,0.0,0.0,104882.20983736873
2021-12-24,104584.08282612031,1.H00016,1.0,1.5,1.5,0.0013301473923277296,0.0,0.0,105021.71863528548
2021-12-27,104208.98573692454,1.H00016,1.0,1.5,1.5,-0.0054404150008051655,0.0,0.0,104450.35690181173
2021-12-28,104792.79656164284,GOLD_518880,1.0,1.5,1.5,0.008328625484185226,3.0,0.003,105320.28480613639
2021-12-29,104303.64956446105,GOLD_518880,1.0,1.5,1.5,-0.007062206011724914,0.0,0.0,104576.49125762192
2021-12-30,103756.953036974,GOLD_518880,1.0,1.5,1.5,-0.007922666049554383,0.0,0.0,103747.96664075364
2021-12-31,104821.56789673645,GOLD_518880,1.0,1.5,1.5,0.015330415622290872,0.0,0.0,105338.46608932396
2022-01-04,104159.77916875687,GOLD_518880,1.0,1.5,1.5,-0.009530792917228692,0.0,0.0,104334.5069828081
2022-01-05,104382.40970255311,NASDAQ_159941,1.0,1.5,1.5,0.003136473478353663,3.0,0.003,104661.74939683679
2022-01-06,101155.73459234761,GOLD_518880,1.0,1.5,1.5,-0.046387932625949646,3.0,0.003,99806.7072173023
2022-01-07,100539.95328765515,GOLD_518880,1.0,1.5,1.5,-0.009191762265397863,0.0,0.0,98889.30769206869
2022-01-10,100735.88218611921,GOLD_518880,1.0,1.5,1.5,0.0028625748482313806,0.0,0.0,99172.38573702701
2022-01-11,101575.58032524842,GOLD_518880,1.0,1.5,1.5,0.012442886357170835,0.0,0.0,100406.37646252236
2022-01-12,102051.40860342221,GOLD_518880,1.0,1.5,1.5,0.006966137685161078,0.0,0.0,101105.8211054284
2022-01-13,102275.33211118657,GOLD_518880,1.0,1.5,1.5,0.003230758924377408,0.0,0.0,101432.46963927128
2022-01-14,102163.3736939682,GOLD_518880,1.0,1.5,1.5,-0.0017025899496188046,0.0,0.0,101259.77173589844
2022-01-17,101743.52128773979,GOLD_518880,1.0,1.5,1.5,-0.0062250014969853495,0.0,0.0,100629.42950525807
2022-01-18,101575.58032524842,GOLD_518880,1.0,1.5,1.5,-0.0025365207804568524,0.0,0.0,100374.18086619246
2022-01-19,101463.62190803005,GOLD_518880,1.0,1.5,1.5,-0.0017139017521236033,0.0,0.0,100202.14938173792
2022-01-20,102835.13087060604,GOLD_518880,1.0,1.5,1.5,0.02021529734408456,0.0,0.0,102227.76562600613
2022-01-21,102779.14832533305,GOLD_518880,1.0,1.5,1.5,-0.0008771618576861595,0.0,0.0,102138.09532920252
2022-01-24,102499.24894562332,GOLD_518880,1.0,1.5,1.5,-0.004145538486021172,0.0,0.0,101714.67792412642
2022-01-25,102751.16038936036,GOLD_518880,1.0,1.5,1.5,0.003625960960211172,0.0,0.0,102083.49137535975
2022-01-26,102835.13087060604,GOLD_518880,1.0,1.5,1.5,0.0011652576127132441,0.0,0.0,102202.44494081724
2022-01-27,100931.81108458327,GOLD_518880,1.0,1.5,1.5,-0.027823263230487894,0.0,0.0,99358.83941242943
2022-01-28,100595.93583292814,GOLD_518880,1.0,1.5,1.5,-0.005052191325567779,0.0,0.0,98856.85954583147
2022-02-07,101323.66888151137,GOLD_518880,1.0,1.5,1.5,0.010790753787144336,0.0,0.0,99923.59957736084
2022-02-08,101911.46225023115,GOLD_518880,1.0,1.5,1.5,0.008641143604567025,0.0,0.0,100787.05375079408
2022-02-09,102387.29052840493,GOLD_518880,1.0,1.5,1.5,0.006942978898839325,0.0,0.0,101486.81613826202
2022-02-10,102583.219426869,GOLD_518880,1.0,1.5,1.5,0.002809833501922432,0.0,0.0,101771.97719425075
2022-02-11,102023.42066744952,GOLD_518880,1.0,1.5,1.5,-0.008246106145271437,0.0,0.0,100932.75466769282
2022-02-14,103702.81694570795,GOLD_518880,1.0,1.5,1.5,0.02463075962128025,0.0,0.0,103418.80508582642
2022-02-15,104738.45065662882,GOLD_518880,1.0,1.5,1.5,0.01491925499574287,0.0,0.0,104961.73661025689
2022-02-16,103338.94708475252,GOLD_518880,1.0,1.5,1.5,-0.020103408773969877,0.0,0.0,102851.64791355513
2022-02-17,104290.61031442771,GOLD_518880,1.0,1.5,1.5,0.013753140799539265,0.0,0.0,104266.1811087749
2022-02-18,105242.2668707753,GOLD_518880,1.0,1.5,1.5,0.01362699314991711,0.0,0.0,105687.01564451218
2022-02-21,105074.32590828394,GOLD_518880,1.0,1.5,1.5,-0.0024542087524769274,0.0,0.0,105427.63764569425
2022-02-22,106389.85899891455,GOLD_518880,1.0,1.5,1.5,0.018719461135885407,0.0,0.0,107401.18621125104
2022-02-23,105578.14879575802,GOLD_518880,1.0,1.5,1.5,-0.011504948689433303,0.0,0.0,106165.54107470633
2022-02-24,107845.33176940861,GOLD_518880,1.0,1.5,1.5,0.0321503938495078,0.0,0.0,109578.80503350424
2022-02-25,106557.7932880783,GOLD_518880,1.0,1.5,1.5,-0.01796870035602538,0.0,0.0,107609.81632048587
2022-02-28,105997.99452865883,GOLD_518880,1.0,1.5,1.5,-0.007940788277986277,0.0,0.0,106755.3095524519
2022-03-01,105970.00659268614,GOLD_518880,1.0,1.5,1.5,-0.0004566381761619276,0.0,0.0,106706.56100260226
2022-03-02,107397.49142720753,GOLD_518880,1.0,1.5,1.5,0.020145399522499163,0.0,0.0,108856.20730567162
2022-03-03,107117.59204749778,GOLD_518880,1.0,1.5,1.5,-0.003969875509584941,0.0,0.0,108424.06171422252
2022-03-04,107509.4565177535,GOLD_518880,1.0,1.5,1.5,0.005426821568052631,0.0,0.0,109012.45975082913
2022-03-07,109888.60458195007,GOLD_518880,1.0,1.5,1.5,0.03313391982387914,0.0,0.0,112624.46985201696
2022-03-08,112379.70439003741,GOLD_518880,1.0,1.5,1.5,0.03394340319212996,0.0,0.0,116447.32764150386
2022-03-09,113667.24287136772,GOLD_518880,1.0,1.5,1.5,0.017124981183407995,0.0,0.0,118441.48593622276
2022-03-10,110028.55093514113,GOLD_518880,1.0,1.5,1.5,-0.048078260348654034,0.0,0.0,112747.0253392996
2022-03-11,110196.4918976325,GOLD_518880,1.0,1.5,1.5,0.002228934797551041,0.0,0.0,112998.33110739873
2022-03-14,109636.69313821303,GOLD_518880,1.0,1.5,1.5,-0.007680582887977572,0.0,0.0,112130.43805912521
2022-03-15,107257.54507401645,GOLD_518880,1.0,1.5,1.5,-0.03261101037442815,0.0,0.0,108473.75118028991
2022-03-16,106249.90597239588,GOLD_518880,1.0,1.5,1.5,-0.014152438185846994,0.0,0.0,106938.5831219239
2022-03-17,107621.41493497188,GOLD_518880,1.0,1.5,1.5,0.019301921621704965,0.0,0.0,109002.70327167946
2022-03-18,107789.35589746323,GOLD_518880,1.0,1.5,1.5,0.002280143578107019,0.0,0.0,109251.2450855407
2022-03-21,107509.4565177535,GOLD_518880,1.0,1.5,1.5,-0.003955663382920305,0.0,0.0,108819.08393581737
2022-03-22,108209.20163036404,GOLD_518880,1.0,1.5,1.5,0.009702451477064056,0.0,0.0,109874.8958174832
2022-03-23,107341.51555526213,GOLD_518880,1.0,1.5,1.5,-0.012088471809428736,0.0,0.0,108546.67623682963
