mode,bias_n,mom_day,r2_window,window,start,end,total,cagr,valid,maxdd,dd_date,sharpe,avg_weight,avg_turnover,signal_days,cash_days,top_holds
a_style_volscale,60,30,30,3Y,2023-05-04,2026-04-30,2.396801085558964,0.5053284920515739,True,-0.1962975773810091,2024-10-17,1.5425474956021812,0.9478523574708272,0.1066470525895733,60,185,NASDAQ_159941:189; cash:185; 0.399606:164; GOLD_518880:151; 1.H00016:37
core_1x,80,20,20,10Y,2016-05-03,2026-04-30,5.302026026138575,0.2023328215365731,True,-0.1922634787554016,2022-05-24,1.005082070080991,0.7219020172910663,0.1317414573898723,329,591,cash:591; NASDAQ_159941:579; 0.399606:551; GOLD_518880:441; 1.H00016:267
core_1x,80,20,20,5Y,2021-04-30,2026-04-30,1.9112614653027664,0.2383087735929792,True,-0.189101048518147,2022-05-24,1.151486118118455,0.6977704376548307,0.1255161023947151,170,321,cash:321; NASDAQ_159941:294; 0.399606:245; GOLD_518880:238; 1.H00016:113
core_1x,80,20,20,3Y,2023-05-04,2026-04-30,1.6494217412309449,0.3852709966993586,True,-0.1864075515320602,2026-02-02,1.525452981725385,0.7341597796143251,0.1184573002754821,98,166,NASDAQ_159941:202; cash:166; GOLD_518880:153; 0.399606:150; 1.H00016:55
a_style_volscale,80,20,20,10Y,2016-05-03,2026-04-30,9.301616548082569,0.2629544647954078,True,-0.2899889081647948,2022-05-24,0.9995510271624706,0.992872900476525,0.1839681362913852,329,591,cash:591; NASDAQ_159941:579; 0.399606:551; GOLD_518880:441; 1.H00016:267
a_style_volscale,80,20,20,5Y,2021-04-30,2026-04-30,2.9998763917227302,0.3195498434370931,True,-0.2825556312045062,2022-05-24,1.1476161176197957,0.9654105493496776,0.1790746776082473,170,321,cash:321; NASDAQ_159941:294; 0.399606:245; GOLD_518880:238; 1.H00016:113
a_style_volscale,80,20,20,3Y,2023-05-04,2026-04-30,2.651023192587737,0.542109882007848,True,-0.2045936253496961,2024-09-06,1.590170575738861,0.9678767512955112,0.1624017142244085,98,166,NASDAQ_159941:202; cash:166; GOLD_518880:153; 0.399606:150; 1.H00016:55
core_1x,120,10,10,10Y,2016-05-03,2026-04-30,-0.6694964795015679,-0.1049001384490396,True,-0.832954412668105,2022-11-10,-0.0826281258424752,0.73095924248662,0.2838616714697406,599,531,0.399606:581; NASDAQ_159941:568; cash:531; GOLD_518880:451; 1.H00016:298
core_1x,120,10,10,5Y,2021-04-30,2026-04-30,-0.5796938521760058,-0.1591803727420774,True,-0.7965285968788836,2022-11-10,-0.0574396844470892,0.7097440132122214,0.2658959537572254,289,288,cash:288; 0.399606:275; NASDAQ_159941:275; GOLD_518880:264; 1.H00016:109
core_1x,120,10,10,3Y,2023-05-04,2026-04-30,0.6979599119910016,0.1937288028028927,True,-0.3056349343178389,2025-04-07,0.8109979112477583,0.7348484848484849,0.2768595041322314,171,156,GOLD_518880:178; 0.399606:174; NASDAQ_159941:167; cash:156; 1.H00016:51
core_1x,120,15,15,10Y,2016-05-03,2026-04-30,1.748734957548368,0.1065101619307309,True,-0.405444629225702,2022-06-09,0.5782372108165096,0.7319884726224783,0.19411280362289,440,549,NASDAQ_159941:586; cash:549; 0.399606:545; GOLD_518880:458; 1.H00016:291
core_1x,120,15,15,5Y,2021-04-30,2026-04-30,0.7734326781059739,0.1214237626892471,True,-0.2435437660910002,2022-06-09,0.6164709593813352,0.6895127993393889,0.1824938067712634,224,315,cash:315; NASDAQ_159941:283; 0.399606:255; GOLD_518880:255; 1.H00016:103
core_1x,120,15,15,3Y,2023-05-04,2026-04-30,1.129288374686237,0.2876185378872784,True,-0.2065475383110251,2024-11-18,1.083086751195247,0.7196969696969697,0.1845730027548209,135,165,NASDAQ_159941:180; GOLD_518880:168; cash:165; 0.399606:164; 1.H00016:49
a_style_volscale,120,15,15,10Y,2016-05-03,2026-04-30,2.467484779865767,0.1325392255501705,True,-0.5161368115616601,2022-06-09,0.5790324859090851,1.0030122581911072,0.2688163968200856,440,549,NASDAQ_159941:586; cash:549; 0.399606:545; GOLD_518880:458; 1.H00016:291
a_style_volscale,120,15,15,5Y,2021-04-30,2026-04-30,1.140379532670205,0.1644134344024694,True,-0.355213249094894,2022-06-09,0.6541776616648095,0.937752857119646,0.2490430287858802,224,315,cash:315; NASDAQ_159941:283; 0.399606:255; GOLD_518880:255; 1.H00016:103
a_style_volscale,120,15,15,3Y,2023-05-04,2026-04-30,1.946319289396668,0.4353697266353611,True,-0.2023859200836403,2025-04-07,1.233053884795136,0.9188576928672686,0.2355822658491668,135,165,NASDAQ_159941:180; GOLD_518880:168; cash:165; 0.399606:164; 1.H00016:49
