mode,bias_n,mom_day,r2_window,avg_cagr,min_cagr,avg_sharpe,min_sharpe,avg_maxdd,worst_maxdd,avg_turnover,valid_windows
core_1x,80,40,40,0.1859669377157355,0.12186185396335691,0.9099181116460988,0.6805145818912054,-0.20511356971770386,-0.2373676382969161,0.07215250759646762,3
core_1x,120,30,30,0.19463904869977156,0.1297817487479862,0.9076795761482153,0.6902258720369807,-0.23876232533808758,-0.2816542345598305,0.09305533432764666,3
core_1x,120,20,20,0.1886791161914223,0.13221043497052176,0.8904658501531788,0.7099319942313378,-0.2033661845520125,-0.20592463853016751,0.1380244327085429,3
core_1x,100,40,40,0.18006662777289698,0.10078920206338116,0.8813198581849823,0.5754482285667469,-0.20641587990519206,-0.26164599777838415,0.0759094912335435,3
core_1x,40,40,40,0.17445512704881297,0.0854323774084702,0.8705637481126396,0.5114128249751094,-0.23561521409855923,-0.29473211296423585,0.09140499652598705,3
core_1x,120,15,15,0.17185082083575218,0.10651016193073093,0.7592649737976974,0.5782372108165096,-0.2851786445425758,-0.405444629225702,0.18705987104965816,3
core_1x,120,60,60,0.14882503791319115,0.053223921910728667,0.7402554496619643,0.357184551660943,-0.26327388791191836,-0.36628113128966444,0.053265403368607626,3
core_1x,60,15,15,0.1573030774598263,0.09249695086595122,0.721106628516571,0.5260436614249939,-0.28097928590350923,-0.36341654957869507,0.1850265475566646,3
core_1x,40,20,20,0.12783956015157924,0.10666748880383992,0.6901901484875802,0.6218192487046461,-0.2042718597222585,-0.20592463853016751,0.14857799442127842,3
core_1x,80,60,60,0.13661490168413049,0.09438715268794895,0.6819806016565767,0.5403231635638335,-0.34214236649779783,-0.34214236649779817,0.0606971205154568,3
core_1x,100,60,60,0.12405054804360664,0.049951155063939545,0.6477127842227083,0.34301610474013955,-0.24004246950183772,-0.3404917697693375,0.05354065797912235,3
core_1x,40,15,15,0.1242685684288718,0.07879189862846658,0.6240386345511498,0.47703524644174655,-0.24074784087157738,-0.3172091073866662,0.20224600472230106,3
core_1x,100,15,15,0.1296567558049655,0.07344472212561648,0.6089351874958034,0.43741864374633127,-0.32569466839752914,-0.42610018096996716,0.18788722136310732,3
core_1x,80,15,15,0.11231503725983716,0.06636332449845006,0.6024431985131633,0.42463748718476635,-0.26779494937341475,-0.35390243402599986,0.18403648560491767,3
core_1x,60,60,60,0.11628323516899952,0.0922329874653054,0.5895435454502059,0.5241419181788977,-0.2626889454358371,-0.2626889454358373,0.07161061913454995,3
core_1x,20,20,20,0.06783550615128764,0.0394677478644303,0.42183039378109094,0.30097770221988335,-0.2609025706481542,-0.32337232445553366,0.19584277691604057,3
core_1x,20,30,30,0.053003322840083245,0.000621918144168232,0.3445272334946603,0.1006706425843386,-0.2883586998001177,-0.3291418464005851,0.14488407343992563,3
core_1x,120,10,10,-0.02345056946274145,-0.15918037274207741,0.2236433669860646,-0.08262812584247525,-0.6450393146216092,-0.832954412668105,0.2755390431197325,3
core_1x,100,10,10,-0.025439049676115617,-0.17001523710475308,0.217992245532197,-0.1295034133284861,-0.6615338992443793,-0.8639150787687591,0.27846957457567734,3
core_1x,80,10,10,-0.031881962090595094,-0.17534567843020754,0.19674444620927992,-0.12416590785021804,-0.6567189574061257,-0.8563987907758188,0.26835318587080176,3
core_1x,20,15,15,0.016125761886279788,-0.016299392661473622,0.17612193575229443,0.020840721265106565,-0.32006470743533716,-0.43465221569503554,0.2286561984952665,3
core_1x,40,10,10,0.01310965641288316,-0.047971779938227654,0.17539869700807864,-0.042628054176751244,-0.5129287387342057,-0.6638889728778818,0.2883683235304595,3
core_1x,60,10,10,-0.05358319466533693,-0.2096615839111815,0.1274047826772831,-0.21407382759633198,-0.6666596730411806,-0.8647669454474517,0.2753948830491102,3
core_1x,20,10,10,-0.08775147701026242,-0.12630484372058226,-0.2610431453373297,-0.40939370470706654,-0.5677971142432321,-0.7385095863422964,0.3181980965569293,3
