mode,mom_day,best_avg_cagr,mean_avg_cagr,median_avg_cagr,worst_min_cagr,best_avg_sharpe,mean_avg_sharpe,median_avg_sharpe,worst_min_sharpe,best_worst_maxdd,worst_worst_maxdd,mean_turnover,n
a_style_volscale,30,0.3379341893928555,0.25756320307905417,0.2922534535093641,-0.0303856609589427,1.164875796838072,0.9301953471622549,1.0411166229002269,0.0195487076563074,-0.3064689104636853,-0.4804356808333971,0.14288297647342948,6
a_style_volscale,40,0.2574688671669722,0.24073674121316468,0.2439479775695242,0.1100325013282601,0.9666510030581486,0.9080006981891616,0.9127281666475193,0.528938985421179,-0.3129562357360697,-0.5235774871316885,0.11876573496136951,6
a_style_volscale,20,0.374871396746783,0.2502136008183428,0.2752240045967632,0.0459092556658944,1.2457792401737091,0.9066610225514924,0.9786491608781267,0.3035999168174589,-0.2899889081647948,-0.4235564467555515,0.2037800471505801,6
a_style_volscale,60,0.4826427264957276,0.24282228565207076,0.1976771403749233,0.0603009069824591,1.4578923440387932,0.8622876317834806,0.7556912454295044,0.3529818492669975,-0.3330827983873611,-0.4371348735099603,0.09521087881500313,6
a_style_volscale,15,0.2441074621960003,0.16792548482786432,0.19359927483100645,-0.0308342305313865,0.822088010789677,0.6299323379775417,0.7013830191246732,0.0276580462346,-0.4160104168786597,-0.544649221261158,0.2679860460020621,6
a_style_volscale,10,0.039369863736152,-0.030168149821723448,-0.030168149821723448,-0.1688429187209996,0.2949022265046067,0.08407204013016799,0.08407204013016799,-0.3391372618782051,-0.7975092743915431,-0.8552671789474702,0.40931068224593065,2
core_1x,30,0.2694839122781663,0.20631272458250402,0.23480203908335834,0.0006219181441682,1.2058810717399977,0.9627813677956024,1.0883987796126984,0.1006706425843386,-0.2292674460319055,-0.3291418464005851,0.101222620386204,6
core_1x,40,0.2004588617953012,0.18879714772212383,0.19044666108256791,0.0854323774084702,0.997684831408396,0.9250618254343785,0.9216541381645889,0.5114128249751094,-0.2373676382969161,-0.3706928202590831,0.08318347325466373,6
core_1x,20,0.2753041972763037,0.18391033166733914,0.20359235223672084,0.0394677478644303,1.2273403899749438,0.8822837042597845,0.9611257246663842,0.3009777022198833,-0.1922634787554016,-0.3233723244555336,0.1455028762272292,6
core_1x,60,0.3505496684818793,0.18315535841011163,0.14271996979866075,0.0499511550639395,1.4440873947820456,0.8482042182963108,0.7111180256592705,0.3430161047401395,-0.2626889454358373,-0.3662811312896644,0.06751096542166607,6
core_1x,15,0.1718508208357521,0.11858667027925542,0.12696266211691865,-0.0162993926614736,0.7592649737976974,0.5819850931044466,0.6164869110234766,0.0208407212651065,-0.3172091073866662,-0.4346522156950355,0.19581872146531917,6
core_1x,10,0.0131096564128831,-0.03483276608202803,-0.028660505883355298,-0.2096615839111815,0.2236433669860646,0.11335673217926225,0.18607157160867926,-0.4093937047070665,-0.6638889728778818,-0.8647669454474517,0.2840538511171184,6
