scenario,window,overlay_cost_bps,annual,vol,sharpe,max_dd,calmar,total_return,avg_scale,defense_days_pct
baseline_v72,last_1y,0.0,42.76093817915927,8.129151688800452,3.0634400053879225,-5.298436233590076,8.070482741317361,42.72615591644322,1.0,0.0
baseline_v72,last_3y,0.0,34.39045184745122,7.945285888200654,2.60739217408522,-5.853843325880703,5.8748500656664255,142.76893088745885,1.0,0.0
baseline_v72,last_5y,0.0,28.49545790073926,7.711742579626366,2.2824252026766416,-5.853843325880693,4.867820389855106,250.23887736058495,1.0,0.0
baseline_v72,since_2019_05_09,0.0,30.091938523381412,7.860173968951802,2.349268452146853,-5.853843325880693,5.1405438868410736,520.79653700897,1.0,0.0
baseline_v72,full_common,0.0,28.590025757054583,7.624242125997481,2.314405692627427,-7.195612762456538,3.9732579699430803,1305.5136689978017,1.0,0.0
single_dd4_scale50_cost0bp,last_1y,0.0,40.97462623417953,7.986370488550756,3.0078898684023314,-4.997679856150294,8.198729693290563,40.94149387999584,0.9576502732240437,8.469945355191257
single_dd4_scale50_cost0bp,last_3y,0.0,30.47173431831871,7.184027050012827,2.591259287049019,-5.42866287386169,5.6131196624929816,122.14082107330455,0.8655423883318141,26.89152233363719
single_dd4_scale50_cost0bp,last_5y,0.0,25.029646654115602,7.076588978017286,2.213903197042923,-5.42866287386169,4.610646716455744,205.49113871993748,0.8883415435139573,22.33169129720854
single_dd4_scale50_cost0bp,since_2019_05_09,0.0,26.481680024722863,7.27730024335911,2.264370330209769,-5.4286628738617,4.87812204221203,410.6435046582495,0.8791403785488959,24.17192429022082
single_dd4_scale50_cost0bp,full_common,0.0,24.988314795486243,6.942746364423925,2.251941527205493,-6.0124236984469785,4.156113415949175,942.6931874311064,0.8588541666666667,28.229166666666668
single_dd4_scale60_cost0bp,last_1y,0.0,41.65924392431266,8.014282027655394,3.039437898774234,-5.057564977101247,8.237016056724936,41.62548104878281,0.9726775956284152,6.830601092896176
single_dd4_scale60_cost0bp,last_3y,0.0,31.867585671416986,7.331165397475063,2.6409307097965584,-5.1518385125536525,6.185672472800575,129.3487590709876,0.9026435733819508,24.339106654512307
single_dd4_scale60_cost0bp,last_5y,0.0,26.143410034549653,7.194721579372107,2.2638208436885945,-5.151838512553663,5.074578710269179,219.34035037477267,0.9170224411603722,20.74438970990695
single_dd4_scale60_cost0bp,since_2019_05_09,0.0,27.696547711570375,7.417334361077444,2.3119829236564784,-5.455738972094693,5.076589597345872,445.67154857748005,0.915930599369085,21.017350157728707
single_dd4_scale60_cost0bp,full_common,0.0,26.168752879273782,7.103054309980415,2.294064726987656,-6.205823400690235,4.216805923991197,1050.9727008457876,0.9014583333333334,24.635416666666668
single_dd4_scale70_cost0bp,last_1y,0.0,41.934807788238636,8.037450444342022,3.0476052932081887,-5.117583320230201,8.194259900462608,41.90079048379018,0.9795081967213115,6.830601092896176
single_dd4_scale70_cost0bp,last_3y,0.0,32.06835386704876,7.495610338612649,2.5986318779677484,-5.327310672760133,6.019613992294882,130.3981440813812,0.9305378304466728,23.15405651777575
single_dd4_scale70_cost0bp,last_5y,0.0,26.627604919985327,7.351951857633167,2.252935467100294,-5.327310672760133,4.998320269951386,225.5155845376331,0.9428571428571428,19.047619047619047
single_dd4_scale70_cost0bp,since_2019_05_09,0.0,28.265444820936757,7.55639932964502,2.3114245647892315,-5.529157063474455,5.11207124276826,462.76873128718677,0.9430993690851734,18.96687697160883
single_dd4_scale70_cost0bp,full_common,0.0,26.95081616079471,7.2558491142117845,2.3060629155309744,-6.39972926831931,4.2112431683961695,1128.208809818304,0.936875,21.041666666666668
single_dd4_scale80_cost0bp,last_1y,0.0,42.210279691910955,8.064343691885865,3.0543143311975594,-5.177734740627549,8.152267701298852,42.176007677783154,0.9863387978142076,6.830601092896176
single_dd4_scale80_cost0bp,last_3y,0.0,32.988461065878425,7.660911808158133,2.606769316524475,-5.502802835430886,5.994846999328358,135.2483723543606,0.9591613491340016,20.419325432999088
single_dd4_scale80_cost0bp,last_5y,0.0,27.3341951532994,7.478207013133121,2.2675222973118134,-5.502802835430886,4.967322284800533,234.6982232781872,0.9651888341543514,17.4055829228243
