date,Sub-A_nav,Sub-A_return,Sub-A-DK_nav,Sub-A-DK_return,Sub-B_nav,Sub-B_return,Microcap_v1_6_nav,Microcap_v1_6_return,V7.6_no_microcap_norm_nav,V7.6_no_microcap_norm_return,V7.6_plus_microcap_v1_6_nav,V7.6_plus_microcap_v1_6_return
2016-05-03,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2016-05-04,1.0001211499702025,0.0001211499702025165,0.9997234608382918,-0.00027653916170822246,0.9986974149465089,-0.0013025850534911232,1.002157030983206,0.0021570309832059653,0.9990459801066699,-0.0009540198933301047,0.9995126377381502,-0.0004873622618497553
2016-05-05,1.0002423146177204,0.0001211499702025165,0.9972857288834953,-0.0024384062696222175,0.9992086438348639,0.000511895676011509,1.0031328803659847,0.0009737489760675011,0.9989909142296644,-5.511846111394547e-05,0.9996122091501123,9.96199629725858e-05
2016-05-06,1.0003634939443315,0.0001211499702025165,1.006034650643911,0.008772733337125471,1.0015437274775445,0.002336932989009055,0.9863044707808464,-0.016775852845137162,1.0021973923265253,0.0032097169765887834,0.9998134540946735,0.00020132301578468237
2016-05-09,1.0004846879518146,0.0001211499702025165,1.0139275621799089,0.007845566284367944,0.9998927016773632,-0.001648480994773438,0.9631518944595406,-0.023474066079185563,1.0024390872101008,0.0002411649495659418,0.9965460082975168,-0.003268055439517248
2016-05-10,1.000605896641948,0.0001211499702025165,1.0137838024409789,-0.0001417850192581005,1.000173820899595,0.0002811493890895189,0.9595184380108991,-0.0037724646232257797,1.0026264147883515,0.00018687178167797747,0.9961602182717335,-0.00038712715978095336
2016-05-11,1.000062079497292,-0.0005434878471943794,1.0189034989087187,0.005050087065321618,1.00111900899749,0.000945023833002212,0.9552175926127936,-0.004482295730576347,1.004133103746507,0.00150274213399193,0.99679577707645,0.0006380086185524547
2016-05-12,1.0003586862819265,0.0002965883725773999,1.020043924874966,0.0011192678869673678,0.9996281939627275,-0.0014891486640088436,0.9407243951433277,-0.015172665978463451,1.0033169102789108,-0.0008128339405911733,0.9939280330085732,-0.0028769624970599317
2016-05-13,1.0005016879994737,0.0001429504431842421,1.0189598653844147,-0.0010627576559353313,1.001084172636004,0.0014565202162863944,0.9428537395527625,0.002263515669868932,1.004170179046132,0.0008504479078139671,0.9949727131221264,0.0010510621281010213
2016-05-16,0.9997233952561425,-0.0007779024789926758,1.0099773166919634,-0.008815409711021904,1.0008357329779152,-0.00024817059831705457,0.962035729942595,0.02034460869713617,1.0023180903719506,-0.00184439720759344,0.9962757363075471,0.0013096069552820389
2016-05-17,0.9988642191362864,-0.0008594138378005267,1.0080567917585257,-0.001901552541524576,1.0005333157458984,-0.00030216470300969966,0.9612930891806621,-0.0007719471728738769,1.0016646236764077,-0.0006519554039979836,0.9956088935020458,-0.0006693355877286367
2016-05-18,0.9997455759453122,0.0008823589754649586,1.0241186967457332,0.01593353183920132,0.9974358486876971,-0.0030958160107763533,0.9414485109407784,-0.020643629360529214,1.0024163191988347,0.0007504463117284921,0.993271147960126,-0.0023480561063459193
