version,candidate,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,recent_weighted_sharpe,mean_recent_cagr,worst_recent_maxdd,10y_cagr,10y_maxdd,10y_sharpe,10y_calmar,10y_annual_turnover,10y_total_trade_cost
V7.5,tv0.3_vw40_lev1.5_vr0_2_1.6,0.3,40,1.5,False,2.0,1.6,1.9835049604490935,0.4232844381017946,-0.186930738556481,0.3357624804043322,-0.186930738556481,1.792715437487043,1.7961865608468763,13.568207487276398,0.1353590223135431
V7.5,tv0.3_vw80_lev1.5_vr0_2_1.6,0.3,80,1.5,False,2.0,1.6,1.9762299606058256,0.4234947049074613,-0.18693069266770446,0.3365909552094919,-0.18693069266770446,1.7889406226878277,1.8006189909531314,13.524844178236552,0.1349264216828837
V7.5,tv0.25_vw80_lev2_vr1_2_1.6,0.25,80,2.0,True,2.0,1.6,1.9067584899088077,0.3899880659600552,-0.1369922281581088,0.3098840128531268,-0.1369922281581088,1.8128509751602209,2.262055424746255,14.58692912478585,0.1455219834115541
V7.5,tv0.2_vw40_lev2_vr1_2_1.6,0.2,40,2.0,True,2.0,1.6,1.9046367872546939,0.35936557004706793,-0.1297261267646011,0.2888135154644702,-0.1297261267646011,1.82390458878757,2.2263326799893317,14.255442528742892,0.1422150099891255
V7.5,tv0.3_vw80_lev2_vr1_2_1.6,0.3,80,2.0,True,2.0,1.6,1.9038977368160426,0.41651339144057,-0.1437704050978449,0.3247555380014242,-0.1437704050978449,1.7946979810676504,2.258848319863935,15.114907743048722,0.15078919867470034
V7.5,tv0.2_vw80_lev2_vr1_2_1.6,0.2,80,2.0,True,2.0,1.6,1.9021404119423073,0.35836094061635715,-0.1285747077016203,0.2883383453446169,-0.1285747077016203,1.817762143621189,2.2425743795098128,13.993336878380177,0.1396001940962212
V7.5,tv0.2_vw80_lev1.5_vr1_2_1.6,0.2,80,1.5,True,2.0,1.6,1.8990105156718118,0.3558474328706016,-0.1275033523370881,0.2855048485653892,-0.1275033523370881,1.8196796780170008,2.239194839446914,13.62857760721497,0.1359612861291207
V7.5,tv0.25_vw40_lev2_vr1_2_1.6,0.25,40,2.0,True,2.0,1.6,1.8981135075933426,0.39014517126560194,-0.1386560546393876,0.3091165612337545,-0.1386560546393876,1.810053180469526,2.229376582491801,14.829107565865955,0.1479380016689961
V7.5,tv0.2_vw40_lev1.5_vr1_2_1.6,0.2,40,1.5,True,2.0,1.6,1.8968255903616016,0.3556955039313096,-0.12763603027662,0.2855747305744349,-0.12763603027662,1.8234153017595576,2.23741470144066,13.819682107196533,0.1378677810217939
V7.5,tv0.3_vw40_lev2_vr1_2_1.6,0.3,40,2.0,True,2.0,1.6,1.8953348170613185,0.41709284829283955,-0.14470399125061217,0.3248316290256392,-0.14470399125061217,1.7959739479614742,2.2448007564840755,15.292762209797084,0.1525635087120233
V7.5,tv0.25_vw40_lev1.5_vr1_2_1.6,0.25,40,1.5,True,2.0,1.6,1.885959579344402,0.3789904354212833,-0.1317294063718875,0.2997007640700939,-0.1317294063718875,1.807110910605333,2.2751242287086875,14.044196000092915,0.1401075743818793
V7.5,tv0.25_vw80_lev1.5_vr1_2_1.6,0.25,80,1.5,True,2.0,1.6,1.878465163162649,0.37654944107536664,-0.1317902779462076,0.2987958567347257,-0.1317902779462076,1.7981987321232449,2.267207121732333,13.96219839835475,0.1392895506883485
V7.5,tv0.3_vw40_lev1.5_vr1_2_1.6,0.3,40,1.5,True,2.0,1.6,1.8623299400759972,0.3889682628457408,-0.1337447086055848,0.3079211607264684,-0.1337447086055848,1.78733551681192,2.302305369213017,14.252485554826148,0.1421855106540989
V7.5,tv0.3_vw80_lev1.5_vr1_2_1.6,0.3,80,1.5,True,2.0,1.6,1.8523884266434067,0.38809781121022646,-0.1337445055749119,0.3066974221910259,-0.1337445055749119,1.7762113532090726,2.2931590413577103,14.237273276299682,0.14203375006594204
V7.5,tv0.3_vw80_lev2_vr1_1.8_1.4,0.3,80,2.0,True,1.8,1.4,1.825111336897287,0.39716540679994583,-0.16092796110183827,0.3038521576948736,-0.16092796110183805,1.7242258559614516,1.8881253177786217,15.51514691346644,0.15478206087482
V7.5,tv0.25_vw80_lev2_vr1_1.8_1.4,0.25,80,2.0,True,1.8,1.4,1.8240725417794401,0.3711385811562695,-0.1488114785305182,0.2892261330999492,-0.148811478530518,1.738421276537034,1.9435740841768143,14.97091296721874,0.1493526793634441
V7.5,tv0.2_vw40_lev2_vr1_1.8_1.4,0.2,40,2.0,True,1.8,1.4,1.8167375856150985,0.3411790142775298,-0.1392723065690316,0.2686235624366402,-0.1392723065690316,1.7444694694225371,1.928765086571567,14.625842593488905,0.145910191587425
V7.5,tv0.3_vw40_lev2_vr1_1.8_1.4,0.3,40,2.0,True,1.8,1.4,1.8161752767259771,0.3978373916342216,-0.1598266924686127,0.30394353487076553,-0.15982669246861236,1.7248506995468011,1.9017069688184634,15.68036926458959,0.15643035052054854
V7.5,tv0.2_vw80_lev2_vr1_1.8_1.4,0.2,80,2.0,True,1.8,1.4,1.8150461621994431,0.3402290702670718,-0.1384245069963836,0.2684010476886795,-0.1384245069963827,1.740148812149294,1.9389705877420484,14.366427532890636,0.1433222175305042
V7.5,tv0.25_vw40_lev2_vr1_1.8_1.4,0.25,40,2.0,True,1.8,1.4,1.8149631828432398,0.3713468750011354,-0.1479175599773798,0.288450222851049,-0.1479175599773798,1.7347615979708453,1.950074236589354,15.203261885991392,0.1516706364340569
V7.5,tv0.2_vw80_lev1.5_vr1_1.8_1.4,0.2,80,1.5,True,1.8,1.4,1.8114745706653554,0.3377506769784274,-0.1384244222338654,0.2656126553910323,-0.1384244222338654,1.741722969685708,1.9188279864537543,14.002422457740202,0.1396908335665034
V7.5,tv0.2_vw40_lev1.5_vr1_1.8_1.4,0.2,40,1.5,True,1.8,1.4,1.8084060537753484,0.337563228445582,-0.1391521743063445,0.2654476725656427,-0.1391521743063436,1.743696878680122,1.9076070775671776,14.192088968558938,0.1415829828053856
V7.5,tv0.25_vw40_lev1.5_vr1_1.8_1.4,0.25,40,1.5,True,1.8,1.4,1.8016232399708894,0.3603021608270425,-0.1478826612227807,0.2791363435839971,-0.1478826612227803,1.7306926324624707,1.8875528833193456,14.42284061414078,0.1438850051744044
V7.5,tv0.25_vw80_lev1.5_vr1_1.8_1.4,0.25,80,1.5,True,1.8,1.4,1.794375850054019,0.35780946979416817,-0.1494309156258537,0.2782246447915624,-0.1494309156258537,1.7219065371108344,1.861894800191035,14.344479860129736,0.1431032633665323
V7.5,tv0.3_vw40_lev1.5_vr1_1.8_1.4,0.3,40,1.5,True,1.8,1.4,1.7807435242938472,0.3698321960429723,-0.1581783283476653,0.2871400237676853,-0.158178328347665,1.7139290897684571,1.8152930731229595,14.646698779725504,0.1461182568739282
V7.5,tv0.3_vw80_lev1.5_vr1_1.8_1.4,0.3,80,1.5,True,1.8,1.4,1.7713434523511293,0.3690050397287663,-0.15993847125232763,0.28599731802930517,-0.15993847125232763,1.7032204910382136,1.7881708871538495,14.63395516582747,0.1459911241543264
V7.6,tv0.25_vw40_lev2_vr0_2_1.6,0.25,40,2.0,False,2.0,1.6,2.0704358739727393,0.44215787493444064,-0.18636148039590283,0.3478249302668912,-0.18636148039590283,1.8081614201168805,1.8663992662431015,13.814516169978212,0.13781624464811598
V7.6,tv0.2_vw40_lev2_vr0_2_1.6,0.2,40,2.0,False,2.0,1.6,2.0691093941480565,0.40588065977989884,-0.1770191222194244,0.32229443516654643,-0.1770191222194244,1.807411812883609,1.8206758181019886,13.207547158905466,0.13176100618050926
V7.6,tv0.25_vw80_lev2_vr0_2_1.6,0.25,80,2.0,False,2.0,1.6,2.0688996532481645,0.4412966719289633,-0.1894073510737062,0.348135252389302,-0.1894073510737062,1.8071814784583022,1.8380239753937966,13.73661602187103,0.13703909793247526
V7.6,tv0.2_vw40_lev1.5_vr0_2_1.6,0.2,40,1.5,False,2.0,1.6,2.0670212477861356,0.4042891003238383,-0.17520378677999482,0.32114918425188743,-0.17520378677999482,1.8092746921580556,1.8330036704923378,12.88243336799458,0.1285176090759459
V7.6,tv0.3_vw40_lev2_vr0_2_1.6,0.3,40,2.0,False,2.0,1.6,2.0658783131020737,0.47297053471039024,-0.1964526598238362,0.36703793224332015,-0.1964526598238362,1.800655770767407,1.868327629528925,14.339055766088471,0.14304915157121592
V7.6,tv0.3_vw80_lev2_vr0_2_1.6,0.3,80,2.0,False,2.0,1.6,2.0653520198926505,0.4716751396819949,-0.19964596363486586,0.366803808448954,-0.19964596363486586,1.7978591275842788,1.8372713465913315,14.270067563150656,0.14236091211809823
V7.6,tv0.2_vw80_lev2_vr0_2_1.6,0.2,80,2.0,False,2.0,1.6,2.0650005587027644,0.40519729221839823,-0.17905635896232763,0.3227377190859184,-0.17905635896232763,1.8046486925689953,1.8024365119242733,13.126861717953204,0.1309560728529141
V7.6,tv0.2_vw80_lev1.5_vr0_2_1.6,0.2,80,1.5,False,2.0,1.6,2.062372410943662,0.40306346420667816,-0.1767469946336202,0.3212971500035191,-0.1767469946336202,1.8060979585573198,1.8178365672895185,12.815405634172098,0.12784892763614547
V7.6,tv0.25_vw40_lev1.5_vr0_2_1.6,0.25,40,1.5,False,2.0,1.6,2.053994434652996,0.4317895329844197,-0.18590461345132947,0.33876711071621335,-0.18590461345132947,1.796580779348929,1.822263065057844,13.158127113921301,0.13126798239840531
V7.6,tv0.25_vw80_lev1.5_vr0_2_1.6,0.25,80,1.5,False,2.0,1.6,2.0501696656252166,0.4307874909789736,-0.18652384308812664,0.33890925926135207,-0.18652384308812664,1.7947282708621908,1.8169755332632092,13.137141576924684,0.13105862668408197
V7.6,tv0.3_vw40_lev1.5_vr0_2_1.6,0.3,40,1.5,False,2.0,1.6,2.028608083663638,0.4458363273657756,-0.18758979430029976,0.35061605657985595,-0.18758979430029976,1.7873221651080435,1.8690572047783074,13.390647220577911,0.13358764727195582
V7.6,tv0.3_vw80_lev1.5_vr0_2_1.6,0.3,80,1.5,False,2.0,1.6,2.0272084845134537,0.44667994218547685,-0.18758979430029943,0.35119021603564415,-0.18758979430029943,1.7862668863388829,1.872117922755692,13.38363015800679,0.13351764371916294
V7.6,tv0.2_vw40_lev2_vr1_2_1.6,0.2,40,2.0,True,2.0,1.6,1.9623680039359173,0.37814402871542296,-0.11356373006644527,0.2987271787126562,-0.11356373006644516,1.8230578850712884,2.6304805111444782,13.746376409872418,0.13713646942229868
V7.6,tv0.25_vw40_lev2_vr1_2_1.6,0.25,40,2.0,True,2.0,1.6,1.9615965144744854,0.4109761037911076,-0.12110365036217907,0.32248712714658967,-0.12110365036217874,1.8237772028041659,2.662901788526962,14.353843104170668,0.14319667287255977
V7.6,tv0.2_vw40_lev1.5_vr1_2_1.6,0.2,40,1.5,True,2.0,1.6,1.960292953862977,0.37663244074173746,-0.11357267186866649,0.29780619363563354,-0.11357267186866637,1.8276477132078968,2.622164194393629,13.420871036063714,0.13388916581215943
V7.6,tv0.25_vw80_lev2_vr1_2_1.6,0.25,80,2.0,True,2.0,1.6,1.959070379655595,0.40975939505329334,-0.1224634738438698,0.3223812341409229,-0.12246347384386946,1.82272553000357,2.632468474248343,14.283338634658595,0.14249330685528455
V7.6,tv0.2_vw80_lev2_vr1_2_1.6,0.2,80,2.0,True,2.0,1.6,1.9563521091701426,0.37691926391313046,-0.11537703027720914,0.2986048958256622,-0.11537703027720858,1.8203141068030833,2.5880792312666085,13.662372538788137,0.13629843080362453
V7.6,tv0.3_vw40_lev2_vr1_2_1.6,0.3,40,2.0,True,2.0,1.6,1.956141556509628,0.43892882517903964,-0.12730832835072314,0.3406108142913691,-0.12730832835072303,1.8161151114488556,2.67547943409497,14.90079611132742,0.1486531802534807
V7.6,tv0.3_vw80_lev2_vr1_2_1.6,0.3,80,2.0,True,2.0,1.6,1.9546915342437317,0.43726423393253355,-0.1290181556432417,0.3400754274417752,-0.1290181556432417,1.8135095805898946,2.6358726471190974,14.843600741024487,0.1480825883449824
V7.6,tv0.2_vw80_lev1.5_vr1_2_1.6,0.2,80,1.5,True,2.0,1.6,1.9535116912001609,0.37481183038300825,-0.1157242442065951,0.29720547818821696,-0.11572424420659466,1.8227863166268818,2.568221380280835,13.351393324411344,0.13319604292686557
V7.6,tv0.25_vw40_lev1.5_vr1_2_1.6,0.25,40,1.5,True,2.0,1.6,1.943566107048172,0.40069969855948784,-0.12171736474820438,0.3134742511040969,-0.12171736474820416,1.8131560551952395,2.57542752221574,13.6997483569867,0.13667129908517683
V7.6,tv0.25_vw80_lev1.5_vr1_2_1.6,0.25,80,1.5,True,2.0,1.6,1.938211942650269,0.3992278214230548,-0.12286811788079077,0.3127571457767644,-0.12286811788079055,1.808113942335263,2.5454703072786424,13.68938156671409,0.13656787801079057
V7.6,tv0.3_vw40_lev1.5_vr1_2_1.6,0.3,40,1.5,True,2.0,1.6,1.9136560180633888,0.4116994886203393,-0.1260796581966822,0.3227132840535918,-0.1260796581966822,1.7928592579375395,2.559598341789318,13.95519998724422,0.13921973320607925
V7.6,tv0.3_vw80_lev1.5_vr1_2_1.6,0.3,80,1.5,True,2.0,1.6,1.9105078695729583,0.4119511374309149,-0.1273305890658326,0.3223770591656512,-0.12733058906583206,1.788532040416665,2.531811574349796,13.96619883088203,0.13932945976522787
V7.6,tv0.25_vw40_lev2_vr1_1.8_1.4,0.25,40,2.0,True,1.8,1.4,1.882756467572751,0.3924238607479046,-0.14454968212602148,0.3019533479255341,-0.14454968212602115,1.7501123051646164,2.088924330267883,14.737187937365844,0.1470209939465783
V7.6,tv0.3_vw40_lev2_vr1_1.8_1.4,0.3,40,2.0,True,1.8,1.4,1.8810543309812426,0.41981293590051055,-0.15550205711192466,0.31977890185883084,-0.15550205711192455,1.7466098966965586,2.056428755978874,15.301020337994053,0.15264589337189308
V7.6,tv0.25_vw80_lev2_vr1_1.8_1.4,0.25,80,2.0,True,1.8,1.4,1.880124113560746,0.39115943738366454,-0.14489149109243282,0.30184416743068265,-0.1448914910924326,1.7491745172403357,2.083242881654956,14.668559634671148,0.14633634492683836
V7.6,tv0.3_vw80_lev2_vr1_1.8_1.4,0.3,80,2.0,True,1.8,1.4,1.8794912047831493,0.418078254054111,-0.15797638997712826,0.31923136973221466,-0.15797638997712826,1.744041803164442,2.020753669446636,15.247236009674042,0.15210933066793866
V7.6,tv0.2_vw40_lev2_vr1_1.8_1.4,0.2,40,2.0,True,1.8,1.4,1.8790357438747742,0.3603162954869871,-0.1405690255975669,0.27878340496723775,-0.1405690255975669,1.745161502748734,1.9832491815470277,14.12763996282471,0.14094002724817983
V7.6,tv0.2_vw40_lev1.5_vr1_1.8_1.4,0.2,40,1.5,True,1.8,1.4,1.876708497291844,0.35882432783787327,-0.13961130578673508,0.2778844446206712,-0.13961130578673508,1.7496175355791792,1.9904150530986142,13.802137015854397,0.1376927478486427
V7.6,tv0.2_vw80_lev2_vr1_1.8_1.4,0.2,80,2.0,True,1.8,1.4,1.872829625226582,0.35904068636806274,-0.14012835186593353,0.2786418924451861,-0.14012835186593353,1.742404121946661,1.9884761986765827,14.04368896881376,0.14010251614126107
V7.6,tv0.2_vw80_lev1.5_vr1_1.8_1.4,0.2,80,1.5,True,1.8,1.4,1.8697430689146066,0.35695021211871364,-0.13917362537219036,0.2772681970631916,-0.13917362537219036,1.7446740140459278,1.9922467085390396,13.732704654073942,0.1370000773823091
V7.6,tv0.25_vw40_lev1.5_vr1_1.8_1.4,0.25,40,1.5,True,1.8,1.4,1.8636642044372826,0.38223794560888497,-0.14351681566014785,0.29304854622301435,-0.1435168156601475,1.7384192364205404,2.041910872081797,14.086594832163835,0.14053055320658683
V7.6,tv0.25_vw80_lev1.5_vr1_1.8_1.4,0.25,80,1.5,True,1.8,1.4,1.8581263239521915,0.38070530572775035,-0.1454896807333962,0.2922992494470522,-0.1454896807333962,1.7331541309694742,2.0090720384676524,14.074310587648403,0.1404080032434448
V7.6,tv0.3_vw40_lev1.5_vr1_1.8_1.4,0.3,40,1.5,True,1.8,1.4,1.8363217501151659,0.39274536603110155,-0.1565487887317235,0.3020170032051952,-0.15654878873172295,1.7211245764205172,1.9292196742752226,14.36245570442815,0.14328259381322367
V7.6,tv0.3_vw80_lev1.5_vr1_1.8_1.4,0.3,80,1.5,True,1.8,1.4,1.8329700212726026,0.392899821334989,-0.1581060824866416,0.30162584597838116,-0.15810608248664137,1.7165859851721577,1.9077434671361615,14.372572598537555,0.1433835218758866
