date,layer,holding,holding_fraction,is_signal,target,pending_entry_target,pending_entry_days,pre_trade_holding,pre_trade_fraction,asset_component,cash_component,trade_cost,base_trade_cost,effective_turnover,scale_raw,base_weight,weight,realized_vol,scale_tc,return,nav,base_holding,base_fraction,effective_holding,effective_fraction,active_score_overlay,overlay_on,overlay_triggered,overlay_recovered,trade_id,score_peak_overlay,score_decay_ratio_overlay,waiting_for_new_peak,pre_suba_overheat_holding,pre_suba_overheat_fraction,suba_same_side_overheat_bias,suba_same_side_overheat_bias_mom,suba_same_side_overheat_signal,suba_same_side_overheat_on,suba_same_side_overheat_triggered,suba_same_side_overheat_recovered,suba_volume_rule_on,suba_volume_rule_scale,suba_volume_rule_name,suba_volume_zz2000_amount,suba_volume_zz2000_streak,suba_volume_zz2000_signal,suba_volume_cyb_amount,suba_volume_cyb_streak,suba_volume_cyb_signal,suba_volume_combined_signal,suba_volume_severe_ratio_value,suba_volume_severe_ratio_ma_value,suba_volume_severe_ratio_streak,suba_volume_severe_ratio_signal,suba_volume_old_combined_signal,suba_volume_combined_scale,suba_volume_clear_signal,suba_volume_clear_ratio_rule,suba_volume_clear_ratio_enabled,suba_volume_clear_ratio_unavailable,suba_volume_clear_ratio_numerator_source,suba_volume_clear_ratio_denominator_source,suba_volume_combined_unresolved,suba_volume_zz2000_source,suba_volume_cyb_source,suba_volume_partial_unavailable,suba_volume_unresolved
2023-11-02,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.731058178205076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-03,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.732115945643203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-06,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.733173841229823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-07,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.734231864980462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-08,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.735290016910646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09,02_plus_r2_filter,0.399606,1.0,True,0.399606,,0,cash,0.0,0.0,0.0001211499702025165,0.001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0008789711797676514,8.72761194873887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,-0.006512577040982848,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.006512577040982848,8.670772703538907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-13,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,0.00198462264412802,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00198462264412802,8.687980915388437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-14,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,-0.0021930735810813395,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0021930735810813395,8.66892753396996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-15,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,0.005265690647615173,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.005265690647615173,8.71457542461044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-16,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,-0.01848067239268325,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.01848067239268325,8.553524211146884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-17,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,0.004248753745796918,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.004248753745796918,8.58986602917876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,0.0032454645217028233,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0032454645217028233,8.61774413462264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-21,02_plus_r2_filter,1.H00852,1.0,True,1.H00852,,0,0.399606,1.0,-0.004366039843604619,0.0,0.002,0.0,2.0,1.0,1.0,1.0,0.0,0.0,-0.006357307763917408,8.56295848292815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-22,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,-0.012742253918368918,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.012742253918368918,8.45384709164623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-23,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,0.010533803057091173,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.010533803057091173,8.542898251984393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-24,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,-0.013240944809203459,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.013240944809203459,8.429782207719228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-27,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,-0.0005803041553869015,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0005803041553869015,8.424890370075081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-28,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,0.005231620222691191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.005231620222691191,8.468966196909122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-29,02_plus_r2_filter,1.H20955,1.0,True,1.H20955,,0,1.H00852,1.0,-0.004872661878877471,0.0,0.002,0.0,2.0,1.0,1.0,1.0,0.0,0.0,-0.006862916555119725,8.410844388591604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30,02_plus_r2_filter,1.H20955,1.0,False,,,0,1.H20955,1.0,0.00199325752035584,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00199325752035584,8.427609367421708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01,02_plus_r2_filter,1.H20955,1.0,False,,,0,1.H20955,1.0,0.0032721070403949337,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0032721070403949337,8.455185407366546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04,02_plus_r2_filter,1.H20955,1.0,False,,,0,1.H20955,1.0,-0.00041509176228160527,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.00041509176228160527,8.451675729555385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05,02_plus_r2_filter,1.H20955,1.0,False,,,0,1.H20955,1.0,-0.009498107740915418,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.009498107740915418,8.371400802884787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-06,02_plus_r2_filter,1.H20955,1.0,False,,,0,1.H20955,1.0,0.0011930334546688126,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0011930334546688126,8.38138816410507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-07,02_plus_r2_filter,cash,0.0,True,cash,,0,1.H20955,1.0,-0.003723853707883751,0.0,0.001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.004720129854175914,8.341826923612242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-08,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.342837535695471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.343848270214325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-12,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.344859127183636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-13,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.345870106618237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-14,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.346881208532968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-15,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.347892432942666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.348903779862171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-19,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.349915249306326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-20,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.350926841289972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-21,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.351938555827958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-22,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.35295039293513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-25,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.353962352626336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-26,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.35497443491643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-27,02_plus_r2_filter,1.H00016,1.0,True,1.H00016,,0,cash,0.0,0.0,0.0001211499702025165,0.001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0008789711797676514,8.347630653180444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-28,02_plus_r2_filter,cash,0.0,True,cash,,0,1.H00016,1.0,0.02257222667378911,0.0,0.001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02154965444711543,8.52751920920863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-29,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.528552317906728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.529585551765914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-03,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.53061891080135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-04,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.531652395028201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-05,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.532686004461638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-08,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.533719739116826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-09,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.534753599008937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-10,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.535787584153143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-11,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.536821694564617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-12,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.537855930258537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-15,02_plus_r2_filter,1.H20955,1.0,True,1.H20955,,0,cash,0.0,0.0,0.0001211499702025165,0.001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0008789711797676514,8.530351400958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-16,02_plus_r2_filter,1.H20955,1.0,False,,,0,1.H20955,1.0,0.0037104889278198883,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0037104889278198883,8.562003175382502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-17,02_plus_r2_filter,1.H20955,1.0,False,,,0,1.H20955,1.0,-0.013447693628216517,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.013447693628216517,8.446863979836142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-18,02_plus_r2_filter,1.H20955,1.0,False,,,0,1.H20955,1.0,-0.008648626489803357,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.008648626489803357,8.373810208264365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-19,02_plus_r2_filter,cash,0.0,True,cash,,0,1.H20955,1.0,-0.00534522515346314,0.0,0.001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.006339879928309644,8.320721257001514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-22,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.321729312133863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-23,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.322737489392061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-24,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.323745788790905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-25,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.32475421034519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-26,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.325762754069718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-29,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.326771419979286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-30,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.327780208088699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.328789118412763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-01,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.329798150966282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-02,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.330807305764065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05,02_plus_r2_filter,cash,0.0,False,,,0,cash,0.0,0.0,0.0001211499702025165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0001211499702025165,8.33181658282092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,02_plus_r2_filter,1.H00016,1.0,True,1.H00016,,0,cash,0.0,0.0,0.0001211499702025165,0.001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0008789711797676514,8.32449315616951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07,02_plus_r2_filter,1.H00016,1.0,False,,,0,1.H00016,1.0,0.010913254178473775,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.010913254178473775,8.415340465889752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-08,02_plus_r2_filter,1.H00016,1.0,False,,,0,1.H00016,1.0,0.00359399673419758,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00359399673419758,8.445585172041321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19,02_plus_r2_filter,1.H00016,1.0,False,,,0,1.H00016,1.0,0.008065575352416587,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.008065575352416587,8.513703675641672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20,02_plus_r2_filter,1.H00016,1.0,False,,,0,1.H00016,1.0,-0.0010396834682352418,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0010396834682352418,8.504852118676654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-21,02_plus_r2_filter,1.H00016,1.0,False,,,0,1.H00016,1.0,0.01736561214847554,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.01736561214847554,8.652544081949733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-22,02_plus_r2_filter,1.H00016,1.0,False,,,0,1.H00016,1.0,0.009484339719891377,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.009484339719891377,8.73460774946428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-23,02_plus_r2_filter,cash,0.0,True,cash,,0,1.H00016,1.0,0.000132181197095127,0.0,0.001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0008679509841019728,8.727026538072387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26,02_plus_r2_filter,0.399606,1.0,True,0.399606,,0,cash,0.0,0.0,0.0001211499702025165,0.001,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0008789711797676514,8.719355733260354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,0.024129920572344643,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.024129920572344643,8.929753094545944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-28,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,-0.025085642538635988,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.025085642538635988,8.705744500457886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,0.03319871529875673,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.03319871529875673,8.994764033592304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,0.009407733423614673,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.009407733423614673,9.079384375828658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-04,02_plus_r2_filter,0.399606,1.0,False,,,0,0.399606,1.0,0.005920317105396977,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.005920317105396977,9.13313721045535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-05,02_plus_r2_filter,1.H00852,1.0,True,1.H00852,,0,0.399606,1.0,-0.0006415923615145092,0.0,0.002,0.0,2.0,1.0,1.0,1.0,0.0,0.0,-0.0026403091767914777,9.10902290446569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-06,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,0.0011769986534337917,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0011769986534337917,9.119744212158343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-07,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,-0.01452747916936492,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.01452747916936492,8.987257318086277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,0.012652298526173,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.012652298526173,9.100966780606237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-11,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,0.01792684834225744,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.01792684834225744,9.264118431850088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-12,02_plus_r2_filter,1.H00852,1.0,False,,,0,1.H00852,1.0,0.00543339675565413,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00543339675565413,9.314454062881698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
