date,official_holding,price_holding,official_weight,price_weight
2015-02-10,1.H00852,1.000852,1.333465966479826,1.0
2015-02-11,1.H00852,1.000852,1.3321428221124154,1.0
2015-02-12,1.H00852,1.000852,1.3290626713625728,1.0
2015-02-13,1.H00852,1.000852,1.3291280201403284,1.0
2015-02-16,0.399606,0.399006,1.3253456858051267,1.0
2015-02-17,0.399606,0.399006,1.3161283716000618,1.0
2015-02-25,0.399606,0.399006,1.3157711406078751,1.0
2015-02-26,0.399606,0.399006,1.3080356251959242,1.0
2015-02-27,0.399606,0.399006,1.3085333143958058,1.0
2015-03-02,0.399606,0.399006,1.2941446095524891,1.0
2015-03-03,0.399606,0.399006,1.2737190556143085,1.0
2015-03-04,0.399606,0.399006,1.2629679835992167,1.0
2015-03-05,0.399606,0.399006,1.252158948150778,1.0
2015-03-06,1.H00852,1.000852,1.25180138915589,1.0
2015-03-09,1.H00852,1.000852,1.2071717451034776,1.0
2015-03-10,1.H00852,1.000852,1.205381049424373,1.0
2015-03-11,1.H00852,1.000852,1.2081209322368667,1.0
2015-03-12,1.H00852,1.000852,1.2222021187722154,1.0
2015-03-13,1.H00852,1.000852,1.222906871810995,1.0
2015-03-16,1.H00852,1.000852,1.219671489544083,1.0
2015-03-17,1.H00852,1.000852,1.2000368219729092,1.0
2015-03-18,1.H00852,1.000852,1.200112938778974,1.0
2015-03-19,1.H00852,1.000852,1.2056466578457259,1.0
2015-03-20,1.H00852,1.000852,1.223232606178138,1.0
2015-03-23,1.H00852,1.000852,1.227009821409291,1.0
2015-03-24,1.H00852,1.000852,1.2134803714902733,1.0
2015-03-25,1.H00852,1.000852,1.2200551094941383,1.0
2015-04-01,1.H20955,1.000016,1.2370054750723902,1.0
2015-04-02,1.H00905,1.000905,1.2361114406855451,1.0
2015-04-03,1.H00905,1.000905,1.3098161595940443,1.0
2015-04-07,1.H20955,1.000905,1.3062642574346175,1.0
2015-04-08,1.H20955,cash,1.4216566700973334,0.0
2015-04-09,1.H20955,cash,1.425898315281823,0.0
2015-04-10,1.H20955,1.000016,1.3971293585151856,1.0
2015-04-13,1.H20955,1.000016,1.3866782463884884,1.0
2015-04-14,1.H00016,1.000016,1.3547814506855749,1.0
2015-04-15,1.H00016,1.000016,1.3550561951056759,1.0
2015-04-16,1.H00016,1.000016,1.3551373279663153,1.0
2015-04-17,1.H00016,1.000016,1.3024768670838314,1.0
2015-04-20,1.H00016,1.000016,1.3001032289797503,1.0
2015-04-21,1.H00016,1.000016,1.272508819626823,1.0
2015-04-22,1.H00016,1.000016,1.270605357744531,1.0
2015-04-23,1.H00016,1.000016,1.2582542331823974,1.0
2015-04-24,1.H00016,1.000016,1.2526253405799306,1.0
2015-04-27,1.H00016,1.000016,1.238546098343529,1.0
2015-04-28,1.H00016,1.000016,1.2273979555512085,1.0
2015-04-29,1.H00016,1.000016,1.2220784264071878,1.0
2015-04-30,1.H00016,1.000016,1.231162581558603,1.0
2015-05-04,1.H00016,1.H30269,1.2232177100502828,1.0
2015-05-05,1.H00016,1.H30269,1.2276770929184415,1.0
2015-05-06,0.399606,0.399006,1.1755085000197052,1.0
2015-05-07,0.399606,cash,1.213166409128449,0.0
2015-05-08,0.399606,0.399006,1.2029429305562434,1.0
2015-05-22,1.H00852,1.000852,1.0625267038512507,1.0
2015-06-05,1.H20955,1.000905,1.127270820760959,1.0
2015-06-08,1.H20955,cash,1.1273619153608503,0.0
2015-06-09,1.H20955,cash,1.12800018058709,0.0
2015-06-10,1.H20955,1.H30269,1.1408033565767417,1.0
2015-06-11,1.H20955,1.000905,1.1458450508055313,1.2084396899964958
2015-06-12,1.H20955,cash,1.1456321510298737,0.0
2015-06-17,1.H20955,cash,1.1431059720968424,0.0
2015-08-03,1.H00905,1.000905,1.328626900343633,1.5
2015-08-04,1.H00905,1.000905,1.3494867200819847,1.5
2015-09-28,0.399606,0.399006,1.5,1.5
2015-09-30,0.399606,0.399006,1.5,1.5
2015-10-08,0.399606,0.399006,1.5,1.5
2015-10-09,0.399606,0.399006,1.5,1.5
2015-10-12,0.399606,0.399006,1.5,1.5
2015-10-13,0.399606,0.399006,1.5,1.5
2015-10-14,0.399606,0.399006,1.5,1.5
2015-10-15,0.399606,0.399006,1.5,1.5
2015-10-16,0.399606,0.399006,1.5,1.5
2015-10-19,0.399606,0.399006,1.5,1.5
2015-10-20,0.399606,0.399006,1.5,1.5
2015-10-21,0.399606,0.399006,1.5,1.5
2015-10-22,0.399606,0.399006,1.3629427383334844,1.3630308681275691
2015-10-23,0.399606,0.399006,1.2794491819978102,1.2795209881419094
2015-10-26,0.399606,0.399006,1.2489081100788855,1.248973897444616
2015-10-27,0.399606,0.399006,1.2474053433237495,1.2474708389289386
2015-10-28,0.399606,0.399006,1.2434156989141985,1.243480217453358
2015-10-29,0.399606,0.399006,1.207866049013921,1.2079252781053802
2015-10-30,0.399606,0.399006,1.2078488993001089,1.2079081448917437
2015-11-02,0.399606,0.399006,1.2071205123630213,1.2071796864589484
2015-11-03,0.399606,0.399006,1.1938646003240472,1.1939223278691398
2015-11-04,0.399606,0.399006,1.1936437618325908,1.1937014380880637
2015-11-05,0.399606,0.399006,1.0982803824445455,1.0983244954380724
2015-11-06,0.399606,0.399006,1.0958485657327197,1.095892481901444
2015-11-09,0.399606,0.399006,1.0704735453600813,1.0705139064481777
2015-11-10,0.399606,0.399006,1.0624773778659748,1.0625167320932178
2015-11-11,0.399606,0.399006,1.062446888734407,1.062486154907314
2015-11-12,0.399606,0.399006,1.0569123820087931,1.0569508463727866
2015-11-13,0.399606,0.399006,1.0544057778635938,1.0544440415728586
2015-11-16,0.399606,0.399006,1.0366697790353685,1.0367067814556759
2015-11-17,1.H00852,1.000852,1.0222743900490714,1.0223095158892843
2015-11-18,1.H00852,1.000852,1.0034402418046402,1.0034735882786756
2015-11-19,1.H00852,1.000852,0.9956102948955781,0.9956428951221458
2015-11-20,1.H00852,1.000852,0.9837238463663237,0.9837604326712296
2015-11-23,1.H00852,1.000852,0.9799336543625665,0.979969355341105
2015-11-24,1.H00852,1.000852,0.977171478695183,0.9772057466903196
2015-11-25,1.H00852,1.000852,0.9766344336448558,0.9766678183723305
2015-11-26,1.H00852,1.000852,0.9717233697734436,0.9717559529766285
2015-11-27,1.H00852,1.000852,0.9699064204648635,0.969938615709009
2015-11-30,1.H00852,1.000852,0.9034371218039895,0.903464418823752
2015-12-01,1.H00852,1.000852,0.9034902675153881,0.9035175110296385
2015-12-22,1.H20955,cash,0.9355782627204317,0.0
2015-12-23,1.H20955,1.H30269,0.9355782627204317,0.9355812749524167
2015-12-24,1.H20955,cash,0.9353923212862556,0.0
2015-12-25,1.H20955,1.000016,0.9345639308183213,0.9330510473733246
2015-12-28,1.H20955,1.000016,0.9346818343604519,0.9330510473733246
2015-12-29,1.H11077,1.H11077,0.9232118741300094,0.9163141714988275
2016-01-13,1.H11077,1.H11077,0.9225021087087916,0.9158017589462005
2016-01-14,1.H11077,1.H11077,0.9225021087087916,0.9158017589462005
2016-03-03,1.H00016,cash,1.3138634416425796,0.0
2016-03-04,1.H00016,1.000016,1.5,1.4799954808438958
2016-03-07,1.H00016,1.000016,1.4470935404601593,1.4832250069453181
2016-03-08,1.H00016,1.000016,1.5,1.5
2016-03-09,1.H00016,1.000016,1.5,1.5
2016-03-10,1.H00016,1.000016,1.5,1.5
2016-03-11,1.H00016,1.000016,1.5,1.5
2016-03-14,1.H00016,1.000016,1.5,1.5
2016-03-15,1.H00016,1.000016,1.5,1.5
2016-03-16,1.H00016,1.000016,1.5,1.5
2016-03-17,1.H00016,1.000016,1.5,1.5
2016-03-18,1.H00016,1.000016,1.5,1.5
2016-03-23,0.399606,0.399006,1.5,1.5
2016-03-24,0.399606,0.399006,1.5,1.5
2016-03-25,0.399606,0.399006,1.5,1.5
2016-03-28,0.399606,0.399006,1.5,1.5
2016-03-29,0.399606,0.399006,1.5,1.5
2016-03-30,0.399606,0.399006,1.5,1.5
2016-03-31,0.399606,0.399006,1.5,1.5
2016-04-01,0.399606,0.399006,1.5,1.5
2016-04-05,0.399606,0.399006,1.5,1.5
2016-04-06,1.H00852,1.000852,1.5,1.5
2016-04-07,1.H00852,1.000852,1.5,1.5
2016-04-08,1.H00852,1.000852,1.5,1.5
2016-04-11,1.H00852,1.000852,1.5,1.5
2016-04-12,1.H00852,1.000852,1.5,1.5
2016-04-13,1.H00852,1.000852,1.5,1.5
2016-04-14,1.H00852,1.000852,1.5,1.5
2016-04-15,1.H00852,1.000852,1.5,1.5
2016-04-18,1.H00852,1.000852,1.5,1.5
2016-04-19,1.H00852,1.000852,1.5,1.5
2016-06-03,0.399606,0.399006,1.5,1.5
2016-06-06,0.399606,0.399006,1.5,1.5
2016-06-07,0.399606,0.399006,1.5,1.5
2016-06-08,1.H00852,1.000852,1.5,1.5
2016-06-13,1.H00852,1.000852,1.5,1.5
2016-06-14,1.H00852,1.000852,1.4574445620219654,1.5
2016-06-15,1.H00852,1.000852,1.4561906215275828,1.5
2016-06-16,1.H00852,1.000852,1.3870403221894,1.440803556572656
2016-06-17,1.H00852,1.000852,1.3868967003483967,1.4405762885741513
2016-06-20,1.H00852,1.000852,1.38505652056297,1.4382696333458997
2016-06-21,1.H00852,1.000852,1.3840506087039184,1.4369720326495405
2016-06-22,1.H00852,1.000852,1.3762977346111203,1.428781486023445
2016-06-23,1.H00852,1.000852,1.3604284639107096,1.4103385292994999
2016-06-24,1.H00852,1.000852,1.3601328345118657,1.4100839464077797
2016-06-27,1.H00852,1.000852,1.3571168068156645,1.4069898046842562
2016-06-28,1.H00852,1.000852,1.3308092331896049,1.376854100263831
2016-06-29,1.H00852,1.000852,1.3276400618328925,1.3730544626036947
2016-06-30,1.H00852,1.000852,1.3276404540911475,1.3729948909556644
2016-07-01,1.H00852,1.000852,1.37305863392737,1.3729498275277372
2016-07-04,1.H00852,1.000852,1.3748114206970976,1.3746829552612099
2016-07-05,1.H00852,1.000852,1.360815395024228,1.3606861856312018
2016-07-06,1.H00852,cash,1.3604399687517394,0.0
2016-07-08,0.399606,0.399006,1.3883462097943124,1.388131965659696
2016-07-11,1.H00905,1.000905,1.3885965964848748,1.3883908891613108
2016-07-12,1.H00905,1.000905,1.388468254821758,1.3882445450806573
2016-07-13,1.H00905,1.000905,1.393063618512144,1.3928710597972593
2016-07-14,1.H00905,1.000905,1.391125153196603,1.390928261924241
2016-07-15,1.H00905,1.000905,1.3917102681633855,1.3915256992712248
2016-07-18,1.H00905,1.000905,1.4178512819724962,1.4176860045125306
2016-07-19,1.H00905,1.000905,1.4166263321706998,1.4164574607554008
2016-07-20,1.H00905,1.000905,1.4163167777941739,1.4161440408699963
2016-07-21,1.H00905,1.000905,1.4321528970725788,1.4319019843848189
2016-07-22,1.H00905,1.000905,1.4319831335280016,1.4317195396240507
2016-07-25,1.H00905,1.000905,1.4315506284622976,1.4311732875195864
2016-07-26,1.H00905,1.000905,1.4573511345536505,1.4568722458391095
2016-07-27,1.H20955,1.H30269,1.5,1.5
2016-07-28,1.H20955,1.H30269,1.4615029893208569,1.4612738606486064
2016-07-29,1.H20955,1.H30269,1.4664443875695008,1.464369015215055
2016-08-01,1.H20955,cash,1.5,0.0
2016-08-02,1.H20955,1.H30269,1.5,1.5
2016-08-03,cash,1.H30269,0.0,1.5
2016-08-04,cash,1.H30269,0.0,1.5
2016-08-05,cash,1.H30269,0.0,1.5
2016-08-08,cash,1.H30269,0.0,1.5
2016-08-09,cash,1.H30269,0.0,1.5
2016-08-10,cash,1.H30269,0.0,1.5
2016-08-11,cash,1.H30269,0.0,1.5
2016-08-12,cash,1.H30269,0.0,1.5
2016-08-15,1.H00016,1.H30269,1.5,1.5
2016-08-16,1.H00016,1.H30269,1.5,1.5
2016-08-17,1.H00016,1.H30269,1.5,1.5
2016-08-18,1.H00016,1.H30269,1.5,1.5
2016-08-19,1.H00016,1.H30269,1.5,1.5
2016-08-22,1.H00016,1.H30269,1.5,1.5
2016-08-23,1.H00016,1.H30269,1.5,1.5
2016-08-24,1.H00016,1.000016,1.5,1.5
2016-08-25,cash,1.000016,0.0,1.5
2016-08-26,0.399606,0.399006,1.5,1.5
2016-08-29,0.399606,0.399006,1.5,1.5
2016-08-30,0.399606,0.399006,1.5,1.5
2016-08-31,0.399606,0.399006,1.5,1.5
2016-09-01,0.399606,0.399006,1.5,1.5
2016-09-02,0.399606,0.399006,1.5,1.5
2016-09-05,0.399606,0.399006,1.5,1.5
2016-09-06,0.399606,0.399006,1.5,1.5
2016-09-07,0.399606,0.399006,1.5,1.5
2016-09-08,0.399606,0.399006,1.5,1.5
2016-10-19,1.H00852,1.000852,1.5,1.5
2016-10-20,1.H00852,1.000852,1.5,1.5
2016-10-21,1.H00852,1.000852,1.5,1.5
2016-10-24,1.H00852,1.000852,1.5,1.5
2016-10-25,1.H00852,1.000852,1.5,1.5
2016-10-26,1.H00852,1.000852,1.5,1.5
2016-10-27,1.H00852,1.000852,1.5,1.5
2016-10-28,1.H00852,1.000852,1.5,1.5
2016-10-31,1.H00852,1.000016,1.5,1.5
2016-11-01,1.H00016,1.000016,1.5,1.5
2016-11-02,1.H00016,1.000016,1.5,1.5
2016-11-03,1.H00016,1.000016,1.5,1.5
2016-11-04,1.H00016,1.000016,1.5,1.5
2016-11-07,1.H00016,1.000016,1.5,1.5
2016-11-08,1.H00016,1.000016,1.5,1.5
2016-11-09,1.H00016,1.000016,1.5,1.5
2016-11-10,1.H00016,1.000016,1.5,1.5
2016-11-11,1.H00016,1.000016,1.5,1.5
2016-11-14,1.H00016,1.000016,1.5,1.5
2016-11-15,1.H00016,1.000016,1.5,1.5
2016-11-16,1.H00016,1.000016,1.5,1.5
2016-11-17,1.H00016,1.000016,1.5,1.5
2016-11-18,1.H00016,1.000016,1.5,1.5
2016-11-21,1.H00016,1.000016,1.5,1.5
2016-11-22,1.H00016,1.000016,1.5,1.5
2016-11-23,1.H00016,1.000016,1.5,1.5
2016-11-24,1.H00016,1.000016,1.5,1.5
2016-11-25,1.H00016,1.000016,1.5,1.5
2016-11-28,1.H00016,1.000016,1.5,1.5
2016-11-29,1.H00016,1.000016,1.5,1.5
2016-11-30,1.H00016,1.H30269,1.5,1.5
2016-12-01,1.H00016,1.H30269,1.5,1.5
2016-12-02,1.H00016,1.H30269,1.5,1.5
2016-12-05,1.H00016,1.H30269,1.5,1.5
2016-12-06,1.H00016,1.H30269,1.5,1.5
2016-12-07,1.H00016,1.H30269,1.5,1.5
2016-12-08,1.H00016,1.H30269,1.5,1.5
2016-12-09,1.H00016,1.H30269,1.5,1.5
2016-12-12,1.H00016,1.000016,1.5,1.5
2017-01-10,1.H00852,1.000852,1.5,1.5
2017-01-17,1.H20955,cash,1.5,0.0
2017-01-18,1.H20955,1.000016,1.5,1.5
2017-01-19,1.H20955,cash,1.5,0.0
2017-01-20,1.H20955,1.000016,1.5,1.5
2017-01-23,1.H20955,1.000016,1.5,1.5
2017-01-24,1.H20955,1.000016,1.5,1.5
2017-01-25,1.H00016,1.000016,1.5,1.5
2017-01-26,1.H00016,1.H30269,1.5,1.5
2017-02-03,1.H00016,1.H30269,1.5,1.5
2017-02-06,1.H20955,1.H30269,1.5,1.5
2017-02-07,1.H20955,cash,1.5,0.0
2017-02-20,1.H00852,1.000852,1.5,1.5
2017-02-21,1.H00852,1.000852,1.5,1.5
2017-02-22,1.H00852,1.000852,1.5,1.5
2017-02-23,1.H00852,1.000852,1.5,1.5
2017-02-24,1.H00852,1.000852,1.5,1.5
2017-02-27,1.H00852,1.000852,1.5,1.5
2017-02-28,0.399606,0.399006,1.5,1.5
2017-03-01,0.399606,0.399006,1.5,1.5
2017-03-03,0.399606,0.399006,1.5,1.5
2017-03-06,0.399606,0.399006,1.5,1.5
2017-03-07,0.399606,0.399006,1.5,1.5
2017-03-08,0.399606,0.399006,1.5,1.5
2017-03-09,0.399606,0.399006,1.5,1.5
2017-03-10,0.399606,0.399006,1.5,1.5
2017-03-13,0.399606,0.399006,1.5,1.5
2017-03-14,0.399606,0.399006,1.5,1.5
2017-03-15,0.399606,0.399006,1.5,1.5
2017-03-16,0.399606,0.399006,1.5,1.5
2017-03-17,0.399606,0.399006,1.5,1.5
2017-03-20,0.399606,0.399006,1.5,1.5
2017-03-21,0.399606,0.399006,1.5,1.5
2017-04-05,cash,1.H30269,0.0,1.5
2017-04-06,cash,1.H30269,0.0,1.5
2017-04-07,1.H20955,1.H30269,1.5,1.5
2017-04-10,1.H20955,1.H30269,1.5,1.5
2017-04-11,1.H20955,1.H30269,1.5,1.5
2017-04-12,1.H20955,1.H30269,1.5,1.5
2017-04-13,1.H20955,1.H30269,1.5,1.5
2017-04-14,1.H20955,1.H30269,1.5,1.5
2017-04-17,1.H20955,1.H30269,1.5,1.5
2017-04-18,1.H20955,1.H30269,1.5,1.5
2017-04-19,cash,1.H30269,0.0,1.5
2017-04-20,cash,1.H30269,0.0,1.5
2017-04-21,cash,1.H30269,0.0,1.5
2017-05-23,1.H00016,1.000016,1.5,1.5
2017-05-24,1.H00016,1.000016,1.5,1.5
2017-05-25,1.H00016,1.000016,1.5,1.5
2017-05-26,1.H00016,1.000016,1.5,1.5
2017-05-31,1.H00016,1.000016,1.5,1.5
2017-06-01,1.H00016,1.000016,1.5,1.5
2017-06-02,1.H00016,1.000016,1.5,1.5
2017-06-05,1.H00016,1.000016,1.5,1.5
2017-06-06,1.H00016,1.000016,1.5,1.5
2017-06-07,1.H00016,1.000016,1.5,1.5
2017-06-08,1.H00016,1.000016,1.5,1.5
2017-06-09,1.H00016,1.000016,1.5,1.5
2017-06-12,1.H00016,1.000016,1.5,1.5
2017-06-13,1.H00016,1.000016,1.5,1.5
2017-06-14,1.H00016,1.000016,1.5,1.5
2017-06-21,1.H00852,cash,1.5,0.0
2017-06-22,1.H00852,1.000852,1.5,1.5
2017-06-23,1.H00852,1.000852,1.5,1.5
2017-06-26,1.H00852,1.000852,1.5,1.5
2017-06-27,1.H00852,1.000852,1.5,1.5
2017-06-28,1.H00852,1.000852,1.5,1.5
2017-06-29,1.H00852,1.000852,1.5,1.5
2017-06-30,1.H00852,1.000852,1.5,1.5
2017-07-03,1.H00852,1.000852,1.5,1.5
2017-07-04,1.H00852,1.000852,1.5,1.5
2017-07-05,1.H00852,1.000852,1.5,1.5
2017-07-06,1.H00852,1.000852,1.5,1.5
2017-07-07,1.H00852,1.000852,1.5,1.5
2017-07-10,1.H00852,1.000852,1.5,1.5
2017-07-17,1.H00016,cash,1.5,0.0
2017-07-18,1.H00016,1.000016,1.5,1.5
2017-07-19,1.H00016,1.000016,1.5,1.5
2017-07-20,1.H00016,1.000016,1.5,1.5
2017-07-21,1.H00016,1.000016,1.5,1.5
2017-07-24,1.H00016,1.000016,1.5,1.5
2017-07-25,1.H00016,1.000016,1.5,1.5
2017-07-26,1.H00016,1.000016,1.5,1.5
2017-07-27,1.H00016,1.000016,1.5,1.5
2017-07-28,1.H00016,1.000016,1.5,1.5
2017-08-14,0.399606,0.399006,1.5,1.5
2017-08-15,0.399606,0.399006,1.5,1.5
