date,official_holding,price_holding,official_weight,price_weight
2017-08-16,0.399606,0.399006,1.5,1.5
2017-08-17,0.399606,0.399006,1.5,1.5
2017-08-18,0.399606,0.399006,1.5,1.5
2017-08-21,0.399606,0.399006,1.5,1.5
2017-08-22,0.399606,0.399006,1.5,1.5
2017-08-23,0.399606,0.399006,1.5,1.5
2017-08-24,0.399606,0.399006,1.5,1.5
2017-08-25,0.399606,0.399006,1.5,1.5
2017-08-28,0.399606,0.399006,1.5,1.5
2017-08-29,0.399606,0.399006,1.5,1.5
2017-08-30,0.399606,0.399006,1.5,1.5
2017-08-31,0.399606,0.399006,1.5,1.5
2017-09-01,0.399606,0.399006,1.5,1.5
2017-09-04,0.399606,0.399006,1.5,1.5
2017-09-05,0.399606,0.399006,1.5,1.5
2017-09-06,0.399606,0.399006,1.5,1.5
2017-09-07,0.399606,0.399006,1.5,1.5
2017-09-08,0.399606,0.399006,1.5,1.5
2017-09-11,0.399606,0.399006,1.5,1.5
2017-09-12,0.399606,0.399006,1.5,1.5
2017-09-13,0.399606,0.399006,1.5,1.5
2017-09-14,1.H00852,1.000852,1.5,1.5
2017-09-15,1.H00852,1.000852,1.5,1.5
2017-09-18,1.H00852,1.000852,1.5,1.5
2017-09-19,1.H00852,1.000852,1.5,1.5
2017-09-20,1.H00852,1.000852,1.5,1.5
2017-09-21,1.H00852,1.000852,1.5,1.5
2017-09-22,1.H00852,1.000852,1.5,1.5
2017-10-11,cash,1.H30269,0.0,1.5
2017-10-12,cash,1.H30269,0.0,1.5
2017-10-13,cash,1.H30269,0.0,1.5
2017-10-16,cash,1.H30269,0.0,1.5
2017-10-17,cash,1.H30269,0.0,1.5
2017-10-18,1.H00016,1.H30269,1.5,1.5
2017-10-19,1.H00016,1.H30269,1.5,1.5
2017-10-20,1.H00016,1.H30269,1.5,1.5
2017-10-23,1.H00016,1.H30269,1.5,1.5
2017-10-24,1.H00016,1.H30269,1.5,1.5
2017-10-25,1.H00016,1.H30269,1.5,1.5
2017-10-26,1.H00016,1.H30269,1.5,1.5
2017-10-27,1.H00016,1.H30269,1.5,1.5
2017-10-30,1.H00016,1.H30269,1.5,1.5
2017-10-31,1.H00016,1.H30269,1.5,1.5
2017-11-01,1.H00016,1.000016,1.5,1.5
2017-11-02,1.H00016,1.000016,1.5,1.5
2017-11-03,1.H00016,1.000016,1.5,1.5
2017-11-06,1.H00016,1.000016,1.5,1.5
2017-11-07,1.H00016,1.000016,1.5,1.5
2017-11-08,1.H00016,1.000016,1.5,1.5
2017-11-09,1.H00016,1.000016,1.5,1.5
2017-11-10,1.H00016,1.000016,1.5,1.5
2017-11-13,1.H00016,1.000016,1.5,1.5
2017-11-14,1.H00016,1.000016,1.5,1.5
2017-11-15,1.H00016,1.000016,1.5,1.5
2017-11-16,1.H00016,1.000016,1.5,1.5
2017-11-17,1.H00016,1.000016,1.5,1.5
2017-11-20,1.H00016,1.000016,1.5,1.5
2017-11-21,1.H00016,1.000016,1.5,1.5
2017-11-22,1.H00016,1.000016,1.5,1.5
2017-11-23,1.H00016,1.000016,1.5,1.5
2017-11-24,1.H00016,1.000016,1.5,1.5
2017-11-27,1.H00016,1.000016,1.5,1.5
2017-11-28,1.H00016,1.000016,1.5,1.5
2017-11-29,1.H00016,1.000016,1.5,1.5
2017-11-30,1.H00016,1.000016,1.5,1.5
2018-01-03,1.H00905,1.000905,1.5,1.5
2018-01-04,1.H00905,1.000905,1.5,1.5
2018-01-05,1.H00905,1.000905,1.5,1.5
2018-01-08,1.H00905,1.000905,1.5,1.5
2018-01-09,1.H00905,1.H30269,1.5,1.5
2018-01-10,1.H00905,1.H30269,1.5,1.5
2018-01-11,1.H00905,1.H30269,1.5,1.5
2018-01-12,cash,1.H30269,0.0,1.5
2018-01-15,cash,1.H30269,0.0,1.5
2018-01-16,1.H20955,1.H30269,1.5,1.5
2018-01-17,1.H00016,1.H30269,1.5,1.5
2018-01-18,1.H00016,1.H30269,1.5,1.5
2018-01-19,1.H00016,1.H30269,1.5,1.5
2018-01-22,1.H00016,1.000016,1.5,1.5
2018-01-23,1.H00016,1.000016,1.5,1.5
2018-01-24,1.H00016,1.000016,1.5,1.5
2018-01-25,1.H00016,1.000016,1.5,1.5
2018-01-26,1.H00016,1.000016,1.5,1.5
2018-01-29,1.H20955,1.000016,1.5,1.5
2018-01-30,1.H20955,1.000016,1.5,1.5
2018-01-31,1.H20955,1.000016,1.5,1.5
2018-02-01,1.H20955,1.000016,1.5,1.5
2018-02-02,cash,1.000016,0.0,1.5
2018-02-05,1.H20955,1.000016,1.5,1.5
2018-03-07,0.399606,0.399006,1.5,1.5
2018-03-08,0.399606,0.399006,1.5,1.5
2018-03-09,0.399606,0.399006,1.5,1.5
2018-03-12,0.399606,0.399006,1.5,1.5
2018-03-13,0.399606,0.399006,1.5,1.5
2018-03-14,0.399606,0.399006,1.5,1.5
2018-03-15,0.399606,0.399006,1.5,1.5
2018-03-16,0.399606,0.399006,1.5,1.5
2018-03-19,0.399606,0.399006,1.5,1.5
2018-03-20,0.399606,0.399006,1.5,1.5
2018-03-21,0.399606,0.399006,1.5,1.5
2018-03-22,1.H00852,1.000852,1.5,1.5
2018-05-16,cash,1.H30269,0.0,1.5
2018-05-17,1.H00016,1.H30269,1.5,1.5
2018-05-18,1.H00016,1.H30269,1.5,1.5
2018-05-21,1.H00016,1.H30269,1.5,1.5
2018-05-22,1.H00016,1.H30269,1.5,1.5
2018-05-23,cash,1.H30269,0.0,1.5
2018-05-24,1.H20955,cash,1.5,0.0
2018-05-28,1.H20955,1.H30269,1.5,1.5
2018-05-29,cash,1.H30269,0.0,1.5
2018-07-17,0.399606,0.399006,1.5,1.5
2018-07-18,0.399606,0.399006,1.5,1.5
2018-07-19,0.399606,0.399006,1.5,1.5
2018-07-20,0.399606,0.399006,1.5,1.5
2018-07-23,0.399606,0.399006,1.5,1.5
2018-07-24,1.H00016,0.399006,1.5,1.5
2018-07-25,1.H00016,1.000852,1.5,1.5
2018-07-26,1.H00016,1.000852,1.5,1.5
2018-07-27,1.H00016,cash,1.5,0.0
2018-07-30,1.H00016,1.000016,1.5,1.5
2018-07-31,1.H00016,1.000016,1.5,1.5
2018-08-01,1.H20955,cash,1.5,0.0
2018-08-02,1.H20955,1.000016,1.5,1.5
2018-08-03,1.H20955,cash,1.5,0.0
2018-09-26,cash,1.H30269,0.0,1.5
2018-09-27,1.H00016,1.H30269,1.5,1.5
2018-09-28,1.H00016,1.H30269,1.5,1.5
2018-11-08,0.399606,0.399006,1.5,1.5
2018-11-09,1.H00852,1.000852,1.5,1.5
2018-11-12,1.H00852,1.000852,1.5,1.5
2018-11-13,1.H00852,1.000852,1.5,1.5
2018-11-14,1.H00852,1.000852,1.5,1.5
2018-11-15,1.H00852,1.000852,1.5,1.5
2018-11-16,1.H00852,1.000852,1.5,1.5
2018-11-19,1.H00852,1.000852,1.5,1.5
2018-11-20,1.H00852,1.000852,1.5,1.5
2018-11-21,1.H00852,1.000852,1.5,1.5
2018-11-22,1.H00852,1.000852,1.5,1.5
2018-11-23,1.H00852,1.000852,1.5,1.5
2018-11-26,1.H00852,1.000852,1.5,1.5
2018-11-27,1.H00852,1.000852,1.5,1.5
2018-11-28,1.H00852,1.000852,1.5,1.5
2019-01-18,1.H00016,1.000016,1.5,1.5
2019-01-21,1.H00016,1.000016,1.5,1.5
2019-01-22,1.H00016,1.000016,1.5,1.5
2019-01-23,1.H00016,1.000016,1.5,1.5
2019-01-24,1.H00016,1.000016,1.5,1.5
2019-01-25,1.H00016,1.000016,1.5,1.5
2019-01-28,1.H00016,1.000016,1.5,1.5
2019-01-29,1.H00016,1.000016,1.5,1.5
2019-01-30,1.H00016,1.000016,1.5,1.5
2019-01-31,1.H00016,1.000016,1.5,1.5
2019-02-01,1.H00016,1.000016,1.5,1.5
2019-02-11,1.H00016,1.000016,1.5,1.5
2019-02-12,1.H00016,1.000016,1.5,1.5
2019-02-13,1.H00016,1.000016,1.5,1.5
2019-02-14,1.H00016,1.000016,1.5,1.5
2019-02-15,0.399606,0.399006,1.5,1.5
2019-02-18,0.399606,0.399006,1.5,1.5
2019-02-19,0.399606,0.399006,1.5,1.5
2019-02-20,0.399606,0.399006,1.5,1.5
2019-02-21,0.399606,0.399006,1.5,1.5
2019-02-22,0.399606,0.399006,1.5,1.5
2019-02-25,0.399606,0.399006,1.5,1.5
2019-02-26,0.399606,0.399006,1.5,1.5
2019-02-27,0.399606,0.399006,1.5,1.5
2019-02-28,0.399606,0.399006,1.5,1.5
2019-03-01,0.399606,0.399006,1.5,1.5
2019-03-04,0.399606,0.399006,1.4954754010085094,1.4954838487545359
