date,holding,holding_fraction,is_signal,target,asset_component,cash_component,trade_cost,pending_entry_target,pending_entry_since,pending_entry_days,scale_raw,base_weight,weight,realized_vol,base_trade_cost,effective_turnover,scale_tc,return,nav,effective_holding,effective_fraction,pre_suba_overheat_holding,pre_suba_overheat_fraction,suba_same_side_overheat_bias,suba_same_side_overheat_bias_mom,suba_same_side_overheat_signal,suba_same_side_overheat_on,suba_same_side_overheat_triggered,suba_same_side_overheat_recovered,suba_volume_rule_on,suba_volume_rule_scale,suba_volume_rule_name,suba_volume_unavailable,suba_volume_unresolved,suba_volume_error
2010-09-29,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0001211499702025,cash,0.0,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-09-30,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0002423146177204,cash,0.0,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-08,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0003634939443315,cash,0.0,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-11,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0004846879518146,cash,0.0,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-12,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.000605896641948,cash,0.0,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-13,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0007271200165107,cash,0.0,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-14,1.H00016,1.0,True,1.H00016,0.0,0.0001211499702025165,0.001,,,0,,1.0,1.0,,0.001,1.0,0.0,-0.0008789711797676514,0.9998475097192042,1.H00016,1.0,1.H00016,1.0,0.11376850324169818,56.52416099278774,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-15,1.H00016,1.0,False,,0.04329755804443258,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.04329755804443258,1.0431384653068527,1.H00016,1.0,1.H00016,1.0,0.1580124383745427,81.34842526129322,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-18,1.H00016,1.0,False,,-0.005623550115990694,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.005623550115990694,1.037272323869282,1.H00016,1.0,1.H00016,1.0,0.14782995713655178,100.41813063486146,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-19,1.H00016,1.0,False,,0.01634260339321192,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.01634260339321192,1.054224054069033,1.H00016,1.0,1.H00016,1.0,0.16220275637769088,115.07588039168759,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-20,1.H00016,1.0,False,,0.0030117501790825063,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.0030117501790825063,1.0573991135526686,1.H00016,1.0,1.H00016,1.0,0.16125801194853406,124.54681320024585,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-21,1.H00016,1.0,False,,-0.017487511738571215,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.017487511738571215,1.0389078341420614,1.H00016,1.0,1.H00016,1.0,0.13738053414792395,126.41852150869504,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-22,1.H00016,1.0,False,,-0.006321132824108622,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.006321132824108622,1.0323407597304424,1.H00016,1.0,1.H00016,1.0,0.1271046207135098,125.95445737780867,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-25,1.H00016,1.0,False,,0.028411846487115477,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.028411846487115477,1.0616714669182958,1.H00016,1.0,1.H00016,1.0,0.1553983245962991,127.34008277084301,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-26,1.H00016,1.0,False,,-0.009694964277573881,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.009694964277573881,1.0513785999720036,1.H00016,1.0,1.H00016,1.0,0.14092748831827784,119.09583477351882,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-27,1.H00016,1.0,False,,-0.02061152006984246,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.02061152006984246,1.0297080888576777,1.H00016,1.0,1.H00016,1.0,0.11477078860679968,103.32094662422773,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2010-10-28,1.H00016,1.0,False,,-0.0005105327774199697,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.0005105327774199697,1.0291823891271414,1.H00016,1.0,1.H00016,1.0,0.11164488291845598,86.33430193675005,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
