date,holding,holding_fraction,is_signal,target,asset_component,cash_component,trade_cost,pending_entry_target,pending_entry_since,pending_entry_days,scale_raw,base_weight,weight,realized_vol,base_trade_cost,effective_turnover,scale_tc,return,nav,effective_holding,effective_fraction,pre_suba_overheat_holding,pre_suba_overheat_fraction,suba_same_side_overheat_bias,suba_same_side_overheat_bias_mom,suba_same_side_overheat_signal,suba_same_side_overheat_on,suba_same_side_overheat_triggered,suba_same_side_overheat_recovered,suba_volume_rule_on,suba_volume_rule_scale,suba_volume_rule_name,suba_volume_unavailable,suba_volume_unresolved,suba_volume_error
2015-02-10,1.000852,1.0,True,1.000852,0.0,0.0001211499702025165,0.001,,,0,,1.0,1.0,,0.001,1.0,0.0,-0.0008789711797676514,0.9991210288202323,1.000852,1.0,1.000852,1.0,0.030443560189858054,16.073850027425156,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-02-11,1.000852,1.0,False,,0.013681282793390537,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.013681282793390537,1.0127902861603453,1.000852,1.0,1.000852,1.0,0.04305304643858854,11.170003465831599,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-02-12,1.000852,1.0,False,,0.008773592997377122,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.008773592997377122,1.0216760959228133,1.000852,1.0,1.000852,1.0,0.050653443684697264,7.9442926149153426,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-02-13,1.000852,1.0,False,,0.016711827519106714,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.016711827519106714,1.0387501706182696,1.000852,1.0,1.000852,1.0,0.06647826521320543,8.935750875305118,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-02-16,0.399006,1.0,True,0.399006,0.021927278894717128,0.0,0.002,,,0,,1.0,1.0,,0.002,2.0,0.0,0.01988342433692769,1.0594040810407286,0.399006,1.0,0.399006,1.0,0.1681751917460601,12.61303711219874,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-02-17,0.399006,1.0,False,,-0.0012242780344906556,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.0012242780344906556,1.0581070758946607,0.399006,1.0,0.399006,1.0,0.16209885156270398,21.251549873124137,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-02-25,0.399006,1.0,False,,-0.009270413544591127,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.009270413544591127,1.0482979857266592,0.399006,1.0,0.399006,1.0,0.1469990480916421,26.500772666356436,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-02-26,0.399006,1.0,False,,0.0019411267913329588,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.0019411267913329588,1.0503328650320536,0.399006,1.0,0.399006,1.0,0.14527701874279364,32.415914871646265,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-02-27,0.399006,1.0,False,,0.025343705660746618,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.025343705660746618,1.0769521920092346,0.399006,1.0,0.399006,1.0,0.16986328627040037,37.32612474922365,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-02,0.399006,1.0,False,,0.030570879087821634,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.030570879087821634,1.1098755672545135,0.399006,1.0,0.399006,1.0,0.20048475275443578,48.71390479814756,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-03,0.399006,1.0,False,,-0.012704166008215556,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.012704166008215556,1.0957755237996498,0.399006,1.0,0.399006,1.0,0.18058667458374544,54.77883691499307,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-04,0.399006,1.0,False,,0.02451085590722135,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.02451085590722135,1.1226339197701631,0.399006,1.0,0.399006,1.0,0.2039987461360393,62.78850145395927,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-05,0.399006,1.0,False,,0.0024673765453444574,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.0024673765453444574,1.1254038803728121,0.399006,1.0,0.399006,1.0,0.20157843942514342,67.4541904076359,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-06,1.000852,1.0,True,1.000852,-0.03146140582672308,0.0,0.002,,,0,,1.0,1.0,,0.002,2.0,0.0,-0.03339848301506965,1.0878170979890873,1.000852,1.0,1.000852,1.0,0.12444560455853759,64.48566548739642,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-09,1.000852,1.0,False,,0.015318317170872398,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.015318317170872398,1.1044806253199821,1.000852,1.0,1.000852,1.0,0.1392104174749682,63.955322131725275,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-10,1.000852,1.0,False,,0.015523803030433214,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.015523803030433214,1.1216263649983793,1.000852,1.0,1.000852,1.0,0.15364856957700357,67.13628025066802,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-11,1.000852,1.0,False,,-2.2335349814550653e-05,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-2.2335349814550653e-05,1.121601313081156,1.000852,1.0,1.000852,1.0,0.15038146815827957,67.6987223125042,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-12,1.000852,1.0,False,,-0.0068549909123494235,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.0068549909123494235,1.1139127462727054,1.000852,1.0,1.000852,1.0,0.13859172665574016,65.5088548334488,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-13,1.000852,1.0,False,,0.017952090939517218,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.017952090939517218,1.1339098091924804,1.000852,1.0,1.000852,1.0,0.15529003279701192,62.58561629210786,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-16,1.000852,1.0,False,,0.03320781060339151,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.03320781060339151,1.171564471377472,1.000852,1.0,1.000852,1.0,0.1893434723271512,62.510195545412856,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-17,1.000852,1.0,False,,0.011372374013442155,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.011372374013442155,1.1848879407268373,1.000852,1.0,1.000852,1.0,0.19851629303227858,62.860462863414256,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-18,1.000852,1.0,False,,0.019730164590266996,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.019730164590266996,1.2082659748184004,1.000852,1.0,1.000852,1.0,0.21762081949819545,65.90936339630193,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-19,1.000852,1.0,False,,0.008057096650439854,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.008057096650439854,1.21800109055695,1.000852,1.0,1.000852,1.0,0.22261763706076154,67.45493693746991,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-20,1.000852,1.0,False,,0.012438806984474304,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.012438806984474304,1.233151571029267,1.000852,1.0,1.000852,1.0,0.2324227688201681,69.3534586108697,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-23,1.000852,1.0,False,,0.029043991648343814,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.029043991648343814,1.2689672149593831,1.000852,1.0,1.000852,1.0,0.2619245542728077,76.72758741830593,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-24,1.000852,1.0,False,,0.011090433308283743,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.011090433308283743,1.2830406112272887,1.000852,1.0,1.000852,1.0,0.26900660200472837,83.60063304010743,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-25,1.000852,1.0,False,,0.01496514306708674,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.01496514306708674,1.3022414975351875,1.000852,1.0,1.000852,1.0,0.2796662067678495,88.34871802113798,True,False,True,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-26,cash,0.0,True,cash,-0.019697984350207864,0.0,0.001,,,0,,0.0,0.0,,0.0,1.0,0.0,-0.020678286365857668,1.2753133749316516,cash,0.0,1.000852,1.0,0.2466252111237599,84.03611221792603,True,True,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-27,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.2754678791090235,cash,0.0,1.000852,1.0,0.25314725234679947,79.45402882983024,True,True,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-30,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.2756224020045719,cash,0.0,1.000852,1.0,0.24696665863947453,76.4992608030064,True,True,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-03-31,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.2757769436205644,cash,0.0,1.000852,1.0,0.24818764157004036,70.12799738177488,True,True,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-04-01,1.000016,1.0,True,1.000016,0.0,0.0001211499702025165,0.001,,,0,,1.0,1.0,,0.002,1.0,0.0,-0.0008789711797676514,1.27465557245531,1.000016,1.0,1.000016,1.0,0.11190122331333274,68.99808851457608,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-04-02,1.000905,1.0,True,1.000905,-0.006361961684630324,0.0,0.002,,,0,,1.0,1.0,,0.002,2.0,0.0,-0.008349237761261064,1.2640131700171642,1.000905,1.0,1.000905,1.0,0.25128595091067085,71.66763135432763,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-04-03,1.000905,1.0,False,,0.01565500734857639,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.01565500734857639,1.2838013054824802,1.000905,1.0,1.000905,1.0,0.26266820155807546,71.36857778198751,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-04-07,1.000905,1.0,False,,0.023997103793327534,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.023997103793327534,1.3146088186601526,1.000905,1.0,1.000905,1.0,0.28435819235734994,73.83461247299039,True,False,True,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-04-08,cash,0.0,True,cash,-0.007031031818258038,0.0,0.001,,,0,,0.0,0.0,,0.0,1.0,0.0,-0.008024000786439833,1.3040603964653628,cash,0.0,1.000905,1.0,0.267295956933995,72.38648729717576,True,True,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
2015-04-09,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.3042183833435368,cash,0.0,1.000905,1.0,0.24962527566987758,65.52284642448754,True,True,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA20x3 or CYB<MA20x4; scale=0.00,True,True,Sub-A成交额风控不可判定，本次不应用该风控改写仓位
