date,official_total_return_ret,all_price_index_ret,ret_diff_price_minus_official,official_total_return_nav,all_price_index_nav,nav_ratio_price_to_official
2015-02-10,0.016537544411634908,-0.0008789711797676514,-0.01741651559140256,1.016537544411635,0.9991210288202323,0.9828668250502414
2015-02-11,0.018200880162790423,0.013681282793390537,-0.004519597369399886,1.0350394224384483,1.0127902861603453,0.9785040687380909
2015-02-12,0.01164492532574335,0.008773592997377122,-0.0028713323283662273,1.0470923792219444,1.0216760959228133,0.9757267994653757
2015-02-13,0.02217060997784248,0.016711827519106714,-0.005458782458735767,1.0703070559724452,1.0387501706182696,0.9705160447386716
2015-02-16,0.02637271518745199,0.01988342433692769,-0.0064892908505242985,1.0985339591227268,1.0594040810407286,0.9643799103732335
2015-02-17,-0.0016706955673623236,-0.0012242780344906556,0.00044641753287166797,1.0966986433066235,1.0581070758946607,0.9648111469385915
2015-02-25,-0.012239789834573522,-0.009270413544591127,0.002969376289982395,1.0832752824006886,1.0482979857266592,0.9677115344157814
2015-02-26,0.002508248269389224,0.0019411267913329588,-0.000567121478056265,1.0859924057530423,1.0503328650320536,0.9671640975276784
2015-02-27,0.03311188929951414,0.025343705660746618,-0.007768183638767523,1.1219516660724502,1.0769521920092346,0.9598917890814829
2015-03-02,0.03995097211698062,0.030570879087821634,-0.009380093029158987,1.1667747258003107,1.1098755672545135,0.9512338095027135
2015-03-03,-0.016496926373464893,-0.012704166008215556,0.003792760365249337,1.1475265290543633,1.0957755237996498,0.9549021273631385
2015-03-04,0.031176083219822903,0.02451085590722135,-0.0066652273126015515,1.1833019116211165,1.1226339197701631,0.9487299130888426
2015-03-05,0.003073779328299997,0.0024673765453444574,-0.0006064027829555396,1.1869391205761954,1.1254038803728121,0.9481563635938537
2015-03-06,-0.04183083139955568,-0.03339848301506965,0.008432348384486033,1.1372884703418358,1.0878170979890873,0.9565005944904384
2015-03-09,0.019099865232769186,0.015318317170872398,-0.003781548061896789,1.159010526856147,1.1044806253199821,0.9529513319572006
2015-03-10,0.018719389285783095,0.015523803030433214,-0.0031955862553498804,1.1807064960946878,1.1216263649983793,0.9499620512873247
2015-03-11,-5.3601963950877796e-05,-2.2335349814550653e-05,3.126661413632714e-05,1.1806432079076477,1.121601313081156,0.9499917549764026
2015-03-12,-0.008321406947514043,-0.0068549909123494235,0.0014664160351646194,1.1708185953148298,1.1139127462727054,0.9513965278055543
2015-03-13,0.021913445949759414,0.017952090939517218,-0.003961355010242196,1.1964752653202346,1.1339098091924804,0.9477085252481098
2015-03-16,0.04057987392368578,0.03320781060339151,-0.007372063320294275,1.2450280807397383,1.171564471377472,0.940994415709389
2015-03-17,0.013853489953140397,0.011372374013442155,-0.002481115939698242,1.2622760647476439,1.1848879407268373,0.9386916014792073
2015-03-18,0.023661392383606428,0.019730164590266996,-0.003931227793339431,1.2921432740120724,1.2082659748184004,0.9350866882329271
2015-03-19,0.00964810066685362,0.008057096650439854,-0.0015910040164137662,1.3046100023957388,1.21800109055695,0.9336131781300594
2015-03-20,0.014964918203585587,0.012438806984474304,-0.0025261112191112822,1.3241333843691705,1.233151571029267,0.9312895404542285
2015-03-23,0.03550243793722041,0.029043991648343814,-0.006458446288876596,1.3711433476683386,1.2689672149593831,0.9254810717765518
2015-03-24,0.01356689697215896,0.011090433308283743,-0.002476463663875217,1.3897455082002161,1.2830406112272887,0.9232198295707283
2015-03-25,0.018128931700652107,0.01496514306708674,-0.0031637886335653675,1.4149401095996659,1.3022414975351875,0.9203509665887099
2015-03-26,-0.025245733068528065,-0.020678286365857668,0.004567446702670397,1.3792189092847589,1.2753133749316516,0.9246634934790802
2015-03-27,0.0001211499702025165,0.0001211499702025165,0.0,1.3793860016145214,1.2754678791090235,0.9246634934790802
2015-03-30,0.0001211499702025165,0.0001211499702025165,0.0,1.3795531141875148,1.2756224020045719,0.9246634934790802
2015-03-31,0.0001211499702025165,0.0001211499702025165,0.0,1.3797202470061913,1.2757769436205644,0.9246634934790803
2015-04-01,-0.0011160053680463466,-0.0008789711797676514,0.00023703418827869527,1.3781804718041302,1.27465557245531,0.9248829152155238
2015-04-02,0.01686214126960528,-0.008349237761261064,-0.025211379030866343,1.4014195456147027,1.2640131700171642,0.9019520057162695
2015-04-03,0.01924756456515686,0.01565500734857639,-0.003592557216580472,1.4283934588017946,1.2838013054824802,0.8987728819196601
2015-04-07,0.02881562361843315,0.023997103793327534,-0.004818519825105616,1.469553507089659,1.3146088186601526,0.8945634250934061
