family,strategy,mix_rule,segment,start,end,avg_turnover,avg_gross_exposure,cagr,vol,sharpe,max_dd,calmar,total_return
Sub-A-DK,mix2_60_20__65_18,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06423471022328998,2.282494478836895,0.2836203833883888,0.20777799333773345,1.3136304210644976,-0.20471412201278305,1.3854461069895245,2.4866285895745603
Sub-A-DK,mix2_60_20__65_18,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06511991940065327,2.283125159594484,0.27207095805516146,0.20025977825548036,1.306596260862157,-0.20989830142197308,1.2962037149038115,10.08368491612887
Sub-A-DK,mix2_60_20__65_18,signal_mix_then_select,full_common,2015-04-09,2026-04-24,0.0677872280019734,2.1786127866453144,0.24636182138810891,0.20081745791757166,1.2006479360497755,-0.2098983014219722,1.1737199382706378,10.378338894574993
Sub-A-DK,mix2_60_20__65_20,weight_average,last_3y,2023-04-25,2026-04-24,0.5419197892822663,2.3141189302568486,0.10579429991067402,0.22921226912625536,0.554415466823129,-0.3415938972778191,0.3097078160756229,0.3518651125916801
Sub-A-DK,mix2_60_20__65_20,weight_average,last_5y,2021-04-23,2026-04-24,0.48210855317588275,2.275103867616729,0.1763397196649934,0.21540259817739388,0.8657034713205443,-0.34159389727781864,0.5162262003807877,1.2532461529839147
Sub-A-DK,mix2_60_20__65_20,weight_average,last_10y,2016-04-25,2026-04-24,0.4961599962809681,2.2820366228821856,0.1585181745484734,0.20536304965382446,0.8213991835765957,-0.3415938972778184,0.4640544688055434,3.3527735926934463
Sub-A-DK,mix2_60_20__65_20,weight_average,full_common,2015-04-03,2026-04-24,0.4822167223605161,2.1729470528353327,0.12653821059328307,0.20516557714872122,0.6848420411951918,-0.3819386515612644,0.33130506712538327,2.734356194726719
Sub-A-DK,mix2_60_20__65_20,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.07938112269347608,2.314403674629471,0.28486260221351856,0.21254343125415112,1.2935671465838159,-0.1947803193093297,1.4624814417781582,1.1200521330689996
Sub-A-DK,mix2_60_20__65_20,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06658527202676431,2.2816726458321277,0.3042696854333413,0.2067676815346973,1.3968157139534592,-0.1947803193093307,1.5621171918818477,2.7763644051138177
Sub-A-DK,mix2_60_20__65_20,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06724951736930562,2.288350800658805,0.30394963382342244,0.20116011155244617,1.425347225248731,-0.2022737976152068,1.5026643955221402,13.194981041933733
Sub-A-DK,mix2_60_20__65_20,signal_mix_then_select,full_common,2015-04-13,2026-04-24,0.06956643977770734,2.1835275441417155,0.2687471099284182,0.20143016004449063,1.2861143266387727,-0.23226147116904794,1.1570886405555176,12.813691818724404
Sub-A-DK,mix2_60_20__65_22,weight_average,last_3y,2023-04-25,2026-04-24,0.4950594405995248,2.301991748565874,0.13182841994930006,0.22367077396971438,0.6674218990880553,-0.3323312481277759,0.3966777746359084,0.44954383060918524
Sub-A-DK,mix2_60_20__65_22,weight_average,last_5y,2021-04-23,2026-04-24,0.4478256526965627,2.2673447543262344,0.16164370611637868,0.21190117424455127,0.8166881975672757,-0.3323312481277758,0.48639334106261767,1.1159155908230334
Sub-A-DK,mix2_60_20__65_22,weight_average,last_10y,2016-04-25,2026-04-24,0.4554399477392592,2.2722027845516695,0.16036550539005745,0.20208880297618292,0.8393352542770655,-0.3323312481277747,0.4825471763293235,3.4226525559433556
Sub-A-DK,mix2_60_20__65_22,weight_average,full_common,2015-04-03,2026-04-24,0.44082708540465937,2.163371155224836,0.11823961088882662,0.20155328091979646,0.6566415398338312,-0.41172987349377177,0.28717763393142576,2.441179431612877
Sub-A-DK,mix2_60_20__65_22,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.07053256590341543,2.275563755738823,0.21999280736141702,0.21196444969699693,1.050042666354001,-0.2856833362791754,0.7700582408014015,0.8150746266589834
Sub-A-DK,mix2_60_20__65_22,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06376964549415516,2.2518562063311585,0.2751577117239259,0.20714892811390714,1.2847757838878942,-0.2856833362791755,0.9631563230381636,2.373154800107288
Sub-A-DK,mix2_60_20__65_22,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06466714933737179,2.2652335736457543,0.27039529347523117,0.201535710496113,1.2930549361385606,-0.2856833362791755,0.9464860533937318,9.938604183289025
Sub-A-DK,mix2_60_20__65_22,signal_mix_then_select,full_common,2015-04-15,2026-04-24,0.06645320761413247,2.1630971891734068,0.22998762754992885,0.20197541681225747,1.129204222017672,-0.2856833362791753,0.8050439012136867,8.79907132700188
Sub-A-DK,mix2_60_20__70_20,weight_average,last_3y,2023-04-25,2026-04-24,0.5465705041899163,2.3177924537743815,0.09005614826143238,0.22771805933539263,0.4931363753684595,-0.33639195276550626,0.267711957795284,0.2949998239629341
Sub-A-DK,mix2_60_20__70_20,weight_average,last_5y,2021-04-23,2026-04-24,0.4814405079124298,2.2767804725019722,0.16137402221505348,0.2141106498758558,0.8093890971849236,-0.3363919527655067,0.4797202218673306,1.1134595986005165
Sub-A-DK,mix2_60_20__70_20,weight_average,last_10y,2016-04-25,2026-04-24,0.48685112288498505,2.279762540028705,0.15623757403719596,0.20343170010739606,0.8175328114936065,-0.3363919527655064,0.46445098568129767,3.267876702489927
Sub-A-DK,mix2_60_20__70_20,weight_average,full_common,2015-04-03,2026-04-24,0.4719215926649439,2.1689723614502467,0.12867849396269948,0.20257514491154455,0.7003967074736204,-0.33639195276550593,0.38252548226800015,2.8135658675962687
Sub-A-DK,mix2_60_20__70_20,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.08124748665372641,2.3223742030927164,0.25475240811100464,0.21380450646306456,1.1753462151340233,-0.21294465802683793,1.196331527973327,0.9745663683211876
Sub-A-DK,mix2_60_20__70_20,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.0687028229020393,2.283393716753289,0.3186470258498404,0.2075260426487392,1.4457323271804394,-0.2129446580268387,1.4963842192729688,2.989233601345195
Sub-A-DK,mix2_60_20__70_20,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06733437436145376,2.290296767134338,0.29568006937955627,0.2017695337981292,1.3899588832543508,-0.21294465802683782,1.3885301097447167,12.320354413944266
Sub-A-DK,mix2_60_20__70_20,signal_mix_then_select,full_common,2015-04-20,2026-04-24,0.06905188263325261,2.18890802461438,0.2594194114653423,0.20232094868649506,1.2448499862163622,-0.2557118637126349,1.0144989274211929,11.677679842150722
Sub-A-DK,mix2_60_20__70_22,weight_average,last_3y,2023-04-25,2026-04-24,0.5022173710710578,2.3206407287689275,0.10137797532462467,0.22293233427665884,0.5456679408984567,-0.3373512849876471,0.30051160270024424,0.33574344238029963
Sub-A-DK,mix2_60_20__70_22,weight_average,last_5y,2021-04-23,2026-04-24,0.4548054677507599,2.2811051693188573,0.14724435723615903,0.21166840149408403,0.7580340919166079,-0.33735128498764777,0.436471902697956,0.9879348540233845
Sub-A-DK,mix2_60_20__70_22,weight_average,last_10y,2016-04-25,2026-04-24,0.45865073552156566,2.277517756419923,0.1532592995497537,0.20194934709469217,0.8092405643465991,-0.33735128498764755,0.4543018105159002,3.1592529471058395
Sub-A-DK,mix2_60_20__70_22,weight_average,full_common,2015-04-03,2026-04-24,0.4448112919276458,2.167196680939306,0.12015832160914686,0.20142351031609776,0.6654953466098791,-0.37888318178520874,0.31713817711039327,2.5070386198645807
Sub-A-DK,mix2_60_20__70_22,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.0750500091777305,2.3175935212970717,0.1637414148679477,0.21593747821780754,0.8142907248225623,-0.2845443916151076,0.5754512114560827,0.5755574422396899
Sub-A-DK,mix2_60_20__70_22,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06337443036030146,2.282969283454434,0.23874611677056712,0.20958057382017023,1.1329996117252237,-0.284544391615108,0.8390469951469279,1.9181153768433665
Sub-A-DK,mix2_60_20__70_22,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.0609963275330941,2.2834400344237347,0.25894587112811096,0.20276774489488944,1.2415645497196457,-0.2845443916151079,0.9100368123873512,8.992171326444748
Sub-A-DK,mix2_60_20__70_22,signal_mix_then_select,full_common,2015-04-22,2026-04-24,0.062259080185032026,2.1852214020127807,0.2269932966049708,0.2030873264720346,1.112210259162179,-0.2845443916151076,0.7977430000167286,8.501920078475342
Sub-A-DK,mix2_60_20__70_25,weight_average,last_3y,2023-04-25,2026-04-24,0.4674002981678641,2.2697576650487163,0.167379046270564,0.2226146749163951,0.8094545072605308,-0.3035821831361276,0.5513467376163853,0.5903681480716523
Sub-A-DK,mix2_60_20__70_25,weight_average,last_5y,2021-04-23,2026-04-24,0.42405069639521337,2.2465147474276286,0.1837594274047114,0.20970353750278267,0.9135851661151216,-0.30358218313612795,0.6053037286523256,1.3252395000213562
Sub-A-DK,mix2_60_20__70_25,weight_average,last_10y,2016-04-25,2026-04-24,0.4366013790469004,2.2556554047244455,0.16738068943563444,0.19975936868151972,0.877029006965974,-0.3035821831361277,0.5513521502036901,3.697307848255936
Sub-A-DK,mix2_60_20__70_25,weight_average,full_common,2015-04-03,2026-04-24,0.4247665457355606,2.1445893843584787,0.12834456153338403,0.19838567025750414,0.7094029031564817,-0.3914622462468885,0.3278593600375943,2.801107615025452
Sub-A-DK,mix2_60_20__70_25,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.05788098442988841,2.284886023178716,0.14956621505052348,0.21390626153932368,0.7621638432192168,-0.2995733943978163,0.4992640129180101,0.5187198710534815
Sub-A-DK,mix2_60_20__70_25,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.053565826488762985,2.259956862189914,0.22100761056184925,0.20704483587788736,1.0740883601205922,-0.2995733943978163,0.7377411168508637,1.7150005447410988
Sub-A-DK,mix2_60_20__70_25,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.056285262096381655,2.2611984340530804,0.2691226714567847,0.20163652623319675,1.287527656437596,-0.2995733943978166,0.8983530463302924,9.829563633478823
Sub-A-DK,mix2_60_20__70_25,signal_mix_then_select,full_common,2015-04-27,2026-04-24,0.05812897590177301,2.1608532342281745,0.24140395819824323,0.20170259090407588,1.1764751523620334,-0.29957339439781716,0.8058257599393888,9.773015963357375
Sub-A-DK,mix2_60_20__80_25,weight_average,last_3y,2023-04-25,2026-04-24,0.46002649390879047,2.231760298680834,0.1724464775338872,0.22001254615851248,0.836288526726592,-0.3295460293986372,0.5232849500525657,0.6111545561614984
Sub-A-DK,mix2_60_20__80_25,weight_average,last_5y,2021-04-23,2026-04-24,0.42452000900187237,2.2217496537560497,0.16385161650447855,0.20775786963083534,0.8379464407197443,-0.32954602939863775,0.4972040379411589,1.13610887305434
Sub-A-DK,mix2_60_20__80_25,weight_average,last_10y,2016-04-25,2026-04-24,0.4417952533470979,2.232510515236899,0.16388429407676153,0.1978215407144208,0.8684571770108338,-0.3295460293986373,0.49730319729787403,3.55855710956419
Sub-A-DK,mix2_60_20__80_25,weight_average,full_common,2015-04-03,2026-04-24,0.4302249671543976,2.120708309221734,0.14279755411662975,0.1964516748363803,0.7795262973039168,-0.32954602939863675,0.4333159600715264,3.375573056545707
Sub-A-DK,mix2_60_20__80_25,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.06799864052510372,2.273901692363276,0.12475680036945036,0.21304807562006228,0.661163082675363,-0.2807584058834056,0.44435642087688665,0.4225614635058881
Sub-A-DK,mix2_60_20__80_25,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.06029560736822832,2.2616058806992263,0.1655630681479483,0.20632671248228865,0.8501745111981517,-0.2807584058834056,0.589699416574918,1.1518674373098223
Sub-A-DK,mix2_60_20__80_25,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.06246657451572184,2.2614410153439977,0.24371795984288558,0.20068960396782928,1.1914239176141483,-0.28075840588340517,0.8680700372123429,7.847693228052805
Sub-A-DK,mix2_60_20__80_25,signal_mix_then_select,full_common,2015-05-12,2026-04-24,0.06316021475985717,2.168250488728029,0.22570056300005725,0.20152949937247785,1.1138916877541798,-0.28075840588340495,0.8038960126229936,8.28823165645839
Sub-A-DK,mix2_60_20__80_30,weight_average,last_3y,2023-04-25,2026-04-24,0.4439641553558899,2.1953278267812713,0.19721892720465606,0.216665988670745,0.9429883359899306,-0.3119982994728391,0.6321153914552823,0.7153794447934028
Sub-A-DK,mix2_60_20__80_30,weight_average,last_5y,2021-04-23,2026-04-24,0.41599645660053236,2.1891724611425465,0.17647025241834768,0.20386474911993027,0.9032142486377667,-0.3119982994728392,0.5656128662127858,1.2544971035009835
Sub-A-DK,mix2_60_20__80_30,weight_average,last_10y,2016-04-25,2026-04-24,0.4220814166158838,2.20692428647263,0.1363588222159937,0.19311905043504402,0.7603212049581184,-0.3119982994728394,0.43704988920256677,2.588615181842699
Sub-A-DK,mix2_60_20__80_30,weight_average,full_common,2015-04-03,2026-04-24,0.4102403665470285,2.0899310271807754,0.10895563913460848,0.19160012442707058,0.6367907692006161,-0.3611667705040861,0.301676809808769,2.1381159554655293
Sub-A-DK,mix2_60_20__80_30,signal_mix_then_select,last_3y,2023-04-25,2026-04-24,0.05545343149933152,2.2835830506818056,0.14573254828530224,0.213020289654725,0.7487438053989003,-0.3282904981543019,0.44391339105040306,0.5035865481239605
Sub-A-DK,mix2_60_20__80_30,signal_mix_then_select,last_5y,2021-04-23,2026-04-24,0.051098061235951654,2.270194359624673,0.21053268283936566,0.2075714112354871,1.0301512990214958,-0.3282904981543022,0.6412999584910668,1.6004767764574224
Sub-A-DK,mix2_60_20__80_30,signal_mix_then_select,last_10y,2016-04-25,2026-04-24,0.05655282593570238,2.2595909614472878,0.2635758031754749,0.20284548894781482,1.259433122728951,-0.32829049815430145,0.8028736885695374,9.36563122885475
Sub-A-DK,mix2_60_20__80_30,signal_mix_then_select,full_common,2015-05-19,2026-04-24,0.05762342087535147,2.167209082491589,0.23602056230408497,0.202793610125046,1.149909477082002,-0.3282904981543019,0.718938146644596,9.140207104289592
