date,signal,return,gross_return,trade_cost,turnover,top_pair,direction,holding,top_score_abs,pair_changed,direction_changed,nav
2010-09-29,original_bias_momentum_naked,0.0,0.0,0.0,0.0,none,0,none_0,,False,False,1.0
2010-09-30,original_bias_momentum_naked,-0.002714865996252147,-0.0017165825788310052,0.001,2.0,ZZ500/CYB,1,ZZ500/CYB_1,26.237536556755835,True,True,0.9972851340037479
2010-10-08,original_bias_momentum_naked,0.01762044088598258,0.0186390799659486,0.001,2.0,HS300/CYB,1,HS300/CYB_1,30.00698167466767,True,False,1.01485773775393
2010-10-11,original_bias_momentum_naked,0.04241042127605166,0.04241042127605166,0.0,0.0,HS300/CYB,1,HS300/CYB_1,34.861391856167955,False,False,1.057898281947335
2010-10-12,original_bias_momentum_naked,0.006064449792205773,0.007071521313519291,0.001,2.0,SZ50/CYB,1,SZ50/CYB_1,53.18405017436502,True,False,1.0643138529634655
2010-10-13,original_bias_momentum_naked,0.004668190254309534,0.004668190254309534,0.0,0.0,SZ50/CYB,1,SZ50/CYB_1,70.83988232570813,False,False,1.0692822725193962
2010-10-14,original_bias_momentum_naked,0.0209885494587998,0.0209885494587998,0.0,0.0,SZ50/CYB,1,SZ50/CYB_1,77.52471421557188,False,False,1.0917249563815874
2010-10-15,original_bias_momentum_naked,0.05815005056987044,0.058150050569870326,0.0,0.0,SZ50/CYB,1,SZ50/CYB_1,96.86891232995569,False,False,1.1552088178035662
2010-10-18,original_bias_momentum_naked,0.006971858653547436,0.006971858653547436,0.0,0.0,SZ50/CYB,1,SZ50/CYB_1,121.3823163656343,False,False,1.1632627703966243
2010-10-19,original_bias_momentum_naked,-0.051830961026370526,-0.051830961026370526,0.0,0.0,SZ50/CYB,1,SZ50/CYB_1,141.8672102554963,False,False,1.102969743080769
2010-10-20,original_bias_momentum_naked,-0.003449326212760173,-0.002451777990750914,0.001,2.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,147.64907543651157,True,False,1.099165240634079
2010-10-21,original_bias_momentum_naked,-0.025323194740001664,-0.025323194740001664,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,160.38298652735827,False,False,1.0713308651940614
2010-10-22,original_bias_momentum_naked,-0.01752143996504585,-0.01752143996504585,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,161.63384900747954,False,False,1.052559605756863
2010-10-25,original_bias_momentum_naked,0.00405757903753079,0.00405757903753079,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,156.10417142155305,False,False,1.0568304495489336
2010-10-26,original_bias_momentum_naked,-0.01963366682018608,-0.01963366682018608,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,148.51180850278314,False,False,1.0360809926170624
2010-10-27,original_bias_momentum_naked,-0.01403816323709528,-0.01403816323709528,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,137.2356756807579,False,False,1.0215363185158524
2010-10-28,original_bias_momentum_naked,-0.00468995409266193,-0.00468995409266193,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,119.40622724452376,False,False,1.016745360078026
2010-10-29,original_bias_momentum_naked,-0.02844662850281543,-0.02844662850281543,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,103.56730398866911,False,False,0.9878223825379252
2010-11-01,original_bias_momentum_naked,-0.006681606057724165,-0.006681606057724165,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,85.10489849209853,False,False,0.9812221425228043
2010-11-02,original_bias_momentum_naked,0.0006042127379699558,0.0006042127379700668,0.0,0.0,SZ50/ZZ1000,1,SZ50/ZZ1000_1,61.13368720544488,False,False,0.9818150094400947
2010-11-03,original_bias_momentum_naked,-0.01967372505441234,-0.017709143341094524,0.002,4.0,ZZ500/CYB,-1,ZZ500/CYB_-1,52.43114384436083,True,True,0.962499050890075
2010-11-04,original_bias_momentum_naked,-0.00902752133062834,-0.00902752133062834,0.0,0.0,ZZ500/CYB,-1,ZZ500/CYB_-1,49.10498021912773,False,False,0.9538100701774553
2010-11-05,original_bias_momentum_naked,0.001964758395188726,0.0029677261213101325,0.001,2.0,SZ50/CYB,-1,SZ50/CYB_-1,53.26725294123358,True,False,0.955684076520252
2010-11-08,original_bias_momentum_naked,0.02768420478239264,0.02768420478239264,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,62.71364380585896,False,False,0.9821414302019105
2010-11-09,original_bias_momentum_naked,0.021999713786208464,0.021999713786208575,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,70.32944291159025,False,False,1.0037482605639299
2010-11-10,original_bias_momentum_naked,0.03705914260704857,0.037059142607048456,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,78.95715224543274,False,False,1.0409463104937455
2010-11-11,original_bias_momentum_naked,-0.01949438186503938,-0.01949438186503938,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,88.72628934648024,False,False,1.0206537056159766
2010-11-12,original_bias_momentum_naked,0.009468840140273382,0.009468840140273493,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,87.79882506895423,False,False,1.0303181123930318
2010-11-15,original_bias_momentum_naked,0.06308292767876078,0.06308292767876078,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,82.13462947005969,False,False,1.0953135953632387
2010-11-16,original_bias_momentum_naked,0.024825782180109668,0.024825782180109668,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,84.35805151944848,False,False,1.1225056121006391
2010-11-17,original_bias_momentum_naked,-0.026961332606453392,-0.026961332606453392,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,90.21233905744312,False,False,1.0922413649401832
2010-11-18,original_bias_momentum_naked,0.004270218538805048,0.004270218538805048,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,90.66509832772998,False,False,1.0969054742656006
2010-11-19,original_bias_momentum_naked,0.04466001345059123,0.04466001345059123,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,91.71840541873439,False,False,1.1458932875003294
2010-11-22,original_bias_momentum_naked,0.020031086011819577,0.021052138149969535,0.001,2.0,HS300/CYB,-1,HS300/CYB_-1,97.14510854412018,True,False,1.1688467745026152
2010-11-23,original_bias_momentum_naked,0.027702005832264565,0.027702005832264676,0.0,0.0,HS300/CYB,-1,HS300/CYB_-1,103.04463829901054,False,False,1.2012261746669102
2010-11-24,original_bias_momentum_naked,-0.001401871582150882,-0.001401871582150882,0.0,0.0,HS300/CYB,-1,HS300/CYB_-1,110.58728376108135,False,False,1.1995422098289088
2010-11-25,original_bias_momentum_naked,-0.032896994081402564,-0.032896994081402564,0.0,0.0,HS300/CYB,-1,HS300/CYB_-1,116.47881594267854,False,False,1.1600808768517747
2010-11-26,original_bias_momentum_naked,0.01702425917964767,0.017024259179647783,0.0,0.0,HS300/CYB,-1,HS300/CYB_-1,119.4000100018246,False,False,1.1798303943686523
2010-11-29,original_bias_momentum_naked,0.022338814044881916,0.023362176221102926,0.001,2.0,SZ50/CYB,-1,SZ50/CYB_-1,125.81461968724405,True,False,1.2061864061529532
2010-11-30,original_bias_momentum_naked,-0.015734354258470806,-0.015734354258470806,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,129.64831051598776,False,False,1.1872078419367909
2010-12-01,original_bias_momentum_naked,-0.005888816279599918,-0.005888816279599918,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,124.24064205988178,False,False,1.1802165930699249
2010-12-02,original_bias_momentum_naked,-0.006414054731274543,-0.006414054731274543,0.0,0.0,SZ50/CYB,-1,SZ50/CYB_-1,115.0082240489199,False,False,1.172646619247216
