source,tested,pass_cells,best_score,median_score,best_full_ann,best_10y_ann,best_10y_dd,best_5y_ann,best_5y_dd,best_3y_ann,best_3y_dd
hs300,6344,172,0.2935471086242325,-0.10250454256255409,1.431803764062355,3.8262310669196395,5.281012971130995,3.5932792452155766,3.8260350232650975,7.3888794860376805,3.9022620245256174
cyb,6344,1,0.22031734949565615,-0.2539432856564917,0.9801026587472812,1.7788217322103321,5.281012971130995,2.4290708852741076,3.9833814975702833,5.635387932718032,3.983381497570262
zz2000,6344,0,0.258714336782496,-0.3505958149898313,1.3247860163890763,3.3969184594918573,3.4461458893301327,7.309886410136436,6.143822168663629,9.034747580691388,6.143822168663572
