variant,defense_asset,decay_ratio_threshold,recovery_ratio_threshold,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,signal_days,overlay_days,overlay_ratio,trigger_count,recovery_count,avg_scale,annual_delta,max_dd_delta,sharpe_delta,calmar_delta
baseline_v67,,,,23.9899335842388,20.479945339280505,1.0133317524214736,-27.953878835959635,0.8581969509497318,2736.3706653787744,60.1063829787234,588,0,0.0,0,0,0.7911362695276631,0.0,0.0,0.0,0.0
v67_plus_suba_cash_overlay,,0.55,0.9,27.469194292546085,19.93911068424604,1.174812629718545,-23.241213351948918,1.1819173928904458,4262.478228883838,65.95744680851064,621,212,0.056129203071220546,61,61,0.7533586674567796,3.4792607083072866,4.712665484010717,0.1614808772970715,0.32372044194071403
