variant,defense_asset,decay_ratio_threshold,recovery_ratio_threshold,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,signal_days,overlay_days,overlay_ratio,trigger_count,recovery_count,avg_scale,annual_delta,max_dd_delta,sharpe_delta,calmar_delta
baseline_no_overlay,,,,22.78209713850259,21.213309591377993,0.9384342423009623,-31.198281080586103,0.7302356523955837,2335.7152800435633,58.51063829787234,464,0,0.0,0,0,1.1128883385353263,0.0,0.0,0.0,0.0
switch_cash_decay450_rec650,cash,0.45,0.65,23.893626234653098,21.082225038960285,0.9857220330924016,-31.203120738514183,0.7657447610732431,2702.2911435295678,59.57446808510638,485,120,0.03177124702144559,37,37,1.1262751248408174,1.1115290961505089,-0.0048396579280804986,0.0472877907914393,0.03550910867765933
switch_cash_decay450_rec675,cash,0.45,0.675,23.893626234653098,21.082225038960285,0.9857220330924016,-31.203120738514183,0.7657447610732431,2702.2911435295678,59.57446808510638,485,120,0.03177124702144559,37,37,1.1262751248408174,1.1115290961505089,-0.0048396579280804986,0.0472877907914393,0.03550910867765933
switch_cash_decay450_rec700,cash,0.45,0.7,23.893626234653098,21.082225038960285,0.9857220330924016,-31.203120738514183,0.7657447610732431,2702.2911435295678,59.57446808510638,485,120,0.03177124702144559,37,37,1.1262751248408174,1.1115290961505089,-0.0048396579280804986,0.0472877907914393,0.03550910867765933
switch_cash_decay450_rec725,cash,0.45,0.725,23.931217129540162,21.083369985750277,0.9871271750674998,-31.203120738514183,0.766949476947725,2715.5472893026276,59.57446808510638,485,121,0.03203600741329097,37,37,1.1264039577217309,1.1491199910375727,-0.0048396579280804986,0.04869293276653752,0.03671382455214123
switch_cash_decay450_rec750,cash,0.45,0.75,23.931217129540162,21.083369985750277,0.9871271750674998,-31.203120738514183,0.766949476947725,2715.5472893026276,59.57446808510638,485,121,0.03203600741329097,37,37,1.1264039577217309,1.1491199910375727,-0.0048396579280804986,0.04869293276653752,0.03671382455214123
switch_cash_decay450_rec775,cash,0.45,0.775,23.931217129540162,21.083369985750277,0.9871271750674998,-31.203120738514183,0.766949476947725,2715.5472893026276,59.57446808510638,485,121,0.03203600741329097,37,37,1.1264039577217309,1.1491199910375727,-0.0048396579280804986,0.04869293276653752,0.03671382455214123
switch_cash_decay450_rec800,cash,0.45,0.8,24.257307380751627,21.097956397517155,0.9991149953277033,-31.203120738514183,0.7774000422595776,2833.0281544520667,60.1063829787234,483,126,0.03335980937251787,37,37,1.1274521419725119,1.4752102422490374,-0.0048396579280804986,0.06068075302674103,0.04716438986399385
switch_cash_decay450_rec825,cash,0.45,0.825,24.257307380751627,21.097956397517155,0.9991149953277033,-31.203120738514183,0.7774000422595776,2833.0281544520667,60.1063829787234,483,126,0.03335980937251787,37,37,1.1274521419725119,1.4752102422490374,-0.0048396579280804986,0.06068075302674103,0.04716438986399385
switch_cash_decay450_rec850,cash,0.45,0.85,24.257307380751627,21.097956397517155,0.9991149953277033,-31.203120738514183,0.7774000422595776,2833.0281544520667,60.1063829787234,483,126,0.03335980937251787,37,37,1.1274521419725119,1.4752102422490374,-0.0048396579280804986,0.06068075302674103,0.04716438986399385
switch_cash_decay450_rec875,cash,0.45,0.875,24.217881905559267,21.097712106141795,0.9976110240358486,-31.20312073851427,0.7761365316151514,2818.584416615549,60.1063829787234,483,127,0.03362456976436325,37,37,1.1273397947075692,1.4357847670566777,-0.004839657928165764,0.059176781734886275,0.04590087921956765
switch_cash_decay450_rec900,cash,0.45,0.9,24.217881905559267,21.097712106141795,0.9976110240358486,-31.20312073851427,0.7761365316151514,2818.584416615549,60.1063829787234,483,127,0.03362456976436325,37,37,1.1273397947075692,1.4357847670566777,-0.004839657928165764,0.059176781734886275,0.04590087921956765
switch_cash_decay450_rec925,cash,0.45,0.925,24.217881905559267,21.097712106141795,0.9976110240358486,-31.20312073851427,0.7761365316151514,2818.584416615549,60.1063829787234,483,127,0.03362456976436325,37,37,1.1273397947075692,1.4357847670566777,-0.004839657928165764,0.059176781734886275,0.04590087921956765
switch_cash_decay450_rec950,cash,0.45,0.95,24.217881905559267,21.097712106141795,0.9976110240358486,-31.20312073851427,0.7761365316151514,2818.584416615549,60.1063829787234,483,127,0.03362456976436325,37,37,1.1273397947075692,1.4357847670566777,-0.004839657928165764,0.059176781734886275,0.04590087921956765
switch_cash_decay475_rec650,cash,0.475,0.65,24.62707935868753,21.009117054649334,1.016668179413435,-31.203120738514205,0.7892505228904932,2971.7900452372874,60.1063829787234,487,135,0.035742652899126294,42,42,1.1303554487067433,1.8449822201849422,-0.004839657928101815,0.07823393711247262,0.0590148704949095
switch_cash_decay475_rec675,cash,0.475,0.675,24.62707935868753,21.009117054649334,1.016668179413435,-31.203120738514205,0.7892505228904932,2971.7900452372874,60.1063829787234,487,135,0.035742652899126294,42,42,1.1303554487067433,1.8449822201849422,-0.004839657928101815,0.07823393711247262,0.0590148704949095
switch_cash_decay475_rec700,cash,0.475,0.7,24.62707935868753,21.009117054649334,1.016668179413435,-31.203120738514205,0.7892505228904932,2971.7900452372874,60.1063829787234,487,135,0.035742652899126294,42,42,1.1303554487067433,1.8449822201849422,-0.004839657928101815,0.07823393711247262,0.0590148704949095
