variant,window,start,end,days,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate
baseline_no_overlay,1Y,2025-04-07,2026-04-20,252,56.60237175345584,22.246307963396337,1.9998530897003195,-10.090474487790532,5.609485641328828,59.073661300206346,53.84615384615385
baseline_no_overlay,3Y,2023-03-07,2026-04-20,756,21.52230701093496,22.959678893074198,0.8367231283920182,-17.371175412321875,1.23896665021692,83.74861888716217,52.63157894736842
baseline_no_overlay,5Y,2021-02-02,2026-04-20,1260,22.8384168049349,21.554535996530166,0.930729876302402,-23.453383916971504,0.9737791734355401,192.04034584081714,58.730158730158735
switch_cash_decay60_rec90,1Y,2025-04-07,2026-04-20,252,58.703306860984775,21.275621122706596,2.1438854799942626,-8.676361326452353,6.765890060619197,61.2827614245121,69.23076923076923
switch_cash_decay60_rec90,3Y,2023-03-07,2026-04-20,756,25.13311268650027,22.43267587158682,0.982226275574487,-15.380991952480127,1.6340371781059055,101.33226581002042,57.89473684210527
switch_cash_decay60_rec90,5Y,2021-02-02,2026-04-20,1260,27.666914754267857,20.864282722419247,1.1408273509030835,-17.785784088759456,1.5555633991842528,257.01138632505393,61.904761904761905
switch_cash_decay60_rec80,1Y,2025-04-07,2026-04-20,252,55.33474573636197,21.293283693896655,2.041160601342468,-8.676361326452353,6.377644228307813,57.741271991734266,69.23076923076923
switch_cash_decay60_rec80,3Y,2023-03-07,2026-04-20,756,24.24611149995439,22.435250474784453,0.9501774545343697,-15.380991952480105,1.5763685186796312,96.91135879214823,57.89473684210527
switch_cash_decay60_rec80,5Y,2021-02-02,2026-04-20,1260,26.877228299203626,20.870410396256077,1.1105309970977826,-17.785784088759474,1.5111635317888459,245.65467220650174,61.904761904761905
switch_cash_decay60_rec70,1Y,2025-04-07,2026-04-20,252,45.696553795682384,21.24249442237371,1.742911806726801,-9.906318071949451,4.612869631662233,47.623297162800824,61.53846153846154
switch_cash_decay60_rec70,3Y,2023-03-07,2026-04-20,756,21.634983612306424,22.411379485118605,0.8554164814054682,-15.380991952480105,1.4066052228067056,84.28090294103492,55.26315789473685
switch_cash_decay60_rec70,5Y,2021-02-02,2026-04-20,1260,23.576763403981428,20.941738652925938,0.980376745223639,-17.785784088759414,1.3255959527183232,201.30252402817,58.730158730158735
switch_bond_decay60_rec90,1Y,2025-04-07,2026-04-20,252,56.11915846494615,21.278932179111322,2.0661321870534164,-8.662126862028034,6.478681201374967,58.56571596874311,69.23076923076923
switch_bond_decay60_rec90,3Y,2023-03-07,2026-04-20,756,22.86847882244569,22.38754903625612,0.9015325900284128,-15.771903874916823,1.4499504310836597,90.17663105383977,57.89473684210527
switch_bond_decay60_rec90,5Y,2021-02-02,2026-04-20,1260,26.514584947042085,20.800296230626124,1.0996827243272866,-16.591119215415322,1.5981191264303956,240.5381586513359,65.07936507936508
