variant,window,annual,max_dd,sharpe,calmar,annual_delta,max_dd_delta
baseline_combo_v67,1Y,27.651500625101356,-12.654124607136325,1.095446595178483,2.1851768876613735,0.0,0.0
combo_v67_plus_suba_cash_overlay,1Y,30.71684039942937,-12.01460927040887,1.2413910061796103,2.556624165471845,3.065339774328013,0.6395153367274542
baseline_combo_v67,3Y,18.302044257669525,-12.76850181307748,0.7433808055935626,1.433374449532098,0.0,0.0
combo_v67_plus_suba_cash_overlay,3Y,20.265068079493464,-12.014609270408801,0.8458947404346817,1.6867022158935292,1.9630238218239384,0.7538925426686784
baseline_combo_v67,5Y,22.545998065714514,-13.180751609242622,0.9991065554001356,1.7105244628011034,0.0,0.0
combo_v67_plus_suba_cash_overlay,5Y,23.32602149244427,-12.014609270408874,1.0530262298864301,1.9414715008580925,0.7800234267297554,1.1661423388337475
