variant,decay_ratio_threshold,recovery_ratio_threshold,annual,max_dd,sharpe,calmar,annual_delta,max_dd_delta,full_annual_rank,full_maxdd_rank,full_calmar_rank,1Y_annual,1Y_max_dd,1Y_sharpe,1Y_calmar,1Y_annual_rank,1Y_maxdd_rank,1Y_calmar_rank,3Y_annual,3Y_max_dd,3Y_sharpe,3Y_calmar,3Y_annual_rank,3Y_maxdd_rank,3Y_calmar_rank,5Y_annual,5Y_max_dd,5Y_sharpe,5Y_calmar,5Y_annual_rank,5Y_maxdd_rank,5Y_calmar_rank,recent_rank,mid_rank,long_rank,composite_rank
switch_cash_decay625_rec775,0.625,0.775,24.22105112654762,-25.856366291320576,1.0182541212728078,0.9367538676414136,1.4389539880450322,5.341914789265527,83.0,34.0,41.0,47.1730779052558,-10.963739748253396,1.7891695403482497,4.302644808106725,113.0,94.0,107.0,23.11847628086998,-14.891278983163806,0.9114884582470104,1.5524842632394376,103.0,9.0,82.0,25.50167516293671,-17.923936763013998,1.0600494492283064,1.4227719892183148,65.0,31.0,38.0,104.66666666666667,64.66666666666667,44.666666666666664,62.00000000000001
switch_cash_decay575_rec825,0.575,0.825,24.446387318342676,-26.799313231318912,1.0172897596400599,0.9122020070937303,1.664290179840087,4.398967849267191,76.0,78.0,60.0,52.73530787900307,-8.676361326452355,1.9536918356254755,6.078044227852116,67.0,50.0,60.0,23.764640443090833,-15.250206960531292,0.9251306960028274,1.5583159300457725,89.0,48.0,80.0,26.039780499079555,-17.831476790801755,1.066073452570727,1.4603266350049031,50.0,23.0,31.0,59.0,72.33333333333333,34.666666666666664,63.333333333333336
switch_cash_decay525_rec700,0.525,0.7,25.71639976722395,-27.810401527014893,1.0582316930854656,0.9247043679769658,2.934302628721362,3.38787955357121,25.0,86.0,47.0,50.86645994627486,-9.240615141612754,1.9083465039518124,5.50466166664714,83.0,73.0,73.0,24.515135107153128,-15.250206960531346,0.9469679025864686,1.6075280270359673,57.0,79.0,57.0,25.033427250633267,-18.898713004855185,1.0206579991974924,1.324610159654895,86.0,81.0,80.0,76.33333333333333,64.33333333333333,82.33333333333333,63.49999999999999
switch_cash_decay525_rec675,0.525,0.675,25.69436948970123,-27.810401527014893,1.0573862671585694,0.9239122083419702,2.9122723511986415,3.38787955357121,26.0,86.0,48.0,50.86645994627486,-9.240615141612754,1.9083465039518124,5.50466166664714,83.0,73.0,73.0,24.515135107153128,-15.250206960531361,0.9469679025864685,1.6075280270359655,57.0,83.0,58.0,24.96801771854489,-18.898713004855207,1.0181660345675647,1.3211491021706312,87.0,85.0,84.0,76.33333333333333,66.0,85.33333333333333,64.6111111111111
switch_cash_decay500_rec800,0.5,0.8,25.67755897606141,-31.44089055334005,1.0546184476633467,0.8166931191881781,2.8954618375588197,-0.24260947275394784,27.0,125.0,85.0,57.485505372563985,-8.472945496909492,2.1053036254442783,6.784595202876241,28.0,1.0,1.0,25.363649608726103,-15.70809988717439,0.9771388572277243,1.614686040380698,33.0,123.0,56.0,26.270194650976265,-19.687033268885486,1.0657606001501903,1.3343907277535405,42.0,112.0,67.0,10.0,70.66666666666667,73.66666666666667,65.22222222222223
switch_cash_decay675_rec800,0.675,0.8,20.836646935128233,-24.615011280753915,0.8919577147191674,0.8465016203921091,-1.9454502033743566,6.583269799832188,117.0,8.0,78.0,54.25618423109431,-8.673567009537821,2.0171875145233846,6.255348482513816,66.0,35.0,57.0,23.272853653561178,-15.057474806606287,0.9141612251411766,1.5456013675912306,102.0,14.0,90.0,22.90406086496306,-17.331203508297943,0.970208183746207,1.321550511711256,115.0,6.0,82.0,52.666666666666664,68.66666666666667,67.66666666666667,65.33333333333333
switch_cash_decay675_rec825,0.675,0.825,20.769903279311276,-24.615011280753954,0.8892400862780642,0.8437901182499518,-2.0121938591913135,6.5832697998321485,122.0,11.0,79.0,54.256184231094394,-8.67356700953781,2.0171875145233873,6.255348482513834,64.0,24.0,56.0,23.272853653561263,-15.057474806606328,0.9141612251411783,1.5456013675912321,101.0,20.0,89.0,22.904060864963082,-17.331203508298014,0.9702081837462073,1.3215505117112518,114.0,7.0,83.0,48.0,70.0,68.0,66.33333333333333
switch_cash_decay600_rec750,0.6,0.75,24.52212976503496,-25.856366291320732,1.0270168648006959,0.9483981425984966,1.740032626532372,5.3419147892653704,73.0,50.0,29.0,49.689648609743365,-9.387660182719127,1.8720994855508715,5.2930813048828105,103.0,81.0,79.0,22.730375586277397,-15.380991952480127,0.8958243843855885,1.4778224744218926,106.0,105.0,107.0,24.516082972361943,-17.785784088759492,1.0171669846330411,1.3784088938679941,97.0,19.0,48.0,87.66666666666667,106.0,54.666666666666664,66.72222222222223
switch_cash_decay500_rec825,0.5,0.825,25.65024829695406,-31.45124463288803,1.053518400156183,0.8155559055406041,2.8681511584514716,-0.252963552301928,28.0,132.0,86.0,57.485505372563985,-8.472945496909492,2.1053036254442783,6.784595202876241,28.0,1.0,1.0,25.36364960872617,-15.708099887174395,0.977138857227725,1.6146860403807017,27.0,130.0,50.0,26.270194650976265,-19.68703326888549,1.065760600150191,1.33439072775354,42.0,119.0,68.0,10.0,69.0,76.33333333333333,66.88888888888889
switch_cash_decay500_rec850,0.5,0.85,25.65024829695406,-31.45124463288803,1.053518400156183,0.8155559055406041,2.8681511584514716,-0.252963552301928,28.0,132.0,86.0,57.485505372563985,-8.472945496909492,2.1053036254442783,6.784595202876241,28.0,1.0,1.0,25.36364960872617,-15.708099887174395,0.977138857227725,1.6146860403807017,27.0,130.0,50.0,26.270194650976265,-19.68703326888549,1.065760600150191,1.33439072775354,42.0,119.0,68.0,10.0,69.0,76.33333333333333,66.88888888888889
switch_cash_decay675_rec875,0.675,0.875,20.80646140294562,-25.69721013962442,0.8898989350310139,0.8096778323364606,-1.9756357355569705,5.501070940961682,120.0,30.0,96.0,57.58844846622759,-8.673567009537809,2.120452153637046,6.639534623171871,23.0,22.0,25.0,24.149535099685604,-15.057474806606328,0.946108751591601,1.603823709476852,65.0,20.0,60.0,23.98060667531596,-18.28008259602609,1.0090661575257422,1.3118434530776741,104.0,63.0,89.0,23.333333333333332,48.333333333333336,85.33333333333333,67.16666666666666
switch_cash_decay675_rec900,0.675,0.9,20.80646140294562,-25.69721013962442,0.8898989350310139,0.8096778323364606,-1.9756357355569705,5.501070940961682,120.0,30.0,96.0,57.58844846622759,-8.673567009537809,2.120452153637046,6.639534623171871,23.0,22.0,25.0,24.149535099685604,-15.057474806606328,0.946108751591601,1.603823709476852,65.0,20.0,60.0,23.98060667531596,-18.28008259602609,1.0090661575257422,1.3118434530776741,104.0,63.0,89.0,23.333333333333332,48.333333333333336,85.33333333333333,67.16666666666666
switch_cash_decay625_rec650,0.625,0.65,24.311260222468213,-25.856366291320626,1.0164013000833787,0.940242721987928,1.5291630839656243,5.341914789265477,78.0,42.0,39.0,47.71903454168742,-11.266149142411436,1.813515787354273,4.235611826054125,111.0,106.0,109.0,23.361297699322936,-15.243087311227663,0.9109224534679335,1.5325830799457278,98.0,33.0,91.0,24.217713953591602,-17.92393676301403,0.9971177364112009,1.35113810508218,99.0,34.0,56.0,108.66666666666667,74.0,63.0,67.44444444444444
switch_cash_decay675_rec925,0.675,0.925,20.811848169188973,-25.69721013962442,0.8900737151447286,0.809887456891581,-1.9702489693136158,5.501070940961682,118.0,30.0,94.0,57.588448466227526,-8.67356700953781,2.120452153637045,6.639534623171862,25.0,24.0,27.0,24.149535099685515,-15.057474806606328,0.9461087515916003,1.603823709476846,72.0,20.0,67.0,23.99711387452794,-18.28008259602612,1.0095621968063073,1.3127464686480486,102.0,69.0,87.0,25.333333333333332,53.0,86.0,67.72222222222221
switch_cash_decay675_rec950,0.675,0.95,20.811848169188973,-25.69721013962442,0.8900737151447286,0.809887456891581,-1.9702489693136158,5.501070940961682,118.0,30.0,94.0,57.588448466227526,-8.67356700953781,2.120452153637045,6.639534623171862,25.0,24.0,27.0,24.149535099685515,-15.057474806606328,0.9461087515916003,1.603823709476846,72.0,20.0,67.0,23.99711387452794,-18.28008259602612,1.0095621968063073,1.3127464686480486,102.0,69.0,87.0,25.333333333333332,53.0,86.0,67.72222222222221
switch_cash_decay500_rec875,0.5,0.875,25.608594183721657,-31.451244632888077,1.051945627219632,0.814231502843075,2.8264970452190674,-0.2529635523019742,30.0,134.0,89.0,57.485505372563985,-8.472945496909492,2.1053036254442783,6.784595202876241,28.0,1.0,1.0,25.36364960872617,-15.708099887174395,0.977138857227725,1.6146860403807017,27.0,130.0,50.0,26.270194650976265,-19.68703326888549,1.065760600150191,1.33439072775354,42.0,119.0,68.0,10.0,69.0,76.33333333333333,68.05555555555556
switch_cash_decay500_rec900,0.5,0.9,25.608594183721657,-31.451244632888077,1.051945627219632,0.814231502843075,2.8264970452190674,-0.2529635523019742,30.0,134.0,89.0,57.485505372563985,-8.472945496909492,2.1053036254442783,6.784595202876241,28.0,1.0,1.0,25.36364960872617,-15.708099887174395,0.977138857227725,1.6146860403807017,27.0,130.0,50.0,26.270194650976265,-19.68703326888549,1.065760600150191,1.33439072775354,42.0,119.0,68.0,10.0,69.0,76.33333333333333,68.05555555555556
switch_cash_decay500_rec925,0.5,0.925,25.608594183721657,-31.451244632888077,1.051945627219632,0.814231502843075,2.8264970452190674,-0.2529635523019742,30.0,134.0,89.0,57.485505372563985,-8.472945496909492,2.1053036254442783,6.784595202876241,28.0,1.0,1.0,25.36364960872617,-15.708099887174395,0.977138857227725,1.6146860403807017,27.0,130.0,50.0,26.270194650976265,-19.68703326888549,1.065760600150191,1.33439072775354,42.0,119.0,68.0,10.0,69.0,76.33333333333333,68.05555555555556
switch_cash_decay500_rec950,0.5,0.95,25.608594183721657,-31.451244632888077,1.051945627219632,0.814231502843075,2.8264970452190674,-0.2529635523019742,30.0,134.0,89.0,57.485505372563985,-8.472945496909492,2.1053036254442783,6.784595202876241,28.0,1.0,1.0,25.36364960872617,-15.708099887174395,0.977138857227725,1.6146860403807017,27.0,130.0,50.0,26.270194650976265,-19.68703326888549,1.065760600150191,1.33439072775354,42.0,119.0,68.0,10.0,69.0,76.33333333333333,68.05555555555556
switch_cash_decay625_rec750,0.625,0.75,23.863581054175253,-25.856366291320576,1.0032865240702842,0.9229286430006115,1.0814839156726634,5.341914789265527,97.0,34.0,49.0,47.1730779052558,-10.963739748253396,1.7891695403482497,4.302644808106725,113.0,94.0,107.0,23.11847628086998,-14.891278983163806,0.9114884582470104,1.5524842632394376,103.0,9.0,82.0,24.4264115425185,-17.923936763013998,1.015713723431033,1.3627816179826266,98.0,31.0,51.0,104.66666666666667,64.66666666666667,60.0,68.22222222222223
switch_cash_decay600_rec650,0.6,0.65,24.50494269465231,-25.856366291320597,1.0224822445908495,0.9477334293054964,1.7228455561497213,5.3419147892655054,74.0,41.0,30.0,49.99536410536807,-9.850662417521832,1.8876999156795857,5.07533016423738,102.0,91.0,84.0,22.879962721203007,-15.759715607985298,0.8914961039214674,1.4518004823392847,105.0,136.0,115.0,24.106864314741895,-17.785784088759463,0.9911091217933807,1.3554007062290454,101.0,15.0,52.0,92.33333333333333,118.66666666666667,56.0,68.66666666666667
switch_cash_decay700_rec850,0.7,0.85,20.030920256571715,-24.7960649019684,0.861681125767697,0.8078265779576013,-2.751176881930874,6.402216178617703,132.0,20.0,98.0,57.58844846622762,-8.673567009537843,2.120452153637045,6.639534623171849,18.0,36.0,30.0,24.149535099685604,-15.057474806606356,0.9461087515916003,1.6038237094768488,65.0,29.0,64.0,21.937111753871584,-18.0426523727259,0.934008563550636,1.2158473876619562,126.0,44.0,121.0,28.0,52.666666666666664,97.0,71.27777777777779
switch_cash_decay600_rec725,0.6,0.725,24.335081853433984,-25.856366291320732,1.0196563736447481,0.941164028203089,1.5529847149313944,5.3419147892653704,77.0,50.0,36.0,46.34510879750125,-9.53453035940967,1.7637001135368093,4.860764720494393,117.0,84.0,87.0,21.81424964028913,-15.380991952480127,0.8620035229785257,1.4182602596558582,122.0,105.0,123.0,23.958452735917014,-17.785784088759492,0.9954158679464804,1.347056312859359,106.0,19.0,57.0,96.0,116.66666666666667,60.666666666666664,72.72222222222223
switch_cash_decay575_rec775,0.575,0.775,23.99628967176286,-26.799313231318767,1.0007508131823428,0.8954068884018945,1.2141925332602703,4.398967849267336,88.0,60.0,63.0,47.03350743979997,-9.289293966358034,1.779997560451857,5.06319507275104,115.0,77.0,86.0,22.21312897023706,-15.250206960531315,0.8697513732461262,1.456578853501878,116.0,55.0,113.0,24.59225736785191,-17.030748080006237,1.0138297846388769,1.443991611661659,93.0,3.0,32.0,92.66666666666667,94.66666666666667,42.666666666666664,73.50000000000001
switch_cash_decay700_rec875,0.7,0.875,20.045568089724885,-24.971344928024774,0.8615551630545056,0.8027428297315375,-2.7365290487777045,6.226936152561329,130.0,22.0,105.0,57.58844846622762,-8.673567009537843,2.120452153637045,6.639534623171849,18.0,36.0,30.0,24.149535099685604,-15.057474806606336,0.9461087515916001,1.603823709476851,65.0,27.0,62.0,22.395467594758102,-18.85066777526621,0.9498600414088298,1.1880463791390452,121.0,79.0,127.0,28.0,51.333333333333336,109.0,74.22222222222221
switch_cash_decay700_rec900,0.7,0.9,20.045568089724885,-24.971344928024774,0.8615551630545056,0.8027428297315375,-2.7365290487777045,6.226936152561329,130.0,22.0,105.0,57.58844846622762,-8.673567009537843,2.120452153637045,6.639534623171849,18.0,36.0,30.0,24.149535099685604,-15.057474806606336,0.9461087515916001,1.603823709476851,65.0,27.0,62.0,22.395467594758102,-18.85066777526621,0.9498600414088298,1.1880463791390452,121.0,79.0,127.0,28.0,51.333333333333336,109.0,74.22222222222221
switch_cash_decay700_rec800,0.7,0.8,20.19419275982908,-24.796064901968244,0.8680673024513061,0.8144111914397401,-2.5879043786735103,6.402216178617859,127.0,16.0,88.0,54.25618423109437,-8.673567009537843,2.0171875145233837,6.255348482513808,65.0,36.0,59.0,23.272853653561288,-15.057474806606324,0.914161225141177,1.5456013675912341,100.0,17.0,87.0,21.690617248830215,-18.042652372725875,0.9237226147337874,1.2021856210907647,130.0,43.0,123.0,53.333333333333336,68.0,98.66666666666667,75.16666666666667
switch_cash_decay700_rec925,0.7,0.925,19.987292062398133,-24.971344928024774,0.8591270774915283,0.8004091137264637,-2.7948050761044563,6.226936152561329,133.0,22.0,110.0,57.58844846622762,-8.673567009537843,2.120452153637045,6.639534623171849,18.0,36.0,30.0,24.149535099685604,-15.057474806606356,0.9461087515916003,1.6038237094768488,65.0,29.0,64.0,22.218145752496497,-18.850667775266142,0.9426650729517397,1.1786397180925763,123.0,74.0,129.0,28.0,52.666666666666664,108.66666666666667,75.72222222222223
switch_cash_decay700_rec950,0.7,0.95,19.987292062398133,-24.971344928024774,0.8591270774915283,0.8004091137264637,-2.7948050761044563,6.226936152561329,133.0,22.0,110.0,57.58844846622762,-8.673567009537843,2.120452153637045,6.639534623171849,18.0,36.0,30.0,24.149535099685604,-15.057474806606356,0.9461087515916003,1.6038237094768488,65.0,29.0,64.0,22.218145752496497,-18.850667775266142,0.9426650729517397,1.1786397180925763,123.0,74.0,129.0,28.0,52.666666666666664,108.66666666666667,75.72222222222223
switch_cash_decay650_rec775,0.65,0.775,22.027024579433665,-24.61501128075386,0.9323846032963687,0.8948614456519179,-0.7550725590689247,6.5832697998322445,112.0,3.0,66.0,48.90543059445189,-10.965543822021315,1.8504292695713558,4.459918394219412,105.0,96.0,99.0,22.24581718156291,-15.243087311227663,0.8715024953770247,1.4594036449018577,112.0,33.0,110.0,23.695008324145327,-18.280082596026062,0.9863060445957085,1.2962199814839144,108.0,59.0,99.0,100.0,85.0,88.66666666666667,75.77777777777779
switch_cash_decay625_rec725,0.625,0.725,23.685452166101562,-25.856366291320576,0.9962563584096669,0.9160394735764653,0.9033550275989732,5.341914789265527,99.0,34.0,56.0,44.02350285256191,-11.01935042366061,1.6865839886347354,3.9951087096781315,132.0,98.0,128.0,22.238509775976812,-14.891278983163806,0.8791535150961857,1.4933915213810607,114.0,9.0,105.0,23.892897982456883,-17.923936763013998,0.9949348063719473,1.3330161949555537,107.0,31.0,74.0,119.33333333333333,76.0,70.66666666666667,75.83333333333333
switch_cash_decay600_rec700,0.6,0.7,24.269064016761654,-25.856366291320732,1.0169815905391562,0.9386107755175215,1.4869668782590644,5.3419147892653704,79.0,50.0,40.0,45.696553795682384,-9.906318071949451,1.742911806726801,4.612869631662233,119.0,92.0,97.0,21.634983612306424,-15.380991952480105,0.8554164814054682,1.4066052228067056,128.0,101.0,127.0,23.576763403981428,-17.785784088759414,0.980376745223639,1.3255959527183232,110.0,12.0,79.0,102.66666666666667,118.66666666666667,67.0,76.22222222222223
switch_cash_decay700_rec825,0.7,0.825,20.127693944679837,-24.79606490196835,0.8653349440572703,0.8117293620683365,-2.654403193822752,6.402216178617753,129.0,19.0,93.0,54.256184231094416,-8.673567009537845,2.017187514523385,6.255348482513812,63.0,42.0,58.0,23.27285365356131,-15.057474806606356,0.9141612251411773,1.5456013675912323,99.0,29.0,88.0,21.690617248830236,-18.0426523727259,0.9237226147337885,1.2021856210907642,129.0,44.0,124.0,54.333333333333336,72.0,99.0,77.72222222222221
switch_cash_decay575_rec650,0.575,0.65,23.91362953292351,-26.799313231318767,0.9957995288329354,0.8923224758228905,1.131532394420919,4.398967849267336,93.0,60.0,70.0,47.32785207482317,-9.760555999899573,1.7949856230300207,4.848888943960787,112.0,88.0,88.0,22.29419787005733,-15.250206960531292,0.8733788153329037,1.4618947747893802,111.0,48.0,109.0,24.158282595843204,-17.831476790801705,0.9922309908561834,1.3548110949680374,100.0,22.0,53.0,96.0,89.33333333333333,58.333333333333336,77.77777777777777
switch_cash_decay625_rec700,0.625,0.7,23.62718416741041,-25.856366291320576,0.9938789395658684,0.913785947383548,0.8450870289078196,5.341914789265527,101.0,34.0,57.0,43.512473669403875,-11.303654566071492,1.6702786257854656,3.849416435637447,135.0,108.0,131.0,22.09452285279625,-14.891278983163797,0.8739124333282848,1.4837223100699743,121.0,1.0,106.0,23.53350209299392,-17.92393676301404,0.9807473892369363,1.3129650257166268,111.0,35.0,86.0,124.66666666666667,76.0,77.33333333333333,78.33333333333333
switch_cash_decay575_rec750,0.575,0.75,23.6593698079969,-26.799313231318767,0.9869084563608808,0.882834929529,0.8772726694943103,4.398967849267336,100.0,60.0,71.0,47.03350743979997,-9.289293966358029,1.7799975604518572,5.063195072751044,115.0,76.0,85.0,22.213128970237083,-15.250206960531326,0.8697513732461263,1.4565788535018782,115.0,61.0,112.0,23.58416760617379,-17.030748080006237,0.9730080515919648,1.3847992757206677,109.0,3.0,47.0,92.0,96.0,53.0,78.66666666666667
switch_cash_decay650_rec750,0.65,0.75,21.6664938746697,-24.61501128075386,0.9170652824135048,0.8802146636272492,-1.115603263832888,6.5832697998322445,115.0,3.0,73.0,48.90543059445189,-10.965543822021315,1.8504292695713558,4.459918394219412,105.0,96.0,99.0,22.24581718156291,-15.243087311227663,0.8715024953770247,1.4594036449018577,112.0,33.0,110.0,22.607015096572415,-18.280082596026062,0.9411682793698353,1.2367020213293232,119.0,59.0,120.0,100.0,85.0,99.33333333333333,79.22222222222221
switch_cash_decay450_rec800,0.45,0.8,24.257307380751627,-31.203120738514183,0.9991149953277033,0.7774000422595776,1.4752102422490374,-0.0048396579280804986,80.0,99.0,125.0,57.62224534218083,-12.296337088408492,2.038885646643492,4.686130912635776,11.0,125.0,89.0,25.48962608279961,-15.264449779141747,0.9717761281568791,1.66986864588006,20.0,86.0,20.0,26.278258111594454,-19.597982637387062,1.0592692611687327,1.3408654654823213,35.0,99.0,58.0,75.0,42.0,64.0,80.83333333333333
switch_cash_decay450_rec825,0.45,0.825,24.257307380751627,-31.203120738514183,0.9991149953277033,0.7774000422595776,1.4752102422490374,-0.0048396579280804986,80.0,99.0,125.0,57.62224534218083,-12.296337088408492,2.038885646643492,4.686130912635776,11.0,125.0,89.0,25.48962608279961,-15.264449779141747,0.9717761281568791,1.66986864588006,20.0,86.0,20.0,26.278258111594454,-19.597982637387062,1.0592692611687327,1.3408654654823213,35.0,99.0,58.0,75.0,42.0,64.0,80.83333333333333
switch_cash_decay450_rec850,0.45,0.85,24.257307380751627,-31.203120738514183,0.9991149953277033,0.7774000422595776,1.4752102422490374,-0.0048396579280804986,80.0,99.0,125.0,57.62224534218083,-12.296337088408492,2.038885646643492,4.686130912635776,11.0,125.0,89.0,25.48962608279961,-15.264449779141747,0.9717761281568791,1.66986864588006,20.0,86.0,20.0,26.278258111594454,-19.597982637387062,1.0592692611687327,1.3408654654823213,35.0,99.0,58.0,75.0,42.0,64.0,80.83333333333333
switch_cash_decay625_rec675,0.625,0.675,23.75329395337735,-25.856366291320647,0.9949893928656018,0.9186632679067033,0.9711968148747623,5.341914789265456,98.0,45.0,55.0,43.51247366940392,-11.303654566071488,1.6702786257854672,3.849416435637452,134.0,107.0,130.0,22.18521888008165,-15.243087311227663,0.8675698135764481,1.4554281837473038,117.0,33.0,114.0,22.729840986609616,-17.923936763013987,0.9403258140715363,1.268127715866115,116.0,30.0,113.0,123.66666666666667,88.0,86.33333333333333,82.66666666666667
switch_cash_decay600_rec675,0.6,0.675,23.982574805385216,-25.856366291320732,1.0023193180732461,0.9275307494941972,1.2004776668826267,5.3419147892653704,89.0,50.0,43.0,45.696553795682384,-9.906318071949451,1.742911806726801,4.612869631662233,119.0,92.0,97.0,21.700876829173943,-15.759715607985298,0.848010094217273,1.376984037591282,127.0,136.0,136.0,22.72807161562207,-17.785784088759407,0.9380486290009553,1.2778785294029396,117.0,11.0,112.0,102.66666666666667,133.0,80.0,82.94444444444444
switch_cash_decay575_rec725,0.575,0.725,23.47303480937559,-26.799313231318767,0.9795861665541638,0.8758819528981082,0.6909376708730015,4.398967849267336,102.0,60.0,74.0,43.73811098562139,-9.442976159438505,1.6719377900924017,4.631814191535789,133.0,83.0,96.0,21.29800909904418,-15.250206960531326,0.8361898848402877,1.3965718074623523,130.0,61.0,129.0,23.028976182352,-17.030748080006237,0.9514188686898014,1.3521999194731538,113.0,3.0,54.0,104.0,106.66666666666667,56.666666666666664,83.8888888888889
switch_cash_decay675_rec775,0.675,0.775,20.500118901739594,-24.615011280753915,0.8766250722856966,0.8328299616814846,-2.2819782367629955,6.583269799832188,124.0,8.0,81.0,48.436805682365126,-11.026062998742919,1.8368285459891334,4.392937505244384,109.0,100.0,102.0,21.71097873864618,-15.057474806606264,0.8572555682480176,1.4418738213077256,125.0,12.0,118.0,21.884883495518203,-18.280082596026045,0.9244187905428071,1.1971982829156262,127.0,56.0,125.0,103.66666666666667,85.0,102.66666666666667,84.05555555555556
switch_cash_decay650_rec725,0.65,0.725,21.423240522693664,-24.61501128075386,0.9072441935691176,0.8703323463208893,-1.358856615808925,6.5832697998322445,116.0,3.0,77.0,45.71568948770006,-11.020809163560969,1.7473138445635141,4.148124589513237,118.0,99.0,113.0,21.371233655347368,-15.243087311227663,0.839513331031142,1.402027897564155,129.0,33.0,128.0,22.08078801805222,-18.28008259602607,0.92046264441674,1.2079151120932239,125.0,62.0,122.0,110.0,96.66666666666667,103.0,84.27777777777779
switch_cash_decay650_rec700,0.65,0.7,21.70761566169437,-24.615011280753777,0.9174182313404382,0.8818852615626193,-1.07448147680822,6.583269799832326,114.0,1.0,72.0,45.1960626162774,-11.305492561644456,1.7308302398019786,3.9977084032244363,124.0,109.0,126.0,21.227550348420433,-15.243087311227663,0.8342956504638639,1.392601768592165,131.0,33.0,130.0,21.86793148959907,-18.28008259602606,0.9105757695627555,1.196270934484343,128.0,58.0,126.0,119.66666666666667,98.0,104.0,84.77777777777779
switch_cash_decay450_rec875,0.45,0.875,24.217881905559267,-31.20312073851427,0.9976110240358486,0.7761365316151514,1.4357847670566777,-0.004839657928165764,84.0,121.0,128.0,57.62224534218083,-12.296337088408492,2.038885646643492,4.686130912635776,11.0,125.0,89.0,25.48962608279961,-15.264449779141747,0.9717761281568791,1.66986864588006,20.0,86.0,20.0,26.278258111594454,-19.597982637387062,1.0592692611687327,1.3408654654823213,35.0,99.0,58.0,75.0,42.0,64.0,85.66666666666667
switch_cash_decay450_rec900,0.45,0.9,24.217881905559267,-31.20312073851427,0.9976110240358486,0.7761365316151514,1.4357847670566777,-0.004839657928165764,84.0,121.0,128.0,57.62224534218083,-12.296337088408492,2.038885646643492,4.686130912635776,11.0,125.0,89.0,25.48962608279961,-15.264449779141747,0.9717761281568791,1.66986864588006,20.0,86.0,20.0,26.278258111594454,-19.597982637387062,1.0592692611687327,1.3408654654823213,35.0,99.0,58.0,75.0,42.0,64.0,85.66666666666667
switch_cash_decay450_rec925,0.45,0.925,24.217881905559267,-31.20312073851427,0.9976110240358486,0.7761365316151514,1.4357847670566777,-0.004839657928165764,84.0,121.0,128.0,57.62224534218083,-12.296337088408492,2.038885646643492,4.686130912635776,11.0,125.0,89.0,25.48962608279961,-15.264449779141747,0.9717761281568791,1.66986864588006,20.0,86.0,20.0,26.278258111594454,-19.597982637387062,1.0592692611687327,1.3408654654823213,35.0,99.0,58.0,75.0,42.0,64.0,85.66666666666667
switch_cash_decay450_rec950,0.45,0.95,24.217881905559267,-31.20312073851427,0.9976110240358486,0.7761365316151514,1.4357847670566777,-0.004839657928165764,84.0,121.0,128.0,57.62224534218083,-12.296337088408492,2.038885646643492,4.686130912635776,11.0,125.0,89.0,25.48962608279961,-15.264449779141747,0.9717761281568791,1.66986864588006,20.0,86.0,20.0,26.278258111594454,-19.597982637387062,1.0592692611687327,1.3408654654823213,35.0,99.0,58.0,75.0,42.0,64.0,85.66666666666667
switch_cash_decay675_rec750,0.675,0.75,20.14898700100016,-24.615011280753915,0.8614529970873251,0.8185650118614544,-2.6331101375024275,6.583269799832188,128.0,8.0,84.0,48.436805682365126,-11.026062998742919,1.8368285459891334,4.392937505244384,109.0,100.0,102.0,21.71097873864618,-15.057474806606264,0.8572555682480176,1.4418738213077256,125.0,12.0,118.0,20.827486801674276,-18.280082596026045,0.8795395209251851,1.139354086190071,132.0,56.0,132.0,103.66666666666667,85.0,106.66666666666667,85.8888888888889
switch_cash_decay575_rec700,0.575,0.7,23.393685706771628,-26.799313231318767,0.9764504914190466,0.8729210896133269,0.6115885682690383,4.398967849267336,103.0,60.0,75.0,43.10721768545043,-9.815141581455942,1.651455682084188,4.391909920779367,136.0,89.0,105.0,21.121217035089334,-15.250206960531282,0.8297343931230006,1.3849790425633357,133.0,47.0,132.0,22.60923475349368,-17.030748080006127,0.9350962105954247,1.3275538248397099,118.0,1.0,78.0,110.0,104.0,65.66666666666667,86.27777777777777
switch_cash_decay650_rec675,0.65,0.675,22.019331137542174,-24.615011280753972,0.9284873579904371,0.8945488948347015,-0.7627660009604149,6.583269799832131,113.0,14.0,69.0,45.196062616277445,-11.30549256164447,1.7308302398019788,3.997708403224435,123.0,110.0,127.0,21.227550348420433,-15.243087311227663,0.834295650463864,1.392601768592165,131.0,33.0,130.0,20.903084273256066,-18.280082596026098,0.8709656804527609,1.143489596584218,131.0,65.0,131.0,120.0,98.0,109.0,87.16666666666667
switch_cash_decay575_rec675,0.575,0.675,23.372008340143637,-26.799313231318767,0.9755954769447003,0.8721122119215413,0.5899112016410477,4.398967849267336,104.0,60.0,76.0,43.10721768545043,-9.815141581455942,1.651455682084188,4.391909920779367,136.0,89.0,105.0,21.121217035089334,-15.250206960531315,0.8297343931230008,1.3849790425633328,133.0,55.0,133.0,22.544932905723726,-17.030748080006212,0.9325762115387548,1.3237781922328513,120.0,2.0,81.0,110.0,107.0,67.66666666666667,87.44444444444444
