variant,annual,max_dd,annual_delta,max_dd_delta
baseline_combo_v67,14.817239535322546,-20.749976881319228,0.0,0.0
combo_v67_plus_suba_cash_overlay,15.250635796562317,-20.59599011746411,0.43339626123977126,0.15398676385511934
