variant,annual,max_dd,annual_delta,max_dd_delta
baseline_combo,13.682810272530954,-20.25526429720424,0.0,0.0
switch_cash_decay550_rec800_combo,14.243004199990473,-20.46055562866588,0.5601939274595189,-0.20529133146164114
switch_cash_decay550_rec875_combo,14.257971552637638,-20.46055562866588,0.5751612801066841,-0.20529133146164114
switch_cash_decay550_rec900_combo,14.257971552637638,-20.46055562866588,0.5751612801066841,-0.20529133146164114
