variant,annual,max_dd,annual_delta,max_dd_delta
baseline_combo,13.682810272530954,-20.25526429720424,0.0,0.0
switch_cash_decay50_rec80_combo,14.061878220292833,-20.46055562866588,0.3790679477618788,-0.20529133146164114
switch_cash_decay60_rec90_combo,14.035007429595492,-20.79054843215395,0.3521971570645377,-0.5352841349497126
