date,baseline,rsrs
2010-09-29,1.0001211499702025,1.0001211499702025
2010-09-30,1.0002423146177204,1.0002423146177204
2010-10-08,1.0003634939443315,1.0003634939443315
2010-10-11,1.0004846879518146,1.0004846879518146
2010-10-12,1.000605896641948,1.000605896641948
2010-10-13,1.0007271200165107,1.0007271200165107
2010-10-14,0.9998475097192042,1.0008483580772816
2010-10-15,1.0431384653068527,1.00096961082604
2010-10-18,1.037272323869282,1.001090878264565
2010-10-19,1.054224054069033,1.001212160394637
2010-10-20,1.0573991135526686,1.001333457218035
2010-10-21,1.0389078341420614,1.0014547687365398
2010-10-22,1.0323407597304424,1.0015760949519315
2010-10-25,1.0616714669182958,1.0016974358659905
2010-10-26,1.0513785999720036,1.0018187914804977
2010-10-27,1.0297080888576777,1.0019401617972339
2010-10-28,1.0291823891271414,1.0020615468179803
2010-10-29,1.0131026529248672,1.0021829465445184
2010-11-01,1.0357703246391785,1.0023043609786297
2010-11-02,1.030572746018654,1.002425790122096
2010-11-03,0.9974801260418781,1.0025472339766996
2010-11-04,1.0138636540454264,1.0026686925442225
2010-11-05,1.0277671506328914,1.0027901658264473
2010-11-08,1.0611566083467276,1.0029116538251566
2010-11-09,1.0693914616974298,1.0030331565421333
2010-11-10,1.0942492283235035,1.0031546739791606
2010-11-11,1.0857558388792325,1.0032762061380216
2010-11-12,1.0373712877384196,1.0033977530205
2010-11-15,1.1009232897019217,1.0035193146283798
2010-11-16,1.0794839447574767,1.0036408909634447
2010-11-17,1.0403492405198946,1.0037624820274789
2010-11-18,1.0571157849583595,1.0038840878222668
2010-11-19,1.1053567049360784,1.0040057083495932
2010-11-22,1.1262215252281487,1.004127343611243
2010-11-23,1.1344276523462322,1.004248993609001
2010-11-24,1.1583470287067608,1.0043706583446528
2010-11-25,1.1371662198558843,1.0044923378199835
2010-11-26,1.146435217580861,1.0046140320367791
2010-11-29,1.1695215331954465,1.0047357409968254
2010-11-30,1.1325125701716505,1.0048574647019086
2010-12-01,1.1283664172636807,1.004979203153815
2010-12-02,1.1290079697921653,1.0051009563543312
2010-12-03,1.1099337513333294,1.005222724305244
2010-12-06,1.0873549324950083,1.0053445070083404
2010-12-07,1.11241100588026,1.0054663044654077
2010-12-08,1.1114332286660351,1.0055881166782334
2010-12-09,1.1069690371220071,1.005709943648605
2010-12-10,1.1059960432414817,1.0058317853783103
2010-12-13,1.107334076563278,1.0059536418691377
2010-12-14,1.1068880654560125,1.0060755131228754
2010-12-15,1.108226098777809,1.0061973991413116
2010-12-16,1.1095641320996052,1.0063192999262354
2010-12-17,1.1115711820822995,1.0064412154794355
2010-12-20,1.1122401987431978,1.0065631458027016
2010-12-21,1.1130207181809122,1.0066850908978224
2010-12-22,1.1122401987431978,1.006807050766588
2010-12-23,1.1112366737518506,1.006929025410788
2010-12-24,1.1115711820822998,1.0070510148322127
2010-12-27,1.105104021026951,1.007173019032652
2010-12-28,1.105104021026951,1.0072950380138965
2010-12-29,1.1036647431838054,1.007417071777737
2010-12-30,1.1037984521345556,1.0075391203259645
2010-12-31,1.1039321772841413,1.00766118366037
2011-01-04,1.1040659186345247,1.0077832617827447
2011-01-05,1.104199676187669,1.0079053546948802
2011-01-06,1.1043334499455366,1.0080274623985683
2011-01-07,1.1044672399100912,1.0081495848956012
2011-01-10,1.104601046083296,1.008271722187771
2011-01-11,1.1047348684671148,1.00839387427687
2011-01-12,1.1048687070635113,1.0085160411646912
2011-01-13,1.1050025618744497,1.008638222853027
2011-01-14,1.1051364329018944,1.0087604193436708
2011-01-17,1.1052703201478102,1.0088826306384158
2011-01-18,1.105404223614162,1.0090048567390555
2011-01-19,1.1055381433029146,1.0091270976473836
2011-01-20,1.1056720792160335,1.009249353365194
2011-01-21,1.1058060313554843,1.0093716238942811
