date,baseline,rsrs
2003-08-22,1.0,1.0
2003-08-25,1.0,1.0
2003-08-26,1.0,1.0
2003-08-27,1.0,1.0
2003-08-28,0.999,1.0
2003-08-29,1.0008150682911838,1.0
2003-09-02,1.0067678464192087,1.0
2003-09-03,1.0133384155616183,1.0
2003-09-04,1.0160755429020307,1.0
2003-09-05,1.0148183763772765,1.0
2003-09-08,1.0215381191554944,1.0
2003-09-09,1.018581928862805,1.0
2003-09-10,1.0074057580911193,1.0
2003-09-11,1.0128473705602739,1.0
2003-09-12,1.0160626608821415,1.0
2003-09-15,1.0141221110125627,1.0
2003-09-16,1.0261369092336572,1.0
2003-09-17,1.0273111146259184,1.0
2003-09-18,1.0354735115092213,1.0
2003-09-19,1.0328321834872234,1.0
2003-09-22,1.0204640252517403,1.0
2003-09-23,1.0280082958529844,1.0
2003-09-24,1.0198127147297245,1.0
2003-09-25,1.0127875831967836,1.0
2003-09-26,1.0124739247515484,1.0
2003-09-29,1.0194113951117645,1.0
2003-09-30,1.0143581931708585,1.0
2003-10-01,1.0327490759281015,1.0
2003-10-02,1.0310416928670834,1.0
2003-10-03,1.0326944692877178,1.0
2003-10-06,1.040010518793351,1.0
2003-10-07,1.0354536626793107,1.0
2003-10-08,1.0324839364309162,1.0
2003-10-09,1.032775421423103,1.0
2003-10-10,1.0370076267655317,1.0
2003-10-13,1.0429555466377989,1.0
2003-10-14,1.0458815157004484,1.0
2003-10-15,1.0406755384364716,1.0
2003-10-16,1.0453642074800518,1.0
2003-10-17,1.0366839126744076,1.0
2003-10-20,1.0445437958391346,1.0
2003-10-21,1.0447117456047315,1.0
2003-10-22,1.0353423120629341,1.0
2003-10-23,1.026133874740087,1.0
2003-10-24,1.0277405833716764,1.0
2003-10-27,1.0297242779436269,1.0
2003-10-28,1.0675522737813052,1.0
2003-10-29,1.065916243780917,1.0
2003-10-30,1.0681570471924076,1.0
2003-10-31,1.0599288749299676,1.0
2003-11-03,1.0760768330180053,1.0
2003-11-04,1.0728329923446736,1.0
2003-11-05,1.0779324700352273,1.0
2003-11-06,1.0749836356242535,1.0
2003-11-07,1.0734414951802924,1.0
2003-11-10,1.06260238434428,1.0
2003-11-11,1.0592382731771166,1.0
2003-11-12,1.0860189017943744,1.0
2003-11-13,1.1029557384508901,1.0
2003-11-14,1.0964501842360879,1.0
2003-11-17,1.0861418177918571,1.0
2003-11-18,1.082102199020204,1.0
2003-11-19,1.0776837220318531,1.0
2003-11-20,1.0793459690440974,1.0
2003-11-21,1.0889637184580019,1.0
2003-11-24,1.097836644172629,1.0
2003-11-25,1.1034836642831203,1.0
2003-11-26,1.105279698271647,1.0
2003-11-28,1.0980583513299271,1.0
2003-12-01,1.1078299369737172,1.0
2003-12-02,1.109976260649563,1.0
2003-12-03,1.1007979825732945,1.0
2003-12-04,1.1071705830981997,1.0
2003-12-05,1.086062313224015,1.0
2003-12-08,1.0962220088243202,1.0
2003-12-09,1.0692085013302184,1.0
2003-12-10,1.0685701480271559,1.0
2003-12-11,1.100723586559536,1.0
2003-12-12,1.1026121160166549,1.0
2003-12-15,1.0897658538919022,1.0
2003-12-16,1.0957568821813533,1.0
2003-12-17,1.0918131393146073,1.0
2003-12-18,1.1185891780450048,1.0
2003-12-19,1.114621738931399,1.0
2003-12-22,1.1252979933090306,1.0
2003-12-23,1.1332410914430278,1.0
2003-12-24,1.1370377284428796,1.0
2003-12-26,1.136228755565159,1.0
2003-12-29,1.1598571500828234,1.0
2003-12-30,1.1646482672361607,1.0
2003-12-31,1.1734148101346238,1.0
2004-01-02,1.1818111773963114,1.0
2004-01-05,1.220892892759161,1.0
2004-01-06,1.2220993824360098,1.0
2004-01-07,1.2257133692477638,1.0
2004-01-08,1.2405457094683605,1.0
2004-01-09,1.231366949230775,1.0
2004-01-12,1.2437090224690726,1.0
2004-01-13,1.230316987615233,1.0
2004-01-14,1.2378694199109583,1.0
2004-01-15,1.2278605366167192,1.0
2004-01-16,1.2369778624594705,1.0
2004-01-20,1.250229350124544,1.0
2004-01-21,1.2523044841297022,1.0
2004-01-22,1.2461692804266105,1.0
2004-01-23,1.237332299969457,1.0
2004-01-26,1.2550131221303185,1.0
2004-01-27,1.230669004827397,1.0
2004-01-28,1.2048525312686105,1.0
2004-01-29,1.2037871258536943,1.0
2004-01-30,1.1989321100389516,1.0
2004-02-02,1.1960253116514847,1.0
2004-02-03,1.1944130682782472,1.0
2004-02-04,1.1752268912729293,1.0
2004-02-05,1.1797153527767872,1.0
2004-02-06,1.2079283541004966,1.0
2004-02-09,1.2152911483188442,1.0
2004-02-10,1.218261940150833,1.0
2004-02-11,1.2362506847772983,1.0
2004-02-12,1.2254805230548567,1.0
2004-02-13,1.2191802461327834,1.0
2004-02-17,1.2444783305987785,1.0
2004-02-18,1.2352953487794494,1.0
2004-02-19,1.224716340209928,1.0
2004-02-20,1.2120742065238563,1.0
2004-02-23,1.2006146176836807,1.0
2004-02-24,1.1948246420681512,1.0
2004-02-25,1.2007149174339924,1.0
2004-02-26,1.2048158554505028,1.0
2004-02-27,1.2115959392613787,1.0
2004-03-01,1.2374109839916185,1.0
2004-03-02,1.2169914552980838,1.0
2004-03-03,1.2090209908781233,1.0
2004-03-04,1.220690786079019,1.0
2004-03-05,1.2233263833488528,1.0
2004-03-08,1.1939075640949495,1.0
2004-03-09,1.185857195874046,1.0
2004-03-10,1.1588123238093062,1.0
2004-03-11,1.1365698161294577,1.0
2004-03-12,1.1596838289312001,1.0
2004-03-15,1.1302347593993691,1.0
2004-03-16,1.1394320830054057,1.0
2004-03-17,1.1666265291787423,1.0
2004-03-18,1.1638481220058985,1.0
2004-03-19,1.1439918969842247,1.0
2004-03-22,1.1258515472299648,1.0
2004-03-23,1.1274765193188356,1.0
2004-03-24,1.1328813225689547,1.0
2004-03-25,1.1593403300581713,1.0
2004-03-26,1.1549296119772472,1.0
2004-03-29,1.1748349145787647,1.0
2004-03-30,1.18205229588744,1.0
2004-03-31,1.1881617703269318,1.0
2004-04-01,1.2020245000470664,1.0
2004-04-02,1.222986160398612,1.0
2004-04-05,1.231515546227294,1.0
2004-04-06,1.2242537504946907,1.0
2004-04-07,1.2229050619855164,1.0
2004-04-08,1.2221172868559484,1.0
2004-04-12,1.231683087109983,1.0
2004-04-13,1.2130801062414565,1.0
2004-04-14,1.2045691798267744,1.0
2004-04-15,1.1886272387895738,1.0
2004-04-16,1.195564007418068,1.0
2004-04-19,1.2030176801626935,1.0
2004-04-20,1.1812282527257207,1.0
2004-04-21,1.185251768432901,1.0
2004-04-22,1.2012596220367002,1.0
2004-04-23,1.2080199372187836,1.0
2004-04-26,1.1977745032067668,1.0
2004-04-27,1.1948667974775207,1.0
2004-04-28,1.1650615589345872,1.0
2004-04-29,1.1386860798638945,1.0
2004-04-30,1.1158860815355442,1.0
2004-05-03,1.128636402685182,1.0
2004-05-04,1.1439898137708149,1.0
2004-05-05,1.1534011649093099,1.0
2004-05-06,1.1320954865303374,1.0
2004-05-07,1.1077816177972806,1.0
2004-05-10,1.0738391215588559,1.0
2004-05-11,1.0953069526617247,1.0
2004-05-12,1.0988761863712637,1.0
2004-05-13,1.0901717817407122,1.0
2004-05-14,1.0785342018509134,1.0
2004-05-17,1.0580396115715405,1.0
2004-05-18,1.0749380234148558,1.0
2004-05-19,1.0860509770227857,1.0
2004-05-20,1.087032807572861,1.0
2004-05-21,1.0964472922523902,1.0
2004-05-24,1.1066163206190542,1.0
2004-05-25,1.1298545332307413,1.0
2004-05-26,1.132353239059275,1.0
2004-05-27,1.1477380333285072,1.0
2004-05-28,1.147080103652866,1.0
2004-06-01,1.1456104185579974,1.0
2004-06-02,1.1453727463778054,1.0
2004-06-03,1.1285245337717706,1.0
2004-06-04,1.140411040558771,1.0
2004-06-07,1.1726540337256361,1.0
2004-06-08,1.1679753193679996,1.0
2004-06-09,1.146249716979433,1.0
2004-06-10,1.1560369562323798,1.0
2004-06-14,1.1279707264530419,1.0
2004-06-15,1.1477788116343426,1.0
2004-06-16,1.1435395732696543,1.0
2004-06-17,1.1412911852651793,1.0
2004-06-18,1.1416376917290854,1.0
2004-06-21,1.1360433706276607,1.0
2004-06-22,1.1480602648510239,1.0
2004-06-23,1.1625313993804414,1.0
2004-06-24,1.1638284500528588,1.0
2004-06-25,1.1696159001256456,1.0
2004-06-28,1.1647205274558485,1.0
2004-06-29,1.1718528379416424,1.0
2004-06-30,1.1844253597023457,1.0
2004-07-01,1.1636439801738703,1.0
2004-07-02,1.1620433608521217,1.0
2004-07-06,1.1385101600574903,1.0
2004-07-07,1.1475369803478674,1.0
2004-07-08,1.134452921852105,1.0
2004-07-09,1.1400103548215883,1.0
2004-07-12,1.1378988801531502,1.0
2004-07-13,1.135987056943323,1.0
2004-07-14,1.124987310659417,1.0
2004-07-15,1.1163741370826228,1.0
2004-07-16,1.1155941918490888,1.0
2004-07-19,1.1139779935644942,1.0
2004-07-20,1.132592604820124,1.0
2004-07-21,1.0982042777469712,1.0
2004-07-22,1.1083534497085166,1.0
2004-07-23,1.099854504235113,1.0
2004-07-26,1.0933004678761096,1.0
2004-07-27,1.0906197568004383,1.0
2004-07-28,1.0910162240691041,1.0
2004-07-29,1.0950804571576411,1.0
2004-07-30,1.1038302499339112,1.0
2004-08-02,1.1047574166646976,1.0
2004-08-03,1.1062583194770994,1.0
2004-08-04,1.1068854250470364,1.0
2004-08-05,1.102155434114645,1.0
2004-08-06,1.1152267141331733,1.0
2004-08-09,1.1120733107059673,1.0
2004-08-10,1.111597470839388,1.0
2004-08-11,1.1140994556734725,1.0
2004-08-12,1.1123005688680039,1.0
2004-08-13,1.117388020159922,1.0
2004-08-16,1.117482222120257,1.0
2004-08-17,1.1231380090128646,1.0
2004-08-18,1.121080978870094,1.0
2004-08-19,1.12261103558986,1.0
2004-08-20,1.1233170983367553,1.0
2004-08-23,1.1150377334606607,1.0
2004-08-24,1.115515246516252,1.0
2004-08-25,1.1223982197003541,1.0
2004-08-26,1.1274495355462035,1.0
2004-08-27,1.1269805297286661,1.0
2004-08-30,1.1301885874646034,1.0
2004-08-31,1.1344067169216512,1.0
2004-09-01,1.1351117505593533,1.0
2004-09-02,1.1275620201033916,1.0
2004-09-03,1.1229179014942872,1.0
2004-09-07,1.1267355380974284,1.0
2004-09-08,1.136193401841744,1.0
2004-09-09,1.1299192904870612,1.0
2004-09-10,1.1310451610391512,1.0
2004-09-13,1.1343349551112778,1.0
2004-09-14,1.135113123330101,1.0
2004-09-15,1.1333847558655348,1.0
2004-09-16,1.1411850431566337,1.0
2004-09-17,1.136065510112343,1.0
2004-09-20,1.1422529684729672,1.0
2004-09-21,1.1505106791826714,1.0
2004-09-22,1.1584252447989403,1.0
2004-09-23,1.1518493403545667,1.0
2004-09-24,1.153261414053655,1.0
2004-09-27,1.1567892723028341,1.0
2004-09-28,1.157592629588397,1.0
2004-09-29,1.1445899758525342,1.0
2004-09-30,1.1397276120191269,1.0
2004-10-01,1.1359324233444517,1.0
2004-10-04,1.1370581765739358,1.0
2004-10-05,1.1370581765739358,1.0
2004-10-06,1.1335954938936774,1.0
2004-10-07,1.128794899729365,1.0
2004-10-08,1.150506481897125,1.0
2004-10-11,1.1546032175995706,1.0
2004-10-12,1.149734821372047,1.0
2004-10-13,1.1492891741657993,1.0
2004-10-14,1.1504810577181683,1.0
2004-10-15,1.1498269659444864,1.0
2004-10-18,1.1516323615680142,1.0
2004-10-19,1.1541794262196792,1.0
2004-10-20,1.1637787616034792,1.0
2004-10-21,1.1664677758657496,1.0
2004-10-22,1.16739567592579,1.0
2004-10-25,1.1680251687409686,1.0
2004-10-26,1.1660931353887536,1.0
2004-10-27,1.1572849889168992,1.0
2004-10-28,1.1589237003849384,1.0
2004-10-29,1.1578126308559618,1.0
2004-11-01,1.1666390321085678,1.0
2004-11-02,1.176365929040969,1.0
2004-11-03,1.1975610701652222,1.0
2004-11-04,1.2188441803332302,1.0
2004-11-05,1.2366259254513958,1.0
2004-11-08,1.2303773826240905,1.0
2004-11-09,1.2278736659924898,1.0
2004-11-10,1.221871555637184,1.0
2004-11-11,1.2522439848953335,1.0
2004-11-12,1.2802131931119076,1.0
2004-11-15,1.2882017289640741,1.0
2004-11-16,1.269051410642284,1.0
2004-11-17,1.3060259001299679,1.0
2004-11-18,1.3122991335829541,1.0
2004-11-19,1.2844279592392602,1.0
2004-11-22,1.2988006636339708,1.0
2004-11-23,1.2986446695919984,1.0
2004-11-24,1.3156252320853992,1.0
2004-11-26,1.3215304107407313,1.0
2004-11-29,1.3204860718308697,1.0
2004-11-30,1.3151772070363141,1.0
2004-12-01,1.3522145164262116,1.0
2004-12-02,1.3552076528598407,1.0
2004-12-03,1.3615467980923104,1.0
2004-12-06,1.3616343412768614,1.0
2004-12-07,1.3346275562741268,1.0
2004-12-08,1.338377930976084,1.0
2004-12-09,1.3364688884860143,1.0
2004-12-10,1.328075212191878,1.0
2004-12-13,1.3503848695909926,1.0
2004-12-14,1.359334518000798,1.0
2004-12-15,1.3637794678163933,1.0
2004-12-16,1.3485326182483337,1.0
2004-12-17,1.34351273811237,1.0
2004-12-20,1.3458338825700211,1.0
2004-12-21,1.3659573898271338,1.0
2004-12-22,1.3679781272407892,1.0
2004-12-23,1.3747671808210864,1.0
2004-12-27,1.3738708990180615,1.0
2004-12-28,1.389651075159812,1.0
2004-12-29,1.3907044314227703,1.0
2004-12-30,1.388948647117943,1.0
2004-12-31,1.3932013741918128,1.0
2005-01-03,1.3738630492386177,1.0
2005-01-04,1.3324105313858916,1.0
2005-01-05,1.320990409699808,1.0
2005-01-06,1.3135744938931062,1.0
2005-01-07,1.314217263591588,1.0
2005-01-10,1.3179903940702327,1.0
2005-01-11,1.3218278245988015,1.0
2005-01-12,1.3303395246757368,1.0
2005-01-13,1.3339593132426144,1.0
2005-01-14,1.341528793083183,1.0
2005-01-18,1.3443546483497029,1.0
2005-01-19,1.3380484632298384,1.0
2005-01-20,1.3324657390752594,1.0
2005-01-21,1.339575688785797,1.0
2005-01-24,1.3460480480002535,1.0
2005-01-25,1.335170243503198,1.0
2005-01-26,1.3471458532600193,1.0
2005-01-27,1.3453382339024056,1.0
2005-01-28,1.3591684494056004,1.0
2005-01-31,1.3691949972914477,1.0
2005-02-01,1.3720683786542056,1.0
2005-02-02,1.3769898334213722,1.0
2005-02-03,1.3732534820066236,1.0
2005-02-04,1.403885355848343,1.0
2005-02-07,1.4149097980972667,1.0
2005-02-08,1.4254658624633225,1.0
2005-02-09,1.4279868319111069,1.0
2005-02-10,1.410446724515252,1.0
2005-02-11,1.4154977229122998,1.0
2005-02-14,1.426779355840468,1.0
2005-02-15,1.421712850379394,1.0
2005-02-16,1.4099950637549183,1.0
2005-02-17,1.399056375216162,1.0
2005-02-18,1.3933235766304592,1.0
2005-02-22,1.3836774080513532,1.0
2005-02-23,1.3910914886331789,1.0
2005-02-24,1.3955140558982193,1.0
2005-02-25,1.4172915341877899,1.0
2005-02-28,1.3984090050962832,1.0
2005-03-01,1.4020077236070578,1.0
2005-03-02,1.3885853210964532,1.0
