case_id,family,volume_enabled,old_enabled,clear_enabled,zz_ma,zz_days,cyb_ma,cyb_days,old_scale,ratio_ma,ratio_days,clear_scale,segment,start,end,rows,old_signal_days,clear_signal_days,overlay_days,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,final_nav
old_only_default,old_only,True,True,False,15.0,3.0,10.0,3.0,0.5,,,1.0,full_common,2010-09-29,2026-04-30,3785,1480,0,1480,0.7951492708827095,0.23747808719355296,0.31768407589263825,0.22612724170841983,1.3389502719336757,-0.32525154433746906,0.9767334895819001,73.64120590923243
clear_only_default,clear_only,True,False,True,,,,,1.0,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,0,36,36,0.8553719008264463,0.16115702479338842,1.0388616429211615,0.21904499282259904,3.3353715185535298,-0.09816116605472125,10.583224351084361,2.014158512389061
clear_only_default,clear_only,True,False,True,,,,,1.0,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,0,100,100,0.7548796578437267,0.19475390857452374,0.4119658626268048,0.2172888262223108,1.7024523420097382,-0.1647713018001663,2.5002282443967982,2.805009615563564
clear_only_default,clear_only,True,False,True,,,,,1.0,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,0,111,111,0.8669732543992644,0.21231514476692193,0.29567679253726653,0.2143936080239303,1.32021817076032,-0.2331255419876057,1.2683157324433647,3.6354519206962794
clear_only_default,clear_only,True,False,True,,,,,1.0,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,0,183,183,0.8866503205102297,0.23077763487381145,0.29537587762815143,0.21630733460407567,1.308811075525453,-0.23312554198760627,1.2670249476303828,13.260909181356038
clear_only_default,clear_only,True,False,True,,,,,1.0,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,0,240,240,0.8621064331366082,0.2282298539887909,0.3323738844757289,0.2338610261527363,1.349891173160992,-0.2775585788086685,1.1974909437219976,87.52945324358245
ratio_ma20_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,10.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,37,109,0.6895661157024794,0.1890495867768595,0.8130714122996634,0.18832228175482485,3.227485178397686,-0.08884537743875742,9.151533098726794,1.7947048069708345
ratio_ma20_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,10.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,79,347,0.6406324630620508,0.21233999210785737,0.3932591766540767,0.2008038880591911,1.7583349688276582,-0.1616319000082148,2.433054221562016,2.6953611825055988
ratio_ma20_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,10.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,113,555,0.7290075770107842,0.22533787956223508,0.2859506203274398,0.1876129761009842,1.4396329184973995,-0.16163190000821526,1.7691471814221438,3.501486550804068
ratio_ma20_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,10.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,191,1114,0.7425432263282845,0.24613467367608544,0.22383053657527685,0.19192377882210035,1.1519825054474158,-0.22496303729278244,0.9949658364719193,7.518515484255165
ratio_ma20_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,10.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,250,1585,0.7537122695293477,0.24321529881913273,0.2826329754110224,0.216707383104877,1.2625409976074484,-0.3252515443374686,0.868967358746107,48.37837137481086
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,15,96,0.7747933884297521,0.1828512396694215,0.8337903500568011,0.21783143807467906,2.86983134728292,-0.10734684037273723,7.767255628220223,1.8148609543599714
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,29,327,0.6783971838902586,0.20156763817735968,0.374428278153899,0.2117173803881398,1.613818865251283,-0.16213278172393375,2.3093927962788205,2.5879039573720575
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,37,521,0.7659226078548164,0.21949430191468025,0.298852684022183,0.19762881187565534,1.4273055844376223,-0.1621327817239342,1.8432588452780867,3.680071807453199
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,67,1060,0.7769720033279648,0.24326137975750653,0.25383296841116,0.20004124338689147,1.2347797894986825,-0.23020439590874986,1.1026417085092337,9.576052208375787
ratio_ma20_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,97,1516,0.7793291146492003,0.2413743300587896,0.30355262677403005,0.22326758141500888,1.304728683223263,-0.3252515443374693,0.9332857354831644,62.25094800032047
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,20.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,3,93,0.8008829099355326,0.1680451214342025,1.0306981541112026,0.23880627984674474,3.060978484236322,-0.09111453859493979,11.312115168505548,2.0062316592174314
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,20.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,4,319,0.6901928646125712,0.198698381134766,0.4284928383257225,0.21936131765451386,1.741631148659634,-0.16209305369284577,2.6434990800881843,2.9043174106650924
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,20.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,5,509,0.775479355131179,0.2152934088461489,0.3323065285944009,0.20265638500474448,1.5228073347755453,-0.1620930536928461,2.0500972806897466,4.177232110392348
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,20.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,14,1037,0.790692622852017,0.23993226912615437,0.28230824576288494,0.20363450607708572,1.327205244168775,-0.2266912916884577,1.245342261099565,11.983780546323793
ratio_ma20_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,20.0,20.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,31,1486,0.790836753119204,0.23864316286941167,0.32385742546320717,0.2257475395725719,1.3616427713819008,-0.3252515443374685,0.9957137209691006,79.20540611066707
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,10.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,53,119,0.6616735537190083,0.1859504132231405,0.7256284250919429,0.17921893479774414,3.108440022833799,-0.08884537743875742,8.167317715456052,1.709593061434081
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,10.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,149,391,0.6296487603305785,0.19731404958677687,0.26588631520070316,0.16104203966093333,1.5508045103642496,-0.10477507340539405,2.5376867470370557,2.0236380398667215
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,10.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,193,607,0.7174586776859504,0.21508264462809917,0.2083412986828932,0.16249576355967396,1.2509480273390967,-0.16324545928081613,1.2762455972787754,2.567684751868911
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,10.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,322,1179,0.7287565013764523,0.23793498905075408,0.20606893509925817,0.17777002499371877,1.1468118118253023,-0.19856068904418156,1.0378133561644014,6.497088503575996
ratio_ma30_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,10.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,405,1667,0.7374224774208544,0.23519797109835466,0.2497244111588206,0.20651913183158907,1.1881211005582444,-0.3252515443374696,0.7677885486062913,32.265505719224365
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,36,107,0.7453512396694215,0.1797520661157025,1.0060285994077138,0.2009478912996212,3.5367165126858144,-0.0718245032646101,14.006760279307239,1.9822738796720243
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,100,366,0.6495712902930443,0.19435701264262956,0.44243681757270714,0.19784882504540774,1.957572403012051,-0.12792186195221633,3.458648981657053,2.9899020416457622
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,111,563,0.7461477328535125,0.21888693485830502,0.3376381843769225,0.1887617065081248,1.6416806459718938,-0.1771841826602938,1.9055774579171043,4.261195267372994
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,183,1112,0.7621748045011207,0.23801635746005426,0.2924426978401615,0.19364835406373443,1.4261365514091282,-0.19846281242803088,1.473539018531297,12.96403956925313
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,240,1588,0.7643187354006866,0.23759017197173815,0.3118486500844224,0.21598115921422453,1.3708149275376333,-0.3252515443374694,0.9587922194793929,68.71982059724988
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,20.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,26,101,0.7833952748823547,0.16544471431832558,1.0268052261916583,0.2380203618099162,3.062281748151461,-0.09111453859493979,11.269389518136503,2.0024513839953912
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,20.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,63,348,0.6719669587133026,0.19369934735784836,0.4113703357412253,0.21828477171682445,1.6935548083041139,-0.14866544976418616,2.76708768845581,2.801474027177863
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,20.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,65,539,0.7645438115916179,0.2122939885799983,0.3227016846765709,0.20194741389424686,1.491403412234462,-0.1486654497641875,2.1706569023834317,4.029314158219921
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,20.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,105,1069,0.7824628009068487,0.23596633069038742,0.28233431301102385,0.2026441062101853,1.3327918524886209,-0.20901789069957255,1.3507662529081355,11.986213875580258
ratio_ma30_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,20.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,144,1534,0.7825293546580347,0.23613352699406306,0.30417397749039865,0.22173588175121428,1.3143694851961363,-0.32525154433746895,0.935196105248309,62.714970468892034
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,10.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,48,115,0.6895661157024794,0.1797520661157025,0.9121971334853485,0.18445809426158924,3.5780086387358065,-0.0718245032646101,12.700361186275172,1.8911030613751736
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,10.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,156,398,0.6358471074380165,0.19111570247933884,0.30366543652255906,0.16296768740694703,1.7158249284995706,-0.10454412192864859,2.904662939632425,2.209612154964026
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,10.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,203,615,0.7149793388429752,0.21136363636363636,0.2318234968482158,0.16331484876505054,1.363963995755907,-0.1512369948773764,1.5328491354656926,2.826135583194996
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,10.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,390,1222,0.7157828605197801,0.22897699893543283,0.22639735254729776,0.17625253413765066,1.2503988154119992,-0.1985606890441819,1.140192218495585,7.677504465224874
ratio_ma40_d10,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,10.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,476,1712,0.7295215585850889,0.22966392465252958,0.26023496616827857,0.20557599814920988,1.2335852077873788,-0.3252515443374685,0.8001037064969898,36.76386550837175
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,35,105,0.7546487603305785,0.16735537190082644,1.0361436134851365,0.20178450429109765,3.596269889953749,-0.0718245032646101,14.426046354513014,2.011519331084932
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,108,372,0.6445496909982779,0.1852866176743215,0.39785594426419135,0.201914762529932,1.7661267450995164,-0.12792186195221633,3.1101481653918204,2.722035587461983
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,125,574,0.7363165914584708,0.20848602019136975,0.3144926101100254,0.19050830005771943,1.5364566250463274,-0.17149914082792872,1.8337853390505738,3.9062371539189966
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,241,1150,0.7452284778586165,0.22974407296788302,0.26831023181658153,0.1934443616127639,1.3296664848736341,-0.22195140832335625,1.2088692468474276,10.739478388829633
ratio_ma40_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,301,1629,0.7537389394900232,0.23216453898661826,0.2886119555755855,0.2156812339880455,1.2891659212243078,-0.32525154433746883,0.8873499929523241,52.01478417167516
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,20.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,27,101,0.7805783707865975,0.16543985328236677,1.018162108939236,0.23803349028554288,3.0442808521709064,-0.09111453859493979,11.174529604606718,1.9940579348741427
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,20.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,76,357,0.6609055483586009,0.18749937990509077,0.3798183723900683,0.21612855634569547,1.603058888784646,-0.12992282432606284,2.923415299507739,2.618365238206294
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,20.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,80,550,0.7554276265358217,0.20981367752983132,0.298209676939607,0.20025215929768111,1.408464085774957,-0.20154836068567827,1.4795936614174472,3.6710026873301644
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,20.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,144,1098,0.7720506987991413,0.23596584618845082,0.2690436913199572,0.20107476418013767,1.2895679479513116,-0.21495518327345753,1.251626907631673,10.801669360320957
ratio_ma40_d20,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,40.0,20.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,188,1568,0.7753041581012768,0.2361556791133127,0.29139082020192597,0.22068539626064468,1.2746895998922505,-0.3252515443374685,0.8958937329428636,53.79056304889298
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,104,36,114,0.7283057851239669,0.17665289256198347,0.9607119972079023,0.195925693572668,3.5065671687034845,-0.06975644225220134,13.772376660703113,1.9382515843912493
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,341,100,383,0.646201806512424,0.19636031996483425,0.4210558665154456,0.18806860230658734,1.9700424631115427,-0.12792596917556454,3.2914025918974437,2.859345307785055
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,541,111,591,0.7410268690314213,0.2157500762764212,0.32505479702657847,0.18197141699930072,1.6441469957420443,-0.1814860812333151,1.7910728735648553,4.065159412994353
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1119,183,1193,0.7495954084422999,0.23936641931184915,0.27127293284839693,0.18712016415021,1.3807959097981488,-0.19168385435176505,1.4152101321511172,10.992684091004303
zz_ma12_d2,zz_scan,True,True,True,12.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1592,240,1697,0.7532270601274385,0.2384207792828608,0.29819375962191175,0.21165274181397534,1.344881763179261,-0.3116766503627738,0.9567407737308241,58.380210723582906
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,91,36,104,0.7453512396694215,0.1797520661157025,1.0060285994077138,0.2009478912996212,3.5367165126858144,-0.0718245032646101,14.006760279307239,1.9822738796720243
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,299,100,346,0.6611054051645621,0.197382639052986,0.42774383393141835,0.19098119826082402,1.9675689173396078,-0.1303436415797975,3.281662448179721,2.8997669409855096
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,480,111,535,0.7558574579747703,0.21946264128303128,0.32333408631336646,0.1849372641564281,1.6136244686701622,-0.19188684118197263,1.6850248006674833,4.0389226866434615
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,974,183,1058,0.7685911716676612,0.2382705236246291,0.2854755808296523,0.19157089987801904,1.4113288470033036,-0.19846281242803132,1.4384336155327562,12.28272161644572
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1416,240,1533,0.768676256486141,0.2377255939860781,0.30941863399881364,0.21478460660094412,1.3686632917381978,-0.31355905569348697,0.9867954006765453,66.76266401589612
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.5,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,85,36,100,0.75,0.17665289256198347,0.9702749097410419,0.20274571891086277,3.419016035011847,-0.07588119522422698,12.786763662247338,1.9475428025155475
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.5,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,284,100,335,0.6636287981888571,0.19809840714361598,0.4134815017536013,0.1921970392548647,1.9037965458699881,-0.1303436415797975,3.172241443787378,2.8140212192797094
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.5,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,458,111,517,0.758301245855463,0.22051193684815307,0.31363421370683975,0.18639637275271712,1.5627745648467506,-0.1852990770060804,1.6925837881888002,3.8935429717648637
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.5,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,923,183,1012,0.7749385344922296,0.23661435784748863,0.2873711228197686,0.1932626010893807,1.4083198939324943,-0.19413553531924777,1.480260284894256,12.464820978514929
zz_ma12_d4,zz_scan,True,True,True,12.0,4.0,10.0,3.0,0.5,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1355,240,1478,0.7737012844682548,0.23669216420546818,0.3113077797167507,0.21591825044229895,1.3693237029026943,-0.3057326343468345,1.0182353623512483,68.27960954963334
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,104,36,114,0.734504132231405,0.17665289256198347,0.9656964881371166,0.19609884241129327,3.516510169092261,-0.07199739811942807,13.412935930479538,1.9430945561596271
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,351,100,393,0.6397502159727722,0.19125635901099103,0.42681308936652185,0.19534659510150337,1.924085708301221,-0.13407690522796745,3.1833453243929126,2.894118949540317
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,556,111,606,0.7346765758646551,0.21330753441485908,0.32993182047500946,0.1862019266595245,1.6304914997314517,-0.18019315195345342,1.8309897845631546,4.140263400437203
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1157,183,1226,0.7459625294613809,0.23538201397390823,0.27864338821675916,0.1897276515482434,1.3948382757861988,-0.19168385435176638,1.4536612338012047,11.64606432485406
zz_ma15_d2,zz_scan,True,True,True,15.0,2.0,10.0,3.0,0.5,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1632,240,1729,0.7514933296144501,0.23519206025064598,0.3033186858364869,0.21324910209557893,1.3548806326674472,-0.3240021348010782,0.9361626151713787,62.07707584057413
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_1y,2025-05-06,2026-04-30,242,93,36,107,0.7453512396694215,0.1797520661157025,1.0060285994077138,0.2009478912996212,3.5367165126858144,-0.0718245032646101,14.006760279307239,1.9822738796720243
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_3y,2023-05-04,2026-04-30,726,318,100,366,0.6495712902930443,0.19435701264262956,0.44243681757270714,0.19784882504540774,1.957572403012051,-0.12792186195221633,3.458648981657053,2.9899020416457622
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_5y,2021-05-06,2026-04-30,1210,507,111,563,0.7461477328535125,0.21888693485830502,0.3376381843769225,0.1887617065081248,1.6416806459718938,-0.1771841826602938,1.9055774579171043,4.261195267372994
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,last_10y,2016-05-04,2026-04-30,2428,1034,183,1112,0.7621748045011207,0.23801635746005426,0.2924426978401615,0.19364835406373443,1.4261365514091282,-0.19846281242803088,1.473539018531297,12.96403956925313
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.5,30.0,15.0,0.0,full_common,2010-09-29,2026-04-30,3785,1480,240,1588,0.7643187354006866,0.23759017197173815,0.3118486500844224,0.21598115921422453,1.3708149275376333,-0.3252515443374694,0.9587922194793929,68.71982059724988
