date,nav
2010-11-22,1.0
2010-11-23,0.9942467560591066
2010-11-24,1.0021960544413522
2010-11-25,0.9997340320545555
2010-11-26,0.9946316632473523
2010-11-29,0.9992980862122083
2010-11-30,0.9956802588179777
2010-12-01,1.0045939333368477
2010-12-02,1.0097885952175287
2010-12-03,1.0145742874213535
2010-12-06,1.0147430338718166
2010-12-07,1.0088998512003584
2010-12-08,1.0055238327661673
2010-12-09,1.006207398394847
2010-12-10,1.0093734038336288
2010-12-13,1.0118219147340335
2010-12-14,1.0102580705910609
2010-12-15,1.002661579981901
2010-12-16,1.0030238436786842
2010-12-17,1.0040519674711683
2010-12-20,1.0054972168956966
2010-12-21,1.0117703203367698
2010-12-22,1.0102684172835856
2010-12-23,1.011841516107861
2010-12-24,1.0136902371129444
2010-12-27,1.0145913265681399
2010-12-28,1.0168517177786263
2010-12-29,1.0181615264126684
2010-12-30,1.0160656681524063
2010-12-31,1.0182492758524053
2011-01-03,1.025589010744506
2011-01-04,1.02192251082796
2011-01-05,1.0229627231863823
2011-01-06,1.0221087643989808
2011-01-07,1.0229456833944737
2011-01-10,1.0255810187910641
2011-01-11,1.0331009207340753
2011-01-12,1.0421298563322783
2011-01-13,1.0382262344934428
2011-01-14,1.0429446954250012
2011-01-17,1.0444398532944081
2011-01-18,1.0471943724025021
2011-01-19,1.037733563842122
2011-01-20,1.0299060399009732
2011-01-21,1.0287132243063466
2011-01-24,1.0384221042575539
2011-01-25,1.0377722507167448
2011-01-26,1.0436156170617927
2011-01-27,1.040187923203463
2011-01-28,1.0249546307379476
2011-01-31,1.0299717591685338
2011-02-01,1.0446376163206028
2011-02-02,1.0433973256187692
2011-02-03,1.0448655908206539
2011-02-04,1.0451959814623253
2011-02-07,1.046942023082182
2011-02-08,1.052763810071293
2011-02-09,1.0508468993566005
2011-02-10,1.0456064127156917
2011-02-11,1.0456444477029696
2011-02-14,1.0515086072701116
2011-02-15,1.0489414678759783
2011-02-16,1.0527717099670293
2011-02-17,1.0526582626374446
2011-02-18,1.0525274666510875
2011-02-21,1.056580015774043
2011-02-22,1.038587867517521
2011-02-23,1.044764310270479
2011-02-24,1.0471919592573555
2011-02-25,1.0576514545570463
2011-02-28,1.0626410938688071
2011-03-01,1.0611756147235085
2011-03-02,1.0629138475570625
2011-03-03,1.060215763224342
2011-03-04,1.05983749083646
2011-03-07,1.0513639869247315
2011-03-08,1.050753447353541
2011-03-09,1.0492185667564702
2011-03-10,1.0332374432175528
2011-03-11,1.0339529998730574
2011-03-14,1.0366102275502427
2011-03-15,1.0187369638140542
2011-03-16,1.013692161110164
2011-03-17,1.0249240634793384
2011-03-18,1.0286587055571004
2011-03-21,1.0352631350761208
2011-03-22,1.0350611086159043
2011-03-23,1.0415564383675626
2011-03-24,1.047015446974468
2011-03-25,1.0462262681013046
2011-03-28,1.042663461253875
2011-03-29,1.0437287502826567
2011-03-30,1.0425824145571758
2011-03-31,1.0470035283097023
2011-04-01,1.0475607846866515
2011-04-04,1.049714426418163
2011-04-05,1.0510473882063223
2011-04-06,1.060853263556259
2011-04-07,1.060753219784813
2011-04-08,1.0636802369112184
2011-04-11,1.0569915714159888
2011-04-12,1.049277603118419
2011-04-13,1.055107363678699
2011-04-14,1.0568852751184998
2011-04-15,1.062323365465688
2011-04-18,1.0613387975289923
2011-04-19,1.0615065751809807
2011-04-20,1.0663739330879507
2011-04-21,1.0701373557339031
2011-04-22,1.0698318157988804
2011-04-25,1.0698805867775794
2011-04-26,1.0707839203742615
2011-04-27,1.0809620662258612
2011-04-28,1.075215895196781
2011-04-29,1.079837967219643
2011-05-02,1.0732873552295594
2011-05-03,1.0658976445149173
2011-05-04,1.0568298314520779
2011-05-05,1.0341642549089427
2011-05-06,1.0355408759241589
2011-05-09,1.0414753080831056
2011-05-10,1.0473233610792643
2011-05-11,1.0373140247658075
2011-05-12,1.0383473797805356
2011-05-13,1.0300750596908832
2011-05-16,1.0227491863177849
2011-05-17,1.021942251273197
2011-05-18,1.0271540808405712
2011-05-19,1.0281425884387059
2011-05-20,1.0274924378642796
2011-05-23,1.0192057706400324
2011-05-24,1.0192430455220183
2011-05-25,1.0224780242307312
2011-05-26,1.0241775625585783
2011-05-27,1.026098029296047
2011-05-30,1.0290605233733003
2011-05-31,1.0350608544625048
2011-06-01,1.0247029673993715
2011-06-02,1.0251575938095896
2011-06-03,1.0205749330595157
2011-06-06,1.0172329693666375
2011-06-07,1.0174761560517578
2011-06-08,1.0143387448410688
2011-06-09,1.0175469210711159
2011-06-10,1.0095968655148042
2011-06-13,1.0053582747343208
2011-06-14,1.0102236551353185
2011-06-15,1.0048185153525877
2011-06-16,1.0029504936874831
2011-06-17,1.0038714205904058
2011-06-20,1.0021066150785924
2011-06-21,1.0053251452926713
2011-06-22,1.0050053707266988
2011-06-23,0.9983028925503957
2011-06-24,0.9936201177399459
2011-06-27,0.9965787631456474
2011-06-28,1.00032922112885
2011-06-29,1.0041748387359812
2011-06-30,1.0003494468617722
2011-07-01,1.0033873214677216
2011-07-04,1.0034272398128594
2011-07-05,1.0114820020205888
2011-07-06,1.016034922652762
2011-07-07,1.025143183555159
2011-07-08,1.0243793725234276
2011-07-11,1.0201756672227282
2011-07-12,1.0190100912102693
2011-07-13,1.0312431812646432
2011-07-14,1.0320391616104638
2011-07-15,1.044783568988825
2011-07-18,1.044813793398141
2011-07-19,1.0436010356840364
2011-07-20,1.0469289013387795
2011-07-21,1.0415233037688345
2011-07-22,1.0529051695332214
2011-07-25,1.0451068791861733
2011-07-26,1.0495525389490965
2011-07-27,1.0467893199179181
2011-07-28,1.0502155781926688
2011-07-29,1.0488162435384079
2011-08-01,1.0505573146114964
2011-08-02,1.0569059901195845
2011-08-03,1.0577745473357834
2011-08-04,1.0334460831366354
2011-08-05,1.0353405424214093
2011-08-08,1.0409641868215396
2011-08-09,1.0377186991359288
2011-08-10,1.0384538933815446
2011-08-11,1.0417260213678339
2011-08-12,1.0437893533514422
2011-08-15,1.0454920504886631
2011-08-16,1.043677943892039
2011-08-17,1.0441283490264588
2011-08-18,1.0434922180978317
2011-08-19,1.0441866957738968
2011-08-22,1.0522268142674283
2011-08-23,1.0623804865167479
2011-08-24,1.0636953243591047
2011-08-25,1.0548862979987503
2011-08-26,1.0597249364542032
2011-08-29,1.0628938394973035
2011-08-30,1.061222487258651
2011-08-31,1.06375436029379
2011-09-01,1.065798920085608
2011-09-02,1.0776989480523844
2011-09-05,1.0795317171948584
2011-09-06,1.0793039495105727
2011-09-07,1.067669133932179
2011-09-08,1.0745724603501285
2011-09-09,1.072001284603777
2011-09-12,1.0673313145643784
2011-09-13,1.0703388537737715
2011-09-14,1.069036474758674
2011-09-15,1.0639136734540064
2011-09-16,1.0682078369776404
2011-09-19,1.0667207557929714
2011-09-20,1.0699957998011105
2011-09-21,1.072002321563859
2011-09-22,1.0684837552440274
2011-09-23,1.0515266984881455
2011-09-26,1.0449348172326853
2011-09-27,1.0483540215217133
2011-09-28,1.04094637435522
2011-09-29,1.050351005993251
2011-09-30,1.0524487881991647
2011-10-03,1.0606729117678937
2011-10-04,1.0544226065124207
2011-10-05,1.05707461278843
2011-10-06,1.0562438336341136
2011-10-07,1.052115941695151
2011-10-10,1.0587167547221195
2011-10-11,1.0591690376831435
2011-10-12,1.0588150019925018
2011-10-13,1.056481842693387
2011-10-14,1.05893710593626
2011-10-17,1.0633438028985078
2011-10-18,1.0614655416600263
2011-10-19,1.0569960951926898
2011-10-20,1.052841806300218
2011-10-21,1.056487811685388
2011-10-24,1.0661785418562495
2011-10-25,1.0725400395273998
2011-10-26,1.0718031841144213
2011-10-27,1.0712019176747665
2011-10-28,1.0751485893770876
2011-10-31,1.0683172392938443
2011-11-01,1.0698193737607458
2011-11-02,1.0797241122183905
2011-11-03,1.0870028857460239
2011-11-04,1.08418881451308
2011-11-07,1.097159886332301
2011-11-08,1.0867196382666269
2011-11-09,1.0885199862057722
2011-11-10,1.0913475265798438
2011-11-11,1.0997694107978944
2011-11-14,1.1085348655395502
2011-11-15,1.1131092932285316
2011-11-16,1.101558985532395
2011-11-17,1.0964213403159724
2011-11-18,1.0898887300644364
2011-11-21,1.0760480735503708
2011-11-22,1.0845082996250168
2011-11-23,1.0861786190145288
2011-11-24,1.085977790350692
2011-11-25,1.0776104763062886
2011-11-28,1.084171803835647
2011-11-29,1.0843857357075097
2011-11-30,1.0819931345959974
2011-12-01,1.078606638191569
2011-12-02,1.0791924762063594
2011-12-05,1.0720044066038108
2011-12-06,1.0697697885632471
2011-12-07,1.0718412174658962
2011-12-08,1.0670365574098295
2011-12-09,1.0645592029714368
2011-12-12,1.0596931646483072
2011-12-13,1.0577029731928393
2011-12-14,1.0509721569513442
2011-12-15,1.0457889375860596
2011-12-16,1.0484126659159465
2011-12-19,1.0492223721337708
2011-12-20,1.048608577679462
2011-12-21,1.0464227244643305
2011-12-22,1.047692997313984
2011-12-23,1.0471174468875826
2011-12-26,1.044582343606792
2011-12-27,1.0481803153976672
2011-12-28,1.0498730151169082
2011-12-29,1.0491048833928807
2011-12-30,1.050386539219459
2012-01-03,1.0508553225403734
2012-01-04,1.0514038526589198
2012-01-05,1.060588037770251
2012-01-06,1.0619701442882161
2012-01-09,1.0587916399803246
2012-01-10,1.0603881808168623
2012-01-11,1.0634903676772545
2012-01-12,1.0661185793876293
2012-01-13,1.0727668135620565
2012-01-16,1.0745432965976445
2012-01-17,1.0899494705725787
2012-01-18,1.089084621207412
2012-01-19,1.0930010989491616
2012-01-20,1.095270009734592
2012-01-23,1.096170276024462
2012-01-24,1.0942789666250567
2012-01-25,1.1051778974712727
2012-01-26,1.107217439855383
2012-01-27,1.1124215366291743
2012-01-30,1.1118933262645578
2012-01-31,1.119083065856409
2012-02-01,1.1210385703019257
2012-02-02,1.1275443990506382
2012-02-03,1.1290301429527378
2012-02-06,1.1283965171086117
2012-02-07,1.1269221961744502
2012-02-08,1.1331136977429426
2012-02-09,1.1374234042675384
2012-02-10,1.1373755003200101
2012-02-13,1.1489223335454686
2012-02-14,1.1529098459783862
2012-02-15,1.1572897118300614
2012-02-16,1.16248707923456
2012-02-17,1.1578933242447593
2012-02-20,1.15892364168209
2012-02-21,1.170952399778447
2012-02-22,1.182303504666994
2012-02-23,1.1846142139862013
2012-02-24,1.1865296498848517
2012-02-27,1.186306000503499
2012-02-28,1.1891386058291653
2012-02-29,1.161627591405566
2012-03-01,1.172446246716613
2012-03-02,1.177434082165195
2012-03-05,1.1707914255837057
2012-03-06,1.1614971169959034
2012-03-07,1.1670544156784548
2012-03-08,1.1774410930341137
2012-03-09,1.1852288277361178
2012-03-12,1.188912528730794
2012-03-13,1.191341090029682
2012-03-14,1.1792236035999644
2012-03-15,1.1784469507100213
2012-03-16,1.1796798374734645
2012-03-19,1.1862164438880707
2012-03-20,1.181693393304481
2012-03-21,1.180824922570416
2012-03-22,1.1818589052112296
2012-03-23,1.1836252642083616
2012-03-26,1.1909568884930621
2012-03-27,1.1920203219000596
2012-03-28,1.186270086576392
2012-03-29,1.1838730208718788
2012-03-30,1.1774702158946
