cash_enabled,decay_threshold,recovery_threshold,cagr_last_1y,max_dd_last_1y,sharpe_last_1y,calmar_last_1y,trigger_count_last_1y,overlay_days_last_1y,avg_weight_last_1y,avg_turnover_last_1y,cagr_last_3y,max_dd_last_3y,sharpe_last_3y,calmar_last_3y,trigger_count_last_3y,overlay_days_last_3y,avg_weight_last_3y,avg_turnover_last_3y,cagr_last_5y,max_dd_last_5y,sharpe_last_5y,calmar_last_5y,trigger_count_last_5y,overlay_days_last_5y,avg_weight_last_5y,avg_turnover_last_5y,cagr_last_10y,max_dd_last_10y,sharpe_last_10y,calmar_last_10y,trigger_count_last_10y,overlay_days_last_10y,avg_weight_last_10y,avg_turnover_last_10y,cagr_full_common,max_dd_full_common,sharpe_full_common,calmar_full_common,trigger_count_full_common,overlay_days_full_common,avg_weight_full_common,avg_turnover_full_common,recent_weighted_sharpe,mean_recent_cagr,worst_recent_max_dd
True,0.6,1.0,0.9888274996750295,-0.0718245032646101,3.6212879651014145,13.767272375446444,5,47,0.6802685950413223,0.1797520661157025,0.43510659613587865,-0.12792186195221633,1.9612544007296293,3.4013466462707327,14,84,0.6237448440120524,0.19229089694015022,0.3272251857501549,-0.17718418266029246,1.6328332785762327,1.8468081114076056,24,153,0.7033791378121902,0.2139282571723546,0.27553546777443305,-0.19846281242803132,1.380193663804308,1.3883480960663632,53,236,0.7305962965838091,0.2367620982976346,0.29599535799773125,-0.31580022225863513,1.3307799931574016,0.9372867310882257,81,351,0.7408682204313285,0.23653651031663606,2.00815293209291,0.506673687333874,-0.19846281242803132
True,0.55,1.0,1.0060285994077138,-0.0718245032646101,3.5367165126858144,14.006760279307239,4,36,0.7453512396694215,0.1797520661157025,0.44243681757270714,-0.12792186195221633,1.957572403012051,3.458648981657053,12,71,0.6495712902930443,0.19435701264262956,0.33780568980348136,-0.17718418266029323,1.6444741206201052,1.9065228325213435,22,117,0.7411890551675622,0.21640759601532983,0.2952489921049666,-0.19846281242803088,1.438472158222204,1.4876791701822403,47,173,0.7597250305878799,0.2367909109141988,0.31367349685007695,-0.3252515443374694,1.3778115855585114,0.9644027901205614,72,271,0.7627472555958388,0.2368040731042779,2.006994583907457,0.5203800247222172,-0.19846281242803088
True,0.6,0.95,0.9888274996750295,-0.0718245032646101,3.6212879651014145,13.767272375446444,5,47,0.6802685950413223,0.1797520661157025,0.43510659613587865,-0.12792186195221633,1.9612544007296293,3.4013466462707327,14,84,0.6237448440120524,0.19229089694015022,0.3272251857501549,-0.17718418266029246,1.6328332785762327,1.8468081114076056,24,153,0.7033791378121902,0.2139282571723546,0.27285139897364075,-0.19846281242803132,1.3688420473636684,1.374823805203229,54,236,0.7305749008100648,0.23675195999999749,0.2942468859229752,-0.31580022225863513,1.3242930764597998,0.9317500913029501,82,351,0.740854495480562,0.2365300068062892,2.006450189626814,0.506002670133676,-0.19846281242803132
True,0.55,0.95,1.0060285994077138,-0.0718245032646101,3.5367165126858144,14.006760279307239,4,36,0.7453512396694215,0.1797520661157025,0.44243681757270714,-0.12792186195221633,1.957572403012051,3.458648981657053,12,71,0.6495712902930443,0.19435701264262956,0.33780568980348136,-0.17718418266029323,1.6444741206201052,1.9065228325213435,22,117,0.7411890551675622,0.21640759601532983,0.29252344076060965,-0.19846281242803088,1.427313136922316,1.473945860092496,48,173,0.7597036348141355,0.23678077261656166,0.3119011745879523,-0.3252515443374694,1.3714130648064928,0.9589537083468381,73,271,0.7627335306450723,0.23679756959393103,2.0053207307124743,0.519698636886128,-0.19846281242803088
True,0.6,0.9,0.9888274996750295,-0.0718245032646101,3.6212879651014145,13.767272375446444,5,47,0.6802685950413223,0.1797520661157025,0.43510659613587865,-0.12792186195221633,1.9612544007296293,3.4013466462707327,14,84,0.6237448440120525,0.19229089694015022,0.3270590050988289,-0.1771841826602919,1.6299441038156017,1.8458702136289782,24,149,0.7083378154981406,0.21640759601532983,0.2727718849501346,-0.19846281242803132,1.3676676234961331,1.3744231557186564,54,232,0.7330460704970501,0.23798754484349005,0.29419506824307273,-0.31580022225863513,1.3236963011049552,0.931586007568202,82,347,0.7424397002361763,0.2373226091840963,2.0052628148804628,0.505941246464968,-0.19846281242803132
True,0.55,0.9,1.0060285994077138,-0.0718245032646101,3.5367165126858144,14.006760279307239,4,36,0.7453512396694215,0.1797520661157025,0.44243681757270714,-0.12792186195221633,1.957572403012051,3.458648981657053,12,71,0.6495712902930443,0.19435701264262956,0.3376381843769225,-0.1771841826602938,1.6416806459718938,1.9055774579171043,22,113,0.7461477328535125,0.21888693485830502,0.2924426978401615,-0.19846281242803088,1.4261365514091282,1.473539018531297,48,169,0.7621748045011207,0.23801635746005426,0.3118486500844224,-0.3252515443374694,1.3708149275376333,0.9587922194793929,73,267,0.7643187354006866,0.23759017197173815,2.004166526758622,0.5196365747993763,-0.19846281242803088
True,0.5,1.0,1.0368536990219654,-0.0718245032646101,3.611368939747293,14.43593275127949,4,34,0.7546487603305785,0.1797520661157025,0.44840115799165536,-0.12792186195221633,1.974534515841292,3.5052738534962087,11,66,0.6582951349820282,0.19434787835927217,0.33539504762750605,-0.17718418266029368,1.6078871329252158,1.8929175425920615,18,89,0.7699770809892169,0.21640211544531535,0.2765708083080869,-0.25894986248377005,1.3411223060973094,1.0680477126162646,37,134,0.7787889835981245,0.2367767996813561,0.3042410903219581,-0.32525154433746906,1.332463370305918,0.9354024465639085,61,224,0.7773606188067764,0.2371959704141191,1.9967212639449679,0.5243051782373034,-0.25894986248377005
True,0.6,0.85,0.9888274996750295,-0.0718245032646101,3.6212879651014145,13.767272375446444,5,47,0.6802685950413223,0.1797520661157025,0.43510659613587843,-0.12792186195221633,1.9612544007296293,3.401346646270731,14,84,0.6237448440120524,0.19229089694015022,0.3219126951243805,-0.17718418266029323,1.6070667254853397,1.8168252396522793,24,148,0.7095774849196281,0.21640759601532983,0.27096147766833667,-0.19846281242803,1.3594649482278025,1.3653010070417972,54,230,0.7342816553405427,0.23798754484349005,0.29301494770933356,-0.31580022225863513,1.3190538174493271,0.9278490864055162,82,345,0.7432323026139834,0.2373226091840963,1.9960253311746214,0.5042020671509062,-0.19846281242803
True,0.5,0.8,1.0368536990219654,-0.0718245032646101,3.611368939747293,14.43593275127949,4,34,0.7546487603305785,0.1797520661157025,0.44840115799165536,-0.12792186195221633,1.9745345158412915,3.5052738534962087,11,66,0.6582951349820282,0.19434787835927217,0.33539504762750605,-0.17718418266029368,1.6078871329252156,1.8929175425920615,18,89,0.7699770809892169,0.21640211544531535,0.27521263871195933,-0.2589498624837696,1.3354566664302614,1.0628027992453908,38,132,0.7800022545442595,0.2367666770327969,0.30335160270574435,-0.32525154433746906,1.3291927768213208,0.9326676782539666,62,222,0.7781389072763181,0.2371894769423353,1.9958714179949104,0.5239656358382716,-0.2589498624837696
True,0.55,0.8,1.0060285994077138,-0.0718245032646101,3.5367165126858144,14.006760279307239,4,36,0.7453512396694215,0.1797520661157025,0.44243681757270714,-0.12792186195221633,1.957572403012051,3.458648981657053,12,71,0.6495712902930443,0.19435701264262956,0.33245084854331464,-0.17718418266029357,1.6193075896088234,1.8763009403650106,22,112,0.7473874022750002,0.21888693485830502,0.2912836421140379,-0.198462812428031,1.4207590541310307,1.4676988527493873,48,166,0.7640281817663596,0.23801635746005426,0.31109453670958764,-0.3252515443374694,1.3677866041399653,0.9564736651543984,73,264,0.7655076389673972,0.23759017197173815,1.9955293324398327,0.5180499769094433,-0.198462812428031
