strategy,segment,cagr,sharpe,max_dd,avg_turnover
baseline_60_20,last_3y,20.500299436303983,0.8371109765774507,-23.214947601146456,0.539831338182917
baseline_60_20,last_5y,22.79000909148081,0.9475849532262348,-23.214947601146424,0.49696814268235084
baseline_60_20,last_10y,21.73984742463382,0.9276693993579093,-23.214947601146502,0.49919919598817974
baseline_60_20,full_common,19.747226575258914,0.851034935765459,-38.223455750579575,0.4823211972675092
mix2_60_20__50_18,last_3y,15.427498465695688,0.6547196139614064,-24.298239925387698,0.5388651670263686
mix2_60_20__50_18,last_5y,20.181453299020813,0.8695249734299334,-24.29823992538772,0.506105862254377
mix2_60_20__50_18,last_10y,17.58137734698584,0.7735270976995869,-24.29823992538781,0.5044293328227749
mix2_60_20__50_18,full_common,17.1471324281689,0.7602945535942325,-39.6159952345313,0.4806370411462659
mix2_60_20__50_20,last_3y,19.10755572315321,0.7930890013792427,-24.48488974731987,0.5206000519743104
mix2_60_20__50_20,last_5y,20.715218106556033,0.8789160545083139,-24.484889747319905,0.48985825723134174
mix2_60_20__50_20,last_10y,19.471252762386882,0.8427905369034662,-24.484889747319915,0.4934629051538733
mix2_60_20__50_20,full_common,17.36080806644744,0.7593381291460103,-45.24256386074297,0.47620412784271315
mix2_60_20__50_22,last_3y,18.407469811757117,0.7641479933561335,-26.464573853515716,0.4872042632797288
mix2_60_20__50_22,last_5y,20.67300357254458,0.8781324538050265,-26.464573853515695,0.4541216476190677
mix2_60_20__50_22,last_10y,19.91696305457873,0.8636610769405049,-26.464573853515688,0.4576504277044735
mix2_60_20__50_22,full_common,17.03722881401133,0.7467775029350964,-45.29346077513459,0.4411926742394155
mix2_60_20__55_18,last_3y,16.15833851314512,0.6820299605838357,-24.34962808149824,0.5325999526493125
mix2_60_20__55_18,last_5y,20.007745664247146,0.8570389290505205,-24.349628081498253,0.48851156785167366
mix2_60_20__55_18,last_10y,18.3908156298235,0.8051075291986998,-24.34962808149822,0.48676067237138704
mix2_60_20__55_18,full_common,17.408108595871408,0.7679346341523369,-37.28615999803705,0.47098861452819957
mix2_60_20__55_20,last_3y,16.72045746329742,0.6958142814449019,-25.330452053125956,0.5284982446926566
mix2_60_20__55_20,last_5y,19.388512143937376,0.8200592614967119,-25.330452053125956,0.49069193155282864
mix2_60_20__55_20,last_10y,19.918934708441817,0.857123117152819,-25.330452053125903,0.49541411845395444
mix2_60_20__55_20,full_common,17.721891412768432,0.7699663751203383,-40.55403898906828,0.48154831274765075
mix2_60_20__55_22,last_3y,18.12007185657616,0.7560464822284146,-26.758687525154535,0.46400085109712375
mix2_60_20__55_22,last_5y,20.742037757501606,0.8806208227873253,-26.758687525154524,0.4377752243570637
mix2_60_20__55_22,last_10y,19.204227033126898,0.8328379246448265,-26.758687525154496,0.4493538445720432
mix2_60_20__55_22,full_common,16.809511733823168,0.7365930322970884,-41.72391292998882,0.4406586630745874
mix2_60_20__60_18,last_3y,15.301337787925707,0.6561695710185477,-25.88916238180785,0.5275575576927184
mix2_60_20__60_18,last_5y,19.73987906804251,0.8534443615373741,-25.88916238180786,0.4811808800608051
mix2_60_20__60_18,last_10y,17.379199052707705,0.7672868435691004,-25.889162381807818,0.49702898633202397
mix2_60_20__60_18,full_common,16.614377734321238,0.7358278996678398,-34.45960671054023,0.479832734984349
mix2_60_20__60_22,last_3y,18.317758903081693,0.7613637630027983,-26.740907723830198,0.4714591782587455
mix2_60_20__60_22,last_5y,20.474972814541694,0.8679649124121063,-26.740907723830155,0.43776016053454425
mix2_60_20__60_22,last_10y,19.817078935943822,0.8575962607656055,-26.740907723830183,0.44600811161054993
mix2_60_20__60_22,full_common,17.38563043670689,0.7607850733229494,-40.24904121426513,0.4351818247741807
mix2_60_20__65_18,last_3y,14.106801814482894,0.6057084750102915,-20.90952146988471,0.5409173992931828
mix2_60_20__65_18,last_5y,19.334862220033312,0.836464516237358,-20.909521469884684,0.4912623062022828
mix2_60_20__65_18,last_10y,17.19005274147174,0.7593620750179657,-20.909521469884698,0.5014303658130815
mix2_60_20__65_18,full_common,15.968619843322474,0.7073562391080377,-38.080816053178104,0.4852849091272396
mix2_60_20__65_20,last_3y,19.382325901724727,0.7950981416266628,-24.541451626568318,0.5311205100817087
mix2_60_20__65_20,last_5y,23.662609682642643,0.9859110883702477,-24.54145162656821,0.47607663219363355
mix2_60_20__65_20,last_10y,20.66658480708623,0.8880326519096104,-24.541451626568232,0.4889889044902037
mix2_60_20__65_20,full_common,17.5632214410407,0.76503073989168,-39.71562528979867,0.47471239183165587
mix2_60_20__65_22,last_3y,15.727682728959591,0.6574625604129556,-29.211795098025956,0.4857338880007453
mix2_60_20__65_22,last_5y,19.764658205581643,0.840203567569448,-29.211795098025917,0.44263923629766394
mix2_60_20__65_22,last_10y,20.112965144596462,0.8757018991320006,-29.211795098025924,0.4500237379561637
mix2_60_20__65_22,full_common,17.0887566441571,0.7529438481093166,-42.10577968531768,0.43731404577759975
mix2_60_20__70_20,last_3y,16.178977811808792,0.6688274988251982,-25.433591196486983,0.5339401628356264
mix2_60_20__70_20,last_5y,22.270118926177673,0.9326577488325704,-25.433591196486866,0.4743143951121803
mix2_60_20__70_20,last_10y,21.376506085109238,0.9223575449992373,-25.433591196486933,0.4814605730010686
mix2_60_20__70_20,full_common,17.758615658861853,0.7779774798421696,-40.74890224904202,0.46801708345495147
mix2_60_20__70_22,last_3y,12.72308110206879,0.532427461287935,-28.898292401722507,0.49306205010147974
mix2_60_20__70_22,last_5y,17.288006044476024,0.7365512050910619,-28.898292401722514,0.4497273755762264
mix2_60_20__70_22,last_10y,18.984051955187642,0.8295665955640085,-28.898292401722458,0.45445209655978414
mix2_60_20__70_22,full_common,16.61272521814128,0.7340657329265183,-44.463571759797944,0.4402617820509569
mix2_60_20__70_25,last_3y,16.120860947502802,0.6828969087837822,-25.290269607768124,0.46358579759551044
mix2_60_20__70_25,last_5y,19.66393647540603,0.8488477774727052,-25.290269607768057,0.42214706059708285
mix2_60_20__70_25,last_10y,19.80852535163635,0.8777096028919177,-25.290269607768096,0.4312270604338745
mix2_60_20__70_25,full_common,17.757519104627594,0.7960989000752983,-34.43034579281034,0.42109682525950076
mix2_60_20__80_25,last_3y,13.898060586545903,0.5914840013907814,-27.849852727504643,0.4606284820001774
mix2_60_20__80_25,last_5y,16.817834556583055,0.7325494469165545,-27.849852727504647,0.42525932482588
mix2_60_20__80_25,last_10y,19.23395129526537,0.8609524299662382,-27.849852727504626,0.43753792786357004
mix2_60_20__80_25,full_common,16.552537866141527,0.7485762812574843,-33.751854628918394,0.4290377774352904
mix2_60_20__80_30,last_3y,22.968759209839117,0.9746030413928849,-25.001144295067927,0.43961044923572534
mix2_60_20__80_30,last_5y,20.409080335657602,0.8979768421965475,-25.001144295067885,0.4125853254198033
mix2_60_20__80_30,last_10y,19.18277190948181,0.8719145603112826,-25.00114429506785,0.4180648621498006
mix2_60_20__80_30,full_common,16.975182164842817,0.7857200026035357,-27.681513014253355,0.404401561036732
