variant,start,end,years,ann_return,ann_vol,sharpe,max_dd,final_nav,calmar
baseline_subc,2023-04-17,2026-04-17,3.0006844626967832,0.23990904510094135,0.14769034324852667,1.6244057656310893,-0.15445529819063586,1.9064850603368488,1.553258761022458
regime3_budget_90,2023-04-17,2026-04-17,3.0006844626967832,0.23612507317303066,0.1433268184959169,1.6474591123346354,-0.15090044313718642,1.8890796085797357,1.5647738884263245
regime3_budget_80,2023-04-17,2026-04-17,3.0006844626967832,0.22585607550947073,0.13431327282312142,1.6815618498620237,-0.1427657062376676,1.842379043366084,1.582005100955263
regime3_budget_70,2023-04-17,2026-04-17,3.0006844626967832,0.21934156243930159,0.12895431838610266,1.700924522609395,-0.1396565483361658,1.8131556257508818,1.570578430102159
regime3_budget_60,2023-04-17,2026-04-17,3.0006844626967832,0.21329744925616145,0.12397397422561983,1.7205018278109092,-0.13649161431812395,1.7863202693544082,1.5627146790060265
regime3_budget_90_staged,2023-04-17,2026-04-17,3.0006844626967832,0.23935346649300793,0.1449925995746031,1.6507978144764093,-0.15116986226792006,1.9039228502112107,1.5833411693449786
regime3_budget_80_staged,2023-04-17,2026-04-17,3.0006844626967832,0.23942344644207503,0.14271040216282985,1.6776874202127008,-0.14789221461567703,1.9042454563613247,1.6189050050014966
regime3_budget_70_staged,2023-04-17,2026-04-17,3.0006844626967832,0.24001610164400744,0.14027139526367133,1.7110837258932494,-0.14462519409552121,1.906979046328649,1.6595732378791692
regime3_budget_60_staged,2023-04-17,2026-04-17,3.0006844626967832,0.24099203704882366,0.1376584919867116,1.750651438721899,-0.1413716657709423,1.9114861949244246,1.7046699968810686
regime4_budget_80,2023-04-17,2026-04-17,3.0006844626967832,0.23841655730893674,0.14649218627999305,1.6275035779263136,-0.13848596629157905,1.8996072269987014,1.72159362925595
regime4_budget_70,2023-04-17,2026-04-17,3.0006844626967832,0.24033528104687973,0.1455020464592579,1.651765641070733,-0.12838774514933582,1.9084523273848237,1.8719487655720624
regime4_budget_60,2023-04-17,2026-04-17,3.0006844626967832,0.24382185539957124,0.14525391060640078,1.6785906443528615,-0.12009132738136408,1.924595248483379,2.030303609063179
regime4_budget_50,2023-04-17,2026-04-17,3.0006844626967832,0.24638885494951457,0.1456877093427445,1.6912123614344217,-0.11349110307660248,1.9365385292818338,2.1709970937828564
