variant,start,end,years,ann_return,ann_vol,sharpe,max_dd,final_nav,calmar
baseline_subc,2009-11-24,2026-04-17,16.39425051334702,0.12433011656023996,0.14136373381155923,0.8795050414130584,-0.26989286148833125,6.829146462202862,0.4606647092280184
growth_floor_70,2009-11-24,2026-04-17,16.39425051334702,0.10985827344246091,0.11604524607526331,0.946684824738191,-0.21776798523684604,5.522390660999029,0.5044739396517732
growth_floor_70_delay_1w,2009-11-24,2026-04-17,16.39425051334702,0.10973299900898592,0.11600411849040415,0.9459405444994009,-0.22169204985122892,5.512180411873687,0.49497940536263946
growth_floor_70_delay_2w,2009-11-24,2026-04-17,16.39425051334702,0.10932236544409268,0.11647616752275138,0.9385814091345225,-0.2215186640524729,5.4788366627414495,0.49351311281922783
growth_floor_70_staged_20_30_50,2009-11-24,2026-04-17,16.39425051334702,0.11119977588399754,0.11718460555294938,0.94892819205465,-0.2227828917729091,5.632846272183113,0.4991396556489069
growth_only_regime_3,2009-11-24,2026-04-17,16.39425051334702,0.12256803426060969,0.1300510608701383,0.942460856839909,-0.23328784729934982,6.655782354861631,0.5253939957846715
growth_only_regime_4,2009-11-24,2026-04-17,16.39425051334702,0.11565190897027544,0.13256335072373726,0.8724274721396764,-0.2488860604139631,6.014473637410797,0.46467812933322117
growth_only_regime_6,2009-11-24,2026-04-17,16.39425051334702,0.12323770765640107,0.13839336376397332,0.8904885632130464,-0.27122166132339465,6.721176122147043,0.45438003386262354
growth_only_regime_5_6,2009-11-24,2026-04-17,16.39425051334702,0.11043144543351802,0.13305934087369398,0.8299413232352068,-0.29370945387281455,5.569332849248731,0.3759887330059805
growth_regime_3_budget_90,2009-11-24,2026-04-17,16.39425051334702,0.12606537990197886,0.1378779329618639,0.914326007025705,-0.2540730595062116,7.004008813385186,0.49617767482701874
growth_regime_3_budget_80,2009-11-24,2026-04-17,16.39425051334702,0.1237269229998772,0.13391768491302508,0.9239027920788324,-0.24154783350637843,6.769328947276332,0.512225347682988
growth_regime_3_budget_70,2009-11-24,2026-04-17,16.39425051334702,0.12256803426060969,0.1300510608701383,0.942460856839909,-0.23328784729934982,6.655782354861631,0.5253939957846715
growth_regime_3_budget_60,2009-11-24,2026-04-17,16.39425051334702,0.12026114116067821,0.1272818285710725,0.944841400463743,-0.2215636218306155,6.435058448149031,0.5427837844816301
growth_regime_4_budget_80,2009-11-24,2026-04-17,16.39425051334702,0.12117980197645295,0.13795403803111475,0.8784070673532698,-0.26413305398990916,6.522119391172034,0.45878317819731285
growth_regime_4_budget_70,2009-11-24,2026-04-17,16.39425051334702,0.11778203440068125,0.13588677690662335,0.866765972980704,-0.2692640889593908,6.205529197040367,0.43742199286903277
growth_regime_4_budget_60,2009-11-24,2026-04-17,16.39425051334702,0.11735729520733806,0.13404366981358323,0.8755153851767026,-0.25967642599287266,6.166984392811272,0.4519366544676611
growth_regime_4_budget_50,2009-11-24,2026-04-17,16.39425051334702,0.11565190897027544,0.13256335072373726,0.8724274721396764,-0.2488860604139631,6.014473637410797,0.46467812933322117
growth_regime_3_budget_90_staged,2009-11-24,2026-04-17,16.39425051334702,0.12468492522310881,0.1392437048394186,0.8954438936173125,-0.26207946464319265,6.864563610152292,0.475752365386051
growth_regime_3_budget_80_staged,2009-11-24,2026-04-17,16.39425051334702,0.12489728143003487,0.13724695173709778,0.9100186186231719,-0.25623893000790765,6.885843524234852,0.48742508184131306
growth_regime_3_budget_70_staged,2009-11-24,2026-04-17,16.39425051334702,0.12543911237911165,0.13522723118375687,0.9276172504682552,-0.24921109140693687,6.940420634117309,0.5033448217370152
growth_regime_3_budget_60_staged,2009-11-24,2026-04-17,16.39425051334702,0.12403117881880377,0.13351900993771904,0.9289402226443939,-0.24277946052573474,6.799439630743076,0.510880033056406
