equity_lb,rates_gold_lb,dbc_lb,last_5y_cagr,last_5y_sharpe,last_5y_maxdd,last_5y_calmar,last_10y_cagr,last_10y_sharpe,last_10y_maxdd,last_10y_calmar,full_common_cagr,full_common_sharpe,full_common_maxdd,full_common_calmar,last_5y_cagr_rank,last_5y_sharpe_rank,last_5y_calmar_rank,last_5y_maxdd_rank,last_10y_cagr_rank,last_10y_sharpe_rank,last_10y_calmar_rank,last_10y_maxdd_rank,full_common_cagr_rank,full_common_sharpe_rank,full_common_calmar_rank,full_common_maxdd_rank,robust_score,last_5y_cagr_drop_pp,last_5y_maxdd_worse_pp,last_10y_cagr_drop_pp,last_10y_maxdd_worse_pp,full_common_cagr_drop_pp,full_common_maxdd_worse_pp,robust_score_drop
130,60,100,0.24440693732544583,1.2596315450436508,-0.12601518194270223,1.939503903875448,0.2360668873030618,1.3297691180731108,-0.14555343197460258,1.621857238957119,0.1616443988371994,0.9983505558360618,-0.16829485440830627,0.9604833101137367,0.23333333333333334,0.11666666666666667,0.37083333333333335,0.48333333333333334,0.09166666666666666,0.041666666666666664,0.35,0.575,0.11666666666666667,0.06666666666666667,0.4583333333333333,0.75,0.3045138888888889,11.164261414929744,2.2245489758405346,8.73617462208065,0.3056262224233386,4.483612187095232,0.9087322422710375,0.6395833333333334
130,60,130,0.24819907829408971,1.260345990254753,-0.1085708757366377,2.286055782548449,0.24616744765784793,1.3737238500934994,-0.1313968273511199,1.8734656887874228,0.16918202108339409,1.0372376621968853,-0.1649493606424588,1.0256603628195318,0.26666666666666666,0.125,0.6958333333333333,0.8541666666666666,0.20416666666666666,0.09166666666666666,0.6958333333333333,0.8416666666666667,0.2375,0.125,0.5958333333333333,0.8291666666666667,0.4635416666666667,10.785047318065356,0.48011835523408264,7.726118586602038,-1.1100342399249286,3.729849962475762,0.5741828656862902,0.48055555555555557
130,60,160,0.24302959220167053,1.245937861879964,-0.10318482544452168,2.355284230551301,0.25456702057942904,1.4154009557138665,-0.1368489737025036,1.8602040898957202,0.1651344945751274,1.0154217999123145,-0.16600032080548466,0.9947841894150807,0.2125,0.1,0.725,0.9708333333333333,0.35,0.175,0.6833333333333333,0.7333333333333333,0.15416666666666667,0.0875,0.5416666666666666,0.8041666666666667,0.46145833333333347,11.301995927307274,-0.058486673977520276,6.8861612944439266,-0.5648196047865595,4.134602613302429,0.6792788819888762,0.4826388888888888
130,60,200,0.2603485544602424,1.3151269690330272,-0.12206329598467902,2.1328979556059218,0.25872659796305264,1.4334334909861848,-0.13138844075191491,1.9691732125170367,0.17244904946437845,1.0511824308006232,-0.16494936064245813,1.045466613466763,0.42083333333333334,0.2,0.5458333333333333,0.5791666666666667,0.44583333333333336,0.2,0.7833333333333333,0.8458333333333333,0.32083333333333336,0.17916666666666667,0.675,0.8375,0.5027777777777778,9.570099701450086,1.829360380038214,6.470203556081566,-1.1108728998454276,3.403147124377326,0.5741828656862236,0.4413194444444445
130,60,260,0.23949222958160132,1.2577862768317853,-0.10082332332431088,2.37536535877958,0.23414660700363377,1.333099872735553,-0.1473063246440618,1.5895217504706962,0.1559719202446681,0.9708364657916345,-0.16494936064245824,0.9455745668681341,0.15416666666666667,0.1125,0.7333333333333333,0.9833333333333333,0.07916666666666666,0.05416666666666667,0.2916666666666667,0.55,0.03333333333333333,0.029166666666666667,0.4041666666666667,0.8333333333333334,0.35486111111111107,11.655732189314193,-0.2946368859986004,8.928202652023455,0.4809154893692602,5.05086004634836,0.5741828656862347,0.5892361111111112
130,80,100,0.2434822746757943,1.2399128524825132,-0.11998319534156876,2.029303136848854,0.23867539813127103,1.338373572778266,-0.14555904646042717,1.6397153178394805,0.1696642044121921,1.0416225024065169,-0.16601773293279332,1.0219643493196895,0.22083333333333333,0.09583333333333334,0.45,0.6375,0.12916666666666668,0.058333333333333334,0.3625,0.5708333333333333,0.25,0.13333333333333333,0.5916666666666667,0.8,0.35833333333333334,11.256727679894896,1.621350315727188,8.475323539259726,0.3061876710057976,3.6816316295959606,0.681020094719742,0.585763888888889
130,80,130,0.2536682640422985,1.2841326991828599,-0.10659731796182736,2.3796871149529055,0.25341028464100135,1.4068930083520292,-0.13159129125672753,1.9257375029979114,0.1844822421213519,1.1214699150900287,-0.16273603875967446,1.1336286880731552,0.35,0.1625,0.75,0.9125,0.32916666666666666,0.15416666666666667,0.7416666666666667,0.8333333333333334,0.675,0.45416666666666666,0.825,0.8458333333333333,0.5861111111111111,10.238128743244479,0.28276257775304847,7.001834888286695,-1.0905878493641663,2.1998278586799813,0.3528506774078566,0.3579861111111111
130,80,160,0.24206491023237264,1.214245241927041,-0.10188350197967888,2.3758989976674885,0.2567447561385614,1.4070059215810078,-0.15106691044637777,1.6995433042214412,0.1774737218479634,1.076147571356778,-0.17021853435838086,1.042622782042685,0.19583333333333333,0.0625,0.7416666666666667,0.9770833333333333,0.4,0.15833333333333333,0.4625,0.49583333333333335,0.49583333333333335,0.26666666666666666,0.6583333333333333,0.6875,0.46684027777777776,11.398464124237062,-0.1886190204617999,6.66838773853069,0.8569740696008576,2.900679886018831,1.1011002372784962,0.4772569444444445
130,80,200,0.2575292365818038,1.2863837970132574,-0.11942496105130584,2.156410471602895,0.25996725802854637,1.4285518675341609,-0.13808343402597778,1.8826824511015452,0.18420922417704544,1.110616805747119,-0.17827952430491112,1.0332606893318426,0.375,0.16666666666666666,0.5625,0.65,0.475,0.19583333333333333,0.7041666666666667,0.7083333333333334,0.6625,0.39166666666666666,0.6333333333333333,0.575,0.5083333333333334,9.852031489293944,1.5655268867008965,6.346137549532194,-0.441373572439141,2.2271296531106266,1.9071992319315223,0.43576388888888884
130,80,260,0.22908786994036023,1.175727379488379,-0.10188350197967888,2.2485276368499076,0.22857619665354667,1.2825328014813715,-0.14840960003603376,1.5401712328451025,0.1661957541814456,1.0169069568858156,-0.16794997166376635,0.9895551189146214,0.08333333333333333,0.03333333333333333,0.6416666666666667,0.9770833333333333,0.0625,0.020833333333333332,0.225,0.5458333333333333,0.18333333333333332,0.09166666666666666,0.5208333333333334,0.7541666666666667,0.3449652777777778,12.696168153438304,-0.1886190204617999,9.485243687032163,0.5912430285664572,4.0284766526706095,0.8742439678170455,0.5991319444444445
