scheme,group_count,lb_spec,groups_json,lb_map_json,last_5y_start,last_5y_end,last_5y_cagr,last_5y_vol,last_5y_sharpe,last_5y_maxdd,last_5y_calmar,last_5y_final_nav,last_5y_monthly_win,last_5y_rebalances,last_10y_start,last_10y_end,last_10y_cagr,last_10y_vol,last_10y_sharpe,last_10y_maxdd,last_10y_calmar,last_10y_final_nav,last_10y_monthly_win,last_10y_rebalances,full_common_start,full_common_end,full_common_cagr,full_common_vol,full_common_sharpe,full_common_maxdd,full_common_calmar,full_common_final_nav,full_common_monthly_win,full_common_rebalances,last_5y_cagr_rank,last_5y_sharpe_rank,last_5y_calmar_rank,last_5y_maxdd_rank,last_10y_cagr_rank,last_10y_sharpe_rank,last_10y_calmar_rank,last_10y_maxdd_rank,full_common_cagr_rank,full_common_sharpe_rank,full_common_calmar_rank,full_common_maxdd_rank,robust_score,last_5y_cagr_minus_baseline_mix_130_260_390,last_5y_sharpe_minus_baseline_mix_130_260_390,last_5y_maxdd_minus_baseline_mix_130_260_390,last_5y_calmar_minus_baseline_mix_130_260_390,last_10y_cagr_minus_baseline_mix_130_260_390,last_10y_sharpe_minus_baseline_mix_130_260_390,last_10y_maxdd_minus_baseline_mix_130_260_390,last_10y_calmar_minus_baseline_mix_130_260_390,full_common_cagr_minus_baseline_mix_130_260_390,full_common_sharpe_minus_baseline_mix_130_260_390,full_common_maxdd_minus_baseline_mix_130_260_390,full_common_calmar_minus_baseline_mix_130_260_390,last_5y_cagr_minus_baseline_single_160,last_5y_sharpe_minus_baseline_single_160,last_5y_maxdd_minus_baseline_single_160,last_5y_calmar_minus_baseline_single_160,last_10y_cagr_minus_baseline_single_160,last_10y_sharpe_minus_baseline_single_160,last_10y_maxdd_minus_baseline_single_160,last_10y_calmar_minus_baseline_single_160,full_common_cagr_minus_baseline_single_160,full_common_sharpe_minus_baseline_single_160,full_common_maxdd_minus_baseline_single_160,full_common_calmar_minus_baseline_single_160,last_5y_cagr_minus_baseline_single_390,last_5y_sharpe_minus_baseline_single_390,last_5y_maxdd_minus_baseline_single_390,last_5y_calmar_minus_baseline_single_390,last_10y_cagr_minus_baseline_single_390,last_10y_sharpe_minus_baseline_single_390,last_10y_maxdd_minus_baseline_single_390,last_10y_calmar_minus_baseline_single_390,full_common_cagr_minus_baseline_single_390,full_common_sharpe_minus_baseline_single_390,full_common_maxdd_minus_baseline_single_390,full_common_calmar_minus_baseline_single_390
risk_vs_defense,2,60+390,"{""risk"": [""QQQ"", ""EMXC"", ""EFA"", ""DBC""], ""defense"": [""GLD"", ""TLT""]}","{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""DBC"": 60, ""GLD"": 390, ""TLT"": 390}",2021-04-26,2026-04-24,0.23683785277334324,0.1785856915575231,1.2822932260228648,-0.1863558386941142,1.2708904343055791,2.8906477927644936,0.5901639344262295,261,2016-04-25,2026-04-24,0.1773164188328229,0.1641016941346795,1.0785994797652947,-0.22002528186952008,0.8058911109041347,5.11258880509109,0.5950413223140496,522,2009-02-27,2026-04-24,0.1386962095646045,0.15357609038230166,0.9239893498293938,-0.26382541996579423,0.5257120772614969,9.279908650529881,0.5748792270531401,895,0.9287790697674418,0.8851744186046512,0.9854651162790697,0.9723837209302325,0.997093023255814,0.997093023255814,0.9956395348837209,0.940406976744186,0.9941860465116279,0.9927325581395349,0.9854651162790697,0.9534883720930233,0.9689922480620154,-0.09217304209645127,-0.6659980865271757,-0.09348527718631694,-2.271791870271327,-0.10564134097803657,-0.74964627084139,-0.05035188892949716,-0.8617702407544658,-0.06724774306020342,-0.4750802843258597,-0.09415202702577208,-0.6880548490450162,-0.04802026394328296,-0.21715693923738688,-0.06089440710596572,-0.9995931167806886,-0.11839236079580684,-0.603590885651182,-0.048444456981785344,-0.9175461078067082,-0.0545464844978536,-0.29187297449139815,-0.09224459507805916,-0.6005366990157841,-0.06953205823085096,-0.4597120641895127,-0.06996999408720839,-1.361473596208279,-0.0934641750698717,-0.5764277659736559,-0.0008992619623729992,-0.4298388768784014,-0.05727972883629606,-0.3518235176176596,-0.0446994000586467,-0.36864058101223707
risk_vs_defense,2,60+260,"{""risk"": [""QQQ"", ""EMXC"", ""EFA"", ""DBC""], ""defense"": [""GLD"", ""TLT""]}","{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""DBC"": 60, ""GLD"": 260, ""TLT"": 260}",2021-04-26,2026-04-24,0.24314559446664075,0.18439083440353435,1.275222655223987,-0.19371402461338239,1.2551780644272643,2.965020532338617,0.5573770491803278,261,2016-04-25,2026-04-24,0.1885153543724083,0.16792312595378395,1.114358006363003,-0.1964430035816611,0.959644023636824,5.620046894300173,0.5950413223140496,522,2009-02-27,2026-04-24,0.13242539350660065,0.1566845016388616,0.8734605440686811,-0.32621677553278394,0.4059429294839935,8.441253740443958,0.5748792270531401,895,0.8909883720930233,0.8953488372093024,0.9883720930232558,0.9854651162790697,0.9941860465116279,0.9941860465116279,0.9665697674418605,0.8197674418604651,0.997093023255814,0.997093023255814,1.0,1.0,0.9607558139534885,-0.08586530040315377,-0.6730686573260536,-0.10084346310558512,-2.2875042401496417,-0.09444240543845117,-0.7138877442436817,-0.026769610641638186,-0.7080173280217765,-0.07351855911820726,-0.5256090900865724,-0.1565433825927618,-0.8078239968225196,-0.04171252224998545,-0.22422751003626473,-0.0682525930252339,-1.0153054866590034,-0.10719342525622144,-0.5678323590534737,-0.024862178693926373,-0.7637931950740189,-0.060817300555857434,-0.3424017802521109,-0.15463595064504887,-0.7203058467932875,-0.06322431653755345,-0.46678263498839057,-0.07732818000647657,-1.3771859660865937,-0.0822652395302863,-0.5406692393759476,0.022683016325485972,-0.27608596414571207,-0.0635505448942999,-0.40235232337837235,-0.10709075562563641,-0.4884097287897405
equity_vs_macro,2,60+200,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}","{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 200, ""TLT"": 200, ""DBC"": 200}",2021-04-26,2026-04-24,0.25040154144963767,0.18951130485818243,1.2762592283136394,-0.21367520155587494,1.1718792804515454,3.0524577475320824,0.6065573770491803,261,2016-04-25,2026-04-24,0.20880820506953102,0.17227723637492653,1.1887368272298904,-0.21367520155587705,0.9772224551519925,6.656344161717757,0.628099173553719,522,2009-02-27,2026-04-24,0.1448432886604245,0.16087082384695214,0.9226268076024663,-0.29247237911782276,0.4952374959211935,10.177695096980138,0.5942028985507246,895,0.815406976744186,0.8938953488372093,0.998546511627907,1.0,0.9622093023255814,0.9811046511627907,0.9593023255813954,0.9040697674418605,0.9883720930232558,0.9941860465116279,0.9898255813953488,0.9811046511627907,0.9556686046511628,-0.07860935342015685,-0.6720320842364012,-0.12080464004807767,-2.370803024125361,-0.07414955474132845,-0.6395089233767943,-0.04400180861585412,-0.6904388965066081,-0.061100663964383406,-0.47644282655278725,-0.1227989861778006,-0.7185294303853197,-0.03445657526698853,-0.2231909369466123,-0.08821376996772645,-1.0986042706347223,-0.08690057455909872,-0.4934535381865863,-0.04209437666814231,-0.7462147635588504,-0.04839940540203358,-0.2932355167183257,-0.12089155423008768,-0.6310112803560876,-0.05596836955455653,-0.46574606189873813,-0.09728935694896912,-1.4604847500623126,-0.06197238883316358,-0.46629041850906017,0.005450818351270037,-0.2585075326305436,-0.051132649740476044,-0.3531860598445872,-0.07334635921067523,-0.3991151623525405
risk_vs_defense,2,60+200,"{""risk"": [""QQQ"", ""EMXC"", ""EFA"", ""DBC""], ""defense"": [""GLD"", ""TLT""]}","{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""DBC"": 60, ""GLD"": 200, ""TLT"": 200}",2021-04-26,2026-04-24,0.24903481191394383,0.186698526067963,1.2869429380774038,-0.19569326049479774,1.2725773554197801,3.035832450405997,0.5901639344262295,261,2016-04-25,2026-04-24,0.2011576695303141,0.17047365282816965,1.162250140337189,-0.19569326049479874,1.0279233378896082,6.247025620324275,0.628099173553719,522,2009-02-27,2026-04-24,0.14215871780261802,0.15924410374335002,0.9156965797689883,-0.3027265034997776,0.46959455534662975,9.775993203987893,0.5942028985507246,895,0.8343023255813954,0.877906976744186,0.9825581395348837,0.9883720930232558,0.9854651162790697,0.9883720930232558,0.936046511627907,0.813953488372093,0.9898255813953488,0.9956395348837209,0.9941860465116279,0.9912790697674418,0.9481589147286821,-0.07997608295585068,-0.6613483744726367,-0.10282269898700047,-2.270104949157126,-0.08180009028054536,-0.6659956102694957,-0.02601986755477581,-0.6397380137689923,-0.0637852348221899,-0.4833730543862652,-0.13305311055975544,-0.7441723709598834,-0.035823304802682365,-0.21250722718284787,-0.07023182890664925,-0.9979061956664876,-0.09455111009831563,-0.5199402250792877,-0.024112435607063998,-0.6955138808212347,-0.05108397625984007,-0.30016574455180367,-0.13114567861204252,-0.6566542209306513,-0.05733509909025036,-0.4550623521349737,-0.07930741588789192,-1.359786675094078,-0.06962292437238049,-0.49277710540176156,0.023432759412348347,-0.20780664989292785,-0.053817220598282534,-0.36011628767806514,-0.08360048359263006,-0.42475810292710425
equity_vs_macro,2,60+390,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}","{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 390, ""TLT"": 390, ""DBC"": 390}",2021-04-26,2026-04-24,0.255456477750194,0.1815904946827532,1.3463894955409597,-0.19656657415509216,1.2995926639523023,3.114581321736038,0.639344262295082,261,2016-04-25,2026-04-24,0.18144272729490374,0.16685894566780576,1.0844224647239442,-0.2439839144120074,0.7436667607050009,5.294553603207145,0.6115702479338843,522,2009-02-27,2026-04-24,0.14140303014783728,0.1556167735704141,0.9291338765682519,-0.24925238240640524,0.5673086402732155,9.665639098345832,0.5893719806763285,895,0.7776162790697675,0.7383720930232558,0.9781976744186046,0.9898255813953488,0.9956395348837209,0.9956395348837209,0.998546511627907,0.9840116279069767,0.9912790697674418,0.9912790697674418,0.9781976744186046,0.9244186046511628,0.9452519379844961,-0.07355441711960053,-0.6019018170090809,-0.10369601264729489,-2.2430896406246035,-0.10151503251595573,-0.7438232858827405,-0.07431052147198447,-0.9239945909535996,-0.06454092247697063,-0.4699357575870017,-0.07957898946638309,-0.6464582860332977,-0.02940163896643222,-0.153060669719292,-0.07110514256694367,-0.9708908871339654,-0.114266052333726,-0.5977679006925325,-0.07240308952427266,-0.979770458005842,-0.051839663914620804,-0.28672844775254014,-0.07767155751867016,-0.5589401360040656,-0.05091343325400022,-0.39561579467141783,-0.08018072954818634,-1.3327713665615557,-0.08933786660779086,-0.5706047810150063,-0.02485789450486031,-0.49206322707753514,-0.05457290825306327,-0.3466789908788016,-0.03012636249925771,-0.3270440180005185
equity_vs_macro,2,60+440,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}","{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 440, ""TLT"": 440, ""DBC"": 440}",2021-04-26,2026-04-24,0.2655798321364098,0.186963249402768,1.356050766493779,-0.174346410560972,1.5232882127133434,3.2420343111644074,0.6721311475409836,261,2016-04-25,2026-04-24,0.16124259261269946,0.17009009225546423,0.9653806949954329,-0.2220821093050519,0.7260494468341738,4.456182236358849,0.628099173553719,522,2009-02-27,2026-04-24,0.12389838182651536,0.15604802467954174,0.8277425541118397,-0.30494268933009505,0.4063005481413511,7.414852437229542,0.5893719806763285,895,0.623546511627907,0.7122093023255814,0.9534883720930233,0.9636627906976745,1.0,1.0,1.0,0.9491279069767442,1.0,1.0,0.998546511627907,0.9927325581395349,0.9327761627906977,-0.06343106273338472,-0.5922405460562614,-0.08147584905317473,-2.0193940918635627,-0.12171516719816,-0.8628650556112518,-0.05240871636502897,-0.9416119048244267,-0.08204557079829256,-0.5713270800434138,-0.1352692963900729,-0.8074663781651621,-0.01927828458021641,-0.14339939876647256,-0.04888497897282351,-0.7471953383729244,-0.13446618701593027,-0.7168096704210438,-0.05050128441731716,-0.997387771876669,-0.06934431223594273,-0.3881197702089523,-0.13336186444235998,-0.71994822813593,-0.04079007886778441,-0.3859545237185984,-0.05796056595406618,-1.1090758178005147,-0.10953800128999513,-0.6896465507435177,-0.0029560893979048153,-0.5096805409483622,-0.0720775565743852,-0.44807031333521374,-0.08581666942294752,-0.4880521101323829
equity_vs_macro,2,60+260,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}","{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 260, ""TLT"": 260, ""DBC"": 260}",2021-04-26,2026-04-24,0.25993479377174444,0.18431624267485516,1.3487764176451305,-0.20451994176100852,1.2709508497488762,3.1704593282180653,0.6229508196721312,261,2016-04-25,2026-04-24,0.19718866971659077,0.16927164964114957,1.1499075505499938,-0.20451994176100863,0.9641537544882308,6.043729017083744,0.628099173553719,522,2009-02-27,2026-04-24,0.14629301531093697,0.1579863811769447,0.9447733312932651,-0.3091468058272452,0.47321535449629454,10.401035675892405,0.5942028985507246,895,0.7180232558139535,0.7267441860465116,0.9840116279069767,0.9956395348837209,0.9927325581395349,0.9927325581395349,0.9636627906976745,0.8648255813953488,0.9825581395348837,0.9825581395348837,0.9927325581395349,0.9956395348837209,0.9326550387596898,-0.06907610109805007,-0.5995148949049101,-0.11164938025321125,-2.27173145482803,-0.0857690900942687,-0.6783382000566909,-0.0348465488209857,-0.7035075971703697,-0.059650937313870944,-0.4542963028619884,-0.13947341288722304,-0.7405515718102187,-0.024923322944881754,-0.1506737476151212,-0.07905851017286003,-0.9995327013373916,-0.09852010991203897,-0.5322828148664829,-0.03293911687327389,-0.7592834642226121,-0.04694967875152112,-0.27108899302752687,-0.1375659809395101,-0.6530334217809866,-0.04643511723244975,-0.39322887256724703,-0.0881340971541027,-1.3614131807649819,-0.07359192418610383,-0.5051196951889567,0.014606078146138457,-0.27157623329430525,-0.04968292308996358,-0.33103953615378834,-0.09002078592009766,-0.42113730377743946
risk_vs_defense,2,60+440,"{""risk"": [""QQQ"", ""EMXC"", ""EFA"", ""DBC""], ""defense"": [""GLD"", ""TLT""]}","{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""DBC"": 60, ""GLD"": 440, ""TLT"": 440}",2021-04-26,2026-04-24,0.26546482468777377,0.1866376711007255,1.3575918841263923,-0.17081715944425402,1.5540875726504977,3.2405633207939037,0.639344262295082,261,2016-04-25,2026-04-24,0.17529501740059894,0.16921575963282018,1.0407279929222835,-0.21531853291865743,0.8141195048306479,5.025518456360423,0.628099173553719,522,2009-02-27,2026-04-24,0.13076893339712647,0.15523198099721555,0.8706018715749934,-0.3073886348547863,0.42541889507041514,8.23194556570096,0.5845410628019324,895,0.627906976744186,0.7063953488372093,0.9447674418604651,0.9607558139534884,0.998546511627907,0.998546511627907,0.9941860465116279,0.9171511627906976,0.998546511627907,0.998546511627907,0.997093023255814,0.9941860465116279,0.9280523255813954,-0.06354607018202074,-0.5906994284236482,-0.07794659793645675,-1.9885947319264083,-0.10766274241026053,-0.7875177576844012,-0.04564513997863451,-0.8535418468279526,-0.07517501922768144,-0.5284677625802602,-0.13771524191476414,-0.788348031236098,-0.019393292028852427,-0.14185828113385934,-0.04535572785610553,-0.7163959784357701,-0.1204137622280308,-0.6414623724941932,-0.043737708030922695,-0.909317713880195,-0.06247376066533161,-0.34526045274579864,-0.13580780996705122,-0.7008298812068658,-0.040905086316420425,-0.3844134060859852,-0.0544313148373482,-1.0782764578633603,-0.09548557650209566,-0.6142992528166671,0.00380748698848965,-0.4216104829518882,-0.06520700500377408,-0.4052109958720601,-0.08826261494763876,-0.46893376320331887
equity_rates_commodity,3,160+390+130,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""rates_gold"": [""GLD"", ""TLT""], ""commodity"": [""DBC""]}","{""QQQ"": 160, ""EMXC"": 160, ""EFA"": 160, ""GLD"": 390, ""TLT"": 390, ""DBC"": 130}",2021-04-26,2026-04-24,0.21863043235721702,0.19354195869298882,1.12057744417311,-0.12898726644298408,1.694976863889566,2.6843003694630125,0.6065573770491803,261,2016-04-25,2026-04-24,0.2024262918709807,0.1717285858920714,1.1613178933441626,-0.22743111647887404,0.8900553934966238,6.313291701536298,0.5950413223140496,522,2009-02-27,2026-04-24,0.1491848393798345,0.16140079943078714,0.9437785965122588,-0.22743111647887437,0.6559561492268011,10.860397379339242,0.5797101449275363,895,0.9898255813953488,0.997093023255814,0.876453488372093,0.6046511627906976,0.9825581395348837,0.9898255813953488,0.9825581395348837,0.9593023255813954,0.9796511627906976,0.9840116279069767,0.9302325581395349,0.8343023255813954,0.9258720930232558,-0.11038046251257749,-0.8277138683769305,-0.036116704935186816,-1.84770544068734,-0.08053146793987875,-0.6669278572625221,-0.05775772353885111,-0.7776059581619768,-0.0567591132449734,-0.4552910376429947,-0.057757723538852224,-0.557810777079712,-0.06622768435940918,-0.37887272108714165,-0.0035258348548355967,-0.5755066871967018,-0.09328248775764902,-0.5208724720723141,-0.0558502915911393,-0.8333818252142191,-0.044057854682623576,-0.2720837278085332,-0.0558502915911393,-0.4702926270504799,-0.08773947864697718,-0.6214278460392675,-0.012601421836078264,-0.9373871666242921,-0.06835430203171389,-0.49370935239478797,-0.008305096571726955,-0.3456745942859123,-0.04679109902106604,-0.33203427093479465,-0.008305096571726844,-0.23839650904693288
equity_rates_commodity,3,160+390+100,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""rates_gold"": [""GLD"", ""TLT""], ""commodity"": [""DBC""]}","{""QQQ"": 160, ""EMXC"": 160, ""EFA"": 160, ""GLD"": 390, ""TLT"": 390, ""DBC"": 100}",2021-04-26,2026-04-24,0.23947622984538364,0.18832199289894888,1.2367732088039516,-0.1441995760615281,1.6607276968914402,2.921572377002259,0.6065573770491803,261,2016-04-25,2026-04-24,0.20839781789674183,0.16995082303471803,1.2008780966401467,-0.2366126068488824,0.8807553438174976,6.633789793618428,0.6115702479338843,522,2009-02-27,2026-04-24,0.1576145324263949,0.16032564733622048,0.9946949755829575,-0.2366126068488823,0.6661290559511851,12.310893977568249,0.6038647342995169,895,0.9069767441860465,0.9433139534883721,0.8982558139534884,0.8023255813953488,0.9636627906976745,0.9738372093023255,0.9898255813953488,0.9723837209302325,0.9200581395348837,0.9520348837209303,0.9215116279069767,0.8590116279069767,0.9252664728682171,-0.08953466502441088,-0.7115181037460889,-0.051329014553730845,-1.8819546076854659,-0.07455994191411763,-0.627367653966538,-0.06693921390885949,-0.7869060078411029,-0.04832942019841302,-0.40437465857229604,-0.06693921390886015,-0.5476378703553281,-0.04538188687124256,-0.26267695645630007,-0.018738144473379625,-0.6097558541948276,-0.0873109617318879,-0.48131226877633004,-0.06503178196114767,-0.8426818748933452,-0.035628161636063194,-0.2211673487378345,-0.06503178196114723,-0.46011972032609594,-0.06689368115881056,-0.5052320814084259,-0.027813731454622292,-0.9716363336224179,-0.06238277600595277,-0.4541491490988039,-0.017486586941735327,-0.3549746439650384,-0.03836140597450566,-0.28111789186409597,-0.017486586941734772,-0.2282236023225489
