scheme,group_count,lb_spec,groups_json,last_5y_start,last_5y_end,last_5y_cagr,last_5y_vol,last_5y_sharpe,last_5y_maxdd,last_5y_calmar,last_5y_final_nav,last_5y_monthly_win,last_5y_rebalances,last_10y_start,last_10y_end,last_10y_cagr,last_10y_vol,last_10y_sharpe,last_10y_maxdd,last_10y_calmar,last_10y_final_nav,last_10y_monthly_win,last_10y_rebalances,full_common_start,full_common_end,full_common_cagr,full_common_vol,full_common_sharpe,full_common_maxdd,full_common_calmar,full_common_final_nav,full_common_monthly_win,full_common_rebalances,lb_map_json
baseline_mix_130_260_390,1,130+260+390,{},2021-04-26,2026-04-24,0.3290108948697945,0.1523104372867008,1.9482913125500405,-0.09287056150779727,3.542682304576906,4.1388696587795755,0.6557377049180327,261,2016-04-25,2026-04-24,0.28295775981085947,0.14209719957393527,1.8282457506066847,-0.16967339294002293,1.6676613516586005,12.069219193872076,0.6859504132231405,522,2009-02-27,2026-04-24,0.2059439526248079,0.14123809590659236,1.3990696341552535,-0.16967339294002215,1.2137669263065132,24.829872463296415,0.642512077294686,895,
baseline_single_160,1,160,{},2021-04-26,2026-04-24,0.2848581167166262,0.17814005839556576,1.4994501652602517,-0.1254614315881485,2.2704835510862678,3.4962726767618366,0.6721311475409836,261,2016-04-25,2026-04-24,0.29570877962862974,0.16213132085693727,1.6821903654164767,-0.17158082488773474,1.7234372187108429,13.323305078608943,0.7024793388429752,522,2009-02-27,2026-04-24,0.1932426940624581,0.1555307115696853,1.215862324320792,-0.17158082488773507,1.126248776277281,20.706220728307414,0.6521739130434783,895,
baseline_single_390,1,390,{},2021-04-26,2026-04-24,0.3063699110041942,0.16126873232369968,1.7420052902123775,-0.11638584460690582,2.632364030513858,3.798532600676917,0.6721311475409836,261,2016-04-25,2026-04-24,0.2707805939026946,0.15208853899729366,1.6550272457389505,-0.21912601990714708,1.235729987782536,10.971811720320666,0.6942148760330579,522,2009-02-27,2026-04-24,0.19597593840090055,0.14928595153448734,1.2758128674470535,-0.21912601990714753,0.894352658273734,21.53499114106472,0.642512077294686,895,
equity_vs_macro,2,60+60,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}",2021-04-26,2026-04-24,0.22691793843320585,0.17955739711421928,1.2312520299571321,-0.1880379753241771,1.2067665483102537,2.7767096070274175,0.5901639344262295,261,2016-04-25,2026-04-24,0.23765131578926146,0.1658907378347045,1.3707290045795784,-0.18803797532417776,1.2638474509180937,8.425638042690462,0.6363636363636364,522,2009-02-27,2026-04-24,0.16539513516662474,0.15843514144328985,1.047038626804433,-0.2885251547161668,0.573243380908435,13.809900937908678,0.5845410628019324,895,"{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 60, ""TLT"": 60, ""DBC"": 60}"
equity_vs_macro,2,60+100,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}",2021-04-26,2026-04-24,0.27067233898034315,0.1770519842555016,1.4446222801826278,-0.20998427400591113,1.289012428486543,3.307706874341864,0.6229508196721312,261,2016-04-25,2026-04-24,0.22729310476514053,0.16403169912116064,1.3330037056179755,-0.20998427400591102,1.0824291763808096,7.7467163042857985,0.6115702479338843,522,2009-02-27,2026-04-24,0.16252229830209486,0.15745049662790905,1.0368847312655973,-0.2099842740059108,0.7739736657494649,13.237455073002193,0.5797101449275363,895,"{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 100, ""TLT"": 100, ""DBC"": 100}"
equity_vs_macro,2,60+130,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}",2021-04-26,2026-04-24,0.2681521173576631,0.17954723087457186,1.4159068717311054,-0.20546565607462275,1.3050945957618987,3.275074648636599,0.6557377049180327,261,2016-04-25,2026-04-24,0.2139605907424047,0.1687038591011773,1.2357624609361857,-0.2054656560746232,1.0413447912905514,6.94544495348862,0.6446280991735537,522,2009-02-27,2026-04-24,0.14574272036443725,0.15829904836936357,0.9401159973783978,-0.2776247398019416,0.5249630147097503,10.315720889673349,0.5748792270531401,895,"{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 130, ""TLT"": 130, ""DBC"": 130}"
equity_vs_macro,2,60+160,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}",2021-04-26,2026-04-24,0.2858079560882978,0.183866346386051,1.4624052653303021,-0.1975141881790412,1.4470249389336056,3.509199030048766,0.6721311475409836,261,2016-04-25,2026-04-24,0.222382940697889,0.17078806301629926,1.2633644823595511,-0.19751418817903976,1.125908689133292,7.442428358729486,0.6528925619834711,522,2009-02-27,2026-04-24,0.1515739011887789,0.15904690656100212,0.968427005855522,-0.3100172146308169,0.48892091805056775,11.254238616479732,0.5797101449275363,895,"{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 160, ""TLT"": 160, ""DBC"": 160}"
equity_vs_macro,2,60+200,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}",2021-04-26,2026-04-24,0.25040154144963767,0.18951130485818243,1.2762592283136394,-0.21367520155587494,1.1718792804515454,3.0524577475320824,0.6065573770491803,261,2016-04-25,2026-04-24,0.20880820506953102,0.17227723637492653,1.1887368272298904,-0.21367520155587705,0.9772224551519925,6.656344161717757,0.628099173553719,522,2009-02-27,2026-04-24,0.1448432886604245,0.16087082384695214,0.9226268076024663,-0.29247237911782276,0.4952374959211935,10.177695096980138,0.5942028985507246,895,"{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 200, ""TLT"": 200, ""DBC"": 200}"
equity_vs_macro,2,60+260,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}",2021-04-26,2026-04-24,0.25993479377174444,0.18431624267485516,1.3487764176451305,-0.20451994176100852,1.2709508497488762,3.1704593282180653,0.6229508196721312,261,2016-04-25,2026-04-24,0.19718866971659077,0.16927164964114957,1.1499075505499938,-0.20451994176100863,0.9641537544882308,6.043729017083744,0.628099173553719,522,2009-02-27,2026-04-24,0.14629301531093697,0.1579863811769447,0.9447733312932651,-0.3091468058272452,0.47321535449629454,10.401035675892405,0.5942028985507246,895,"{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 260, ""TLT"": 260, ""DBC"": 260}"
equity_vs_macro,2,60+390,"{""equity"": [""QQQ"", ""EMXC"", ""EFA""], ""macro"": [""GLD"", ""TLT"", ""DBC""]}",2021-04-26,2026-04-24,0.255456477750194,0.1815904946827532,1.3463894955409597,-0.19656657415509216,1.2995926639523023,3.114581321736038,0.639344262295082,261,2016-04-25,2026-04-24,0.18144272729490374,0.16685894566780576,1.0844224647239442,-0.2439839144120074,0.7436667607050009,5.294553603207145,0.6115702479338843,522,2009-02-27,2026-04-24,0.14140303014783728,0.1556167735704141,0.9291338765682519,-0.24925238240640524,0.5673086402732155,9.665639098345832,0.5893719806763285,895,"{""QQQ"": 60, ""EMXC"": 60, ""EFA"": 60, ""GLD"": 390, ""TLT"": 390, ""DBC"": 390}"
