ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav,mode,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,target_vol,vol_window,scale_threshold
60,20,last_1y,2025-05-06,2026-04-30,242,0.6537608306072863,0.18111616670163846,0.8856288152729201,0.18417300627562022,3.507814732229277,-0.062068609892664495,14.268545997798915,0.8652743528274001,1.8652743528274,formal,20,0.2,1.03,0.5,,0.2,40,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.5716040351012103,0.1883742465969992,0.40423337086344024,0.17849972736407438,1.9987678232967265,-0.11042852267079417,3.6605884158074566,1.7593330223138,2.7593330223138,formal,20,0.2,1.03,0.5,,0.2,40,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6552110681502347,0.22237098323414492,0.30617059168887995,0.1714478773630758,1.6501054516481486,-0.16678345057562083,1.8357372427071832,2.7845527859214383,3.7845527859214383,formal,20,0.2,1.03,0.5,,0.2,40,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6485186635592497,0.236078464980274,0.27537723302664463,0.16976981507581088,1.52264620083296,-0.1916017834455307,1.437237316243092,10.352332364656391,11.352332364656391,formal,20,0.2,1.03,0.5,,0.2,40,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6380026668730558,0.22797088930054668,0.2638990412428295,0.18261165933016754,1.379812572799952,-0.3057818841761736,0.8630303327282343,37.46539566274109,38.46539566274109,formal,20,0.2,1.03,0.5,,0.2,40,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6551813912594728,0.1807195956349703,0.891127369167644,0.18466878107243473,3.5145449950430505,-0.062068609892664495,14.357134318114651,0.8706203459793396,1.8706203459793396,formal,20,0.2,1.03,0.5,,0.2,40,0.05
60,20,last_3y,2023-05-04,2026-04-30,726,0.5722281073577893,0.18828280175758944,0.40601157384889897,0.17880355020657449,2.002787169985112,-0.11042852267079417,3.6766911666407704,1.769792875584704,2.769792875584704,formal,20,0.2,1.03,0.5,,0.2,40,0.05
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6554542850725579,0.22228442011166885,0.3073830620067748,0.17174618630582636,1.6529645682551612,-0.16678345057562216,1.8430069706910317,2.8020903702986057,3.8020903702986057,formal,20,0.2,1.03,0.5,,0.2,40,0.05
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6489188173819741,0.23601660422510215,0.276878623356938,0.1699239002568743,1.528360281044825,-0.19160178344553225,1.4450733097463464,10.486517153282678,11.486517153282678,formal,20,0.2,1.03,0.5,,0.2,40,0.05
60,20,full_common,2010-09-29,2026-04-30,3785,0.638103311674893,0.22763712690148527,0.2660784724039973,0.18277580130468454,1.3882042397049814,-0.3050751929055209,0.8721734136095407,38.51214993483023,39.51214993483023,formal,20,0.2,1.03,0.5,,0.2,40,0.05
60,20,last_1y,2025-05-06,2026-04-30,242,0.6479174977767458,0.17775590165692753,0.8639746066576226,0.18113228221540478,3.5003813443770992,-0.062068609892664495,13.919670637890835,0.8442183520148385,1.8442183520148385,formal,20,0.2,1.03,0.5,,0.2,40,0.1
60,20,last_3y,2023-05-04,2026-04-30,726,0.569598398941573,0.1872949037649085,0.39932827413536565,0.17756386577318523,1.9885628729658802,-0.11042852267079417,3.616169667739102,1.7306163112485273,2.7306163112485273,formal,20,0.2,1.03,0.5,,0.2,40,0.1
