version_v75,candidate_v75,lbs,recent_weighted_sharpe_v75,mean_recent_cagr_v75,worst_recent_maxdd_v75,10y_cagr_v75,10y_maxdd_v75,10y_sharpe_v75,10y_calmar_v75,10y_annual_turnover_v75,10y_total_trade_cost_v75,version_v76,candidate_v76,recent_weighted_sharpe_v76,mean_recent_cagr_v76,worst_recent_maxdd_v76,10y_cagr_v76,10y_maxdd_v76,10y_sharpe_v76,10y_calmar_v76,10y_annual_turnover_v76,10y_total_trade_cost_v76,delta_recent_weighted_sharpe,delta_mean_recent_cagr,delta_worst_recent_maxdd,delta_10y_cagr,delta_10y_maxdd,delta_10y_sharpe,delta_10y_annual_turnover
V7.5,lbs_180_240_390,"(180, 240, 390)",2.049426878297609,0.4182192178107853,-0.13896979622706762,0.3327685712979147,-0.13896979622706762,1.9296067497555018,2.394538815860336,14.085886295677636,0.1405234847116412,V7.6,lbs_180_240_390,1.980042997977741,0.41301639166436477,-0.12049680603304602,0.32625411312544417,-0.12049680603304558,1.8409578061081704,2.7075747803304497,14.218096529475444,0.1418424391869098,-0.06938388031986786,-0.005202826146420536,0.0184729901940216,-0.006514458172470539,0.018472990194022043,-0.08864894364733145,0.13221023379780839
V7.5,lbs_180_240_420,"(180, 240, 420)",2.041563216712242,0.4145405430486151,-0.1484601304232177,0.32985243082570115,-0.1484601304232177,1.9228271923988727,2.2218250104279544,14.006375406569365,0.13973026893696583,V7.6,lbs_180_240_420,1.9752513619844496,0.41108718194978106,-0.12161189562956243,0.32473229942735315,-0.12161189562956243,1.8367879607180209,2.670234665336592,14.227513323995895,0.14193638292272093,-0.06631185472779233,-0.00345336109883404,0.02684823479365528,-0.0051201313983479935,0.02684823479365528,-0.08603923168085181,0.22113791742653
V7.5,lbs_160_240_390,"(160, 240, 390)",2.0213388593877237,0.4132511556853744,-0.1389255965219226,0.3302765780445678,-0.1389255965219226,1.9187838237803565,2.377363036857285,14.259009918545514,0.14225059894929928,V7.6,lbs_160_240_390,1.9670744254846155,0.41045772706894396,-0.1205074722516688,0.3250268799467302,-0.12050747225166858,1.8368971649856927,2.697151254388126,14.311906354219204,0.1427783038670916,-0.0542644339031082,-0.002793428616430449,0.0184181242702538,-0.005249698097837596,0.01841812427025402,-0.08188665879466384,0.052896435673689624
V7.5,lbs_180_280_390,"(180, 280, 390)",2.0211553082925215,0.40972284534617176,-0.15426701228426853,0.3216626639979787,-0.15426701228426853,1.8795066782006546,2.0851033492840934,14.348397711931876,0.14314234860236802,V7.6,lbs_180_280_390,1.9669709132218112,0.40874730918910424,-0.12344184491750687,0.32073613010612867,-0.12344184491750687,1.8179900891899778,2.598277191340333,14.355550442177046,0.14321370560171864,-0.05418439507071038,-0.0009755361570675247,0.030825167366761663,-0.0009265338918500454,0.030825167366761663,-0.0615165890106768,0.007152730245170602
V7.5,lbs_180_260_390,"(180, 260, 390)",2.0220630876282657,0.4139901911015011,-0.1462091698674325,0.3244143057210509,-0.1462091698674325,1.8878692482412598,2.218836930783456,14.127516182420694,0.14093879239129214,V7.6,lbs_180_260_390,1.96604245367825,0.4108754149971342,-0.12131869047542165,0.32210278011194715,-0.12131869047542143,1.820500141516112,2.6550136574150014,14.225637767958586,0.141917672018444,-0.056020633950015775,-0.00311477610436689,0.024890479392010834,-0.0023115256091037484,0.024890479392011056,-0.06736910672514784,0.09812158553789274
V7.5,lbs_180_240_360,"(180, 240, 360)",2.020143936683635,0.4118412017642716,-0.14189235885425222,0.3260879918719104,-0.14189235885425222,1.898359733406118,2.298136379611947,14.231062154724322,0.1419717867340355,V7.6,lbs_180_240_360,1.9654551475914785,0.4097704860144663,-0.12049680437506982,0.32290480821301815,-0.12049680437506982,1.8252283313064825,2.6797790189349247,14.299084342829131,0.14265038903917635,-0.054688789092156576,-0.002070715749805274,0.0213955544791824,-0.0031831836588922524,0.0213955544791824,-0.07313140209963542,0.06802218810480909
V7.5,lbs_160_240_420,"(160, 240, 420)",2.0149353140764736,0.40984997058675715,-0.1485681688014825,0.3272664395766325,-0.1485681688014825,1.9110581997991607,2.202803212940771,14.304760114131945,0.1427070116147925,V7.6,lbs_160_240_420,1.963062084318053,0.40867669604737067,-0.12050747220826108,0.32347989954460954,-0.12050747220826064,1.832512164277037,2.6843140397598964,14.368230942333797,0.14334020868661573,-0.05187322975842057,-0.0011732745393864819,0.028060696593221413,-0.0037865400320229448,0.028060696593221857,-0.07854603552212369,0.06347082820185257
V7.5,lbs_180_260_420,"(180, 260, 420)",2.015175886419798,0.4102920823248932,-0.15665852537310554,0.32199671538639185,-0.15665852537310554,1.884161163174169,2.0554049938840473,14.026752489108874,0.13993355459372903,V7.6,lbs_180_260_420,1.9615754410674133,0.40892792746899986,-0.12585687068691642,0.32081950016821303,-0.12585687068691642,1.8174969651317563,2.5490821312909393,14.22461976181252,0.1419075161952249,-0.05360044535238484,-0.0013641548558933625,0.030801654686189117,-0.0011772152181788176,0.030801654686189117,-0.06666419804241275,0.19786727270364501
V7.5,lbs_180_280_420,"(180, 280, 420)",2.011078632233394,0.4052094272902247,-0.1657312224873504,0.3180546465573779,-0.1657312224873504,1.8692174480867545,1.919099140064895,14.242694232586391,0.1420878305584214,V7.6,lbs_180_280_420,1.961204605620272,0.406408434680007,-0.13054049370534493,0.3188773356141952,-0.13054049370534493,1.8121113120964274,2.44274651154578,14.338533822629476,0.14304394456385122,-0.0498740266131219,0.0011990073897822917,0.035190728782005465,0.0008226890568172607,0.035190728782005465,-0.0571061359903271,0.0958395900430844
V7.5,lbs_160_280_390,"(160, 280, 390)",1.9973678140695983,0.40571589640118333,-0.15521389638960603,0.3194050073323793,-0.15521389638960603,1.8707391092622825,2.0578376985694202,14.493540927330796,0.14459032496551438,V7.6,lbs_160_280_390,1.9556193812837952,0.40669301712667516,-0.12356295704105447,0.3196246073537776,-0.12356295704105447,1.8145971947391017,2.586734851672258,14.427863782360657,0.14393511725735988,-0.04174843278580309,0.0009771207254918313,0.031650939348551566,0.00021960002139831403,0.031650939348551566,-0.056141914523180736,-0.06567714497013988
