version,candidate,segment,start,end,name,lbs,abs_threshold,rebalance_threshold,min_turnover,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,days,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate,avg_bil,avg_cash,avg_risky,max_risky,annual_turnover,total_trade_cost
V7.5,lbs_140_240_360,full_common,2008-10-31,2026-05-05,lbs_140_240_360,"(140, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4403,0.20695612637173677,0.14140783549372596,1.4014832175976286,-0.13413488402469742,1.5428956298469771,26.75049072801195,0.6367924528301887,0.1444651846976675,0.04247104247104247,0.9710025923889469,1.6477932660966275,14.99321251495149,0.2619647408862358
V7.5,lbs_140_240_360,1Y,2025-05-05,2026-05-05,lbs_140_240_360,"(140, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.5980286840955558,0.17890919695069973,2.711892984736957,-0.10984257771680128,5.4444159680721205,1.5980286840955558,0.8461538461538461,0.003990521919679941,0.0,1.231954472656225,1.5831400284273878,13.006977648745986,0.013006977648745987
V7.5,lbs_140_240_360,3Y,2023-05-05,2026-05-05,lbs_140_240_360,"(140, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.39289743142559197,0.17355128213730645,1.997478263314688,-0.11015546567385048,3.5667538512241146,2.688270596098396,0.7567567567567568,0.02381067206116612,0.02925531914893617,1.1604340952879768,1.5831400284273878,14.534638960542887,0.043373208326699414
V7.5,lbs_140_240_360,5Y,2021-05-05,2026-05-05,lbs_140_240_360,"(140, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.28462828937760243,0.16079911309881117,1.6388567264935905,-0.11015546567385093,2.5838780457824204,3.4846629769846666,0.7049180327868853,0.12385244459087684,0.041401273885350316,0.9810230511063768,1.5831400284273878,13.96772854336548,0.0696169327399486
V7.5,lbs_140_240_360,10Y,2016-05-05,2026-05-05,lbs_140_240_360,"(140, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.316298701299649,0.15440332223267167,1.8581191106807973,-0.13413488402469698,2.358064448331069,15.513248717057524,0.7024793388429752,0.11753096889909975,0.049323786793953855,1.004446358179535,1.6477932660966275,14.8153882844918,0.14780113550481108
V7.5,lbs_140_240_390,full_common,2008-12-15,2026-05-05,lbs_140_240_390,"(140, 240, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4373,0.2106978397750121,0.14159837814834608,1.4216512167555477,-0.13379326619730258,1.5748015259923447,27.601594538760317,0.6428571428571429,0.14293091484688686,0.03887491424651269,0.9786547968615767,1.6477932660966275,14.695705641027365,0.25501714590560587
V7.5,lbs_140_240_390,1Y,2025-05-05,2026-05-05,lbs_140_240_390,"(140, 240, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.6077531230497879,0.1784355903098205,2.7527152170544524,-0.10984258236954125,5.532946421499232,1.607753123049788,0.8461538461538461,0.005687843190840213,0.0,1.2297429640484598,1.583139227829671,12.790737716867683,0.012790737716867681
V7.5,lbs_140_240_390,3Y,2023-05-05,2026-05-05,lbs_140_240_390,"(140, 240, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.3976090658314535,0.17296711985785396,2.0231948185739026,-0.11095117550666933,3.583639957086827,2.7154975647888673,0.7567567567567568,0.024724989328979652,0.02925531914893617,1.1564977440052302,1.583139227829671,14.096161593312463,0.04206473618321814
V7.5,lbs_140_240_390,5Y,2021-05-05,2026-05-05,lbs_140_240_390,"(140, 240, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.28772430526102055,0.16056534346751908,1.656013870447376,-0.110951175506669,2.5932515266025837,3.526722137866929,0.7049180327868853,0.12445720635510119,0.041401273885350316,0.9783763931779745,1.583139227829671,13.787340838888689,0.06871785751446108
V7.5,lbs_140_240_390,10Y,2016-05-05,2026-05-05,lbs_140_240_390,"(140, 240, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.32259185169430293,0.15438481325625858,1.8892323101586004,-0.1337932661973027,2.4111217317811953,16.269242628756928,0.7107438016528925,0.11665888472821999,0.049323786793953855,1.0062291416561542,1.6477932660966275,14.66980089717573,0.14634872799801502
