version,candidate,lbs,recent_weighted_sharpe,mean_recent_cagr,worst_recent_maxdd,10y_cagr,10y_maxdd,10y_sharpe,10y_calmar,10y_annual_turnover,10y_total_trade_cost
V7.5,lbs_180_240_390,"(180, 240, 390)",2.049426878297609,0.4182192178107853,-0.13896979622706762,0.3327685712979147,-0.13896979622706762,1.9296067497555018,2.394538815860336,14.085886295677636,0.1405234847116412
V7.5,lbs_180_240_420,"(180, 240, 420)",2.041563216712242,0.4145405430486151,-0.1484601304232177,0.32985243082570115,-0.1484601304232177,1.9228271923988727,2.2218250104279544,14.006375406569365,0.13973026893696583
V7.5,lbs_180_260_390,"(180, 260, 390)",2.0220630876282657,0.4139901911015011,-0.1462091698674325,0.3244143057210509,-0.1462091698674325,1.8878692482412598,2.218836930783456,14.127516182420694,0.14093879239129214
V7.5,lbs_160_240_390,"(160, 240, 390)",2.0213388593877237,0.4132511556853744,-0.1389255965219226,0.3302765780445678,-0.1389255965219226,1.9187838237803565,2.377363036857285,14.259009918545514,0.14225059894929928
V7.5,lbs_180_280_390,"(180, 280, 390)",2.0211553082925215,0.40972284534617176,-0.15426701228426853,0.3216626639979787,-0.15426701228426853,1.8795066782006546,2.0851033492840934,14.348397711931876,0.14314234860236802
V7.5,lbs_180_240_360,"(180, 240, 360)",2.020143936683635,0.4118412017642716,-0.14189235885425222,0.3260879918719104,-0.14189235885425222,1.898359733406118,2.298136379611947,14.231062154724322,0.1419717867340355
V7.5,lbs_180_260_420,"(180, 260, 420)",2.015175886419798,0.4102920823248932,-0.15665852537310554,0.32199671538639185,-0.15665852537310554,1.884161163174169,2.0554049938840473,14.026752489108874,0.13993355459372903
V7.5,lbs_160_240_420,"(160, 240, 420)",2.0149353140764736,0.40984997058675715,-0.1485681688014825,0.3272664395766325,-0.1485681688014825,1.9110581997991607,2.202803212940771,14.304760114131945,0.1427070116147925
V7.5,lbs_180_280_420,"(180, 280, 420)",2.011078632233394,0.4052094272902247,-0.1657312224873504,0.3180546465573779,-0.1657312224873504,1.8692174480867545,1.919099140064895,14.242694232586391,0.1420878305584214
V7.5,lbs_160_280_390,"(160, 280, 390)",1.9973678140695983,0.40571589640118333,-0.15521389638960603,0.3194050073323793,-0.15521389638960603,1.8707391092622825,2.0578376985694202,14.493540927330796,0.14459032496551438
