weight_label,w_suba,w_adk,w_microcap,w_subb,last_1y_annual,last_1y_sharpe,last_1y_max_dd,last_1y_calmar,last_3y_annual,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_5y_annual,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_10y_annual,last_10y_sharpe,last_10y_max_dd,last_10y_calmar,weighted_annual,weighted_sharpe,weighted_max_dd,weighted_calmar
5.0%/5.0%/35.0%/55.0%,0.05,0.05,0.35,0.55,39.17703359127207,2.8355212948535353,-4.867413876146232,8.048839607263977,33.522507316646696,2.3509437942129936,-7.34966657370959,4.5610922591454255,29.579199426593462,2.100110169625286,-7.425322814221113,3.9835573707237133,30.292734459764414,2.405796956772245,-7.425322814221125,4.079652187208234,32.50606256778953,2.344066625087265,-7.015156789330849,4.809901139625031
5.0%/5.0%/32.5%/57.5%,0.05,0.05,0.325,0.575,39.73348564294268,2.879424981145016,-4.689345094597042,8.473141737579244,33.630899514385185,2.383584525282584,-7.253443118138336,4.636542806861753,29.263317125203315,2.110879949973916,-7.3165598645553604,3.9996005864679267,30.087739180972093,2.397046985998225,-7.316559864555372,4.112279505390274,32.48615954744319,2.364533361411261,-6.9003867878156555,4.910463374110815
5.0%/5.0%/30.0%/60.0%,0.05,0.05,0.3,0.6,40.32737239289137,2.914465128144511,-4.8175765171053815,8.3708836278374,33.746020190083634,2.4110478435715668,-7.150678810248145,4.719275062630392,28.93391701357695,2.1158430338111476,-7.202257856488059,4.017339782900471,29.874548645819775,2.3795253226887807,-7.202257856488059,4.14794210941888,32.46826617708787,2.3785103747089438,-6.826502989396686,4.935639056524244
5.0%/5.0%/27.5%/62.5%,0.05,0.05,0.275,0.625,40.96260288880307,2.9381899357050485,-5.12235888348328,7.9968240844827125,33.86851629621397,2.4312157033658965,-7.040683257009395,4.810401925480168,28.590084932301686,2.113282446362782,-7.1300846287819075,4.0097819900892215,29.65263121719992,2.3522382647518487,-7.130084628781885,4.158804945666658,32.452795545880925,2.384138582473572,-6.797635286866731,4.910408724971692
5.0%/5.0%/25.0%/65.0%,0.05,0.05,0.25,0.65,41.64365006472301,2.948197182237676,-5.4454412338655,7.6474335643802105,33.99912052431673,2.441666718070944,-6.9226653600453325,4.911276041240579,28.230819725631285,2.1013073072793085,-7.430441474852756,3.7993462193564635,29.421405653756572,2.3144061103186124,-7.430441474852756,3.9595770659561778,32.44023744525374,2.379431402756032,-6.954969798522069,4.789769385759423
5.0%/5.0%/22.5%/67.5%,0.05,0.05,0.225,0.675,42.3756562216653,2.9423838420964836,-5.788522753339231,7.3206339557394005,34.138666004620546,2.4398128543711493,-6.79571425874591,5.023558187527523,27.85502230969925,2.07797709150618,-7.744383745625727,3.5968029509685193,29.180234899624445,2.2655603816954306,-7.744383745625716,3.7679221301638632,32.43117457820539,2.3624181146258527,-7.118970276374815,4.6804098113591035
5.0%/5.0%/20.0%/70.0%,0.05,0.05,0.2,0.7,43.16456310586953,2.9192237735307325,-6.153519708821731,7.014613611131934,34.28810413938126,2.4231357271100404,-6.658775775703784,5.149310518082021,27.46148299944473,2.0414975828295017,-8.072854491067528,3.401706673869866,28.928418878222416,2.2056261056395057,-8.072854491067528,3.5834188402913996,32.42630279620289,2.3313491403543756,-7.290026723353347,4.58256088489666
5.0%/7.5%/57.5%/30.0%,0.05,0.075,0.575,0.3,35.08992620340416,2.3385748505182162,-5.993097177209594,5.855057104170326,32.77011488743236,2.039377660866337,-8.625781190830406,3.799089515772608,32.18555255818971,1.9434302328754645,-8.625781190830406,3.7313203113017064,31.97638090288393,2.2900233591692323,-8.625781190830406,3.707070721533751,32.79442967191093,2.0882724942627475,-8.230878588787283,4.069962613331621
5.0%/7.5%/55.0%/32.5%,0.05,0.075,0.55,0.325,35.41323420925495,2.3938737045296543,-5.880907573761651,6.021729429528053,32.83687121063154,2.0747550362337948,-8.48626620801073,3.869413285625511,31.966134123555246,1.9670352514154508,-8.48626620801074,3.7668078445830897,31.8301529339561,2.317805762521357,-8.48626620801075,3.7507841674716147,32.76755993844703,2.1213785207348876,-8.095462412873374,4.13855443512296
5.0%/7.5%/52.5%/35.0%,0.05,0.075,0.525,0.35,35.75301772892205,2.451322721010244,-5.762565909666206,6.204357275801299,32.90683068715241,2.1117411557860555,-8.339559053321688,3.9458717753243144,31.73897798688643,1.9913010435637266,-8.339559053321699,3.805834071556169,31.6791085220812,2.344937023675477,-8.339559053321699,3.798655099092225,32.74085197356408,2.155503731475282,-7.95301008177337,4.213548902642198
5.0%/7.5%/50.0%/37.5%,0.05,0.075,0.5,0.375,36.11056905622665,2.5106684913760295,-5.637551885077086,6.405363496842192,32.980229611812526,2.1502602540134657,-8.185088864241008,4.029306237088818,31.50365896633054,2.0160771265141095,-8.185088864241008,3.8489086054964696,31.522995388173534,2.370945686583634,-8.185088864240985,3.85127100157595,32.7143956690101,2.1904602098786006,-7.802958317366416,4.295870369667572
5.0%/7.5%/47.5%/40.0%,0.05,0.075,0.475,0.4,36.48731926528581,2.571515133157772,-5.505284826885493,6.627689649606703,33.05732811587154,2.1901636568541405,-8.022222721805106,4.120719314613246,31.259719478217885,2.04114301869983,-8.022222721805106,3.8966406895250145,31.36154259331514,2.395251057434828,-8.022222721805106,3.9093333208104175,32.68829593672144,2.2259722650327793,-7.644682037567163,4.386629447010959
5.0%/7.5%/45.0%/42.5%,0.05,0.075,0.45,0.425,36.884857354086044,2.6332836265402078,-5.3651146703022405,6.874942964081727,33.13841325161822,2.2312026938142595,-7.850256982623016,4.221315725710885,31.006666323811416,2.0661864057315262,-7.859117166905993,3.9453116253791944,31.194458715943775,2.4171501010749408,-7.859117166906005,3.9692064710907573,32.662675261904845,2.261651243983297,-7.48191572791639,4.4849419881574
5.0%/7.5%/42.5%/45.0%,0.05,0.075,0.425,0.45,37.30495264678915,2.69516577472803,-5.21631127407619,7.1515963459055385,33.22380256887638,2.2729940781820765,-7.6684071162525065,4.332555909617981,30.743967077800004,2.090776172472263,-7.719812241565604,3.9824760131167416,31.02142980398883,2.435808005543868,-7.719812241565593,4.01841765489592,32.63767674395343,2.296965654769803,-7.326295302582606,4.585763273077371
5.0%/7.5%/40.0%/47.5%,0.05,0.075,0.4,0.475,37.7495811208421,2.7560758937404795,-5.058051698718491,7.463265179833243,33.31384827749246,2.3149769401404567,-7.475795738365287,4.456227730584987,30.471046018554816,2.1143301584197935,-7.573969359168897,4.023127711979343,30.842117067926477,2.4502556389358556,-7.573969359168908,4.072120655015534,32.61346773193183,2.3312072143975375,-7.162220942820074,4.698082280124832
5.0%/7.5%/37.5%/50.0%,0.05,0.075,0.375,0.5,38.22095648523089,2.8146063858237396,-4.889404979799772,7.817097712940133,33.408942111008734,2.3563617056562918,-7.2714384546128,4.594543750805595,30.187279529417353,2.136078438313902,-7.421117193384797,4.067754051415112,30.656154274572046,2.4593980357137393,-7.421117193384797,4.130935204998383,32.59024418811957,2.3634547136201896,-6.988972802776844,4.824009168468025
5.0%/7.5%/35.0%/52.5%,0.05,0.075,0.35,0.525,38.721567041220226,2.868997460419287,-4.709313801369719,8.222337409318092,33.50952103337055,2.396073080169649,-7.128641717076222,4.700688064193288,29.89199088728105,2.155024667422154,-7.2607379980331626,4.116935619406512,30.463144793967032,2.462038643673199,-7.2607379980331626,4.195598960080792,32.568235947506146,2.392539627271004,-6.831790670198717,4.948858744669762
5.0%/7.5%/32.5%/55.0%,0.05,0.075,0.325,0.55,39.25421962096707,2.917135913628826,-4.516572307382571,8.691152703744834,33.61607396430466,2.4326930379988183,-7.026409981746696,4.784246016334509,29.58444433891787,2.169910877316989,-7.09226174809473,4.171369499562739,30.262658242630792,2.4569238710829846,-7.092261748094719,4.266996808283425,32.54771308566756,2.417020338067304,-6.682860213766091,5.078187857368276
5.0%/7.5%/30.0%/57.5%,0.05,0.075,0.3,0.575,39.82209224200513,2.95660159561384,-4.521528781973494,8.807218567482863,33.72914974212791,2.464415353837477,-6.9173162139949955,4.876045665497794,29.26383834618793,2.179195251388547,-6.951433274191543,4.2097560592051195,30.05422665531954,2.4428109194241836,-6.951433274191565,4.323457547510556,32.52899366550924,2.4351755890848117,-6.575006629290047,5.149632020895032
5.0%/7.5%/27.5%/60.0%,0.05,0.075,0.275,0.6,40.42879756363975,2.9847803024572275,-4.802889676519451,8.417598630526449,33.8493665981652,2.489030682837863,-6.800645527997684,4.977375523957279,28.929297857555735,2.1810575642431758,-6.825635609653801,4.23833024673039,29.83734010373884,2.4185584785030296,-6.825635609653801,4.371364340273096,32.51245320960911,2.4450317036224023,-6.513477191104008,5.143841465360615
5.0%/7.5%/25.0%/62.5%,0.05,0.075,0.25,0.625,41.07845982208187,2.999054793933792,-5.111863170911024,8.03590754459904,33.97742348869497,2.503968909318757,-6.675580163128336,5.089808325029886,28.57986543405664,2.173451803224306,-6.818103137317644,4.1917619693415835,29.61144166370151,2.3832345427033865,-7.025658884930808,4.214756530126233,32.498536345830566,2.4444406498856486,-6.543417463532368,5.086149214238805
5.0%/7.5%/22.5%/65.0%,0.05,0.075,0.225,0.65,41.77580870708222,2.9970687287159534,-5.439678440098083,7.679830557471143,34.11411372392163,2.506429382746075,-6.541180288277825,5.215284126177672,28.214491021496734,2.1542269971830827,-7.116787595843011,3.96449811681567,29.37592161110927,2.3362291773212944,-7.323462427474404,4.011206707486306,32.48777120862515,2.4312244188807925,-6.694759889578164,4.966579374791286
5.0%/7.5%/20.0%/67.5%,0.05,0.075,0.2,0.675,42.526294698249714,2.977032585371522,-5.788113197589839,7.347177438747673,34.26034145655701,2.4936229250737787,-6.39636034143013,5.3562244194792985,27.83202011523882,2.121330734299485,-7.4292280187102655,3.746286968867397,29.13011070068037,2.27735438109809,-7.628187637971207,3.8187459568610995,32.480787359968055,2.403391825751084,-6.851401051383295,4.8607674952626585
5.0%/7.5%/17.5%/70.0%,0.05,0.075,0.175,0.7,43.336231810886126,2.9380137645618287,-6.159176053935145,7.036043690161816,34.41714175588064,2.463124825790643,-6.239859644097745,5.515691653166535,27.431180006792278,2.0730905356242704,-7.756397104798419,3.5365878817398673,28.873272347969127,2.20691081787223,-7.940078667979222,3.636396256929968,32.47833824076381,2.3594140638603283,-7.013578070400812,4.769163829281008
5.0%/10.0%/55.0%/30.0%,0.05,0.1,0.55,0.3,35.10075744202219,2.4007561274562836,-5.762634445680936,6.09109562178285,32.833609155799934,2.0956187444407646,-8.348884247699285,3.9326942596967904,32.22276109522901,1.9958938322583923,-8.348884247699285,3.8595290267808764,31.970216142263563,2.343511663660454,-8.348884247699296,3.8292800802782248,32.830375625502995,2.1436695705122153,-7.960946777396534,4.215334505576345
5.0%/10.0%/52.5%/32.5%,0.05,0.1,0.525,0.325,35.42825734531845,2.459250677791854,-5.632532264652157,6.289934203777944,32.90274128114812,2.133934032632818,-8.200070730907527,4.012494813871767,32.001182579134046,2.0218717826552894,-8.200070730907516,3.902549579056182,31.822180210503447,2.3729175381412193,-8.200070730907516,3.880720210200142,32.80393898447204,2.1793572677407984,-7.814939960969215,4.295863699621495
5.0%/10.0%/50.0%/35.0%,0.05,0.1,0.5,0.35,35.77265392240165,2.5198332781194996,-5.498969238491592,6.505338068087531,32.975234855595126,2.1739372629301172,-8.043459885935045,4.099633158270147,31.771689493383292,2.04853593995925,-8.043459885935034,3.950002852496343,31.66920988721764,2.4014184218274592,-8.043459885935034,3.937262115597182,32.777703093585345,2.2160533760033223,-7.661786288818521,4.3837626313209785
5.0%/10.0%/47.5%/37.5%,0.05,0.1,0.475,0.375,36.135289419785856,2.5821399196895944,-5.3642676659698685,6.7362949930747975,33.05134124943778,2.2155013356663424,-7.878422395024298,4.195172534835364,31.533841272944606,2.0756861795229593,-7.8784223950242875,4.002557833515017,31.511043541066684,2.428439253898265,-7.878422395024298,3.9996641410046534,32.751763826961714,2.253502506354434,-7.50129918566613,4.479599499034551
5.0%/10.0%/45.0%/40.0%,0.05,0.1,0.45,0.4,36.517652118816855,2.6456253951178077,-5.221613934061176,6.993556509532063,33.13133754696915,2.258401127742529,-7.704259345612552,4.30039229739026,31.287163335952517,2.1030313463578576,-7.73640787318246,4.044146049280386,31.34739994512823,2.4532748770527224,-7.73640787318246,4.05193217045744,32.726233118614346,2.2913364067607147,-7.347936797664799,4.57741172333315
5.0%/10.0%/42.5%/42.5%,0.05,0.1,0.425,0.425,36.921396751472344,2.7095150882725645,-5.070282436333784,7.281921118810383,33.21552992214405,2.302278100303118,-7.520192336382625,4.416845798138381,31.0311436651713,2.1301611207848614,-7.595432623109765,4.085500484956754,31.1779763378782,2.4750772483710906,-7.595432623109755,4.104832191258802,32.701241718962955,2.329042577877341,-7.190325994738867,4.683834195593675
5.0%/10.0%/40.0%/45.0%,0.05,0.1,0.4,0.45,37.34836843965263,2.7727529970214637,-4.909456518392263,7.607434407400228,33.30425756058728,2.346595802695819,-7.325351846028683,4.546437940539692,30.76522895999483,2.1565117970477714,-7.447895483262068,4.130727804805353,31.002446241586345,2.492849028560537,-7.447895483262068,4.162578047887393,32.676942484389585,2.3659279637475565,-7.024239365499911,4.8025098791639085
5.0%/10.0%/37.5%/47.5%,0.05,0.1,0.375,0.475,37.80063088842856,2.8339517070096445,-4.738213734693419,7.977823079539574,33.397897234012206,2.3905860759610067,-7.118763498115133,4.69153066299437,30.48882029340487,2.1813264320514465,-7.29332738851689,4.180371820605303,30.820457000943758,2.5054480359248177,-7.29332738851689,4.2258430698544505,32.65351431800182,2.4010793392445278,-6.848962978802754,4.935715791668989
5.0%/10.0%/35.0%/50.0%,0.05,0.1,0.35,0.5,38.280499742068066,2.8913543260062173,-4.555508144684728,8.403123982279114,33.4968686573321,2.433187734579933,-6.912756558510125,4.8456601030011575,30.201268196390597,2.203611513581139,-7.131213475423015,4.235081210298377,30.631626997923235,2.5116079487735994,-7.131213475423015,4.295429817588822,32.63116690980164,2.4333240780733476,-6.66839775489276,5.083042529635027
5.0%/10.0%/32.5%/52.5%,0.05,0.1,0.325,0.525,38.790582240544346,2.9428235281178483,-4.360148930598362,8.896618638029171,33.601640789368716,2.4729831389840444,-6.804825632333033,4.937913563826087,29.901867077872126,2.222095195119353,-6.9609873528087896,4.295635886453175,30.43554249058522,2.5099807922459307,-6.9609873528088,4.3723025122728165,32.610146463203726,2.461198064990756,-6.516204987310712,5.222080480143039
5.0%/10.0%/30.0%/55.0%,0.05,0.1,0.3,0.55,39.333824610070465,2.985877492453543,-4.360302356368651,9.020893826919949,33.712739277029314,2.508143911513928,-6.6897399469895475,5.039469328280899,29.589848870551137,2.235196550932148,-6.782024490219285,4.3629817192822316,30.231754013421153,2.499205465671366,-6.782024490219285,4.457629732393323,32.5907426451769,2.482931605574863,-6.386466580011281,5.312636400544085
5.0%/10.0%/27.5%/57.5%,0.05,0.1,0.275,0.575,39.91356900649829,3.0177939327513448,-4.572394545859559,8.72924866963662,33.830755292743305,2.5364051331721953,-6.56676367824941,5.1518155594358195,29.26437577152592,2.241021093236763,-6.5936345615389635,4.438276871185226,30.019772264397226,2.478003177954895,-6.5936345615389635,4.552841378183775,32.57329706312855,2.4964687458490715,-6.281043750035709,5.348845857890425
5.0%/10.0%/25.0%/60.0%,0.05,0.1,0.25,0.6,40.533622336260855,3.035797697987871,-4.797182960604562,8.449463501628179,33.9563560793589,2.555096299956394,-6.435056519933724,5.27677666453637,28.924531919926032,2.2374037698311455,-6.435375032543334,4.494614808563026,29.79906338851974,2.445294890845801,-6.711666944685124,4.439890065182273,32.55821365846681,2.49953891275069,-6.230978529160423,5.353390050606356
5.0%/10.0%/22.5%/62.5%,0.05,0.1,0.225,0.625,41.19833994934559,3.0373310137783203,-5.1010439609842635,8.076452636843426,34.09029760042257,2.561263070340706,-6.293654456741327,5.416614120577816,28.569313820901687,2.2220237675197936,-6.495059312286644,4.398622467828335,29.569043548690676,2.400328392385678,-7.008950699729056,4.218754677477432,32.54597152216893,2.4897993041757744,-6.292549018266787,5.279613903090281
5.0%/10.0%/20.0%/65.0%,0.05,0.1,0.2,0.65,41.91272809382094,3.020378319163731,-5.4337325244779855,7.713432323915772,34.23343980347031,2.551909043719713,-6.1414461289234445,5.5741659349979855,28.19761928428688,2.192610433543401,-6.791757203561588,4.1517413592906545,29.329072650819565,2.3427954189253435,-7.313217401435368,4.010419906984187,32.53714079241109,2.465057877755451,-6.438663655256764,5.162645387636017
5.0%/10.0%/17.5%/67.5%,0.05,0.1,0.175,0.675,42.68257022911413,2.9837869486770368,-5.787690211552976,7.374715762069334,34.38676514892502,2.5243627640521105,-5.977143562879128,5.753043203192074,27.808234594832083,2.147240548919138,-7.102373191362499,3.91534404706456,29.07844706022631,2.272915360181555,-7.624716009088206,3.8137088680505,32.53240250371605,2.4235665058687257,-6.589691797080746,5.062199232107797
5.0%/10.0%/15.0%/70.0%,0.05,0.1,0.15,0.7,43.514583941794996,2.9275051784433908,-6.165024008687525,7.05829918593599,34.55140125049563,2.476728489268378,-6.165024008687514,5.604422821680358,27.399819565993845,2.08469209952206,-7.4279101447328415,3.6887656194149248,28.816391108469695,2.1914644325228725,-7.943707458992389,3.627574562284407,32.53257354331102,2.3643426477215925,-6.873836673849111,4.855497016616408
5.0%/12.5%/52.5%/30.0%,0.05,0.125,0.525,0.3,35.11184792192261,2.461583212642649,-5.5274072733742186,6.3523178563407185,32.89873861789631,2.152090183970294,-8.063221201315606,4.080098734303421,32.26091921054957,2.048911372544232,-8.063221201315617,4.000996426252796,31.963908133876018,2.3960284340156304,-8.063221201315606,3.9641611380648643,32.867243648325854,2.1989922917788256,-7.682849112124401,4.375855155355513
5.0%/12.5%/50.0%/32.5%,0.05,0.125,0.5,0.325,35.443649207424485,2.5227642584484125,-5.388691429994963,6.577413026497532,32.9703485942082,2.1931330074856494,-7.904579708356819,4.171043851876342,32.0371411745549,2.077110556244176,-7.904579708356819,4.052984770421739,31.814019133933446,2.426647177620814,-7.904579708356807,4.024757837573492,32.84127167027077,2.2369969627158226,-7.527196466602538,4.468735647414982
5.0%/12.5%/47.5%/35.0%,0.05,0.125,0.475,0.35,35.79278465336135,2.585816474815289,-5.242112716633629,6.827931139250035,33.045487633227836,2.235854210862183,-7.737487348584004,4.270829294380082,31.805265648742687,2.105950681215655,-7.752033542141024,4.102828693380296,31.659073411730997,2.455993330765807,-7.752033542141035,4.083970127274124,32.815542358453534,2.2759031830644076,-7.370454250569959,4.567565485694756
5.0%/12.5%/45.0%/37.5%,0.05,0.125,0.45,0.375,36.16064906447829,2.6502248965246524,-5.086983093125519,7.108466531635481,33.124423306494855,2.28004554793308,-7.561250374694051,4.380812916519136,31.564835937006475,2.135158339774093,-7.615613747423988,4.1447527387642795,31.49879951578174,2.4833655654682283,-7.615613747423977,4.136081550411664,32.79015802226447,2.3153599299964425,-7.217291968823737,4.670630191656267
5.0%/12.5%/42.5%/40.0%,0.05,0.125,0.425,0.4,36.548791014910044,2.7152481729082183,-4.927814251991192,7.416836176432929,33.20745094754627,2.325367072902251,-7.375096968385586,4.502646011285653,31.315359609666494,2.1643414635738587,-7.473038040919544,4.1904456311068365,31.332905403866175,2.507911052073649,-7.473038040919544,4.192793510791592,32.7652381578409,2.354871871513918,-7.056975097193406,4.78402652792105
5.0%/12.5%/40.0%/42.5%,0.05,0.125,0.4,0.425,36.95893463899837,2.779864783828796,-4.764596797836629,7.756991033486742,33.29489734991322,2.3713020408753187,-7.178165940274361,4.638357155148274,31.05630486371338,2.1929538916739846,-7.323880128259819,4.24041687190919,31.1610763788013,2.5286154899020765,-7.323880128259819,4.254722337489334,32.74092242743926,2.393761617451887,-6.88898766290143,4.909327915116524
5.0%/12.5%/37.5%/45.0%,0.05,0.125,0.375,0.45,37.39300523579183,2.8427197046339687,-4.5909447023149585,8.144947861588621,33.38712507266355,2.4171018500243857,-6.969493408593619,4.790466554067776,30.787096419491135,2.220253481250345,-7.167673424084975,4.295270528933371,30.982972762474503,2.544303611619892,-7.167673424084986,4.322598272734467,32.71737422199409,2.4311278633842344,-6.7118011103974995,5.050139899198865
5.0%/12.5%/35.0%/47.5%,0.05,0.125,0.35,0.475,37.85315948930832,2.9020810656514104,-4.405824278890025,8.591618070352276,33.484537473271644,2.46172244831074,-6.747997021935282,4.9621446726229435,30.507110882038813,2.245255569870781,-7.00390617674389,4.355728091180905,30.798227267469457,2.553656046029036,-7.003906176743902,4.397292952000604,32.694784937875326,2.4658028731155994,-6.524625687882799,5.209592120684278
5.0%/12.5%/32.5%/50.0%,0.05,0.125,0.325,0.5,38.341821305403,2.9558217095013304,-4.208060645192136,9.111518235653268,33.58758461538285,2.5037571843481676,-6.588496239822161,5.097913604681583,30.215671482076424,2.266686477567849,-6.832015867531682,4.422658270697628,30.606442018046053,2.5552489218748073,-6.832015867531693,4.47985523035732,32.673379132628106,2.496315876377026,-6.353190714482419,5.370906176284311
5.0%/12.5%/30.0%/52.5%,0.05,0.125,0.3,0.525,38.86172452202652,3.001445757523861,-4.203789329283847,9.24445101264077,33.69677023429476,2.541376941191693,-6.4677374327889225,5.209978077258547,29.912042095525205,2.2829462567005487,-6.651382755317781,4.497116343456633,30.40718516301848,2.5476216482287337,-6.651382755317781,4.571558468606837,32.65342076819373,2.5208732301251735,-6.21996787852759,5.469884469437454
5.0%/12.5%/27.5%/55.0%,0.05,0.125,0.275,0.55,39.41596408166808,3.0361827273978474,-4.408212507339993,8.941484562288602,33.8126599880062,2.572296730233709,-6.338803900233447,5.334233480035712,29.595420420783867,2.2920960629103395,-6.461322410457415,4.580396788880981,30.199987011784856,2.5293750728240605,-6.461322410457415,4.673963794610725,32.63522080709446,2.537371147633703,-6.110474446411413,5.512437847655741
5.0%/12.5%/25.0%/57.5%,0.05,0.125,0.25,0.575,40.00805768882563,3.0571673650972304,-4.624683413309749,8.650983021601698,33.935891279593065,2.5937975429151807,-6.207488167877573,5.466928065236445,29.26493016882055,2.2918922926750875,-6.282371750643067,4.658261454493675,29.98433561085989,2.4992962032259936,-6.3910923650999045,4.691582267625572,32.61914650189759,2.5434609777050774,-6.023817338243672,5.5452011252896325
5.0%/12.5%/22.5%/60.0%,0.05,0.125,0.225,0.6,40.64202054751438,3.061708062851605,-4.85429943819371,8.372376089481063,34.06718501168846,2.602839259742213,-6.1053679828707015,5.5798741545583805,28.91961209129437,2.2798940194982067,-6.1053679828707015,4.736751686783107,29.759671661046873,2.456497359672719,-6.687768084518664,4.449865976952273,32.60563281732817,2.5366874611127956,-6.005067716416347,5.53415535443452
5.0%/12.5%/20.0%/62.5%,0.05,0.125,0.2,0.625,41.32245653473354,3.0476195618545425,-5.098295423672217,8.10515144784797,34.20735973178539,2.596297294791819,-5.995421398017731,5.705580552368743,28.55841363484217,2.253666755574406,-6.1603541566537245,4.635839581397536,29.525382653938937,2.400549019168133,-6.9914872493586415,4.22304748630521,32.595196556620515,2.51471270478158,-6.067988845089638,5.468726886941174
5.0%/12.5%/17.5%/65.0%,0.05,0.125,0.175,0.65,42.05467018727358,3.013562781470154,-5.4275946176075,7.748307150804015,34.357348756002516,2.5713329162980036,-5.957403912271064,5.76716792447684,28.180176963312498,2.211087375348025,-6.454719910824858,4.365824908382634,29.280796079556005,2.331580137632268,-7.302503702944252,4.009692739731232,32.58845394178469,2.475618539941473,-6.253758086166336,5.310247475081103
