w_suba,w_adk,w_subb,w_microcap,annual,vol,sharpe,max_dd,calmar,total_return,weight_label
0.05,0.05,0.3,0.6,34.00935607242521,8.645052081336823,2.3803871540513617,-8.894309439431725,3.8237208075591913,2069.0400058238833,5.0%/5.0%/60.0%/30.0%
0.05,0.05,0.325,0.575,33.730471460272724,8.513234048730437,2.399023198321488,-8.763597975702941,3.848929578215522,2022.0623715807562,5.0%/5.0%/57.5%/32.5%
0.05,0.05,0.35,0.55,33.44594336678108,8.38611681916214,2.416573548069459,-8.62625516536044,3.877226296421939,1975.0847373376291,5.0%/5.0%/55.0%/35.0%
0.05,0.05,0.375,0.525,33.15552587119453,8.264861186771984,2.4326080460001873,-8.4817632351195,3.909036948108986,1928.1071030945022,5.0%/5.0%/52.5%/37.5%
0.05,0.05,0.4,0.5,32.85895632731,8.150810141179996,2.4466126985127548,-8.329549067870811,3.944866169773265,1881.1294688513747,5.0%/5.0%/50.0%/40.0%
0.05,0.05,0.425,0.475,32.55595379761891,8.045510929683381,2.457982134341593,-8.16897660516106,3.985316077053086,1834.1518346082478,5.0%/5.0%/47.5%/42.5%
0.05,0.05,0.45,0.45,32.2462172987749,7.95073727805784,2.4660152333021435,-7.999337962768871,4.031110755522232,1787.1742003651207,5.0%/5.0%/45.0%/45.0%
0.05,0.05,0.475,0.425,31.929423830328197,7.868510650328206,2.469916059720104,-7.846225582061184,4.06939916478165,1740.1965661219933,5.0%/5.0%/42.5%/47.5%
0.05,0.05,0.5,0.4,31.605226153661125,7.8011190731293905,2.468802725131182,-7.702153438753845,4.103427230446688,1693.2189318788662,5.0%/5.0%/40.0%/50.0%
0.05,0.05,0.525,0.375,31.273250282002895,7.751131746749105,2.461727079709578,-7.551097762348801,4.141550178033348,1646.241297635739,5.0%/5.0%/37.5%/52.5%
0.05,0.05,0.55,0.35,30.933092635042314,7.721407522947269,2.447707942353879,-7.425322814221125,4.165891963080534,1599.2636633926122,5.0%/5.0%/35.0%/55.0%
0.05,0.05,0.575,0.325,30.584316802666667,7.715095501508787,2.425779627481714,-7.3165598645553604,4.1801498749201205,1552.286029149485,5.0%/5.0%/32.5%/57.5%
0.05,0.05,0.6,0.3,30.226449851317394,7.735626658662039,2.3950555572631593,-7.20225785648807,4.196801954832574,1505.3083949063578,5.0%/5.0%/30.0%/60.0%
0.05,0.05,0.625,0.275,29.85897809282527,7.786696723874358,2.354803710415077,-7.433259027610751,4.016943036952494,1458.3307606632306,5.0%/5.0%/27.5%/62.5%
0.05,0.05,0.65,0.25,29.48134221866652,7.872242525635445,2.304526902192706,-7.86852954858267,3.746740993554112,1411.3531264201035,5.0%/5.0%/25.0%/65.0%
0.05,0.05,0.675,0.225,29.09293168143876,7.996416617696971,2.2440372914219187,-8.308128664932013,3.501743034413735,1364.3754921769764,5.0%/5.0%/22.5%/67.5%
0.05,0.05,0.7,0.2,28.693078178769248,8.16356784733474,2.173512378057573,-8.752121268607693,3.2784141464865475,1317.397857933849,5.0%/5.0%/20.0%/70.0%
0.05,0.075,0.3,0.575,33.862283894869364,8.435016934161691,2.4285480237404773,-8.625781190830406,3.9257063384434674,2044.1499721687976,5.0%/7.5%/57.5%/30.0%
0.05,0.075,0.325,0.55,33.58043887653312,8.301953010674822,2.4486048995404466,-8.48626620801074,3.957033405908756,1997.1723379256705,5.0%/7.5%/55.0%/32.5%
0.05,0.075,0.35,0.525,33.29282207544899,8.174300252567225,2.4673528931618685,-8.339559053321688,3.992156163483043,1950.1947036825431,5.0%/7.5%/52.5%/35.0%
