w_suba,w_adk,w_subb,w_microcap,annual,vol,sharpe,max_dd,calmar,total_return,weight_label
0.0,0.0,0.0,1.0,37.68588589196244,10.901113325806792,2.0793594773754296,-11.292247369176177,3.337323799231632,2782.786275339792,0.0%/0.0%/100.0%/0.0%
0.0,0.0,0.025,0.975,37.47082387735296,10.775247752235181,2.0923688835205185,-10.780043977474351,3.47594350780487,2735.808641096665,0.0%/0.0%/97.5%/2.5%
0.0,0.0,0.05,0.95,37.252513634788166,10.64849157992755,2.1056985061444067,-10.625714488248782,3.5058831738784777,2688.831006853538,0.0%/0.0%/95.0%/5.0%
0.0,0.0,0.075,0.925,37.03085012947069,10.520963167627242,2.1193351437811723,-10.546842924625732,3.5110838754417855,2641.853372610411,0.0%/0.0%/92.5%/7.5%
0.0,0.0,0.1,0.9,36.805723057584984,10.392802425548991,2.133259902030474,-10.465427283242201,3.5168867989289136,2594.8757383672837,0.0%/0.0%/90.0%/10.0%
0.0,0.0,0.125,0.875,36.577016484733974,10.264174032616626,2.147446966834344,-10.38134245382838,3.5233416725642535,2547.8981041241564,0.0%/0.0%/87.5%/12.5%
0.0,0.0,0.15,0.85,36.34460845265313,10.13527112819112,2.1618621479448445,-10.294454985992886,3.530503411992698,2500.92046988103,0.0%/0.0%/85.0%/15.0%
0.0,0.0,0.175,0.825,36.108370550789594,10.006319544630866,2.176461156315704,-10.204622382481453,3.5384328000982963,2453.942835637902,0.0%/0.0%/82.5%/17.5%
0.0,0.0,0.2,0.8,35.86816744889774,9.877582653856258,2.191187576486227,-10.111692319329169,3.547197275804502,2406.9652013947752,0.0%/0.0%/80.0%/20.0%
0.0,0.0,0.225,0.775,35.62385638629948,9.749366907425117,2.2059704938364133,-10.015501783929814,3.556871852737231,2359.9875671516484,0.0%/0.0%/77.5%/22.5%
0.0,0.0,0.25,0.75,35.37528661287923,9.62202815477984,2.22072173796329,-9.91587612076178,3.5675401933280253,2313.009932908521,0.0%/0.0%/75.0%/25.0%
0.0,0.0,0.275,0.725,35.12229877621449,9.495978827319808,2.235332708921787,-9.822465912496858,3.5757109354311263,2266.0322986653937,0.0%/0.0%/72.5%/27.5%
0.0,0.0,0.3,0.7,34.86472424846785,9.371696075412716,2.2496707648577208,-9.746317458307718,3.5772202575598757,2219.0546644222663,0.0%/0.0%/70.0%/30.0%
0.0,0.0,0.325,0.675,34.60238438576668,9.249730939544236,2.2635751705558116,-9.667295697164423,3.579324091215719,2172.07703017914,0.0%/0.0%/67.5%/32.5%
0.0,0.0,0.35,0.65,34.335089711748104,9.130718623118755,2.276852640403809,-9.585234874271087,3.582081207411115,2125.099395936012,0.0%/0.0%/65.0%/35.0%
0.0,0.0,0.375,0.625,34.06263901572106,9.015389909984822,2.2892725608582887,-9.499956235488193,3.5855574669361214,2078.1217616928852,0.0%/0.0%/62.5%/37.5%
0.0,0.0,0.4,0.6,33.784818354461606,8.904583731059457,2.3005620519497305,-9.411266727503588,3.5898268886300384,2031.1441274497583,0.0%/0.0%/60.0%/40.0%
0.0,0.0,0.425,0.575,33.501399944967545,8.799260827675411,2.310401129969192,-9.318957538853912,3.5949729146515352,1984.1664932066308,0.0%/0.0%/57.5%/42.5%
0.0,0.0,0.45,0.55,33.21214093350597,8.700518380929106,2.3184183682934587,-9.222802458588886,3.601089916284244,1937.1888589635041,0.0%/0.0%/55.0%/45.0%
0.0,0.0,0.475,0.525,32.91678202392529,8.609605374051455,2.3241876209747723,-9.122556025421758,3.608284995147889,1890.2112247203768,0.0%/0.0%/52.5%/47.5%
0.0,0.0,0.5,0.5,32.6150459453981,8.52793832916341,2.3272265680883657,-9.01795143548555,3.616680149447048,1843.2335904772494,0.0%/0.0%/50.0%/50.0%
0.0,0.0,0.525,0.475,32.30663573641171,8.457116916375266,2.326998045314145,-8.933150778707455,3.616488351838407,1796.2559562341223,0.0%/0.0%/47.5%/52.5%
0.0,0.0,0.55,0.45,31.991232817811287,8.398938785901683,2.322915298446334,-8.869507988722347,3.606877952924605,1749.2783219909952,0.0%/0.0%/45.0%/55.0%
0.0,0.0,0.575,0.425,31.668494822872816,8.355412848169482,2.3143524006991445,-8.802980862271891,3.597474005492697,1702.3006877478683,0.0%/0.0%/42.5%/57.5%
0.0,0.0,0.6,0.4,31.338053146547693,8.328770162789992,2.30066100881968,-8.733368772820349,3.588312134954929,1655.3230535047412,0.0%/0.0%/40.0%/60.0%
0.0,0.0,0.625,0.375,30.99951016893636,8.321471650071146,2.281194320485497,-8.660452045472322,3.5794332681678993,1608.3454192616139,0.0%/0.0%/37.5%/62.5%
0.0,0.0,0.65,0.35,30.6524360994024,8.336212075565363,2.2553384440303597,-8.58398964134085,3.570884563021721,1561.3677850184863,0.0%/0.0%/35.0%/65.0%
0.0,0.0,0.675,0.325,30.29636537713458,8.375920247752134,2.222550359910184,-8.654117283849816,3.500803650266354,1514.3901507753596,0.0%/0.0%/32.5%/67.5%
0.0,0.0,0.7,0.3,29.930792550886398,8.443756164092036,2.182400292807102,-8.97201410451014,3.336017108559882,1467.4125165322323,0.0%/0.0%/30.0%/70.0%
0.0,0.0,0.725,0.275,29.555167544402728,8.54310695538027,2.134614814269596,-9.303578984681415,3.176752472684553,1420.4348822891052,0.0%/0.0%/27.5%/72.5%
0.0,0.0,0.75,0.25,29.16889019380118,8.677584867731461,2.079115699811766,-9.649712783561116,3.0227728895197994,1373.4572480459783,0.0%/0.0%/25.0%/75.0%
0.0,0.0,0.775,0.225,28.771303917754842,8.85103207718818,2.0160489103744057,-10.011397305994919,2.873854971326162,1326.479613802851,0.0%/0.0%/22.5%/77.5%
0.0,0.0,0.8,0.2,28.36168834917845,9.067538706243235,1.9457984596417934,-10.389704602993778,2.7297877497889664,1279.5019795597238,0.0%/0.0%/20.0%/80.0%
0.0,0.0,0.825,0.175,27.939250716178975,9.331481878706807,1.868981553189162,-10.785807584748541,2.5903716987948053,1232.5243453165967,0.0%/0.0%/17.5%/82.5%
0.0,0.0,0.85,0.15,27.503115707486092,9.647594996204417,1.7864240643321285,-11.21338120935298,2.4527049597266872,1185.5467110734696,0.0%/0.0%/15.0%/85.0%
0.0,0.0,0.875,0.125,27.052313489583014,10.0210778454393,1.6991185796765509,-11.676531662173417,2.3168106996378084,1138.5690768303425,0.0%/0.0%/12.5%/87.5%
0.0,0.0,0.9,0.1,26.585765453998867,10.457760147811143,1.6081701095697973,-12.144381544382377,2.189141156084365,1091.5914425872154,0.0%/0.0%/10.0%/90.0%
0.0,0.0,0.925,0.075,26.102267156268667,10.9643346087167,1.5147363752357004,-12.617002745957773,2.0688167928497356,1044.6138083440883,0.0%/0.0%/7.5%/92.5%
0.0,0.0,0.95,0.05,25.60046775240292,11.548681748285587,1.4199699504673746,-13.094468630718104,1.9550596877483972,997.636174100961,0.0%/0.0%/5.0%/95.0%
0.0,0.0,0.975,0.025,25.078845029268358,12.220319840516996,1.3249685142303051,-14.1810117608689,1.7684806593610585,950.6585398578338,0.0%/0.0%/2.5%/97.5%
0.0,0.0,1.0,0.0,24.535674840176913,12.991032480961701,1.2307375230420181,-16.858072440660422,1.4554258754398683,903.6809056147067,0.0%/0.0%/0.0%/100.0%
0.0,0.025,0.0,0.975,37.572338524996105,10.726998835934118,2.1060482139034216,-11.075755626044348,3.3923047594735425,2757.896241684706,0.0%/2.5%/97.5%/0.0%
0.0,0.025,0.025,0.95,37.355568284371145,10.597381060695785,2.1202323230039406,-10.554989610181408,3.5391383283160915,2710.918607441579,0.0%/2.5%/95.0%/2.5%
0.0,0.025,0.05,0.925,37.13549480081462,10.466815486781055,2.134792194378524,-10.449187559880702,3.5539121666640456,2663.940973198452,0.0%/2.5%/92.5%/5.0%
0.0,0.025,0.075,0.9,36.91201029107598,10.335428639415182,2.149715293569385,-10.366667633573279,3.560643747421157,2616.963338955325,0.0%/2.5%/90.0%/7.5%
0.0,0.025,0.1,0.875,36.68500151507823,10.203370721222486,2.164982714372855,-10.281457909849545,3.5680738895924793,2569.985704712198,0.0%/2.5%/87.5%/10.0%
0.0,0.025,0.125,0.85,36.45434939794774,10.070819238176124,2.180567733138845,-10.193424695928165,3.576261215968926,2523.008070469071,0.0%/2.5%/85.0%/12.5%
0.0,0.025,0.15,0.825,36.21992861856405,9.937983172948343,2.1964340805419393,-10.102425289735152,3.585270623616124,2476.0304362259435,0.0%/2.5%/82.5%/15.0%
0.0,0.025,0.175,0.8,35.98160716099419,9.805107783417458,2.212533884373079,-10.008307208001632,3.5951741301692786,2429.0528019828166,0.0%/2.5%/80.0%/17.5%
0.0,0.025,0.2,0.775,35.739245824704845,9.672480111894496,2.2288052333013373,-9.910907333615182,3.606051860003449,2382.0751677396893,0.0%/2.5%/77.5%/20.0%
0.0,0.025,0.225,0.75,35.49269768890464,9.540435297588806,2.245169309954843,-9.810050972196304,3.6179931979454767,2335.097533496562,0.0%/2.5%/75.0%/22.5%
0.0,0.025,0.25,0.725,35.241807525744264,9.40936378997154,2.261527043604462,-9.710243743098623,3.6293432439110225,2288.1198992534346,0.0%/2.5%/72.5%/25.0%
0.0,0.025,0.275,0.7,34.986411156378814,9.279719562627733,2.2777552404295416,-9.632526231858307,3.6321116926384156,2241.1422650103077,0.0%/2.5%/70.0%/27.5%
0.0,0.025,0.3,0.675,34.726334743058864,9.152029423978114,2.2937021659244126,-9.551895646272325,3.635543773618485,2194.164630767181,0.0%/2.5%/67.5%/30.0%
0.0,0.025,0.325,0.65,34.461394009440724,9.026903510302024,2.3091825836848243,-9.468185072616176,3.6397043092355412,2147.1869965240535,0.0%/2.5%/65.0%/32.5%
0.0,0.025,0.35,0.625,34.191393380168364,8.905047024440806,2.323972303048048,-9.381214597078525,3.6446659466479066,2100.2093622809266,0.0%/2.5%/62.5%/35.0%
0.0,0.025,0.375,0.6,33.91612502944659,8.78727324626685,2.3378023614882166,-9.290790014987305,3.650510341395649,2053.2317280377993,0.0%/2.5%/60.0%/37.5%
0.0,0.025,0.4,0.575,33.63536782676113,8.674517783684593,2.3503530737019793,-9.196701383127536,3.6573295604083977,2006.2540937946721,0.0%/2.5%/57.5%/40.0%
0.0,0.025,0.425,0.55,33.34888616605727,8.567853950606837,2.361248325039761,-9.098721392437458,3.6652277531847175,1959.276459551545,0.0%/2.5%/55.0%/42.5%
0.0,0.025,0.45,0.525,33.05642866250944,8.468509046758273,2.3700506769223897,-8.996603534532888,3.6743231526902846,1912.2988253084181,0.0%/2.5%/52.5%/45.0%
0.0,0.025,0.475,0.5,32.7577266984286,8.377881171384615,2.376258084478683,-8.890080030928138,3.6847504841875582,1865.3211910652906,0.0%/2.5%/50.0%/47.5%
0.0,0.025,0.5,0.475,32.452492796773356,8.297556031984938,2.3793032883729865,-8.778859488330525,3.696663882126315,1818.3435568221637,0.0%/2.5%/47.5%/50.0%
0.0,0.025,0.525,0.45,32.1404187970477,8.229323021550204,2.3785572010583964,-8.662624236780847,3.710240444296535,1771.3659225790366,0.0%/2.5%/45.0%/52.5%
