signal_family,lookback,window,start,end,rows,total_return,annual_return,annual_vol,sharpe,max_drawdown,max_drawdown_date,turnover,trade_count,cash_days,cash_ratio
weighted_log_slope_r2,50,3Y,2023-05-08,2026-05-08,727,0.5202661748062416,0.14980990488951895,0.24676962113514647,0.6900133660251575,-0.26756344343432636,2024-07-30,50.0,33,175,0.2407152682255846
weighted_log_slope_r2,50,1Y,2025-05-08,2026-05-08,243,0.8307773106057814,0.8315357864694632,0.23786576698457831,2.6740447752126077,-0.10678752549063497,2025-12-18,12.0,8,6,0.024691358024691357
weighted_log_slope_r2,55,FULL_COMMON,2010-08-26,2026-05-08,3809,1.196723819687671,0.05140672626156939,0.22843884252127966,0.3351168024358087,-0.555610714258594,2025-04-07,288.0,178,748,0.1963770018377527
weighted_log_slope_r2,55,10Y,2016-05-09,2026-05-08,2428,0.5640044871941843,0.04575940641647702,0.20552851607211467,0.32110906931447647,-0.39700214812120493,2025-04-07,180.0,112,429,0.17668863261943987
weighted_log_slope_r2,55,5Y,2021-05-10,2026-05-08,1211,0.4383643531531112,0.07550573415859207,0.21053313179114522,0.4520248792640896,-0.3970021481212057,2025-04-07,74.0,48,252,0.20809248554913296
weighted_log_slope_r2,55,3Y,2023-05-08,2026-05-08,727,0.3614612296808095,0.1083023068421447,0.2284803919772531,0.5656708317240846,-0.2695602335598978,2025-04-07,38.0,27,185,0.2544704264099037
weighted_log_slope_r2,55,1Y,2025-05-08,2026-05-08,243,0.7332329006030454,0.7338859400201407,0.2383309453627295,2.4380279507617244,-0.099987543769809,2025-10-17,12.0,8,5,0.0205761316872428
weighted_log_slope_r2,60,FULL_COMMON,2010-08-26,2026-05-08,3809,0.5075444962323126,0.02649213834873554,0.2293908892538259,0.2296845938839078,-0.6450246448176502,2025-04-07,263.0,163,726,0.1906012076660541
weighted_log_slope_r2,60,10Y,2016-05-09,2026-05-08,2428,0.32714691362848947,0.028719447882135984,0.2086462173770383,0.24052892796463152,-0.4381814065231604,2025-04-07,158.0,99,425,0.17504118616144976
weighted_log_slope_r2,60,5Y,2021-05-10,2026-05-08,1211,0.24285457598961102,0.0444973864372753,0.21539129064157206,0.3103855887958591,-0.43818140652316073,2025-04-07,74.0,46,257,0.21222130470685385
weighted_log_slope_r2,60,3Y,2023-05-08,2026-05-08,727,0.16386824657407195,0.05187208296935242,0.23630494941923805,0.33253551588226543,-0.33743688915287506,2025-04-07,36.0,24,186,0.2558459422283356
weighted_log_slope_r2,60,1Y,2025-05-08,2026-05-08,243,0.6334754893727887,0.6340245971738516,0.24028595401804442,2.171916000855351,-0.1198098542085313,2026-04-15,12.0,7,3,0.012345679012345678
