candidate,avg_suba_weight,avg_microcap_weight,avg_subb_weight,latest_suba_weight,latest_microcap_weight,latest_subb_weight,allocation_turnover_total,rebalance_count
fixed_10_15_15_20_40_cost0bps,0.10000000000000002,0.15,0.4000000000000001,0.1,0.15,0.4,0.0,0
suba_dd_3_10_daily_cost0bps,0.10291210259150414,0.15,0.3970878974084959,0.15000000000000002,0.15,0.35,20.500000000000007,204
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost0bps,0.10291210259150414,0.16927598183275452,0.3778119155757414,0.15000000000000002,0.09999999999999999,0.4,26.700000000000003,262
suba_dd_3_10_daily_cost5bps,0.10291210259150414,0.15,0.3970878974084959,0.15000000000000002,0.15,0.35,20.500000000000007,204
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost5bps,0.10291210259150414,0.16927598183275452,0.3778119155757414,0.15000000000000002,0.09999999999999999,0.4,26.700000000000003,262
suba_dd_3_10_daily_cost10bps,0.10291210259150414,0.15,0.3970878974084959,0.15000000000000002,0.15,0.35,20.500000000000007,204
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost10bps,0.10291210259150414,0.16927598183275452,0.3778119155757414,0.15000000000000002,0.09999999999999999,0.4,26.700000000000003,262
suba_dd_3_10_daily_cost20bps,0.10291210259150414,0.15,0.3970878974084959,0.15000000000000002,0.15,0.35,20.500000000000007,204
combo_suba_dd_3_10_daily_microcap_dd_3_10_month_end_cost20bps,0.10291210259150414,0.16927598183275452,0.3778119155757414,0.15000000000000002,0.09999999999999999,0.4,26.700000000000003,262
suba_dd_3_10_weekly_cost0bps,0.10283195297889394,0.15,0.3971680470211061,0.1,0.15,0.4,10.400000000000004,103
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost0bps,0.10283195297889394,0.16927598183275452,0.3778920651883516,0.1,0.09999999999999999,0.45,16.400000000000002,157
suba_dd_3_10_weekly_cost5bps,0.10283195297889394,0.15,0.3971680470211061,0.1,0.15,0.4,10.400000000000004,103
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost5bps,0.10283195297889394,0.16927598183275452,0.3778920651883516,0.1,0.09999999999999999,0.45,16.400000000000002,157
suba_dd_3_10_weekly_cost10bps,0.10283195297889394,0.15,0.3971680470211061,0.1,0.15,0.4,10.400000000000004,103
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost10bps,0.10283195297889394,0.16927598183275452,0.3778920651883516,0.1,0.09999999999999999,0.45,16.400000000000002,157
suba_dd_3_10_weekly_cost20bps,0.10283195297889394,0.15,0.3971680470211061,0.1,0.15,0.4,10.400000000000004,103
combo_suba_dd_3_10_weekly_microcap_dd_3_10_month_end_cost20bps,0.10283195297889394,0.16927598183275452,0.3778920651883516,0.1,0.09999999999999999,0.45,16.400000000000002,157
suba_dd_3_10_month_end_cost0bps,0.10236441357200106,0.15,0.39763558642799895,0.15000000000000002,0.15,0.35,5.3000000000000025,47
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost0bps,0.10236441357200106,0.16927598183275452,0.3783596045952445,0.15000000000000002,0.09999999999999999,0.4,10.800000000000002,90
suba_dd_3_10_month_end_cost5bps,0.10236441357200106,0.15,0.39763558642799895,0.15000000000000002,0.15,0.35,5.3000000000000025,47
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost5bps,0.10236441357200106,0.16927598183275452,0.3783596045952445,0.15000000000000002,0.09999999999999999,0.4,10.800000000000002,90
suba_dd_3_10_month_end_cost10bps,0.10236441357200106,0.15,0.39763558642799895,0.15000000000000002,0.15,0.35,5.3000000000000025,47
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost10bps,0.10236441357200106,0.16927598183275452,0.3783596045952445,0.15000000000000002,0.09999999999999999,0.4,10.800000000000002,90
suba_dd_3_10_month_end_cost20bps,0.10236441357200106,0.15,0.39763558642799895,0.15000000000000002,0.15,0.35,5.3000000000000025,47
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost20bps,0.10236441357200106,0.16927598183275452,0.3783596045952445,0.15000000000000002,0.09999999999999999,0.4,10.800000000000002,90
suba_dd_5_10_daily_cost0bps,0.10931071333155222,0.15,0.39068928666844777,0.15000000000000002,0.15,0.35,16.500000000000007,162
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost0bps,0.10931071333155222,0.16927598183275452,0.3714133048356933,0.15000000000000002,0.09999999999999999,0.4,22.800000000000004,221
suba_dd_5_10_daily_cost5bps,0.10931071333155222,0.15,0.39068928666844777,0.15000000000000002,0.15,0.35,16.500000000000007,162
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost5bps,0.10931071333155222,0.16927598183275452,0.3714133048356933,0.15000000000000002,0.09999999999999999,0.4,22.800000000000004,221
suba_dd_5_10_daily_cost10bps,0.10931071333155222,0.15,0.39068928666844777,0.15000000000000002,0.15,0.35,16.500000000000007,162
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost10bps,0.10931071333155222,0.16927598183275452,0.3714133048356933,0.15000000000000002,0.09999999999999999,0.4,22.800000000000004,221
