candidate,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,candidate_type,dynamic_sleeves,bands,executions,cost_bps,allocation_turnover_total,allocation_cost_total,rebalance_count,latest_suba_weight,latest_microcap_weight,latest_subb_weight
suba_dd_3_10_month_end_cost0bps,full,2011-12-09,2026-05-08,3743,0.3092992444385896,0.09411929279949624,3.2862470088624067,-0.07489417287026445,47.61500367522646,suba_only,Sub-A,dd_3_10,month_end,0,5.3000000000000025,0.0,47,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.3442262991320928,0.09751465028139701,3.529995730269888,-0.06775777661596194,18.239610327292677,suba_only,Sub-A,dd_3_10,month_end,0,3.0000000000000013,0.0,27,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.38527777392289564,0.1001060966665247,3.848694402762902,-0.06775777661596205,4.091109533845587,suba_only,Sub-A,dd_3_10,month_end,0,2.000000000000001,0.0,17,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.5308952834577707,0.10856631878980023,4.890055123685819,-0.06775777661596205,2.588913932152968,suba_only,Sub-A,dd_3_10,month_end,0,0.7000000000000004,0.0,6,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.6134385352797107,0.11234834504946845,5.460147499365529,-0.052366007230772005,0.6129103419610309,suba_only,Sub-A,dd_3_10,month_end,0,0.10000000000000006,0.0,1,0.15000000000000002,0.15,0.35
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost0bps,full,2011-12-09,2026-05-08,3743,0.3180840102534208,0.09434384910498411,3.3715394619893315,-0.07679200279117893,52.53347295332732,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",0,10.800000000000002,0.0,90,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.3461042017178477,0.09761654931536734,3.545548415153434,-0.07679200279117882,18.50997448063011,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",0,6.700000000000001,0.0,57,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.38929069754856815,0.1015981107198436,3.8316726048384475,-0.07679200279117893,4.165186528854429,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",0,3.900000000000001,0.0,30,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.542117067390758,0.11005041226453878,4.926079387032363,-0.0767920027911787,2.668434680851096,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",0,1.7000000000000004,0.0,13,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.6343880545647484,0.1129594648744389,5.616068164539449,-0.05328058358142784,0.6338385759081369,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",0,0.5000000000000001,0.0,4,0.15000000000000002,0.09999999999999999,0.4
suba_dd_3_10_month_end_cost5bps,full,2011-12-09,2026-05-08,3743,0.3090586151221604,0.09412042679252466,3.2836508041281722,-0.07498627989892204,47.4863949530181,suba_only,Sub-A,dd_3_10,month_end,5,5.3000000000000025,0.0026500000000000013,47,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.34402479615587245,0.09751476482402457,3.5279251996013175,-0.06775777661596216,18.210800931449413,suba_only,Sub-A,dd_3_10,month_end,5,3.0000000000000013,0.0015000000000000007,27,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.3850010981731766,0.10010348507121605,3.846030913901524,-0.06775777661596227,4.086033692173185,suba_only,Sub-A,dd_3_10,month_end,5,2.000000000000001,0.0010000000000000005,17,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5307178360642169,0.10856130736372814,4.8886463230041866,-0.06775777661596216,2.5876658098182226,suba_only,Sub-A,dd_3_10,month_end,5,0.7000000000000004,0.00035000000000000016,6,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6133572474727595,0.11235216769059067,5.459238215696014,-0.05236600723077156,0.612829136384224,suba_only,Sub-A,dd_3_10,month_end,5,0.10000000000000006,5.0000000000000036e-05,1,0.15000000000000002,0.15,0.35
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost5bps,full,2011-12-09,2026-05-08,3743,0.31759069058467704,0.09434423751050613,3.3662966490063613,-0.07688417859957952,52.245436991237774,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",5,10.800000000000002,0.005400000000000002,90,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.34565388736601554,0.09761472741538843,3.541001409501709,-0.07688417859957952,18.444832340238825,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",5,6.700000000000001,0.0033500000000000005,57,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.3887492282750835,0.10159629683249208,3.8264113987937742,-0.0768841785995793,4.155141219836569,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",5,3.900000000000001,0.0019500000000000003,30,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5416818310300751,0.11004550826482397,4.922343851841008,-0.07688417859957952,2.665328789019235,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",5,1.7000000000000004,0.0008500000000000001,13,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6339804323211844,0.1129571812655068,5.6125730583787155,-0.053327615812503004,0.6334313695801814,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",5,0.5000000000000001,0.0002500000000000001,4,0.15000000000000002,0.09999999999999999,0.4
suba_dd_3_10_month_end_cost10bps,full,2011-12-09,2026-05-08,3743,0.30881801527190667,0.09412167572800383,3.281050968156793,-0.0750783823420903,47.35811860069893,suba_only,Sub-A,dd_3_10,month_end,10,5.3000000000000025,0.005300000000000003,47,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.34382331131031085,0.09751496812952126,3.525851650319345,-0.0677577766159616,18.18203295187377,suba_only,Sub-A,dd_3_10,month_end,10,3.0000000000000013,0.0030000000000000014,27,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.38472445973820246,0.1001009979816056,3.843362878449012,-0.0677577766159616,4.080962582306774,suba_only,Sub-A,dd_3_10,month_end,10,2.000000000000001,0.002000000000000001,17,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5305403978957048,0.10855636228701707,4.887234490162678,-0.0677577766159616,2.586418041788519,suba_only,Sub-A,dd_3_10,month_end,10,0.7000000000000004,0.0007000000000000003,6,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6132759596686146,0.11235601185098938,5.458327948503222,-0.052366007230771894,0.61274793080742,suba_only,Sub-A,dd_3_10,month_end,10,0.10000000000000006,0.00010000000000000007,1,0.15000000000000002,0.15,0.35
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost10bps,full,2011-12-09,2026-05-08,3743,0.3170975222173744,0.09434488095865552,3.361046396956451,-0.07697635440798023,51.958931485410886,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",10,10.800000000000002,0.010800000000000004,90,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.3452036937764431,0.09761312253372223,3.5364476088467125,-0.07697635440798023,18.37990340064853,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",10,6.700000000000001,0.006700000000000001,57,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.3882079291314444,0.10159475918774413,3.8211412895230903,-0.07697635440798023,4.145114689941106,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",10,3.900000000000001,0.0039000000000000007,30,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5412466855521549,0.11004078505763154,4.918600728527049,-0.07697635440798023,2.66222529895721,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",10,1.7000000000000004,0.0017000000000000001,13,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6335728833185419,0.11295504684971969,5.609071050729366,-0.053374648043579165,0.6330242363489045,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",10,0.5000000000000001,0.0005000000000000002,4,0.15000000000000002,0.09999999999999999,0.4
suba_dd_3_10_month_end_cost20bps,full,2011-12-09,2026-05-08,3743,0.30833690396186664,0.09412451840759137,3.2758404417716367,-0.07526257347195942,47.102559652745434,suba_only,Sub-A,dd_3_10,month_end,20,5.3000000000000025,0.010600000000000005,47,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.3434203960083364,0.09751564102665984,3.521695518716311,-0.06775777661596216,18.124621013257457,suba_only,Sub-A,dd_3_10,month_end,20,3.0000000000000013,0.006000000000000003,27,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.38417129480087264,0.10009639735613808,3.8380132047511157,-0.06775777661596238,4.070834541555769,suba_only,Sub-A,dd_3_10,month_end,20,2.000000000000001,0.004000000000000002,17,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5301855492335239,0.1085466712178292,4.884401735080006,-0.06775777661596227,2.5839235683274286,suba_only,Sub-A,dd_3_10,month_end,20,0.7000000000000004,0.0014000000000000006,6,0.15000000000000002,0.15,0.35
suba_dd_3_10_month_end_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.613113384068734,0.11236376472076899,5.456504466474216,-0.052366007230772005,0.6125855196538108,suba_only,Sub-A,dd_3_10,month_end,20,0.10000000000000006,0.00020000000000000015,1,0.15000000000000002,0.15,0.35
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost20bps,full,2011-12-09,2026-05-08,3743,0.3161116392395671,0.09434693295989516,3.350523745948788,-0.07716070602478164,51.39047976528553,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",20,10.800000000000002,0.021600000000000008,90,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.34430366878379415,0.09761056386669875,3.5273197402485073,-0.07716070602478176,18.25068239085815,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",20,6.700000000000001,0.013400000000000002,57,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3871258410669338,0.10159251267397815,3.810574528353919,-0.07716070602478164,4.125117832730948,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",20,3.900000000000001,0.007800000000000001,30,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.540376667193194,0.11003188111305137,4.911091782916883,-0.07716070602478164,2.6560255174038505,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",20,1.7000000000000004,0.0034000000000000002,13,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_3_10_month_end_microcap_dd_3_10_month_end_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.6327580050018864,0.11295122563082088,5.6020463830117695,-0.05346871250573104,0.6322101891423673,suba_plus_microcap,"Sub-A,Microcap","dd_3_10,dd_3_10","month_end,month_end",20,0.5000000000000001,0.0010000000000000005,4,0.15000000000000002,0.09999999999999999,0.4
suba_dd_5_10_daily_cost0bps,full,2011-12-09,2026-05-08,3743,0.3143053724100342,0.0945199424530701,3.3252810386135105,-0.07275008396541294,50.363706676568135,suba_only,Sub-A,dd_5_10,daily,0,16.500000000000007,0.0,162,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.34712686845194773,0.09722454004424089,3.570362670720702,-0.06252113687137972,18.658642753730895,suba_only,Sub-A,dd_5_10,daily,0,9.800000000000004,0.0,96,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.39324149378098605,0.09987537237023986,3.9373219288057575,-0.06252113687137972,4.238956287359113,suba_only,Sub-A,dd_5_10,daily,0,5.200000000000003,0.0,52,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.5314586471968021,0.10807441858890304,4.917524925286729,-0.06252113687137961,2.5928784158993854,suba_only,Sub-A,dd_5_10,daily,0,1.3000000000000003,0.0,13,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.6109435368404625,0.11222599039313867,5.443868525466047,-0.052366007230772005,0.610417866166975,suba_only,Sub-A,dd_5_10,daily,0,0.40000000000000024,0.0,4,0.15000000000000002,0.15,0.35
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost0bps,full,2011-12-09,2026-05-08,3743,0.3231272151543332,0.09471510778050236,3.411569946192372,-0.07324594202161216,55.56241635257357,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",0,22.800000000000004,0.0,221,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.34901738909264335,0.09726344467124078,3.588371666995279,-0.07158871440808268,18.936160689838253,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",0,13.800000000000002,0.0,132,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.3972960907495855,0.10124363229408272,3.924158801370917,-0.07158871440808268,4.315537904648798,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",0,7.400000000000002,0.0,70,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.5427002792857041,0.10947516302171528,4.957291355465304,-0.07158871440808279,2.6725992918400356,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",0,2.4000000000000004,0.0,21,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.631860685208304,0.11283839102481845,5.599695985290398,-0.05328058358142729,0.6313137842208469,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",0,0.8000000000000002,0.0,7,0.15000000000000002,0.09999999999999999,0.4
suba_dd_5_10_daily_cost5bps,full,2011-12-09,2026-05-08,3743,0.31355531932506997,0.09450950438036869,3.3177120267514706,-0.0728430775021649,49.94286724791719,suba_only,Sub-A,dd_5_10,daily,5,16.500000000000007,0.008250000000000004,162,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.3464685435075725,0.0972160807445624,3.5639015773319125,-0.06252113687137939,18.562823556869713,suba_only,Sub-A,dd_5_10,daily,5,9.800000000000004,0.0049000000000000024,96,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.3925179084981527,0.09987054453600501,3.9302670304019762,-0.0625211368713795,4.225382773250962,suba_only,Sub-A,dd_5_10,daily,5,5.200000000000003,0.0026000000000000016,52,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.531128546395891,0.10806815130423982,4.914755549955016,-0.06252113687137939,2.590555087998653,suba_only,Sub-A,dd_5_10,daily,5,1.3000000000000003,0.0006500000000000002,13,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6106233700164605,0.11221719114347278,5.441442294129084,-0.05236600723077178,0.6100980228663251,suba_only,Sub-A,dd_5_10,daily,5,0.40000000000000024,0.00020000000000000015,4,0.15000000000000002,0.15,0.35
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost5bps,full,2011-12-09,2026-05-08,3743,0.32208356935238136,0.09470379446117212,3.4009573870288095,-0.07356960907051624,54.92281503478934,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",5,22.800000000000004,0.011400000000000002,221,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.34808897682212603,0.09725287561174571,3.5792152636367454,-0.07168140059172745,18.799437411391775,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",5,13.800000000000002,0.006900000000000002,132,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.3962632445513996,0.10123859629991061,3.9141519048476723,-0.07168140059172756,4.295945488829468,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",5,7.400000000000002,0.003700000000000001,70,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5420854654129834,0.10946949670764765,4.9519316496054815,-0.07168140059172745,2.668209106801235,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",5,2.4000000000000004,0.0012000000000000001,21,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6312115548512323,0.11282403009540479,5.594655272617681,-0.053327615812503115,0.6306653154813235,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",5,0.8000000000000002,0.0004000000000000001,7,0.15000000000000002,0.09999999999999999,0.4
suba_dd_5_10_daily_cost10bps,full,2011-12-09,2026-05-08,3743,0.31280565557088624,0.09449935692312485,3.3101352829877286,-0.07293606637558125,49.52545441982486,suba_only,Sub-A,dd_5_10,daily,10,16.500000000000007,0.016500000000000008,162,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.34581050616530407,0.0972078662123419,3.5574333604845507,-0.06252113687137939,18.467466464688712,suba_only,Sub-A,dd_5_10,daily,10,9.800000000000004,0.009800000000000005,96,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.391794662938151,0.09986595907885495,3.923205329944179,-0.0625211368713795,4.211843751910167,suba_only,Sub-A,dd_5_10,daily,10,5.200000000000003,0.005200000000000003,52,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5307985003259315,0.10806197932580676,4.911982027698887,-0.0625211368713795,2.5882331469720468,suba_only,Sub-A,dd_5_10,daily,10,1.3000000000000003,0.0013000000000000004,13,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6103032509291011,0.11220847690672592,5.4390119869145,-0.052366007230771894,0.6097782272105723,suba_only,Sub-A,dd_5_10,daily,10,0.40000000000000024,0.0004000000000000003,4,0.15000000000000002,0.15,0.35
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost10bps,full,2011-12-09,2026-05-08,3743,0.321040691554211,0.0946928854639053,3.390335926309735,-0.07389317922339278,54.290412961951795,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",10,22.800000000000004,0.022800000000000004,221,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.34716115321804897,0.09724266157721753,3.570049889496068,-0.07177408677537267,18.663644452673797,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",10,13.800000000000002,0.013800000000000003,132,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.3952311046968815,0.10123393299037643,3.9041366172590886,-0.07177408677537267,4.276424209677419,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",10,7.400000000000002,0.007400000000000002,70,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5414708582085792,0.10946404628707034,4.946563520852934,-0.07177408677537278,2.663823896195218,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",10,2.4000000000000004,0.0024000000000000002,21,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6305626423734634,0.11280987844727455,5.589604838269352,-0.053374648043579054,0.6300170642224929,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",10,0.8000000000000002,0.0008000000000000001,7,0.15000000000000002,0.09999999999999999,0.4
suba_dd_5_10_daily_cost20bps,full,2011-12-09,2026-05-08,3743,0.31130749532645874,0.09447993422688461,3.2949588489221773,-0.07312203013239549,48.70079788575409,suba_only,Sub-A,dd_5_10,daily,20,16.500000000000007,0.033000000000000015,162,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.34449529384368205,0.09719217169667407,3.5444757312226076,-0.06252113687137961,18.278129785546977,suba_only,Sub-A,dd_5_10,daily,20,9.800000000000004,0.01960000000000001,96,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.39034919041645066,0.09985751542760339,3.9090617140324655,-0.06252113687137972,4.184868843988704,suba_only,Sub-A,dd_5_10,daily,20,5.200000000000003,0.010400000000000006,52,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.530138572353464,0.10804992135270666,4.906422565759544,-0.06252113687137972,2.5835934225059334,suba_only,Sub-A,dd_5_10,daily,20,1.3000000000000003,0.0026000000000000007,13,0.15000000000000002,0.15,0.35
suba_dd_5_10_daily_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.6096631559453232,0.11219130355103442,5.434139159172841,-0.052366007230772116,0.6091387788148341,suba_only,Sub-A,dd_5_10,daily,20,0.40000000000000024,0.0008000000000000006,4,0.15000000000000002,0.15,0.35
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost20bps,full,2011-12-09,2026-05-08,3743,0.31895723787018304,0.09467228098945711,3.3690667905815297,-0.07454002893775347,53.046884815065795,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",20,22.800000000000004,0.04560000000000001,221,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.34530727064247,0.09722329902674838,3.551692589113521,-0.07195945914266211,18.39482441489492,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",20,13.800000000000002,0.027600000000000006,132,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3931689422410918,0.10122572462713304,3.8840812816044274,-0.07195945914266211,4.237594044758786,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",20,7.400000000000002,0.014800000000000004,70,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5402422635760731,0.10945379325411818,4.935802108948349,-0.07195945914266222,2.655068376964374,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",20,2.4000000000000004,0.0048000000000000004,21,0.15000000000000002,0.09999999999999999,0.4
combo_suba_dd_5_10_daily_microcap_dd_3_10_month_end_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.6292654708150465,0.11278220330882203,5.579474884809456,-0.05346871250573082,0.6287212139067977,suba_plus_microcap,"Sub-A,Microcap","dd_5_10,dd_3_10","daily,month_end",20,0.8000000000000002,0.0016000000000000003,7,0.15000000000000002,0.09999999999999999,0.4
suba_dd_5_10_weekly_cost0bps,full,2011-12-09,2026-05-08,3743,0.3158206385246545,0.09448256420350108,3.3426340742025675,-0.073317586983355,51.22377979538342,suba_only,Sub-A,dd_5_10,weekly,0,6.900000000000003,0.0,66,0.15000000000000002,0.15,0.35
suba_dd_5_10_weekly_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.34763286269497495,0.09731013624225869,3.572421909157795,-0.0625211368713795,18.732577069836932,suba_only,Sub-A,dd_5_10,weekly,0,4.000000000000002,0.0,38,0.15000000000000002,0.15,0.35
suba_dd_5_10_weekly_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.39196061995759557,0.09980538106024309,3.9272493706627496,-0.0625211368713795,4.214947953142563,suba_only,Sub-A,dd_5_10,weekly,0,2.000000000000001,0.0,19,0.15000000000000002,0.15,0.35
