date,formal_V7.8_Sub-B,formal_V7.8_Sub-C,formal_V7.8_B50_C50,formal_V7.9_Sub-B,formal_V7.9_Sub-C,formal_V7.9_B50_C50,proxy_V7.8_Sub-B,proxy_V7.8_Sub-C,proxy_V7.8_B50_C50,proxy_V7.9_Sub-B,proxy_V7.9_Sub-C,proxy_V7.9_B50_C50
2002-03-27,,,,,,,0.00584650011005673,,,0.006340635640905796,,
2002-03-28,,,,,,,0.0022923926043716507,,,0.0035898231947343786,,
2002-04-01,,,,,,,-0.0005921984838395122,,,0.001995903862689774,,
2002-04-02,,,,,,,0.007086770326671079,,,0.005872026599724679,,
2002-04-03,,,,,,,-0.005169051764689457,,,-0.008471790592254662,,
2002-04-04,,,,,,,-0.003913170199458736,,,-0.004664908605069484,,
2002-04-05,,,,,,,-0.0013954037352887916,,,-0.0015541661016461317,,
2002-04-08,,,,,,,-0.0013151627764655012,,,-0.001436412411316976,,
2002-04-09,,,,,,,-0.005906476761457872,,,-0.009634060912355075,,
2002-04-10,,,,,,,0.004076969831299775,,,0.007246863127905652,,
2002-04-11,,,,,,,-0.00039524261239688306,,,-0.0015513917417045425,,
2002-04-12,,,,,,,0.0021991388345136455,,,0.0026704804471768817,,
2002-04-15,,,,,,,0.00015931017445523475,,,-0.0007422883323228526,,
2002-04-16,,,,,,,0.001881775432128041,,,0.0037341802818713216,,
2002-04-17,,,,,,,0.007891525012439931,,,0.01444791606834183,,
2002-04-18,,,,,,,0.0005782339051773251,,,0.0010641414872773294,,
2002-04-19,,,,,,,-0.00263224329108309,,,-0.004140586499131987,,
2002-04-22,,,,,,,0.0011915219929959546,,,0.001319542975680425,,
2002-04-23,,,,,,,0.0009111944939709938,,,0.00136648783727748,,
2002-04-24,,,,,,,0.0012212603651911354,,,4.751021310617214e-05,,
2002-04-25,,,,,,,0.0005517006340290953,,,0.0004200575394150512,,
2002-04-26,,,,,,,0.004863240742058,,,0.006600965200932174,,
2002-04-29,,,,,,,-0.004779842648511525,,,-0.006212621892159381,,
2002-04-30,,,,,,,-0.0022738013284267413,,,-0.005538925219117481,,
2002-05-01,,,,,,,0.0028823989370243153,,,0.003162523687167482,,
2002-05-02,,,,,,,-0.004164928062988254,,,-0.0048272252078670405,,
2002-05-03,,,,,,,0.006200400356850596,,,0.00801940981058541,,
2002-05-06,,,,,,,-0.0054285575093402485,,,-0.007164299096061999,,
2002-05-07,,,,,,,0.0034029965196470118,,,0.004741234784429093,,
2002-05-08,,,,,,,-0.0017975907799882452,,,2.4706285759114495e-06,,
2002-05-09,,,,,,,-0.001587228769171104,,,-0.0029062970709968546,,
2002-05-10,,,,,,,0.0014023207200798667,,,0.0012444627679024378,,
2002-05-13,,,,,,,-0.0010601591056959444,,,0.0001918382691416232,,
2002-05-14,,,,,,,-0.004232729183796119,,,-0.004600060080442336,,
2002-05-15,,,,,,,0.002544542609322061,,,0.005063880523554713,,
2002-05-16,,,,,,,0.0022400175108809053,,,0.00278686912321455,,
2002-05-17,,,,,,,0.002088406013945143,,,0.0039926340083463185,,
2002-05-20,,,,,,,0.005118505228177184,,,0.006003001124967827,,
2002-05-21,,,,,,,-0.002315317431543762,,,-0.004681438073025852,,
2002-05-22,,,,,,,0.005430057138712784,,,0.007137186253026504,,
2002-05-23,,,,,,,0.0031639788652900007,,,0.006325713155429751,,
2002-05-24,,,,,,,-0.00019253774892869966,,,-0.00045819769334607546,,
2002-05-28,,,,,,,0.004069085509497167,,,0.005415733608383017,,
2002-05-29,,,,,,,0.0015684209080298757,,,0.0020457121790170983,,
2002-05-30,,,,,,,-0.00027838482377656347,,,-0.0032016783709441585,,
2002-05-31,,,,,,,0.00036589093663344963,,,0.0007309685233027052,,
2002-06-03,,,,,,,0.0007171776132197322,,,0.0013291094800880442,,
2002-06-04,,,,,,,0.000638142033785122,,,0.0025596903437135523,,
2002-06-05,,,,,,,-0.012849743922646203,,,-0.017045493622271705,,
2002-06-06,,,,,,,0.004044159167238062,,,0.005688105938162331,,
2002-06-07,,,,,,,-0.004527880979666583,,,-0.0031974827822644353,,
2002-06-10,,,,,,,-0.006085656434913126,,,-0.010030385589682602,,
2002-06-11,,,,,,,0.000727033210814734,,,-0.0003027461704184566,,
2002-06-12,,,,,,,0.00022553438907836387,,,-0.00045519343823018966,,
2002-06-13,,,,,,,-0.002691503682177425,,,-0.005008024738868468,,
2002-06-14,,,,,,,0.0019786474097343307,,,3.371933437601449e-05,,
2002-06-17,,,,,,,-0.0041567176570268,,,-0.004019984697006428,,
2002-06-18,,,,,,,0.00423675748937827,,,0.004382257441725808,,
2002-06-19,,,,,,,-0.002816238805990789,,,-0.004244699420238087,,
2002-06-20,,,,,,,0.0002659119292640758,,,0.004563821607752191,,
2002-06-21,,,,,,,0.0002756993476471021,,,0.0011355505361860213,,
2002-06-24,,,,,,,-0.003686761059956082,,,-0.0013226408246094427,,
2002-06-25,,,,,,,-0.005181099164404372,,,-0.009028197647596423,,
2002-06-26,,,,,,,0.002393859958457785,,,-0.0020895173606005823,,
2002-06-27,,,,,,,-0.005484649647580288,,,-0.001245653743446168,,
2002-06-28,,,,,,,-0.0033536374900917194,,,-0.010035426191464622,,
2002-07-01,,,,,,,0.0006980243832241939,,,0.0023191969550682328,,
2002-07-02,,,,,,,0.00039197694519727444,,,-0.0029960713207687435,,
2002-07-03,,,,,,,-0.001967287760503432,,,-0.004567116127573953,,
