window,trade_count,win_rate,avg_profit_pct,median_profit_pct,avg_mfe_pct,avg_mae_pct,median_profit_capture,avg_giveback_pct,profit_then_loss_rate,deep_mae_profit_rate
1Y,32,0.65625,0.009552780263336329,0.003575196410224968,0.02034628683673915,-0.008492588218715149,0.9753544602263695,0.01079350657340282,0.125,0.0
3Y,62,0.6129032258064516,0.011167938376406332,0.0032451179661289187,0.0247248078594978,-0.01009028189340386,0.92013878479946,0.013556869483091469,0.20967741935483872,0.0
5Y,125,0.536,0.005502576742276299,0.0016971698779719713,0.019056390680958615,-0.01170401228412765,0.9178204519816913,0.01355381393868231,0.272,0.0
10Y,209,0.583732057416268,0.007212246538793829,0.0026635746371523883,0.020852108970864015,-0.011562217618086658,0.9178204519816913,0.013639862432070183,0.22488038277511962,0.0
FULL,345,0.5681159420289855,0.005864738559857946,0.002733038982124736,0.019524100317203145,-0.011648435846173685,0.8551202327503312,0.013659361757345199,0.24347826086956523,0.0
