date,raw_return,scaled_return,actual_scale,scale_cost
2009-11-24,-0.0004122733600244263,-0.0004122733600244263,1.0,0.0
2009-11-25,0.008095245782820948,0.008095245782820948,1.0,0.0
2009-11-27,-0.014130099699226111,-0.014130099699226111,1.0,0.0
2009-11-30,0.0027667393010842225,0.0027667393010842225,1.0,0.0
2009-12-01,0.012787618696556008,0.012787618696556008,1.0,0.0
2009-12-02,0.00328832882471102,0.00328832882471102,1.0,0.0
2009-12-03,-0.004821671240803974,-0.004821671240803974,1.0,0.0
2009-12-04,-0.005621307871143455,-0.005621307871143455,1.0,0.0
2009-12-07,-0.002327785638514323,-0.002327785638514323,1.0,0.0
2009-12-08,-0.009963197206395397,-0.009963197206395397,1.0,0.0
2009-12-09,0.0022098678177954133,0.0022098678177954133,1.0,0.0
2009-12-10,0.0013763527455896297,0.0013763527455896297,1.0,0.0
2009-12-11,-0.0010013977915327085,-0.0010013977915327085,1.0,0.0
2009-12-14,0.006227778808707764,0.006227778808707764,1.0,0.0
2009-12-15,-0.004721610159593924,-0.004721610159593924,1.0,0.0
2009-12-16,0.005236258847424192,0.006824308800979489,1.362703584199888,0.0002176221505199328
2009-12-17,-0.015924725022705685,-0.02171507286521169,1.362703584199888,0.0
2009-12-18,0.006963473335145598,0.008342503492016852,1.2122138096069854,9.029386475574155e-05
2009-12-21,0.0011898798093145794,0.0014339675537027475,1.2122138096069854,0.0
2009-12-22,0.0016478215987853514,0.0019890909148953524,1.2122138096069854,0.0
2009-12-23,0.004469372930950667,0.006511546412348923,1.5,0.00017267171423580873
2009-12-24,0.005603513589090801,0.008276246356231712,1.5,0.0
2009-12-28,0.00157289512122783,0.002448660333019734,1.5,0.0
2009-12-29,-0.0023533090245434598,-0.0035933855124257235,1.5,0.0
2009-12-30,-0.00045595219281694576,-0.0008129428009361198,1.5,0.0
2009-12-31,-0.006414699575247709,-0.009750834777670601,1.5,0.0
2010-01-04,0.016887873085522385,0.02553001440319992,1.5,0.0
2010-01-05,0.0022607060441065295,0.0028248670777999145,1.284351232987601,0.00012938926020743938
2010-01-06,0.002006880804882795,0.002566256057123557,1.284351232987601,0.0
2010-01-07,2.329677886665836e-05,1.8637467575222584e-05,1.284351232987601,0.0
2010-01-08,0.005217171793084884,0.006689397246069894,1.284351232987601,0.0
2010-01-11,0.0034813270564413882,0.004459962918286783,1.284351232987601,0.0
2010-01-12,-0.009480044854233914,-0.014369297811399583,1.5,0.00012938926020743938
2010-01-13,0.007249533795796047,0.010636219337374051,1.5,0.0
2010-01-14,0.0030793673279143965,0.004708359131509973,1.5,0.0
2010-01-15,-0.009230702789573421,-0.013865895454201402,1.5,0.0
2010-01-19,0.008825943672889993,0.013219074239493719,1.5,0.0
2010-01-20,-0.013154932017613212,-0.018143456224737498,1.3722642075146587,7.664147549120477e-05
2010-01-21,-0.012651706509464074,-0.015323727287341197,1.2025128993381575,0.00010185078490590071
2010-01-22,-0.015011980599800818,-0.018060136542038866,1.2025128993381575,0.0
2010-01-25,0.005111408519099888,0.0050357385344380065,1.008405385133629,0.00011646450852271713
2010-01-26,-0.0022597978074675156,-0.002279125825392523,1.008405385133629,0.0
2010-01-27,0.0005941671576975326,0.0005544203776651033,1.1700432298055385,9.698270680314573e-05
