strategy,start,end,days,annual,max_dd,sharpe,total_return
Sub-A_baseline_full,2010-09-29,2026-03-27,3762,0.2283623599550079,-0.311982810805861,0.9390709361639208,23.195541884966296
Sub-A_RSRS_filter_full,2010-09-29,2026-03-27,3762,0.17548795006921236,-0.26117890438656377,0.8268428431358504,11.238634933813158
Sub-A_baseline_same_start,2012-12-12,2026-03-27,3226,0.2677785566258994,-0.3119828108058607,1.078403583683926,22.39462170590769
Sub-A_RSRS_filter_same_start,2012-12-12,2026-03-27,3226,0.20548459675842756,-0.26117890438656444,0.9106899740885547,10.977825862971747
Sub-B_baseline_full,2003-08-22,2026-03-18,6987,0.1325706652466174,-0.2054389664399133,0.7450045886463531,15.607319299973293
Sub-B_RSRS_filter_full,2003-08-22,2026-03-18,6987,0.054767778365944375,-0.2480910045954679,0.4355321285774623,2.331729207063753
Sub-B_baseline_same_start,2005-06-14,2026-03-18,6532,0.1284752219146137,-0.205438966439913,0.7191830388566056,11.292768474300011
Sub-B_RSRS_filter_same_start,2005-06-14,2026-03-18,6532,0.059689733414518775,-0.2480910045954679,0.45045530280407614,2.331729207063753
