date,return,nav,filtered_assets,w_QQQ,w_EMXC,w_EFA,w_GLD,w_TLT,w_DBC,w_BTC-USD,w_BIL
2006-06-27,-0.012817089052629349,1.0832319085019362,,0.0,0.23633106501762338,0.45218123352462014,0.0,0.0,0.0,0.0,1.3114877014577564
2006-06-28,0.012545292252470475,1.0968213693712943,,0.0,0.23633106501762338,0.45218123352462014,0.0,0.0,0.0,0.0,1.3114877014577564
2006-06-29,0.030739187141590296,1.130536766705294,GLD,0.0,0.23633106501762338,0.45218123352462014,0.0,0.0,0.0,0.0,1.3114877014577564
2006-06-30,0.005923376622748888,1.137233361760354,,0.0,0.23633106501762338,0.45218123352462014,0.0,0.0,0.0,0.0,1.3114877014577564
2006-07-03,0.0075862132429063145,1.1458606565496152,,0.0,0.23633106501762338,0.45218123352462014,0.0,0.0,0.0,0.0,1.3114877014577564
2006-07-05,-0.015936940481488526,1.1275991434661046,,0.0,0.23633106501762338,0.45218123352462014,0.0,0.0,0.0,0.0,1.3114877014577564
2006-07-06,0.008901900543561325,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-07,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-10,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-11,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-12,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-13,0.0,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-14,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-17,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-18,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-19,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-20,0.0,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-21,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-24,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-25,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-26,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-27,0.0,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-28,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-07-31,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-01,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-02,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-03,0.0,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-04,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-07,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-08,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-09,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-10,0.0,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-11,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-14,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-15,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-16,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-17,0.0,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-18,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-21,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-22,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-23,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-24,0.0,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-25,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-28,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-29,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-30,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-08-31,0.0,1.1376369188942448,GLD|EFA|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-01,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-05,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-06,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-07,0.0,1.1376369188942448,GLD|EFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-08,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-11,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-12,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-13,0.0,1.1376369188942448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997855119418876
2006-09-14,-0.00046251151311571537,1.1371107487215106,GLD,0.0,0.0,0.46251151311570077,0.0,0.0,0.0,0.0,0.8708218202176328
2006-09-15,-0.0009688503427043305,1.136009058582919,,0.0,0.0,0.46251151311570077,0.0,0.0,0.0,0.0,0.8708218202176328
2006-09-18,0.0019414352230608944,1.138214546582968,,0.0,0.0,0.46251151311570077,0.0,0.0,0.0,0.0,0.8708218202176328
2006-09-19,-0.004281149418560837,1.1333416800386669,,0.0,0.0,0.46251151311570077,0.0,0.0,0.0,0.0,0.8708218202176328
2006-09-20,0.00453048185244187,1.138476263952698,,0.0,0.0,0.46251151311570077,0.0,0.0,0.0,0.0,0.8708218202176328
2006-09-21,-0.000717645039403747,1.1376592421093934,EFA|GLD,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-09-22,0.006691833593795549,1.145272268444033,,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-09-25,0.009535697719748493,1.156193238602726,,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-09-26,-0.005709877964393484,1.1495915163070476,,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-09-27,-0.00392516254246511,1.1450791827481035,,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-09-28,-0.0022702312129755375,1.1424795882461003,EFA|GLD,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-09-29,-0.0016679373987507073,1.1405740038135552,,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-10-02,0.0037183511365554978,1.144815058456961,,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-10-03,-0.0018241555261990783,1.1427267377416008,,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-10-04,0.009893103087149191,1.1540318511585201,,0.0,0.0,0.0,0.0,1.3573087806255812,0.0,0.0,0.6426912193744188
2006-10-05,-0.010862354839624833,1.141496347695007,EFA|DBC|GLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-06,0.0,1.141496347695007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-09,0.0,1.141496347695007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-10,0.0,1.141496347695007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-11,0.0,1.141496347695007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-12,0.0,1.141496347695007,EFA|GLD|EMXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-13,0.0,1.141496347695007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-16,0.0,1.141496347695007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-17,0.0,1.141496347695007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-18,0.0,1.141496347695007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998
2006-10-19,-0.0007796719236878857,1.140606355041717,GLD,0.0,0.2332376196775011,0.5464343040103589,0.0,0.0,0.0,0.0,1.2203280763121405
2006-10-20,0.0006334171318815862,1.1413288346477333,,0.0,0.2332376196775011,0.5464343040103589,0.0,0.0,0.0,0.0,1.2203280763121405
2006-10-23,0.00026371673577330057,1.1416298221624506,,0.0,0.2332376196775011,0.5464343040103589,0.0,0.0,0.0,0.0,1.2203280763121405
2006-10-24,0.001408110030398646,1.1432373625660397,,0.0,0.2332376196775011,0.5464343040103589,0.0,0.0,0.0,0.0,1.2203280763121405
2006-10-25,0.006546014661332977,1.1507210111027806,,0.0,0.2332376196775011,0.5464343040103589,0.0,0.0,0.0,0.0,1.2203280763121405
2006-10-26,0.00452272291834066,1.1559254033923112,GLD|EMXC,0.0,0.0,0.5454827861096678,0.0,0.0,0.0,0.0,1.4545172138903322
2006-10-27,-0.0037703626623075692,1.151567145410948,,0.0,0.0,0.5454827861096678,0.0,0.0,0.0,0.0,1.4545172138903322
2006-10-30,-0.0011622161632872663,1.1502287754614409,,0.0,0.0,0.5454827861096678,0.0,0.0,0.0,0.0,1.4545172138903322
2006-10-31,0.00031056474280655166,1.1505859959652607,,0.0,0.0,0.5454827861096678,0.0,0.0,0.0,0.0,1.4545172138903322
2006-11-01,-0.0009312705597880333,1.1495144891007139,,0.0,0.0,0.5454827861096678,0.0,0.0,0.0,0.0,1.4545172138903322
2006-11-02,0.0017265538019091142,1.1514991877122203,GLD,0.0,0.243778591109872,0.4952236997865896,0.0,0.0,0.0,0.0,1.2609977091035385
2006-11-03,-0.0011403599871776526,1.1501860641132857,,0.0,0.243778591109872,0.4952236997865896,0.0,0.0,0.0,0.0,1.2609977091035385
2006-11-06,0.013128322538216386,1.1652860777419265,,0.0,0.243778591109872,0.4952236997865896,0.0,0.0,0.0,0.0,1.2609977091035385
2006-11-07,-0.00048198104549401766,1.1647244319398768,,0.0,0.243778591109872,0.4952236997865896,0.0,0.0,0.0,0.0,1.2609977091035385
2006-11-08,0.0007645264408842056,1.1656148945644387,,0.0,0.243778591109872,0.4952236997865896,0.0,0.0,0.0,0.0,1.2609977091035385
2006-11-09,-0.0019419337025725625,1.1633513477164634,GLD|DBC,0.0,0.0,0.5255924796379555,0.0,0.0,0.0,0.0,1.4744075203620444
2006-11-10,0.002074461842277886,1.1657646756964637,,0.0,0.0,0.5255924796379555,0.0,0.0,0.0,0.0,1.4744075203620444
2006-11-13,-0.0033209850782931483,1.1618931886036745,,0.0,0.0,0.5255924796379555,0.0,0.0,0.0,0.0,1.4744075203620444
2006-11-14,0.005792875481755999,1.168623891168356,,0.0,0.0,0.5255924796379555,0.0,0.0,0.0,0.0,1.4744075203620444
2006-11-15,-0.000146851408529991,1.168452277103896,,0.0,0.0,0.5255924796379555,0.0,0.0,0.0,0.0,1.4744075203620444
2006-11-16,-0.002881043771172709,1.1650859149490334,,0.0,0.21291239551953714,0.37231612568215394,0.0,1.414771478798309,0.0,0.0,0.0
2006-11-17,0.006732602730839199,1.1729299755616815,,0.0,0.21291239551953714,0.37231612568215394,0.0,1.414771478798309,0.0,0.0,0.0
2006-11-20,-0.0014594209739087205,1.1712181769544205,,0.0,0.21291239551953714,0.37231612568215394,0.0,1.414771478798309,0.0,0.0,0.0
2006-11-21,0.008697578978290155,1.1814049395492907,,0.0,0.21291239551953714,0.37231612568215394,0.0,1.414771478798309,0.0,0.0,0.0
2006-11-22,0.006002643478393743,1.1884964922050185,TLT,0.0,0.21038499725808626,0.3396960709815879,0.0,0.0,0.0,0.0,1.4499189317603258
2006-11-24,-0.0018397540109568178,1.1863099510164763,,0.0,0.21038499725808626,0.3396960709815879,0.0,0.0,0.0,0.0,1.4499189317603258
2006-11-27,-0.006787021620416889,1.1782584397304117,,0.0,0.21038499725808626,0.3396960709815879,0.0,0.0,0.0,0.0,1.4499189317603258
2006-11-28,0.00424664610957004,1.1832620863495609,,0.0,0.21038499725808626,0.3396960709815879,0.0,0.0,0.0,0.0,1.4499189317603258
2006-11-29,0.007260544258433255,1.191853213096828,,0.0,0.21038499725808626,0.3396960709815879,0.0,0.0,0.0,0.0,1.4499189317603258
2006-11-30,0.0005719114577875661,1.192534847605399,EFA,0.0,0.21966251728860334,0.0,0.0,1.4774420161580448,0.0,0.0,0.3028954665533518
2006-12-01,0.002858638566265226,1.1959438737123789,,0.0,0.21966251728860334,0.0,0.0,1.4774420161580448,0.0,0.0,0.3028954665533518
2006-12-04,0.007165105150540585,1.204512937321673,,0.0,0.21966251728860334,0.0,0.0,1.4774420161580448,0.0,0.0,0.3028954665533518
2006-12-05,-0.003099412968738169,1.2007796543027254,,0.0,0.21966251728860334,0.0,0.0,1.4774420161580448,0.0,0.0,0.3028954665533518
2006-12-06,-0.0044264688125276175,1.1954644406122366,,0.0,0.21966251728860334,0.0,0.0,1.4774420161580448,0.0,0.0,0.3028954665533518
2006-12-07,-0.0037150548618434254,1.1910232246299792,TLT,0.0,0.1741870637361997,0.2794134563579202,0.0,0.0,0.0,0.0,1.54639947990588
2006-12-08,-0.001460722736447706,1.189283469926125,,0.0,0.1741870637361997,0.2794134563579202,0.0,0.0,0.0,0.0,1.54639947990588
2006-12-11,0.0012237114033821772,1.1907388096701275,,0.0,0.1741870637361997,0.2794134563579202,0.0,0.0,0.0,0.0,1.54639947990588
2006-12-12,-0.000959230294577007,1.1895966169309633,,0.0,0.1741870637361997,0.2794134563579202,0.0,0.0,0.0,0.0,1.54639947990588
2006-12-13,0.0020057248873843747,1.19198262047149,,0.0,0.1741870637361997,0.2794134563579202,0.0,0.0,0.0,0.0,1.54639947990588
2006-12-14,0.0025556936376094352,1.19502896287077,,0.0,0.1799436005841481,0.35175379277646013,0.0,1.4683026066393918,0.0,0.0,0.0
2006-12-15,0.00019430469971015718,1.1952611626145455,,0.0,0.1799436005841481,0.35175379277646013,0.0,1.4683026066393918,0.0,0.0,0.0
2006-12-18,-0.001281180320829467,1.193729817534752,,0.0,0.1799436005841481,0.35175379277646013,0.0,1.4683026066393918,0.0,0.0,0.0
2006-12-19,-0.0015262622446216012,1.1919078727839696,,0.0,0.1799436005841481,0.35175379277646013,0.0,1.4683026066393918,0.0,0.0,0.0
2006-12-20,0.0012114416825519392,1.193351799662822,,0.0,0.1799436005841481,0.35175379277646013,0.0,1.4683026066393918,0.0,0.0,0.0
2006-12-21,0.006337931230909977,1.2009151813033676,QQQ,0.0,0.0,0.3520863496584444,0.0,1.1194934747967233,0.0,0.0,0.5284201755448324
2006-12-22,-0.009400254688507359,1.189626272739821,,0.0,0.0,0.3520863496584444,0.0,1.1194934747967233,0.0,0.0,0.5284201755448324
2006-12-26,0.003233915317893299,1.1934734233658026,,0.0,0.0,0.3520863496584444,0.0,1.1194934747967233,0.0,0.0,0.5284201755448324
2006-12-27,-0.003849746097812856,1.1888788537113568,,0.0,0.0,0.3520863496584444,0.0,1.1194934747967233,0.0,0.0,0.5284201755448324
2006-12-28,-0.0037528981157344266,1.184417112501427,TLT|EMXC|EFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2006-12-29,0.0,1.184417112501427,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2007-01-03,0.0,1.184417112501427,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2007-01-04,-0.00024033426397662705,1.1841324564864526,QQQ|TLT,0.0,0.24033426397662339,0.0,0.0,0.0,0.0,0.0,1.7596657360233767
2007-01-05,-0.007026968751061458,1.1758115947176047,,0.0,0.24033426397662339,0.0,0.0,0.0,0.0,0.0,1.7596657360233767
2007-01-08,0.0017441233978710002,1.1778623552314396,,0.0,0.24033426397662339,0.0,0.0,0.0,0.0,0.0,1.7596657360233767
2007-01-09,-0.005368043169265202,1.1715395392611048,,0.0,0.24033426397662339,0.0,0.0,0.0,0.0,0.0,1.7596657360233767
2007-01-10,-0.0005535339344681089,1.1708910523705527,,0.0,0.24033426397662339,0.0,0.0,0.0,0.0,0.0,1.7596657360233767
2007-01-11,0.0010041466567647372,1.1720667987062263,EMXC,1.331820839983488,0.0,0.45775418987303373,0.0,0.0,0.0,0.0,0.21042497014347802
2007-01-12,0.01198759236949809,1.186117057718939,,1.331820839983488,0.0,0.45775418987303373,0.0,0.0,0.0,0.0,0.21042497014347802
2007-01-16,-0.0014446446246900724,1.1844035400872521,,1.331820839983488,0.0,0.45775418987303373,0.0,0.0,0.0,0.0,0.21042497014347802
2007-01-17,-0.010632114986087737,1.171810825459115,,1.331820839983488,0.0,0.45775418987303373,0.0,0.0,0.0,0.0,0.21042497014347802
2007-01-18,-0.027480404959021043,1.1396089894401338,EMXC|QQQ,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-19,0.005630632491525178,1.1460257088437096,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-22,-0.0023125019813499126,1.1433755221213306,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-23,0.0040830314582438465,1.148043960346738,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-24,0.0029886273748302994,1.1514750359541388,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-25,-0.007485305694868605,1.1428558933100124,EMXC|QQQ,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-26,0.000880432767793593,1.1438621010873484,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-29,0.0005018915186720818,1.1444361957744147,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-30,0.0031349449388822226,1.1480239402342314,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-01-31,0.0017435982902871405,1.1500256328136325,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-02-01,0.0038464156542328265,1.1544491094104559,EMXC|QQQ,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-02-02,-0.0009228037516539889,1.1533837794411983,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-02-05,-0.0014796573397118928,1.1516771666664436,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-02-06,0.003587263163129073,1.155808535742243,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-02-07,0.0012885717621837767,1.1572978779838914,,0.0,0.0,0.46056963704819764,0.0,0.0,0.0,0.0,1.5394303629518025
2007-02-08,-0.002295645860059259,1.1546411319014422,EMXC|EFA|QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999996
2007-02-09,0.0,1.1546411319014422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999996
2007-02-12,0.0,1.1546411319014422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999996
2007-02-13,0.0,1.1546411319014422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999996
2007-02-14,0.0,1.1546411319014422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999996
2007-02-15,-0.0004052883672718277,1.154173169282309,EMXC|QQQ,0.0,0.0,0.40528836727187145,0.0,0.0,0.0,0.0,1.5947116327281285
2007-02-16,-0.0001590781935378871,1.1539895654995096,,0.0,0.0,0.40528836727187145,0.0,0.0,0.0,0.0,1.5947116327281285
2007-02-20,0.0005838009414913525,1.1546632656943194,,0.0,0.0,0.40528836727187145,0.0,0.0,0.0,0.0,1.5947116327281285
2007-02-21,-0.0020665291411992026,1.15227712040749,,0.0,0.0,0.40528836727187145,0.0,0.0,0.0,0.0,1.5947116327281285
2007-02-22,0.00019014491944857603,1.1524962200477322,,1.3786572379647577,0.227527040339576,0.3938157216956664,0.0,0.0,0.0,0.0,0.0
2007-02-23,-0.005253258410734096,1.1464418595864272,,1.3786572379647577,0.227527040339576,0.3938157216956664,0.0,0.0,0.0,0.0,0.0
2007-02-26,-0.0065924178744678485,1.1388840357792516,,1.3786572379647577,0.227527040339576,0.3938157216956664,0.0,0.0,0.0,0.0,0.0
2007-02-27,-0.09099005412121786,1.0352569157259064,,1.3786572379647577,0.227527040339576,0.3938157216956664,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.0,1.0352569157259064,,1.3786572379647577,0.227527040339576,0.3938157216956664,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,1.0352569157259064,EMXC|QQQ|EFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-02,0.0,1.0352569157259064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-05,0.0,1.0352569157259064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-06,0.0,1.0352569157259064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-07,0.0,1.0352569157259064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-08,0.0,1.0352569157259064,EMXC|EFA|QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-09,0.0,1.0352569157259064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-12,0.0,1.0352569157259064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-13,0.0,1.0352569157259064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-14,0.0,1.0352569157259064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011725159689664
2007-03-15,-0.0004363493834380616,1.0348051820090294,EMXC|EFA,0.43634938343803814,0.0,0.0,0.0,0.0,0.0,0.0,0.5797751341491015
2007-03-16,-0.0003359742944492039,1.0344575140681116,,0.43634938343803814,0.0,0.0,0.0,0.0,0.0,0.0,0.5797751341491015
2007-03-19,0.004482762298845477,1.0390947412119336,,0.43634938343803814,0.0,0.0,0.0,0.0,0.0,0.0,0.5797751341491015
2007-03-20,0.0031262045712576736,1.04234316394188,,0.43634938343803814,0.0,0.0,0.0,0.0,0.0,0.0,0.5797751341491015
2007-03-21,0.008410361761768348,1.0511096470305374,,0.43634938343803814,0.0,0.0,0.0,0.0,0.0,0.0,0.5797751341491015
2007-03-22,-0.0020073669271216676,1.0489996842883098,EMXC|QQQ|EFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-03-23,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-03-26,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-03-27,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-03-28,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-03-29,0.0,1.0489996842883098,EMXC|QQQ|EFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-03-30,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-04-02,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-04-03,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-04-04,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-04-05,0.0,1.0489996842883098,EMXC|QQQ|EFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-04-09,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-04-10,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-04-11,0.0,1.0489996842883098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048510918009943
2007-04-12,-0.000633581483346024,1.048335057512309,QQQ,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-13,0.002481086297412727,1.0509360672586001,,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-16,0.007003812186754388,1.0582966260939657,,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-17,-0.001236134755620788,1.0569884288526947,,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-18,-0.0019241263839727685,1.0549546495291853,,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-19,-0.0034156745611022554,1.051351267769672,QQQ,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-20,0.007382532687634891,1.0591129028701678,,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-23,-0.004797146147035192,1.0540321834888888,,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-24,-0.0002879990617034034,1.0537286232090388,,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
2007-04-25,0.006644815200141707,1.0607304551813626,,0.0,0.2385087375302185,0.3950727458157612,0.0,0.0,0.0,0.0,0.4238391506049745
