rule,full_annual,full_vol,full_sharpe,full_max_dd,full_calmar,full_total_return,full_annual_delta,full_max_dd_delta,full_sharpe_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_calmar,last_10y_total_return,last_10y_annual_delta,last_10y_max_dd_delta,last_10y_sharpe_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_annual_delta,last_5y_max_dd_delta,last_5y_sharpe_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_annual_delta,last_3y_max_dd_delta,last_3y_sharpe_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_calmar,last_1y_total_return,last_1y_annual_delta,last_1y_max_dd_delta,last_1y_sharpe_delta,family,zz_ma,zz_days,cyb_ma,cyb_days,mode,scale,trigger_days,robust_pass,combo_score
zz2000_cyb:same_params:and:zz_ma10_d4:cyb_ma10_d4:scale0.00,18.43611746755478,15.837690713775245,1.1822964325851812,-32.47080884957052,0.567775122355741,37259.266986830844,-1.511569413517865,0.0,-0.05477144382070187,22.124834202297695,18.37973436245739,1.219078571159717,-19.185239207411854,1.153221701491748,637.3664725547077,-1.787956479918737,5.381259295520888,-0.0210113738030846,28.610142798093708,18.267979862231666,1.5220583376278205,-13.865947267651958,2.063338497243435,251.3200604992655,-2.3945207611547374,1.033445898474838,-0.017258447029762758,30.6367171919103,19.020736010700332,1.5553220719931384,-12.84933430495162,2.384303845227541,122.98477817640028,-3.002083875527582,0.305211655397132,-0.023007415463522474,70.16108848038482,20.680606673638067,2.7686176189528764,-7.8869033052983095,8.895898144618002,70.09918773288099,-10.836814592570718,0.3925865159570616,-0.2286718591806336,same_params,10,4,10,4,and,0.0,456,False,-0.1440337723079361
zz2000_cyb:same_params:and:zz_ma10_d4:cyb_ma10_d4:scale0.50,19.195390431718828,15.973618669314021,1.2149101645649691,-32.47080884957052,0.5911583699884556,46625.169922089306,-0.7522964493538176,0.0,-0.022157711840913974,22.906304645117448,18.79253851762278,1.2315507258005163,-21.671069983629298,1.0569992465725628,685.9116937356445,-1.006486037098984,2.8954285193034437,-0.008539219162285283,30.010688358825742,18.66199822735341,1.5540766248554005,-13.770691908275179,2.1793159384236542,270.84562419755235,-0.9939752004227032,1.128701257851617,0.014759840197817287,32.08066282838291,19.542524075289208,1.5773283178753643,-12.60511063112818,2.545052063974756,130.46258510624443,-1.5581382390549692,0.5494353292205716,-0.0010011695812965904,74.70640879410955,21.033575540822106,2.855816898652275,-8.572733205883598,8.714421293647328,74.63970344848654,-6.291494278845988,-0.2932433846282265,-0.14147257948123482,same_params,10,4,10,4,and,0.5,456,False,-0.051009055049428875
zz2000_cyb:same_params:or:zz_ma10_d6:cyb_ma10_d6:scale0.00,19.85840583513525,15.884023126969582,1.2569173861511083,-32.47080884957052,0.6115771838987594,56639.043423126124,-0.08928104593739405,0.0,0.019849509745225147,26.043200857850568,18.537398666103144,1.3869858785140878,-23.409223698826043,1.1125187743477636,911.0704656518557,2.130410175634136,1.1572748041066987,0.14689593355128627,32.264059464015936,18.471409492394955,1.6649352027031663,-17.55906607524924,1.8374587421534017,304.07421529803224,1.2593959047674907,-2.6596729091224454,0.12561841804558305,34.746057159480756,19.227767337447172,1.7081815668181575,-15.123287769835226,2.297520068935336,144.70162141064557,1.1072560920428742,-1.968741809486474,0.12985207936149656,85.04583479069794,20.511096817592676,3.2143707237714207,-6.436908155788112,13.21221815387006,84.9679022802341,4.047931717742401,1.842581665467259,0.21708124563791076,same_params,10,6,10,6,or,0.0,556,False,0.08408090336968259
zz2000_cyb:same_params:or:zz_ma10_d6:cyb_ma10_d6:scale0.50,19.93006349551145,15.977699015551924,1.25436582190797,-32.47080884957052,0.6137840171411394,57838.65861535794,-0.017623385561194027,0.0,0.017297945502086964,25.09626578063631,18.830583308182053,1.3267824128612524,-24.20783422350291,1.0367001669348361,837.6572109728601,1.1834750984198763,0.35866427942983137,0.08669246789845086,31.852058186694965,18.813832098821496,1.6208296612208226,-15.507582231771899,2.053966744179924,297.827510503439,0.8473946274465192,-0.608189065645103,0.08151287656323936,34.474300669092095,19.4997104969868,1.676331429642127,-13.803992499979877,2.497415198475539,143.22372309434942,0.8354996016542131,-0.6494465396311249,0.0980019421854661,84.56812744237834,20.866378008972593,3.1502361800066274,-7.237901048549345,11.684067919017474,84.49072253275148,3.570224369422803,1.0415887727060262,0.15294670187311743,same_params,10,6,10,6,or,0.5,556,False,0.07276734401661211
zz2000_cyb:same_params:and:zz_ma10_d6:cyb_ma10_d6:scale0.00,19.283743350725157,16.057535483573314,1.214157575104884,-32.47080884957052,0.5938793653112284,47853.006444936684,-0.6639435303474883,0.0,-0.022910301300999025,21.907916195785738,18.955429455060006,1.1780106964898172,-21.542819856357788,1.0169474721444232,624.3788547989404,-2.004874486430694,3.023678646574954,-0.062079248472984405,27.145269370553127,18.83834754058842,1.4183189651605383,-19.24964993487379,1.4101695076218073,231.78635764820305,-3.859394188695319,-4.350256768746995,-0.12099781949704491,29.862498154616944,19.553661215989486,1.4864673834203248,-16.997908611478017,1.7568336691992787,119.04277596648653,-3.776302912820938,-3.843362651129265,-0.0918621040363361,71.87098904553937,20.95472153476338,2.784712395079419,-9.423313094963214,7.6269342131860824,71.8072904829919,-9.126914027416163,-1.1438232737078433,-0.21257708305409118,same_params,10,6,10,6,and,0.0,224,False,-0.20086282744896294
zz2000_cyb:same_params:and:zz_ma10_d6:cyb_ma10_d6:scale0.50,19.70619331941339,16.128324498706093,1.2321793418178135,-32.47080884957052,0.6068895114595841,54170.387712481315,-0.2414935616592544,0.0,-0.004888534588069593,23.05643942784943,19.137580529872622,1.219446425912993,-23.19431149001877,0.9940557812104631,695.56086296628,-0.8563512543670022,1.3721870129139724,-0.020643519049808656,29.429890914323842,19.117616841628752,1.4972718670542458,-16.33242225507231,1.8019305682097395,262.64590207483633,-1.5747726449246038,-1.4330290889455135,-0.042044917603337506,32.57382823718915,19.879408233688455,1.5735723727271744,-14.677597372365936,2.2192888529915065,133.05434788913965,-1.0649728302487347,-1.5230514120171836,-0.004757114729486478,80.24185588435195,21.645916709347325,2.930654378794763,-9.159820056601331,8.760200024510631,80.16919033233523,-0.7560471886035884,-0.8803302353459603,-0.06663509933874678,same_params,10,6,10,6,and,0.5,224,False,-0.06035144020626551
zz2000_cyb:same_params:or:zz_ma10_d8:cyb_ma10_d8:scale0.00,19.395249009016435,16.034785485399613,1.2216645434491806,-32.47080884957052,0.5973133930500463,49447.39775064871,-0.5524378720562098,0.0,-0.015403332956702487,23.723393219052458,18.915895728612476,1.2611202596385398,-24.842353729331524,0.9549575486094982,739.7278266591222,-0.18939746316397432,-0.27585522639878235,0.021030314675738238,31.0587426624938,18.740815952977467,1.5929653373300248,-15.749515618335685,1.9720443101332599,286.01695085603944,0.054079103245353366,-0.8501224522088897,0.05364855267244151,35.683810737895286,19.39360189644887,1.7326699804892338,-12.008665403256147,2.971505120645599,149.84738469979527,2.0450096704574037,1.145880557092605,0.1543404930325729,81.82557532438605,21.32205446222246,3.0146079282317255,-7.9172322656076215,10.33512376286288,81.75118298352852,0.8276722514305135,0.36225755564774964,0.017318450098215532,same_params,10,8,10,8,or,0.0,318,False,0.021184994259202346
zz2000_cyb:same_params:or:zz_ma10_d8:cyb_ma10_d8:scale0.50,19.83341951160562,16.129285766319093,1.2389120068965982,-32.47080884957052,0.6108076827863791,56226.45050444824,-0.11426736946702576,0.0,0.001844130490715079,23.904668732318978,19.148732215203992,1.2560403703250813,-24.708836782889755,0.9674542327655163,752.1075609678659,-0.008121949897454073,-0.14233827995701276,0.015950425362279752,31.13320519017808,19.071520617148032,1.5717246557486402,-14.529697916848205,2.1427290070550566,287.11344294166474,0.12854163092963589,0.36969524927859077,0.03240787109105692,35.419926141988675,19.76641407703874,1.6933884566648323,-11.82167830483577,2.996184232783582,148.3921402756574,1.7811250745507934,1.3328676555129828,0.11505896920817138,84.80074677092088,21.89299302943407,3.018506441620269,-8.572820253323865,9.891814393057153,84.72308505182042,3.8028436979653435,-0.29333043206849396,0.021216963486759166,same_params,10,8,10,8,or,0.5,318,False,0.05490974249326774
zz2000_cyb:same_params:and:zz_ma10_d8:cyb_ma10_d8:scale0.00,20.138247263575582,16.20130571314134,1.2503072509598832,-32.47080884957052,0.6201954302053657,61465.30786841629,0.1905603825029374,0.0,0.013239374554000038,24.19767227616032,19.348285104445036,1.257693273540884,-24.04716799755482,1.0062587111555423,772.4650937811294,0.28488159394388646,0.5193305053779227,0.017603328578082333,32.011101284569406,19.3353051987577,1.5886651659851383,-15.086990968914716,2.1217684394804226,300.22967881013807,1.0064377253209607,-0.18759780278791993,0.049348381327555035,36.29306621780282,20.274872386316872,1.6887508229782924,-13.154545960348752,2.7589752110942958,153.2289349991082,2.6542651503649353,0.0,0.11042133552163147,83.66755585893759,21.953255489245258,2.981723246249048,-9.423313094963214,8.87878339770522,83.59114327909425,2.669652785982052,-1.1438232737078433,-0.015566231884462045,same_params,10,8,10,8,and,0.0,100,False,0.061528141470228004
zz2000_cyb:same_params:and:zz_ma10_d8:cyb_ma10_d8:scale0.50,20.09922305993115,16.219420899252853,1.2470241549604628,-32.47080884957052,0.6189936060122813,60769.10373092356,0.15153617885850323,0.0,0.0099562785545797,24.233608756664047,19.38814351115952,1.2570590207318324,-23.680145767725826,1.0233724485637479,774.9918133631954,0.32081807444761523,0.8863527352069163,0.01696907576903084,31.790372183356098,19.392383385851467,1.5755905392351353,-14.541455617836785,2.186189128436462,296.89892178312874,0.7857086241076523,0.35793754829001045,0.036273754577552,35.27627269016595,20.343462173347536,1.645420756147943,-13.154545960348752,2.68167923062475,147.6023155343817,1.6374716227280715,0.0,0.06709126869128212,83.37576393617479,21.87499344501875,2.984053359207763,-9.118233061782865,9.143850938141357,83.29967223173401,2.3778608632192544,-0.8387432405274939,-0.013236118925747054,same_params,10,8,10,8,and,0.5,100,True,0.04661817493221381
zz2000_cyb:same_params:or:zz_ma10_d10:cyb_ma10_d10:scale0.00,19.884968477876953,16.188847044596834,1.2376814072672795,-32.47080884957052,0.6123952307439969,57080.88509236166,-0.06271840319569222,0.0,0.0006135308613963719,24.351446982563374,19.328846589087515,1.2654111423216372,-26.620768803125785,0.9147537083791528,783.3233727923691,0.4386563003469419,-2.0542703001930427,0.025321197358835645,32.950681241580625,19.25508428699111,1.6328122647063799,-14.017984810083462,2.350600438507997,314.6587945453901,1.9460176823321795,0.8814083560433339,0.0934954800487966,36.07366811168513,20.14654157607193,1.6899214575914816,-12.287270623469537,2.9358568893877806,152.0077168867799,2.434867044247248,0.8672753368792154,0.1115919701348207,82.87087658923645,21.969993363786223,2.9590608470773825,-9.423313094963214,8.794239961477153,82.79533934511801,1.8729735162809078,-1.1438232737078433,-0.038228631056127504,same_params,10,10,10,10,or,0.0,171,False,0.07465806445228926
zz2000_cyb:same_params:or:zz_ma10_d10:cyb_ma10_d10:scale0.50,19.97488750136338,16.210207780238576,1.241041720222699,-32.47080884957052,0.6151644572176275,58601.541725673065,0.02720062029073489,0.0,0.003973843816815981,24.312855087102392,19.39438816948595,1.2601268194523783,-25.58324265179114,0.9503429810685158,780.586967408304,0.40006440488595985,-1.0167441488583968,0.020036874489576695,32.336775677419105,19.375639426854928,1.5989944832404892,-14.49742244335599,2.230518963199468,305.1848262527571,1.3321121181706594,0.40197072277080537,0.05967769858290595,35.421535463654344,20.324113562343435,1.652292182635212,-12.004927423794797,2.9505830575406744,148.4009980299167,1.782734396216462,1.1496185365539553,0.07396269517855103,82.91381846654376,21.920510554137167,2.966349916842006,-9.164071086713122,9.047705728380864,82.83823410129338,1.9159153935882216,-0.8845812654577507,-0.030939561291503992,same_params,10,10,10,10,or,0.5,171,False,0.05797304531594662
zz2000_cyb:same_params:and:zz_ma10_d10:cyb_ma10_d10:scale0.00,19.839745952566545,16.224012587391027,1.2329644063029184,-32.47080884957052,0.6110025175067039,56330.641038671005,-0.10794092850609971,0.0,-0.004103470102964746,23.46795816429075,19.418626125575294,1.2224143264712328,-24.5664985029326,0.9552829908376762,722.5582608075971,-0.4448325179256827,1.4210854715202004e-13,-0.017675618491568734,30.511116477804933,19.412881476807662,1.52196862249511,-15.358523269693103,1.9865918058679746,278.0289996121312,-0.4935470814435128,-0.45913010356630757,-0.01734816216247337,33.03856016835533,20.358051522470184,1.5592372834561163,-13.154545960348752,2.511569784920149,135.5143998916871,-0.6002408990825501,0.0,-0.019092204000544566,81.08884115387822,21.187262207165645,3.012536884185604,-8.251178767913247,9.827546273656349,81.01525328021329,0.09093808092268318,0.028311053342124026,0.015247406052094181,same_params,10,10,10,10,and,0.0,44,False,-0.030707602441240052
zz2000_cyb:same_params:and:zz_ma10_d10:cyb_ma10_d10:scale0.50,19.902811681690835,16.23135595421014,1.23582861690473,-32.47080884957052,0.6129447459684727,57379.56287410812,-0.04487519938180995,0.0,-0.0012392595011532226,23.63034831540891,19.429582127961407,1.2288542460814038,-24.56649850293263,0.961893218628126,733.4366436000967,-0.28244236680752266,1.1013412404281553e-13,-0.011235698881397749,30.69763809985817,19.4261382989163,1.5287114526674275,-15.266668702415753,2.0107620528243118,280.7347071211678,-0.3070254593902746,-0.3672755362889575,-0.010605331990155786,33.30657233276428,20.372760651906326,1.5685462091613036,-13.154545960348752,2.5319438947690798,136.9409586913222,-0.33222873467359904,0.0,-0.0097832782953573,80.90675269433522,21.21679146900295,3.0037126867941897,-8.343370933123717,9.697130014096608,80.8333633342511,-0.09115037862031272,-0.063881111868346,0.006423208660679691,same_params,10,10,10,10,and,0.5,44,False,-0.01656552801852771
zz2000_cyb:same_params:or:zz_ma13_d2:cyb_ma13_d2:scale0.00,17.29029700584166,14.842712735127964,1.1836596940097954,-32.47080884957052,0.5324874131082926,26482.73589510517,-2.6573898752309866,0.0,-0.05340818239608769,19.01760433556754,15.701884237449102,1.227741682995503,-22.43674057097603,0.8476099402855576,469.9037625526138,-4.895186346648892,2.1297579319567106,-0.012348261967298546,27.0781167460177,15.71958872575918,1.6620241996815621,-11.380596076698135,2.3793232413775205,230.91218367078233,-3.926546813230747,3.518797089428661,0.12270741502397886,31.203040918229096,16.22785257030677,1.8205744646197939,-9.266899860797329,3.367149897694521,125.89802338731242,-2.435760149208786,3.8876460995514233,0.24224497716313298,81.28484841660932,17.166799050673674,3.680004033625072,-5.1846369886923815,15.678021160187377,81.2110467151278,0.2869453436537839,3.0948528325629896,0.6827145554915619,same_params,13,2,13,2,or,0.0,1456,False,-0.08545198683999056
zz2000_cyb:same_params:or:zz_ma13_d2:cyb_ma13_d2:scale0.50,19.267240620499315,15.342317168282934,1.2625422449459929,-32.47080884957052,0.5933711325073492,47621.31307989276,-0.6804462605733299,0.0,0.02547436854010976,22.991925622364672,17.039958440255706,1.344114581826323,-20.665919048681182,1.112552776782116,691.4015706187009,-0.92086505985176,3.9005794542515595,0.10402463686352137,30.507092344201435,16.962997824374234,1.7154263945506234,-12.556771233705433,2.429533179860199,277.9707949366671,-0.4975712150470102,2.3426219324213626,0.17610960989304014,33.08662119082919,17.45163887654356,1.789723695604023,-9.099143134959009,3.6362348300369103,135.76979360429306,-0.5521798766086903,4.055402825389743,0.2113942081473621,80.92162485417805,18.450778863388724,3.4249942383874004,-6.295378262697038,12.854132266153927,80.84821928510235,-0.07627821877748886,1.9841115585583333,0.42770476025389037,same_params,13,2,13,2,or,0.5,1456,False,0.15132256560520702
zz2000_cyb:same_params:and:zz_ma13_d2:cyb_ma13_d2:scale0.00,18.443928175140357,15.439786969370422,1.2091606520121234,-32.47080884957052,0.568015667875311,37345.611770797164,-1.503758705932288,0.0,-0.0279072243937597,22.289983310613003,17.180112042913304,1.2999402817850627,-15.984897445242241,1.3944401824890915,647.3946116356393,-1.6228073716034288,8.5816010576905,0.05985033682226115,27.573285236412982,16.96467881604873,1.575938055419993,-12.664772512249133,2.1771638779729057,237.40164854283444,-3.4313783228354637,2.2346206538776627,0.03662127076240984,31.820774111061656,17.293520794490917,1.747086212013171,-10.301849437664412,3.0888409215846506,129.1045411357258,-1.818026956376226,2.85269652268434,0.16875672455651003,66.91006112108975,18.909303632640757,2.9039170193060446,-9.725711157370643,6.879708849916016,66.85154604983363,-14.087841951865784,-1.446221336115272,-0.09337245882746537,same_params,13,2,13,2,and,0.0,908,False,0.0006233971601654065
zz2000_cyb:same_params:and:zz_ma13_d2:cyb_ma13_d2:scale0.50,19.52301300208823,15.623223834599978,1.2567608900284883,-32.47080884957052,0.6012481269725579,51337.60667349518,-0.42467387898441444,0.0,0.019693013622605227,24.129903066758086,17.81503213510154,1.3467915601498912,-19.545288471616963,1.2345636700015328,767.7180529069896,0.21711238454165382,5.021210031315778,0.10670161518708965,30.093930493162823,17.65321044234441,1.63650037751948,-13.508237531520384,2.227820648174202,272.0328879084461,-0.9107330660856228,1.3911556346064113,0.0971835928618967,33.17792274692177,18.095772474127045,1.7363753540039424,-11.081810617898658,2.9939081158213297,136.25547367199874,-0.4608783205161089,2.0727353424500947,0.15804586654728148,72.6330884748327,19.432291929307542,3.0110760613601757,-7.2908421951307645,9.96223571034649,72.5685848752959,-8.364814598122834,0.9886476261246067,0.013786583226665705,same_params,13,2,13,2,and,0.5,908,False,0.11450462425910803
