rule,full_annual,full_vol,full_sharpe,full_max_dd,full_calmar,full_total_return,full_annual_delta,full_max_dd_delta,full_sharpe_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_calmar,last_10y_total_return,last_10y_annual_delta,last_10y_max_dd_delta,last_10y_sharpe_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_annual_delta,last_5y_max_dd_delta,last_5y_sharpe_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_annual_delta,last_3y_max_dd_delta,last_3y_sharpe_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_calmar,last_1y_total_return,last_1y_annual_delta,last_1y_max_dd_delta,last_1y_sharpe_delta,family,zz_ma,zz_days,cyb_ma,cyb_days,mode,scale,trigger_days,robust_pass,combo_score
zz2000_cyb:same_params:or:zz_ma10_d2:cyb_ma10_d2:scale0.00,16.979289775492568,14.74764714514683,1.1717742508444424,-32.47080884957052,0.5229093569597713,24123.33146970792,-2.9683971055800775,0.0,-0.0652936255614407,18.597234621887317,15.474558717829531,1.2198858888669109,-21.549598479387623,0.8629968043105645,450.09971211673667,-5.315556060329115,3.0169000235451193,-0.02020405609589071,30.79492251911946,15.661948173314105,1.8590150061711601,-11.033689473144626,2.7909905017784444,282.15206056970715,-0.20974104012898565,3.8657036929821693,0.31969822151357685,34.156651880391806,16.302232226832423,1.9552337791217902,-7.006356438545957,4.875094805693386,141.50380586910705,0.5178508129539239,6.148189521802795,0.3769042916651293,70.88141685962577,17.14793647005695,3.3261281300886414,-6.506430019089915,10.894056595038931,70.81876017342886,-10.116486213329765,1.7730598021654558,0.3288386519551314,same_params,10,2,10,2,or,0.0,1420,False,0.018565847876892416
zz2000_cyb:same_params:or:zz_ma10_d2:cyb_ma10_d2:scale0.50,19.107089198904227,15.335526291395945,1.254024024321065,-32.47080884957052,0.5884389664397581,45428.58807219547,-0.8405976821684185,0.0,0.01695614791518185,22.927313504256986,17.123049016002398,1.3353149208639483,-20.76885924286328,1.103927434634399,687.255564787557,-0.9854771779594458,3.797639260069463,0.09522497590114676,32.81420227182945,17.21435724747869,1.7987508748254164,-10.446858011869232,3.141059468267635,312.53745400549803,1.8095387125810056,4.452535154257564,0.25943409016783314,35.737307042179054,18.00848335807246,1.8539070602837797,-8.79674470338303,4.062560441072627,150.14309207936708,2.0985059747411725,4.357801256965722,0.2755775728271188,80.05387167738547,19.38392731876181,3.243535755374172,-6.5976847476263085,12.13363092351252,79.98141046155058,-0.9440313955700645,1.6818050736290626,0.24624627724066217,same_params,10,2,10,2,or,0.5,1420,False,0.20079783572197973
zz2000_cyb:same_params:and:zz_ma10_d2:cyb_ma10_d2:scale0.00,17.96972204550089,15.36077245359728,1.1876344760294706,-32.47080884957052,0.5534115928171149,32439.553085452928,-1.977964835571754,0.0,-0.04943340037641253,20.64239533623646,17.068195940132895,1.2248831425262794,-20.074206666887797,1.0283044146539493,552.6266625226124,-3.2703953459799706,4.492291836044945,-0.015206802436522171,26.655676608638434,17.03129860480447,1.5262815232193048,-18.487298521793694,1.4418373012809564,225.45512268400967,-4.348986950610012,-3.587905355666898,-0.01303526143827849,28.743482665372255,17.32703470681703,1.602000056581275,-12.937270567097448,2.2217578674186313,113.42773834075652,-4.895318402065627,0.2172753932513043,0.023670569124614182,64.53668738765477,18.592049341096043,2.870178649334746,-7.329397877331778,8.805182699557436,64.48061669353615,-16.461215685300772,0.9500919439235931,-0.1271108287987639,same_params,10,2,10,2,and,0.0,879,False,-0.20768406878463297
zz2000_cyb:same_params:and:zz_ma10_d2:cyb_ma10_d2:scale0.50,19.084056006591442,15.614584417534905,1.233046621412174,-32.47080884957052,0.5877296156989283,45121.39043566383,-0.8636308744812027,0.0,-0.004021254993709089,22.513510623406763,17.81391377263537,1.2705262345022261,-22.367056646298266,1.006547753663991,661.1630463203993,-1.3992800588096692,2.1994418566344756,0.030436289539424566,28.651015086066067,17.823583724020565,1.557406650775381,-14.811393516706072,1.9343902417925771,251.87797403705355,-2.3536484731823784,0.08799964942072336,0.018089866117797726,30.487723109571906,18.137014209818386,1.6155822049325392,-12.503671021171215,2.438301764173905,122.22251713810799,-3.1510779578659758,0.6508749391775375,0.03725271747587833,69.91036459917275,19.24148601436464,2.9532738945061348,-7.530421334926118,9.283725503502474,69.84872648169033,-11.087538473782786,0.7490684863292527,-0.04401558362737523,same_params,10,2,10,2,and,0.5,879,False,-0.04733816123509392
zz2000_cyb:same_params:or:zz_ma10_d3:cyb_ma10_d3:scale0.00,18.422977244550665,15.262969597987826,1.2202383387640279,-32.47080884957052,0.5673704443243132,37114.44238387946,-1.5247096365219797,0.0,-0.01682953764185524,23.61639138660605,16.962952142675796,1.380395550789203,-16.99226182261543,1.389832126713961,732.4966206597642,-0.2963992956103816,7.574236680317313,0.1403056058264014,34.37775667298979,16.94574382799352,1.896314057637141,-12.294763424725863,2.7961299852141166,337.36740642032396,3.3730931137413442,2.6046297414009327,0.35699727297955763,38.09163844544021,17.97062765938129,1.9569457255152596,-7.288794002011423,5.226055014715521,163.38927500889656,4.452837378002329,5.865751958337329,0.3786162380585987,85.40918635235977,20.0239557920299,3.2978250084041942,-6.785863353948319,12.586340440036254,85.33085197589743,4.4112832794042305,1.4936264673070525,0.30053553027068425,same_params,10,3,10,3,or,0.0,1134,False,0.22096155123168854
zz2000_cyb:same_params:or:zz_ma10_d3:cyb_ma10_d3:scale0.50,19.44836479756995,15.569117378500993,1.25647238647818,-32.47080884957052,0.5989491942645953,50224.88032722718,-0.4993220835026939,0.0,0.01940451007229682,24.348388886337567,17.75684131056188,1.3608986887208134,-19.664765297273323,1.2381733785408395,783.106255909657,0.4355982041211348,4.9017332056594185,0.12080874375801187,33.6680836203336,17.800246773263957,1.7826442581435586,-11.883526607908701,2.833172738295287,325.95356453778794,2.6634200610851515,3.015866558218095,0.2433274734859754,36.255943997015926,18.550974697565163,1.826259680230587,-9.391606269326125,3.860462519114677,153.022027843474,2.617142929578044,3.762939691022627,0.24793019277392614,83.49377794429265,20.247460185891356,3.2103148482982293,-6.6730241885449075,12.512134766066083,83.4175565013571,2.495874871337108,1.6064656327104636,0.21302537016471934,same_params,10,3,10,3,or,0.5,1134,True,0.2151687511668509
zz2000_cyb:same_params:and:zz_ma10_d3:cyb_ma10_d3:scale0.00,18.65593413495137,15.686205168253679,1.2043851550834994,-32.47080884957052,0.5745447925667588,39764.73031618466,-1.2917527461212757,0.0,-0.0326827213223837,23.63905050713071,18.05586401782775,1.3083599502525078,-18.25974135316667,1.2945994168220318,734.0232344141317,-0.27374017508572024,6.306757149766071,0.06827000528970628,29.41053047064406,18.039645521390252,1.574672833133725,-13.6861165917887,2.148931749440859,262.3750897792059,-1.5941330886043872,1.2132765743380958,0.03535604847614171,33.345071540662175,18.809389301780545,1.684070003545358,-10.431411395528068,3.196602096908685,137.14635194059377,-0.2937295267757065,2.7231345648206844,0.10574051608869706,73.27070426595827,20.39391112928122,2.896812779219095,-7.74417752651887,9.461392641768972,73.20552535879192,-7.727198806997265,0.5353122947365012,-0.1004766989144148,same_params,10,3,10,3,and,0.0,630,False,-0.016623841515555376
zz2000_cyb:same_params:and:zz_ma10_d3:cyb_ma10_d3:scale0.50,19.34851091537906,15.883754298697925,1.2292385077286678,-32.47080884957052,0.595874005018356,48772.92959046312,-0.5991759656935862,0.0,-0.007829368677215287,23.67411921158913,18.603910670324705,1.2768423664168085,-21.218483509468967,1.1157309711141379,736.3908868605184,-0.23867147062730254,3.3480149934637744,0.03675242145400692,30.606882994574324,18.51830993229044,1.590341432678473,-12.69613955570027,2.410723579423207,279.41627373317095,-0.3977805646741217,2.2032536104265255,0.051024648020889796,33.939724594694255,19.414061802507028,1.6613593634343404,-11.36202616933948,2.987119030431463,140.333919693372,0.30092352725637284,1.7925197910092727,0.08302987597767952,78.5902437334229,20.9167012845829,2.979662269732439,-8.6026846989257,9.135548550702692,78.51936885993413,-2.4076593395326427,-0.3231948776703284,-0.017627208401071126,same_params,10,3,10,3,and,0.5,630,False,0.03493150803712618
zz2000_cyb:same_params:or:zz_ma10_d4:cyb_ma10_d4:scale0.00,18.454492784682365,15.52492278979958,1.2039809844424416,-32.47080884957052,0.5683410250165807,37462.70852248829,-1.4931940963902797,0.0,-0.0330868919634415,23.20832755651907,17.523472230324995,1.3221193878241344,-16.252696840259496,1.4279677880307104,705.431083534681,-0.7044631256973624,8.313801662673246,0.08202944286133285,29.910612909314338,17.474713057681367,1.6428675419921088,-12.634895887735741,2.367301889550791,269.4222840645502,-1.0940506499341076,2.2644972783910546,0.10355075733452557,32.71036873081079,18.3567170626972,1.6941143546669861,-9.793144556434408,3.340129265152023,133.77533678403358,-0.9284323366270897,3.3614014039143445,0.11578486721032522,77.74761931539673,20.36070192692214,3.0312776405736646,-6.638966268348678,11.710801979226659,77.67765399853212,-3.2502837575588046,1.6405235529066928,0.03398816244015457,same_params,10,4,10,4,or,0.0,909,False,0.013181755754423014
zz2000_cyb:same_params:or:zz_ma10_d4:cyb_ma10_d4:scale0.50,19.25440052132703,15.7374730476699,1.234032943253637,-32.47080884957052,0.5929756973572189,47441.79454473717,-0.6932863597456134,0.0,-0.003034933152246122,23.588600151205807,18.142592077389825,1.300786459809127,-20.457667484674293,1.153044459681292,730.6276746641221,-0.32419053101062545,4.108831018258449,0.06069651484632543,30.271262888037988,18.08048019493464,1.6098308661940888,-12.550593648331853,2.41193872865619,274.5722763885672,-0.7334006712104575,2.3487995177949426,0.07051408153650551,32.70410031477739,18.863972463468297,1.6534199309915163,-11.60745943797118,2.8175071805802157,133.74220449378566,-0.9347007526604898,1.5470865223775725,0.07509044353485539,78.90505587015646,20.817952910733066,3.0016669705417667,-6.593533356303761,11.967036732242983,78.8338404798664,-2.092847202799078,1.6859564649516106,0.004377492408256689,same_params,10,4,10,4,or,0.5,909,False,0.03717528380869685
