variant,start,end,days,total_return,cagr,max_dd,sharpe,signal_days,rebalanced_days,avg_turnover,avg_bil,avg_holdings,end_nav
baseline_uniform_abs,2003-08-22,2026-03-18,6987,16.38206869558178,0.13486089690467584,-0.20681096023783535,0.7543151343166673,1178,579,0.5477463701541996,0.08670255515316197,2.608272506082725,17.38206869558178
group_personalized_abs,2003-08-22,2026-03-18,6987,26.885545036315545,0.15887728138919344,-0.20680211172262794,0.8783513667883259,1178,604,0.5632819549897059,0.10309375378138769,2.462287104622871,27.885545036315545
