selection_mode,start,end,days,total_return,cagr,max_dd,sharpe,signal_days,rebalanced_days,avg_turnover,avg_bil,avg_holdings,end_nav
global_topn,2003-08-22,2026-03-18,6987,16.38206869558178,0.13486089690467584,-0.20681096023783535,0.7543151343166673,1178,579,0.5477463701541996,0.08670255515316197,2.608272506082725,17.38206869558178
group_top1,2003-08-22,2026-03-18,6987,11.568522337280532,0.11867448170742279,-0.23014585527330542,0.8056584734029077,1178,530,0.4811980086069789,0.14484731393453518,2.2620581079146986,12.568522337280532
