rank_by_sharpe,rule,target_vol,vol_window,max_lev,signal,window,start,end,rows,total_return,annual_return,annual_vol,sharpe,max_drawdown,max_drawdown_date,turnover,trade_count,cash_days,cash_ratio,avg_weight,max_weight
1,target_vol,0.1,40.0,1.0,tv10_w40_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,7.008920507844229,0.14043113114291206,0.11946042399625612,1.1650287122338217,-0.22234775368553417,2018-11-09,325.7045256964336,2822,855,0.22242455775234132,0.43932599426183927,1.0
2,target_vol,0.1,60.0,1.0,tv10_w60_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,6.638057094235143,0.1370211586790553,0.11841058960616486,1.1487871539189967,-0.1997149111087052,2018-11-09,311.0049695970714,2866,855,0.22242455775234132,0.43209858076123214,1.0
3,target_vol,0.1,40.0,1.5,tv10_w40_max1p5,FULL_COMMON,2010-07-08,2026-05-08,3844,7.364191227812988,0.14356173319722432,0.1258093255307196,1.133949167487508,-0.23494549075025695,2018-11-09,342.6331348471198,2983,855,0.22242455775234132,0.451433615095075,1.5
4,target_vol,0.1,60.0,1.5,tv10_w60_max1p5,FULL_COMMON,2010-07-08,2026-05-08,3844,6.75149199725466,0.1380803305774594,0.12280443825408183,1.119316769638262,-0.23204849835609465,2024-09-03,320.33986189945506,2979,855,0.22242455775234132,0.43968738056498824,1.5
5,target_vol,0.15,40.0,1.0,tv15_w40_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,12.300930621791549,0.1775613888543388,0.1615919461201641,1.09711280082149,-0.2583500354255256,2018-11-09,425.4962563086335,2277,855,0.22242455775234132,0.5972314072883422,1.0
6,target_vol,0.1,80.0,1.0,tv10_w80_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,6.252372358838768,0.1333062553686506,0.12129937800112049,1.0969347034629786,-0.20978983613480384,2018-11-09,304.5775209031316,2858,855,0.22242455775234132,0.4268065847599662,1.0
7,target_vol,0.15,60.0,1.0,tv15_w60_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,12.34031815065458,0.17778132449460937,0.1627498590480393,1.0915542112234382,-0.25409826701615523,2018-11-09,419.0526412591667,2386,855,0.22242455775234132,0.5954168266718181,1.0
8,target_vol,0.1,80.0,1.5,tv10_w80_max1p5,FULL_COMMON,2010-07-08,2026-05-08,3844,6.579389430412865,0.13646756771744517,0.1258169304019976,1.0838690833647482,-0.20978983613480218,2018-11-09,310.14723995745976,2971,855,0.22242455775234132,0.4315254214236639,1.5
9,target_vol,0.2,40.0,1.0,tv20_w40_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,17.584503804776187,0.20270366937410267,0.18891649305815378,1.0761974572595572,-0.27130532526509465,2016-06-13,473.36676721065237,1516,855,0.22242455775234132,0.6880089354558973,1.0
10,target_vol,0.2,60.0,1.0,tv20_w60_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,17.90833026662421,0.20401658696415836,0.19218414455993985,1.066733367913026,-0.27540612620405036,2018-11-09,470.03391964174216,1533,855,0.22242455775234132,0.6897657996686918,1.0
11,target_vol,0.15,40.0,1.5,tv15_w40_max1p5,FULL_COMMON,2010-07-08,2026-05-08,3844,14.349531762954223,0.18826386563526265,0.17760120333224647,1.0641641460430677,-0.3248368408471941,2018-11-09,485.55678854465043,2822,855,0.22242455775234132,0.6548266604874519,1.5
