rule,target_vol,vol_window,max_lev,signal,window,start,end,rows,total_return,annual_return,annual_vol,sharpe,max_drawdown,max_drawdown_date,turnover,trade_count,cash_days,cash_ratio,avg_weight,max_weight
baseline_no_target_vol,,,1.0,lb25_no_target_vol,FULL_COMMON,2010-07-08,2026-05-08,3844,18.081967578786678,0.20471192863130705,0.2320269150066049,0.9227640557394415,-0.4266812704141554,2016-06-13,517.0,320,855,0.22242455775234132,0.7775754422476587,1.0
baseline_no_target_vol,,,1.0,lb25_no_target_vol,10Y,2016-05-09,2026-05-08,2428,4.502478191807156,0.18600428620328247,0.2104279742330255,0.9187876814038027,-0.27864639286003545,2018-11-09,321.0,198,500,0.20593080724876442,0.7940691927512356,1.0
baseline_no_target_vol,,,1.0,lb25_no_target_vol,5Y,2021-05-10,2026-05-08,1211,1.7699786523729184,0.22632179811821174,0.22310646284215485,1.0296672018634396,-0.20533602682421193,2024-09-03,160.0,98,241,0.19900908340214699,0.800990916597853,1.0
baseline_no_target_vol,,,1.0,lb25_no_target_vol,3Y,2023-05-08,2026-05-08,727,0.7454750477189804,0.20398059672252922,0.24682853388834597,0.8774652829935005,-0.2053360268242137,2024-09-03,104.0,65,180,0.24759284731774414,0.7524071526822559,1.0
baseline_no_target_vol,,,1.0,lb25_no_target_vol,1Y,2025-05-08,2026-05-08,243,0.517812654562497,0.5182465097591591,0.22450365908021147,1.9792088740618994,-0.16122822605278742,2025-12-16,32.0,18,18,0.07407407407407407,0.9259259259259259,1.0
target_vol,0.1,20.0,1.0,tv10_w20_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,4.604049614575547,0.11499990545575844,0.12425646535422823,0.9427130439893578,-0.22366350166861837,2016-06-13,389.0768704249619,2688,855,0.22242455775234132,0.45772693938277975,1.0
target_vol,0.1,20.0,1.0,tv10_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,1.6147403439517412,0.10093076153881286,0.12228780875018434,0.8508519269483901,-0.21736729898652218,2018-11-09,259.8828147734016,1676,500,0.20593080724876442,0.5105570501039997,1.0
target_vol,0.1,20.0,1.0,tv10_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,0.6565420516606777,0.10635517739897837,0.12638294629526745,0.8672070607150666,-0.19724569778498502,2024-09-03,125.80851391282238,884,241,0.19900908340214699,0.4914390946195112,1.0
target_vol,0.1,20.0,1.0,tv10_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.3171453741829513,0.09614701975159057,0.13679735143649313,0.7430240767178685,-0.19724569778498502,2024-09-03,81.24823323942985,471,180,0.24759284731774414,0.469397913374092,1.0
target_vol,0.1,20.0,1.0,tv10_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.21178204321140237,0.211941487730136,0.12634136906119348,1.5901251015261537,-0.09108961349637223,2025-12-16,24.25713213794387,209,18,0.07407407407407407,0.5216582733177596,1.0
target_vol,0.15,20.0,1.0,tv15_w20_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,8.129117225027326,0.1498997278038432,0.16164465116692417,0.9493553690933465,-0.2772307598087487,2018-11-09,464.09514453527254,2197,855,0.22242455775234132,0.6008292559019672,1.0
target_vol,0.15,20.0,1.0,tv15_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,2.546849819962873,0.13502877052613926,0.15824287036715418,0.8828900362547407,-0.259900971556408,2018-11-09,303.2649417319642,1257,500,0.20593080724876442,0.6569293109270106,1.0
target_vol,0.15,20.0,1.0,tv15_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,1.0842718213673672,0.15842937272175361,0.16389883850463113,0.9838880203254121,-0.20848798264190227,2024-09-03,150.39280789904456,689,241,0.19900908340214699,0.6541394717399254,1.0
target_vol,0.15,20.0,1.0,tv15_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.5233262903042983,0.150580688908734,0.17434558424079638,0.8956750057766564,-0.20848798264190205,2024-09-03,96.30106270559034,382,180,0.24759284731774414,0.6081786919993025,1.0
target_vol,0.15,20.0,1.0,tv15_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.35819617180959806,0.35848101120138276,0.16571457052055608,1.9385821993461712,-0.10354934746395217,2025-12-16,29.27102823034153,188,18,0.07407407407407407,0.7132351543124757,1.0
target_vol,0.2,20.0,1.0,tv20_w20_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,12.83401473467029,0.18048764481317114,0.1873125198252784,0.9839776748645293,-0.30864425169925225,2018-11-09,492.7707053691927,1551,855,0.22242455775234132,0.6833904463492364,1.0
target_vol,0.2,20.0,1.0,tv20_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,3.762967384176994,0.16900296075802856,0.17934993277607938,0.9638121826364325,-0.2728907356097693,2018-11-09,314.38898115546226,818,500,0.20593080724876442,0.7287683221553646,1.0
target_vol,0.2,20.0,1.0,tv20_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,1.5865298797239404,0.2096098695536861,0.18663069149963046,1.1179743305114214,-0.2075658877496681,2024-09-03,156.8873127696237,440,241,0.19900908340214699,0.736281079513321,1.0
target_vol,0.2,20.0,1.0,tv20_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.7339531088905011,0.20132617912479467,0.19810901281223078,1.0290866414410154,-0.20756588774966833,2024-09-03,99.83570892025648,257,180,0.24759284731774414,0.6806494509542419,1.0
target_vol,0.2,20.0,1.0,tv20_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.4948352943190364,0.4952469590411339,0.19384946697321262,2.180268233107082,-0.1141306440454779,2025-12-16,30.499720141140926,124,18,0.07407407407407407,0.8314043734581019,1.0
target_vol,0.25,20.0,1.0,tv25_w20_max1p0,FULL_COMMON,2010-07-08,2026-05-08,3844,16.251404301568535,0.19706275107683968,0.20394031599512846,0.9884262183802859,-0.3325535563838248,2016-06-13,508.6145053769971,1114,855,0.22242455775234132,0.7290850588053586,1.0
