date,1.H20955,0.399606,1.H00016,1.H00852,1.H00905,lookback
2026-04-22,-0.01639831156058709,13.603903921830053,0.5822001841635777,4.093855187220975,3.1945414841092887,20
2026-04-23,-7.375810546700393e-05,14.298881322987727,0.49230007146926286,3.8905936232934772,3.139131285243173,20
2026-04-24,0.000542474831216121,11.522879547733917,0.46240437856255523,3.1042763981454558,2.614533580307179,20
2026-04-27,0.0008672936025294881,8.012072881181528,0.3903895967279307,2.490504636948514,2.2547856253558605,20
2026-04-28,0.010730143992414249,4.225232496504881,0.3613362129972953,1.4603762392920778,1.4831418847813442,20
2026-04-29,0.04854072770130516,2.873220713776716,0.38159348154785355,1.0413216085692234,1.2403631491606175,20
2026-04-30,0.07081513501092396,1.777976307860837,0.43922765862640445,0.7803586518308574,1.0121649383935358,20
2026-05-06,0.07646639013948503,1.5409675499979179,0.5401575817140918,0.826246372497065,1.151597958206146,20
2026-05-07,0.03820590909009741,1.548711011193021,0.6550502558817248,1.0000992058783416,1.3825377440221411,20
2026-05-08,0.018794889629633292,1.3494795715801722,0.6606762841255243,1.1966745867678443,1.5945217908863,20
2026-04-22,-0.019805621182772196,9.706618389831203,0.5886853429667089,3.5062475018875023,2.741141041366854,22
2026-04-23,-0.0022067047792101173,10.735843523033301,0.5107660289222614,3.3747301407226393,2.7106210257606698,22
2026-04-24,-3.56170724754246e-05,9.6823676224388,0.5021243306143912,2.909920639511239,2.4249855273410454,22
2026-04-27,-3.278550409229665e-06,7.76055685445759,0.45004356988458244,2.5230906146622574,2.238413129351677,22
2026-04-28,0.0009624001707676425,4.960381638516528,0.42141047762823375,1.6998176889054655,1.6497260777161094,22
2026-04-29,0.014485575956356956,3.8892890290956803,0.4350821339592098,1.361594229022689,1.4892944549952791,22
2026-04-30,0.029959559170123856,2.74677338938243,0.4761662620850219,1.1064823705035185,1.2859150290692876,22
2026-05-06,0.04231013816818099,2.436868156046275,0.5687844100679446,1.1465080845048643,1.4286995794078485,22
2026-05-07,0.032331939319907826,2.364042844138517,0.6759731640984049,1.3131649629435806,1.6504854500177397,22
2026-05-08,0.023822560348548183,1.9735488371897185,0.6688674773806558,1.4396555534885973,1.7813160636868188,22
2026-04-22,-0.023734176162464777,6.780434914050667,0.511364952391535,2.8567385272356947,2.250721649511925,24
2026-04-23,-0.003266062207955217,8.038203160149807,0.512010161621849,3.0066483330914067,2.4137979639910028,24
2026-04-24,-0.00047446743077344037,7.873242030637563,0.5231487248154792,2.726995864561531,2.2544878535268973,24
2026-04-27,-0.0008492579787458049,6.816238837452133,0.47486094642038906,2.4200442782222606,2.1079245543956695,24
2026-04-28,-2.451386960297364e-09,4.957773324729771,0.460517937899147,1.7952051051757354,1.6845945658466928,24
2026-04-29,0.0025792383050330108,4.293291347223553,0.4793566316254217,1.5380655801118246,1.5946795312473023,24
2026-04-30,0.008464491242215016,3.396344198264232,0.5142858054499344,1.3261368672171847,1.4429477781429525,24
2026-05-06,0.015858702190718214,3.2077415964202753,0.5960135865101784,1.3979468487239877,1.6169987388275322,24
2026-05-07,0.015100856155122131,3.151611738799344,0.6800639692853176,1.5698912783332544,1.843129682921966,24
2026-05-08,0.014659230754149292,2.6955436919140743,0.678878382717501,1.6905597167933106,1.9736853731910102,24
2026-04-22,-0.03559279583088891,4.761529514460735,0.3300723174192905,2.04367583654522,1.6011956234804892,26
2026-04-23,-0.00787543325580804,5.864755270701077,0.40022628633518886,2.37945560760267,1.9116700045100539,26
2026-04-24,-0.0017958013563921609,6.138244708254017,0.47762931544551673,2.4076154403129717,1.9895324433683794,26
2026-04-27,-0.0015575095377492435,5.783843371484014,0.4845974528982632,2.3226895243879455,1.9994891355701572,26
2026-04-28,-9.297443343768855e-05,4.637367212356324,0.48529367263457523,1.8426595884786423,1.6858769349044045,26
2026-04-29,0.00014785481150698433,4.233345015619116,0.498050693852004,1.6125174618738494,1.6045520585947959,26
2026-04-30,0.001317547846465408,3.6245908076727935,0.5373402048818644,1.4530251817127757,1.5069133638843015,26
2026-05-06,0.004105247123383662,3.599938527731353,0.6172586301741583,1.543151706309669,1.694101132312177,26
2026-05-07,0.004480639145646549,3.665441235169587,0.6905811019433203,1.7211061623605928,1.9228003508332592,26
2026-05-08,0.005413552015783518,3.3108086535045738,0.6905029026322491,1.8678767500435765,2.0841087037734867,26
2026-04-22,-0.053033251123675726,3.3935850382488404,0.1760514603944294,1.311429872433325,1.0044647952748298,28
2026-04-23,-0.017846515070006713,4.316886900793362,0.24518098661417587,1.6946172472292427,1.3469032750928158,28
2026-04-24,-0.00635978426658072,4.718942069403123,0.33886424395576586,1.8825042390054685,1.5424700234273871,28
2026-04-27,-0.004567395824924585,4.691499204965546,0.40209153413776977,1.9882900513617319,1.6999591179018196,28
2026-04-28,-0.0007014368557387796,4.066551457646201,0.4574394799513545,1.760570602794178,1.588968032009789,28
2026-04-29,4.7393131930862775e-06,3.959269400455418,0.5052133730556309,1.65866987622124,1.6020118399368624,28
2026-04-30,0.00022087413699491633,3.6078620709114957,0.5504139816881448,1.5399918762706213,1.5394436757960916,28
2026-05-06,0.0006042108819368276,3.6680718094123654,0.6178656503013805,1.6109282540116265,1.6957925276272456,28
2026-05-07,0.0006788302157650059,3.8420302630562855,0.6907131920813744,1.7924329664481882,1.9232448898240748,28
2026-05-08,0.0011738045328094583,3.6350662288856133,0.6990955658154395,1.9489529360599165,2.0988286774063765,28
2026-04-22,-0.07263588195764799,2.4727909149035163,0.07685831165670023,0.7504292240673807,0.5393144681242193,30
2026-04-23,-0.032718085135700244,3.2188848494023685,0.12817362661343773,1.087147608201703,0.8332232084302591,30
2026-04-24,-0.015820627317055275,3.624900923889884,0.20482496311342854,1.330803702651871,1.0690273641506003,30
2026-04-27,-0.011729482943989542,3.7664077361721233,0.2720291453142237,1.5376622417143944,1.2975579356956746,30
2026-04-28,-0.003453906122957614,3.447795506830206,0.3483821006995622,1.4897869029262985,1.32395517708538,30
2026-04-29,-8.963401996039395e-05,3.498153687218067,0.4355282443451229,1.521207024744508,1.4420843222259243,30
2026-04-30,1.0076528714055034e-06,3.3602648904774246,0.5202566061782612,1.5253740571177272,1.4902392264831514,30
2026-05-06,0.00011953780853286572,3.554400172264489,0.6114611434532952,1.6557269701310842,1.6877390614316035,30
2026-05-07,0.00010488259002438841,3.818908019334807,0.6850544253407609,1.8345097272271162,1.9040895665001232,30
2026-05-08,8.951804839753012e-05,3.7050621373090915,0.6915095092286764,1.965679239216283,2.0526080748726496,30
2026-04-22,-0.09233415696917614,1.3782782207422926,0.0023827673307387403,0.14750245987778107,0.06738495723693087,35
2026-04-23,-0.06226318300755356,1.7588307688544207,0.00949304667325488,0.26438725710876043,0.15105917802114577,35
2026-04-24,-0.04615612911095434,2.025824282318003,0.02846391801446632,0.39054849755460463,0.25647285778653267,35
2026-04-27,-0.041531130457100385,2.2022596712141316,0.056026232070020006,0.5471621203701534,0.40355490948855594,35
2026-04-28,-0.025747237228971938,2.174923221799011,0.09857827631789952,0.640357388989764,0.516601558226734,35
2026-04-29,-0.010151605209859192,2.36602583634186,0.16352018323779752,0.7956941909033457,0.7030784138862952,35
