signal_family,lookback,window,start,end,rows,total_return,annual_return,annual_vol,sharpe,max_drawdown,max_drawdown_date,turnover,trade_count,cash_days,cash_ratio
weighted_log_slope_r2,20,FULL_COMMON,2010-08-05,2026-05-08,3824,8.078095299797873,0.15027219442743034,0.22800506161414277,0.7311109674064505,-0.4607729277931385,2019-01-17,722.0,444,862,0.22541841004184102
weighted_log_slope_r2,20,10Y,2016-05-09,2026-05-08,2428,2.0196506227075424,0.1169028229010678,0.20659469002923142,0.6398801598366246,-0.3177813486597615,2019-01-17,461.0,281,485,0.19975288303130148
weighted_log_slope_r2,20,5Y,2021-05-10,2026-05-08,1211,1.0045840163340234,0.14942162920617474,0.22430046187571634,0.7346737064339991,-0.28295456393217167,2024-09-02,222.0,133,226,0.18662262592898432
weighted_log_slope_r2,20,3Y,2023-05-08,2026-05-08,727,0.5081091639517985,0.14673752956890285,0.25019491033615754,0.6727883401717741,-0.282954563932172,2024-09-02,148.0,89,163,0.22420907840440166
weighted_log_slope_r2,20,1Y,2025-05-08,2026-05-08,243,0.5488318295288153,0.5492960192500302,0.22556316935087098,2.0612420323439373,-0.13992707302689622,2025-12-16,50.0,27,17,0.06995884773662552
weighted_log_slope_r2,22,FULL_COMMON,2010-08-05,2026-05-08,3824,9.944082872204774,0.16400040251363768,0.22989985265222085,0.7789333427722599,-0.4422606065131417,2019-01-14,628.0,390,864,0.22594142259414227
weighted_log_slope_r2,22,10Y,2016-05-09,2026-05-08,2428,2.5418774397713104,0.13486948331317095,0.20846349309571538,0.7129250487440771,-0.2966322703639639,2019-01-14,407.0,251,500,0.20593080724876442
weighted_log_slope_r2,22,5Y,2021-05-10,2026-05-08,1211,0.9435486580644523,0.14232658239988472,0.2237719837432502,0.7080242569020887,-0.27034904413942273,2024-09-03,200.0,123,236,0.1948802642444261
weighted_log_slope_r2,22,3Y,2023-05-08,2026-05-08,727,0.3748889115046907,0.11193318087963555,0.24905399839407497,0.5500269398373471,-0.27034904413942096,2024-09-03,130.0,82,173,0.23796423658872076
weighted_log_slope_r2,22,1Y,2025-05-08,2026-05-08,243,0.4314567103074045,0.4318084336040233,0.22900409926496912,1.6875359662622458,-0.1873213648597024,2025-12-16,40.0,22,17,0.06995884773662552
weighted_log_slope_r2,24,FULL_COMMON,2010-08-05,2026-05-08,3824,17.958720454960627,0.20530825584274837,0.23071360535130372,0.9290605993779693,-0.31939849267788945,2016-06-13,546.0,338,847,0.2214958158995816
weighted_log_slope_r2,24,10Y,2016-05-09,2026-05-08,2428,3.769713821979825,0.16916850507298808,0.20947603639670517,0.8533678895353004,-0.27178970284445425,2024-09-03,341.0,211,497,0.20469522240527183
weighted_log_slope_r2,24,5Y,2021-05-10,2026-05-08,1211,1.3285163579073775,0.18442187833883428,0.22277453401140931,0.8737210808431979,-0.2717897028444547,2024-09-03,176.0,108,234,0.19322873658133774
weighted_log_slope_r2,24,3Y,2023-05-08,2026-05-08,727,0.5347166144016853,0.1534406522109384,0.24687801339218332,0.7022620756500199,-0.2717897028444545,2024-09-03,114.0,72,174,0.2393397524071527
weighted_log_slope_r2,24,1Y,2025-05-08,2026-05-08,243,0.5117474465971965,0.5121754209802012,0.2228110423460095,1.9744312987811492,-0.17203002934906275,2025-12-16,36.0,20,17,0.06995884773662552
weighted_log_slope_r2,26,FULL_COMMON,2010-08-05,2026-05-08,3824,15.35463020282549,0.19405846280174943,0.23372375695826844,0.8798097869362158,-0.4342018598027738,2018-11-09,500.0,307,844,0.22071129707112971
weighted_log_slope_r2,26,10Y,2016-05-09,2026-05-08,2428,4.093088135258474,0.17686640401509912,0.2114036902623749,0.8787548912719668,-0.2974941810608045,2018-11-09,311.0,192,503,0.207166392092257
weighted_log_slope_r2,26,5Y,2021-05-10,2026-05-08,1211,1.4912199801537347,0.20054989668229828,0.2252387013679053,0.9271280937216054,-0.21279183238187704,2022-05-24,156.0,96,244,0.2014863748967795
weighted_log_slope_r2,26,3Y,2023-05-08,2026-05-08,727,0.7280335117045298,0.19995785069897654,0.24880151103817266,0.8589528317163048,-0.2025172076140329,2024-10-17,98.0,62,183,0.2517193947730399
weighted_log_slope_r2,26,1Y,2025-05-08,2026-05-08,243,0.47522892045689913,0.4756218415719615,0.22706855691850028,1.8334224033574305,-0.16949949614345539,2025-12-16,34.0,19,18,0.07407407407407407
weighted_log_slope_r2,28,FULL_COMMON,2010-08-05,2026-05-08,3824,15.701335550283424,0.19564926519862702,0.23383361469909136,0.885173476524779,-0.3671681223113671,2018-11-29,484.0,298,843,0.2204497907949791
weighted_log_slope_r2,28,10Y,2016-05-09,2026-05-08,2428,3.442327855511076,0.1608809047986801,0.21150201954023146,0.8134376469748303,-0.3049359955259001,2018-11-29,305.0,188,500,0.20593080724876442
weighted_log_slope_r2,28,5Y,2021-05-10,2026-05-08,1211,1.2166543888113552,0.17280250347224424,0.22554837755976415,0.8217491841699163,-0.22748152270769273,2022-05-24,156.0,96,241,0.19900908340214699
weighted_log_slope_r2,28,3Y,2023-05-08,2026-05-08,727,0.6398862368005198,0.1792020906425369,0.24958623100812796,0.7865427111200783,-0.2025172076140329,2024-10-17,96.0,61,180,0.24759284731774414
weighted_log_slope_r2,28,1Y,2025-05-08,2026-05-08,243,0.4811017860592306,0.4815003029735869,0.2248773527165816,1.8668757195449774,-0.16950655272480775,2025-12-16,34.0,19,17,0.06995884773662552
weighted_log_slope_r2,30,FULL_COMMON,2010-08-05,2026-05-08,3824,14.164431785846489,0.18834614687871554,0.23289426151369388,0.8613392440499011,-0.3613935786368514,2018-11-29,468.0,291,844,0.22071129707112971
weighted_log_slope_r2,30,10Y,2016-05-09,2026-05-08,2428,3.2226106192530333,0.15500484318771512,0.21066026489957976,0.7916256997419459,-0.3118267215371374,2018-11-29,295.0,183,504,0.20757825370675453
weighted_log_slope_r2,30,5Y,2021-05-10,2026-05-08,1211,1.3100823395478707,0.18253826505637472,0.22410161375438872,0.8627365249125409,-0.24779743661113363,2022-05-24,148.0,93,249,0.2056151940545004
weighted_log_slope_r2,30,3Y,2023-05-08,2026-05-08,727,0.7202138813883525,0.19814552588009215,0.2493977912801017,0.8513438233727812,-0.20251720761403325,2024-10-17,86.0,57,187,0.25722145804676755
weighted_log_slope_r2,30,1Y,2025-05-08,2026-05-08,243,0.5525470256537741,0.5530148773008656,0.22426066366454,2.0826944328809534,-0.14594498538994283,2025-12-16,32.0,18,16,0.06584362139917696
weighted_log_slope_r2,35,FULL_COMMON,2010-08-05,2026-05-08,3824,6.5932425100356955,0.1373069212212803,0.23302291536011543,0.6715387854827397,-0.5443219208892481,2019-01-14,432.0,269,844,0.22071129707112971
weighted_log_slope_r2,35,10Y,2016-05-09,2026-05-08,2428,2.2796444044360915,0.12616977786409955,0.21037860184936832,0.6716304679558457,-0.35481753872571187,2019-01-14,285.0,177,503,0.207166392092257
weighted_log_slope_r2,35,5Y,2021-05-10,2026-05-08,1211,1.447596023585192,0.19631033315283064,0.22230574039514847,0.9203247602959735,-0.20535084207205667,2024-08-05,132.0,83,251,0.20726672171758878
weighted_log_slope_r2,35,3Y,2023-05-08,2026-05-08,727,0.6902777551858961,0.19115613734375025,0.2487514801692628,0.8291951604957044,-0.20535084207205634,2024-08-05,82.0,54,190,0.2613480055020633
weighted_log_slope_r2,35,1Y,2025-05-08,2026-05-08,243,0.6152833599804517,0.6158139574946706,0.22402570898791715,2.2624963959117457,-0.11414376312920016,2025-12-16,34.0,19,17,0.06995884773662552
weighted_log_slope_r2,37,FULL_COMMON,2010-08-05,2026-05-08,3824,5.001586153371762,0.12045356171848698,0.23092751633526418,0.6104405423637073,-0.564692962736487,2019-01-14,408.0,255,838,0.21914225941422594
weighted_log_slope_r2,37,10Y,2016-05-09,2026-05-08,2428,1.7797668553163728,0.10769215303137147,0.20965952437218374,0.5939197550139174,-0.3653366843679683,2019-01-14,280.0,174,502,0.20675453047775946
weighted_log_slope_r2,37,5Y,2021-05-10,2026-05-08,1211,1.433492061063041,0.19492672318130833,0.22016947041516802,0.9218500394537535,-0.2399826789271321,2024-08-05,122.0,77,256,0.21139554087530965
weighted_log_slope_r2,37,3Y,2023-05-08,2026-05-08,727,0.6393028382899728,0.17906227008811215,0.24567028217172618,0.7946592910327428,-0.2399826789271332,2024-08-05,78.0,52,190,0.2613480055020633
weighted_log_slope_r2,37,1Y,2025-05-08,2026-05-08,243,0.7002792538240372,0.700897513794907,0.2261757714713999,2.4712154574639698,-0.12491073157297294,2025-12-16,28.0,16,15,0.06172839506172839
weighted_log_slope_r2,39,FULL_COMMON,2010-08-05,2026-05-08,3824,4.2693770213464,0.11123924722353973,0.2319430374193448,0.5729814413947627,-0.6336100405543202,2018-12-19,394.0,248,833,0.2178347280334728
weighted_log_slope_r2,39,10Y,2016-05-09,2026-05-08,2428,1.6135631100231698,0.10088116394558688,0.2104409555967808,0.5630537104142124,-0.42380374505920937,2018-12-19,268.0,168,501,0.20634266886326194
weighted_log_slope_r2,39,5Y,2021-05-10,2026-05-08,1211,1.2583746589500948,0.1771897815149377,0.22027022166199473,0.8531914934682617,-0.20930235399077368,2024-08-05,124.0,77,261,0.21552436003303055
weighted_log_slope_r2,39,3Y,2023-05-08,2026-05-08,727,0.6444810099987899,0.18030214222402918,0.24598362543761815,0.7982973726557894,-0.20930235399077557,2024-08-05,80.0,52,195,0.26822558459422285
weighted_log_slope_r2,39,1Y,2025-05-08,2026-05-08,243,0.6195109792456053,0.620045865843029,0.22822861023563057,2.236567746002367,-0.09998754376980912,2025-10-17,34.0,19,15,0.06172839506172839
weighted_log_slope_r2,41,FULL_COMMON,2010-08-05,2026-05-08,3824,4.8247188771794125,0.11832842261410526,0.23240938772480982,0.5998301887745068,-0.6215601959726471,2018-12-19,374.0,233,826,0.2160041841004184
weighted_log_slope_r2,41,10Y,2016-05-09,2026-05-08,2428,2.022162629207423,0.11699573993256407,0.2106271693601964,0.6320626156740411,-0.3674582681433515,2018-12-19,244.0,153,497,0.20469522240527183
weighted_log_slope_r2,41,5Y,2021-05-10,2026-05-08,1211,1.4149513716781708,0.19309807650709,0.22153556512253528,0.9105731924595556,-0.20251720761403302,2024-10-17,104.0,65,260,0.21469859620148637
weighted_log_slope_r2,41,3Y,2023-05-08,2026-05-08,727,0.8974478685155238,0.2379472341278186,0.24783655398576365,0.9880625812788413,-0.2025172076140329,2024-10-17,58.0,39,192,0.2640990371389271
weighted_log_slope_r2,41,1Y,2025-05-08,2026-05-08,243,0.7428416492387289,0.7435049110383767,0.23122370643652715,2.529941716485539,-0.099987543769809,2025-10-17,20.0,12,12,0.04938271604938271
weighted_log_slope_r2,43,FULL_COMMON,2010-08-05,2026-05-08,3824,3.384547968468744,0.09835000054601073,0.23163257348996982,0.5229181028998785,-0.6184371668622342,2019-01-30,374.0,234,811,0.21208158995815898
weighted_log_slope_r2,43,10Y,2016-05-09,2026-05-08,2428,1.609881530030059,0.10072592684483994,0.20852093428730548,0.5657621292977043,-0.35425936187239226,2019-01-30,244.0,154,486,0.200164744645799
weighted_log_slope_r2,43,5Y,2021-05-10,2026-05-08,1211,1.2025128255630628,0.17130039785093976,0.21663689494705332,0.8407616937877278,-0.20251720761403302,2024-10-17,104.0,65,259,0.2138728323699422
weighted_log_slope_r2,43,3Y,2023-05-08,2026-05-08,727,0.7608491784115965,0.20750434758849146,0.24126090286734836,0.9046830416298494,-0.2025172076140329,2024-10-17,62.0,41,191,0.2627235213204952
weighted_log_slope_r2,43,1Y,2025-05-08,2026-05-08,243,0.8319411215806627,0.8327008773162232,0.23117994645986206,2.747384219735611,-0.099987543769809,2025-10-17,24.0,14,13,0.053497942386831275
weighted_log_slope_r2,45,FULL_COMMON,2010-08-05,2026-05-08,3824,3.608644510823452,0.10183027891505603,0.2319321067633575,0.5362804973665768,-0.6495765139779561,2019-01-30,351.0,219,799,0.20894351464435146
weighted_log_slope_r2,45,10Y,2016-05-09,2026-05-08,2428,1.4932805230986879,0.09570442523088096,0.20866228099954603,0.5434811698081715,-0.38631785064865676,2019-01-30,222.0,139,475,0.1956342668863262
weighted_log_slope_r2,45,5Y,2021-05-10,2026-05-08,1211,1.092374594126074,0.1593297824273261,0.21815262067319674,0.7889979434956006,-0.20251720761403313,2024-10-17,94.0,58,251,0.20726672171758878
weighted_log_slope_r2,45,3Y,2023-05-08,2026-05-08,727,0.6820732732067647,0.18922618964118887,0.24332728356158206,0.8358474370366383,-0.20251720761403302,2024-10-17,52.0,34,183,0.2517193947730399
weighted_log_slope_r2,45,1Y,2025-05-08,2026-05-08,243,0.7832215927476542,0.7839282079911531,0.23558932517720435,2.585148238495593,-0.09998754376980912,2025-10-17,18.0,11,12,0.04938271604938271
