window,rank_by_sharpe,lookback,annual_return,annual_vol,sharpe,max_drawdown,turnover,trade_count,cash_ratio
FULL_COMMON,1,24,0.20530825584274837,0.23071360535130372,0.9290605993779693,-0.31939849267788945,546.0,338,0.2214958158995816
FULL_COMMON,2,28,0.19564926519862702,0.23383361469909136,0.885173476524779,-0.3671681223113671,484.0,298,0.2204497907949791
FULL_COMMON,3,26,0.19405846280174943,0.23372375695826844,0.8798097869362158,-0.4342018598027738,500.0,307,0.22071129707112971
FULL_COMMON,4,30,0.18834614687871554,0.23289426151369388,0.8613392440499011,-0.3613935786368514,468.0,291,0.22071129707112971
FULL_COMMON,5,22,0.16400040251363768,0.22989985265222085,0.7789333427722599,-0.4422606065131417,628.0,390,0.22594142259414227
FULL_COMMON,6,20,0.15027219442743034,0.22800506161414277,0.7311109674064505,-0.4607729277931385,722.0,444,0.22541841004184102
FULL_COMMON,7,35,0.1373069212212803,0.23302291536011543,0.6715387854827397,-0.5443219208892481,432.0,269,0.22071129707112971
FULL_COMMON,8,37,0.12045356171848698,0.23092751633526418,0.6104405423637073,-0.564692962736487,408.0,255,0.21914225941422594
FULL_COMMON,9,41,0.11832842261410526,0.23240938772480982,0.5998301887745068,-0.6215601959726471,374.0,233,0.2160041841004184
FULL_COMMON,10,39,0.11123924722353973,0.2319430374193448,0.5729814413947627,-0.6336100405543202,394.0,248,0.2178347280334728
FULL_COMMON,11,45,0.10183027891505603,0.2319321067633575,0.5362804973665768,-0.6495765139779561,351.0,219,0.20894351464435146
FULL_COMMON,12,43,0.09835000054601073,0.23163257348996982,0.5229181028998785,-0.6184371668622342,374.0,234,0.21208158995815898
10Y,1,26,0.17686640401509912,0.2114036902623749,0.8787548912719668,-0.2974941810608045,311.0,192,0.207166392092257
10Y,2,24,0.16916850507298808,0.20947603639670517,0.8533678895353004,-0.27178970284445425,341.0,211,0.20469522240527183
10Y,3,28,0.1608809047986801,0.21150201954023146,0.8134376469748303,-0.3049359955259001,305.0,188,0.20593080724876442
10Y,4,30,0.15500484318771512,0.21066026489957976,0.7916256997419459,-0.3118267215371374,295.0,183,0.20757825370675453
10Y,5,22,0.13486948331317095,0.20846349309571538,0.7129250487440771,-0.2966322703639639,407.0,251,0.20593080724876442
10Y,6,35,0.12616977786409955,0.21037860184936832,0.6716304679558457,-0.35481753872571187,285.0,177,0.207166392092257
10Y,7,20,0.1169028229010678,0.20659469002923142,0.6398801598366246,-0.3177813486597615,461.0,281,0.19975288303130148
10Y,8,41,0.11699573993256407,0.2106271693601964,0.6320626156740411,-0.3674582681433515,244.0,153,0.20469522240527183
10Y,9,37,0.10769215303137147,0.20965952437218374,0.5939197550139174,-0.3653366843679683,280.0,174,0.20675453047775946
10Y,10,43,0.10072592684483994,0.20852093428730548,0.5657621292977043,-0.35425936187239226,244.0,154,0.200164744645799
10Y,11,39,0.10088116394558688,0.2104409555967808,0.5630537104142124,-0.42380374505920937,268.0,168,0.20634266886326194
10Y,12,45,0.09570442523088096,0.20866228099954603,0.5434811698081715,-0.38631785064865676,222.0,139,0.1956342668863262
5Y,1,26,0.20054989668229828,0.2252387013679053,0.9271280937216054,-0.21279183238187704,156.0,96,0.2014863748967795
5Y,2,37,0.19492672318130833,0.22016947041516802,0.9218500394537535,-0.2399826789271321,122.0,77,0.21139554087530965
5Y,3,35,0.19631033315283064,0.22230574039514847,0.9203247602959735,-0.20535084207205667,132.0,83,0.20726672171758878
5Y,4,41,0.19309807650709,0.22153556512253528,0.9105731924595556,-0.20251720761403302,104.0,65,0.21469859620148637
5Y,5,24,0.18442187833883428,0.22277453401140931,0.8737210808431979,-0.2717897028444547,176.0,108,0.19322873658133774
5Y,6,30,0.18253826505637472,0.22410161375438872,0.8627365249125409,-0.24779743661113363,148.0,93,0.2056151940545004
5Y,7,39,0.1771897815149377,0.22027022166199473,0.8531914934682617,-0.20930235399077368,124.0,77,0.21552436003303055
5Y,8,43,0.17130039785093976,0.21663689494705332,0.8407616937877278,-0.20251720761403302,104.0,65,0.2138728323699422
5Y,9,28,0.17280250347224424,0.22554837755976415,0.8217491841699163,-0.22748152270769273,156.0,96,0.19900908340214699
5Y,10,45,0.1593297824273261,0.21815262067319674,0.7889979434956006,-0.20251720761403313,94.0,58,0.20726672171758878
5Y,11,20,0.14942162920617474,0.22430046187571634,0.7346737064339991,-0.28295456393217167,222.0,133,0.18662262592898432
5Y,12,22,0.14232658239988472,0.2237719837432502,0.7080242569020887,-0.27034904413942273,200.0,123,0.1948802642444261
3Y,1,41,0.2379472341278186,0.24783655398576365,0.9880625812788413,-0.2025172076140329,58.0,39,0.2640990371389271
3Y,2,43,0.20750434758849146,0.24126090286734836,0.9046830416298494,-0.2025172076140329,62.0,41,0.2627235213204952
3Y,3,26,0.19995785069897654,0.24880151103817266,0.8589528317163048,-0.2025172076140329,98.0,62,0.2517193947730399
3Y,4,30,0.19814552588009215,0.2493977912801017,0.8513438233727812,-0.20251720761403325,86.0,57,0.25722145804676755
3Y,5,45,0.18922618964118887,0.24332728356158206,0.8358474370366383,-0.20251720761403302,52.0,34,0.2517193947730399
3Y,6,35,0.19115613734375025,0.2487514801692628,0.8291951604957044,-0.20535084207205634,82.0,54,0.2613480055020633
3Y,7,39,0.18030214222402918,0.24598362543761815,0.7982973726557894,-0.20930235399077557,80.0,52,0.26822558459422285
3Y,8,37,0.17906227008811215,0.24567028217172618,0.7946592910327428,-0.2399826789271332,78.0,52,0.2613480055020633
3Y,9,28,0.1792020906425369,0.24958623100812796,0.7865427111200783,-0.2025172076140329,96.0,61,0.24759284731774414
3Y,10,24,0.1534406522109384,0.24687801339218332,0.7022620756500199,-0.2717897028444545,114.0,72,0.2393397524071527
3Y,11,20,0.14673752956890285,0.25019491033615754,0.6727883401717741,-0.282954563932172,148.0,89,0.22420907840440166
3Y,12,22,0.11193318087963555,0.24905399839407497,0.5500269398373471,-0.27034904413942096,130.0,82,0.23796423658872076
1Y,1,43,0.8327008773162232,0.23117994645986206,2.747384219735611,-0.099987543769809,24.0,14,0.053497942386831275
1Y,2,45,0.7839282079911531,0.23558932517720435,2.585148238495593,-0.09998754376980912,18.0,11,0.04938271604938271
1Y,3,41,0.7435049110383767,0.23122370643652715,2.529941716485539,-0.099987543769809,20.0,12,0.04938271604938271
1Y,4,37,0.700897513794907,0.2261757714713999,2.4712154574639698,-0.12491073157297294,28.0,16,0.06172839506172839
1Y,5,35,0.6158139574946706,0.22402570898791715,2.2624963959117457,-0.11414376312920016,34.0,19,0.06995884773662552
1Y,6,39,0.620045865843029,0.22822861023563057,2.236567746002367,-0.09998754376980912,34.0,19,0.06172839506172839
1Y,7,30,0.5530148773008656,0.22426066366454,2.0826944328809534,-0.14594498538994283,32.0,18,0.06584362139917696
1Y,8,20,0.5492960192500302,0.22556316935087098,2.0612420323439373,-0.13992707302689622,50.0,27,0.06995884773662552
1Y,9,24,0.5121754209802012,0.2228110423460095,1.9744312987811492,-0.17203002934906275,36.0,20,0.06995884773662552
1Y,10,28,0.4815003029735869,0.2248773527165816,1.8668757195449774,-0.16950655272480775,34.0,19,0.06995884773662552
1Y,11,26,0.4756218415719615,0.22706855691850028,1.8334224033574305,-0.16949949614345539,34.0,19,0.07407407407407407
1Y,12,22,0.4318084336040233,0.22900409926496912,1.6875359662622458,-0.1873213648597024,40.0,22,0.06995884773662552
