window,annual_return_diff,total_return_diff,max_drawdown_diff,active_pct_diff,final_nav_ratio_filtered_vs_baseline
10Y,-0.01820838743343689,-1.471215693044801,0.023805437815413888,-0.23042044517724647,0.8651406068863573
3Y,0.05450568458462679,0.26734697419851483,0.022835085464811944,-0.23966942148760328,1.1364510900236828
