date,window,variant,drawdown
2020-02-24,10Y,baseline_all_10_pairs,0.0
2020-02-25,10Y,baseline_all_10_pairs,0.0
2020-02-26,10Y,baseline_all_10_pairs,-0.046062854225338845
2020-02-27,10Y,baseline_all_10_pairs,-0.04874270159556282
2020-02-28,10Y,baseline_all_10_pairs,-0.07203226753100411
2020-03-02,10Y,baseline_all_10_pairs,-0.0642282516663144
2020-03-03,10Y,baseline_all_10_pairs,-0.05753323484268269
2020-03-04,10Y,baseline_all_10_pairs,-0.05135578237716343
2020-03-05,10Y,baseline_all_10_pairs,-0.05587005976634285
2020-03-06,10Y,baseline_all_10_pairs,-0.05099933046144123
2020-03-09,10Y,baseline_all_10_pairs,-0.04416701254477029
2020-03-10,10Y,baseline_all_10_pairs,-0.04495085824376843
2020-03-11,10Y,baseline_all_10_pairs,-0.03558269064908015
2020-03-12,10Y,baseline_all_10_pairs,-0.02847409550295421
2020-03-13,10Y,baseline_all_10_pairs,-0.03462598724719401
2020-03-16,10Y,baseline_all_10_pairs,-0.017504448293726105
2020-03-17,10Y,baseline_all_10_pairs,-0.022962844283287542
2020-03-18,10Y,baseline_all_10_pairs,-0.028018423828528816
2020-03-19,10Y,baseline_all_10_pairs,-0.04838882078213591
2020-03-20,10Y,baseline_all_10_pairs,-0.038842530367766415
2020-03-23,10Y,baseline_all_10_pairs,-0.023220767308677837
2020-03-24,10Y,baseline_all_10_pairs,-0.02011083111739287
2020-03-25,10Y,baseline_all_10_pairs,-0.027708688563815476
2020-03-26,10Y,baseline_all_10_pairs,-0.02657366176366982
2020-03-27,10Y,baseline_all_10_pairs,-0.013242784775100214
2020-03-30,10Y,baseline_all_10_pairs,0.0
2020-03-31,10Y,baseline_all_10_pairs,-0.0052534360968462535
2020-04-01,10Y,baseline_all_10_pairs,-0.004363901835218065
2020-04-02,10Y,baseline_all_10_pairs,-0.015714410366851617
2020-04-03,10Y,baseline_all_10_pairs,-0.014667651126246573
2020-04-07,10Y,baseline_all_10_pairs,-0.026948146554462316
2020-04-08,10Y,baseline_all_10_pairs,-0.028829016589004275
2020-04-09,10Y,baseline_all_10_pairs,-0.03945251239264935
2020-04-10,10Y,baseline_all_10_pairs,-0.016871461275945854
2020-04-13,10Y,baseline_all_10_pairs,-0.010637748657744472
2020-04-14,10Y,baseline_all_10_pairs,-0.013797062734174248
2020-04-15,10Y,baseline_all_10_pairs,-0.015368089314381495
2020-04-16,10Y,baseline_all_10_pairs,-0.021336341373266232
2020-04-17,10Y,baseline_all_10_pairs,-0.008830370886915184
2020-04-20,10Y,baseline_all_10_pairs,-0.020902905565423846
2020-04-21,10Y,baseline_all_10_pairs,-0.02781833690930946
2020-04-22,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-04-23,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-04-24,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-04-27,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-04-28,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-04-29,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-04-30,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-05-06,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-05-07,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-05-08,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-05-11,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-05-12,10Y,baseline_all_10_pairs,-0.028763166377548832
2020-05-13,10Y,baseline_all_10_pairs,-0.03067631264167936
2020-05-14,10Y,baseline_all_10_pairs,-0.03310336969549621
2020-05-15,10Y,baseline_all_10_pairs,-0.03515401683813946
2020-05-18,10Y,baseline_all_10_pairs,-0.03423893817054868
2020-05-19,10Y,baseline_all_10_pairs,-0.03311943541396345
2020-05-20,10Y,baseline_all_10_pairs,-0.03342134665108032
2020-05-21,10Y,baseline_all_10_pairs,-0.04156064900179823
2020-05-22,10Y,baseline_all_10_pairs,-0.041825640003078424
2020-05-25,10Y,baseline_all_10_pairs,-0.044791744283178114
2020-05-26,10Y,baseline_all_10_pairs,-0.015540692443284598
2020-05-27,10Y,baseline_all_10_pairs,-0.03530338566455293
2020-05-28,10Y,baseline_all_10_pairs,-0.045298571384761566
2020-05-29,10Y,baseline_all_10_pairs,-0.03235419227728731
2020-06-01,10Y,baseline_all_10_pairs,-0.023086292327026525
2020-06-02,10Y,baseline_all_10_pairs,-0.02777719159080061
2020-06-03,10Y,baseline_all_10_pairs,-0.030724732258860743
2020-06-04,10Y,baseline_all_10_pairs,-0.02595249041448089
2020-06-05,10Y,baseline_all_10_pairs,-0.029632799170174806
2020-06-08,10Y,baseline_all_10_pairs,-0.037826284368802865
2020-06-09,10Y,baseline_all_10_pairs,-0.04820112721461922
2020-06-10,10Y,baseline_all_10_pairs,-0.05989994815898625
2020-06-11,10Y,baseline_all_10_pairs,-0.05282339571323047
2020-06-12,10Y,baseline_all_10_pairs,-0.05517030851685012
2020-06-15,10Y,baseline_all_10_pairs,-0.03408796392832447
2020-06-16,10Y,baseline_all_10_pairs,-0.025423094357363785
2020-06-17,10Y,baseline_all_10_pairs,-0.025871830339226798
2020-06-18,10Y,baseline_all_10_pairs,-0.028057941055343205
2020-06-19,10Y,baseline_all_10_pairs,-0.015014296405887029
2020-06-22,10Y,baseline_all_10_pairs,-0.0009232819514334301
2020-06-23,10Y,baseline_all_10_pairs,0.0
2020-06-24,10Y,baseline_all_10_pairs,-0.007466288777897789
2020-06-29,10Y,baseline_all_10_pairs,-0.005066485162165568
2020-06-30,10Y,baseline_all_10_pairs,0.0
2020-07-01,10Y,baseline_all_10_pairs,-0.03511273996517983
2020-07-02,10Y,baseline_all_10_pairs,-0.0577284229965731
2020-07-03,10Y,baseline_all_10_pairs,-0.06598846382061974
2020-07-06,10Y,baseline_all_10_pairs,-0.10514203806249622
2020-07-07,10Y,baseline_all_10_pairs,-0.09205822615197878
2020-07-08,10Y,baseline_all_10_pairs,-0.09134082260485299
2020-07-09,10Y,baseline_all_10_pairs,-0.11296423220975049
2020-07-10,10Y,baseline_all_10_pairs,-0.1300476179427339
2020-07-13,10Y,baseline_all_10_pairs,-0.14759743148264037
2020-07-14,10Y,baseline_all_10_pairs,-0.14962116637663536
2020-07-15,10Y,baseline_all_10_pairs,-0.1303197200555294
2020-07-16,10Y,baseline_all_10_pairs,-0.12512060027977356
2020-07-17,10Y,baseline_all_10_pairs,-0.12123036921118535
2020-07-20,10Y,baseline_all_10_pairs,-0.13480532090043795
2020-07-21,10Y,baseline_all_10_pairs,-0.1326965254506286
2020-07-22,10Y,baseline_all_10_pairs,-0.1260461589117886
2020-07-23,10Y,baseline_all_10_pairs,-0.12403737263099168
2020-07-24,10Y,baseline_all_10_pairs,-0.13282199724374433
2020-07-27,10Y,baseline_all_10_pairs,-0.13395766058049963
2020-07-28,10Y,baseline_all_10_pairs,-0.13099666449691505
2020-07-29,10Y,baseline_all_10_pairs,-0.12083152500858152
2020-07-30,10Y,baseline_all_10_pairs,-0.11902235688683338
2020-07-31,10Y,baseline_all_10_pairs,-0.11218708010675371
2020-08-03,10Y,baseline_all_10_pairs,-0.09170002296356539
2020-08-04,10Y,baseline_all_10_pairs,-0.10635365142801756
2020-08-05,10Y,baseline_all_10_pairs,-0.08837265794702065
2020-08-06,10Y,baseline_all_10_pairs,-0.06852966475059408
2020-08-07,10Y,baseline_all_10_pairs,-0.05517421732920802
2020-08-10,10Y,baseline_all_10_pairs,-0.04481556253220298
2020-08-11,10Y,baseline_all_10_pairs,-0.04842950901933607
2020-08-12,10Y,baseline_all_10_pairs,-0.044488966450252354
2020-08-13,10Y,baseline_all_10_pairs,-0.03403656000829214
2020-08-14,10Y,baseline_all_10_pairs,-0.04433781841787987
2020-08-17,10Y,baseline_all_10_pairs,-0.02941854867474325
2020-08-18,10Y,baseline_all_10_pairs,-0.018857599404780268
2020-08-19,10Y,baseline_all_10_pairs,-0.009400712250011933
2020-08-20,10Y,baseline_all_10_pairs,-0.01194645133850969
2020-08-21,10Y,baseline_all_10_pairs,-0.021437553925233166
2020-08-24,10Y,baseline_all_10_pairs,-0.034515915011544496
2020-08-25,10Y,baseline_all_10_pairs,-0.03723406473280089
2020-08-26,10Y,baseline_all_10_pairs,-0.026263415875057095
2020-08-27,10Y,baseline_all_10_pairs,-0.039101661481131256
2020-08-28,10Y,baseline_all_10_pairs,-0.04097728235076603
2020-08-31,10Y,baseline_all_10_pairs,-0.03767680209210034
2020-09-01,10Y,baseline_all_10_pairs,-0.04228172932875662
2020-09-02,10Y,baseline_all_10_pairs,-0.05203336416841464
2020-09-03,10Y,baseline_all_10_pairs,-0.04337329584028615
2020-09-04,10Y,baseline_all_10_pairs,-0.05206065471912702
2020-09-07,10Y,baseline_all_10_pairs,-0.05135015166230428
2020-09-08,10Y,baseline_all_10_pairs,-0.045084641345181864
2020-09-09,10Y,baseline_all_10_pairs,-0.024652397212738375
2020-09-10,10Y,baseline_all_10_pairs,0.0
2020-09-11,10Y,baseline_all_10_pairs,-0.011480333802994513
2020-09-14,10Y,baseline_all_10_pairs,-0.019100516638752785
2020-09-15,10Y,baseline_all_10_pairs,-0.01663621006352023
2020-09-16,10Y,baseline_all_10_pairs,-0.01302452675705379
2020-09-17,10Y,baseline_all_10_pairs,-0.026926109032877843
2020-09-18,10Y,baseline_all_10_pairs,-0.017686989249879548
2020-09-21,10Y,baseline_all_10_pairs,-0.018159966152758278
2020-09-22,10Y,baseline_all_10_pairs,-0.025423601515817906
2020-09-23,10Y,baseline_all_10_pairs,-0.041465758716455414
2020-09-24,10Y,baseline_all_10_pairs,-0.03423976660366035
2020-09-25,10Y,baseline_all_10_pairs,-0.03258592050684128
2020-09-28,10Y,baseline_all_10_pairs,-0.018468950214457047
2020-09-29,10Y,baseline_all_10_pairs,-0.03634500358171855
2020-09-30,10Y,baseline_all_10_pairs,-0.038945351596345934
2020-10-09,10Y,baseline_all_10_pairs,-0.055938899516152385
2020-10-12,10Y,baseline_all_10_pairs,-0.056712425256463805
2020-10-13,10Y,baseline_all_10_pairs,-0.05793231090690898
2020-10-14,10Y,baseline_all_10_pairs,-0.05524737955300629
2020-10-15,10Y,baseline_all_10_pairs,-0.056196593554606045
2020-10-16,10Y,baseline_all_10_pairs,-0.05770269913456616
2020-10-19,10Y,baseline_all_10_pairs,-0.06734213686602841
2020-10-20,10Y,baseline_all_10_pairs,-0.05653322039837594
2020-10-21,10Y,baseline_all_10_pairs,-0.06110842741439593
2020-10-22,10Y,baseline_all_10_pairs,-0.06787205346361125
2020-10-23,10Y,baseline_all_10_pairs,-0.08292130325870528
2020-10-26,10Y,baseline_all_10_pairs,-0.07422954543099258
2020-10-27,10Y,baseline_all_10_pairs,-0.05826856533199454
2020-10-28,10Y,baseline_all_10_pairs,-0.05336010280748127
2020-10-29,10Y,baseline_all_10_pairs,-0.03979522946800962
2020-10-30,10Y,baseline_all_10_pairs,-0.030207468567906126
2020-11-02,10Y,baseline_all_10_pairs,-0.008969385158745347
2020-11-03,10Y,baseline_all_10_pairs,-0.02125333691411002
2020-11-04,10Y,baseline_all_10_pairs,-0.014626011101019243
2020-11-05,10Y,baseline_all_10_pairs,-0.02181610069304296
2020-11-06,10Y,baseline_all_10_pairs,-0.03626206441799418
2020-11-09,10Y,baseline_all_10_pairs,-0.028756017838933112
2020-11-10,10Y,baseline_all_10_pairs,-0.03445546090061358
2020-11-11,10Y,baseline_all_10_pairs,-0.057612724658485326
2020-11-12,10Y,baseline_all_10_pairs,-0.05029629354876941
2020-11-13,10Y,baseline_all_10_pairs,-0.049098472352446354
2020-11-16,10Y,baseline_all_10_pairs,-0.05908178012817589
2020-11-17,10Y,baseline_all_10_pairs,-0.0640933456787095
2020-11-18,10Y,baseline_all_10_pairs,-0.06821478872137776
2020-11-19,10Y,baseline_all_10_pairs,-0.06734934106549118
2020-11-20,10Y,baseline_all_10_pairs,-0.0680318731862799
2020-11-23,10Y,baseline_all_10_pairs,-0.06725914202721617
2020-11-24,10Y,baseline_all_10_pairs,-0.06075039054396014
2020-11-25,10Y,baseline_all_10_pairs,-0.05669178087681925
2020-11-26,10Y,baseline_all_10_pairs,-0.05694652048363835
2020-11-27,10Y,baseline_all_10_pairs,-0.05828827703974193
2020-11-30,10Y,baseline_all_10_pairs,-0.07206530005597589
2020-12-01,10Y,baseline_all_10_pairs,-0.08399360072448647
2020-12-02,10Y,baseline_all_10_pairs,-0.08252714519384186
2020-12-03,10Y,baseline_all_10_pairs,-0.09413761347958793
2020-12-04,10Y,baseline_all_10_pairs,-0.09877065307131883
2020-12-07,10Y,baseline_all_10_pairs,-0.1049948286609188
2020-12-08,10Y,baseline_all_10_pairs,-0.11374235457618886
2020-12-09,10Y,baseline_all_10_pairs,-0.11457825129952215
2020-12-10,10Y,baseline_all_10_pairs,-0.11895222041745801
2020-12-11,10Y,baseline_all_10_pairs,-0.1172497154294424
2020-12-14,10Y,baseline_all_10_pairs,-0.11285616237730489
2020-12-15,10Y,baseline_all_10_pairs,-0.10206274120278969
2020-12-16,10Y,baseline_all_10_pairs,-0.10332398544202448
2020-12-17,10Y,baseline_all_10_pairs,-0.10756945990254907
2020-12-18,10Y,baseline_all_10_pairs,-0.10563584187529651
2020-12-21,10Y,baseline_all_10_pairs,-0.07149476648340714
2020-12-22,10Y,baseline_all_10_pairs,-0.08130199813222183
2020-12-23,10Y,baseline_all_10_pairs,-0.07832271892029807
2020-12-24,10Y,baseline_all_10_pairs,-0.0868218879386553
2020-12-25,10Y,baseline_all_10_pairs,-0.0884949831759595
2020-12-28,10Y,baseline_all_10_pairs,-0.09226535897105459
2020-12-29,10Y,baseline_all_10_pairs,-0.09816795619364238
2020-12-30,10Y,baseline_all_10_pairs,-0.07121171953173311
2020-12-31,10Y,baseline_all_10_pairs,-0.06139461529782386
2021-01-04,10Y,baseline_all_10_pairs,-0.03388119837513104
2021-01-05,10Y,baseline_all_10_pairs,-0.0372578885180157
2021-01-06,10Y,baseline_all_10_pairs,-0.026721146195868406
2021-01-07,10Y,baseline_all_10_pairs,0.0
2021-01-08,10Y,baseline_all_10_pairs,0.0
2021-01-11,10Y,baseline_all_10_pairs,-0.002195280793883869
2021-01-12,10Y,baseline_all_10_pairs,0.0
2021-01-13,10Y,baseline_all_10_pairs,-0.009870287506948627
2021-01-14,10Y,baseline_all_10_pairs,-0.024724357401543773
2021-01-15,10Y,baseline_all_10_pairs,-0.0284470074982196
2021-01-18,10Y,baseline_all_10_pairs,-0.02815904505030742
2021-01-19,10Y,baseline_all_10_pairs,-0.03433623094208693
2021-01-20,10Y,baseline_all_10_pairs,-0.04157528286807888
2021-01-21,10Y,baseline_all_10_pairs,-0.02791703035130877
2021-01-22,10Y,baseline_all_10_pairs,0.0
2021-01-25,10Y,baseline_all_10_pairs,0.0
2021-01-26,10Y,baseline_all_10_pairs,-0.01180062208604804
2021-01-27,10Y,baseline_all_10_pairs,-0.004606379705439312
2021-01-28,10Y,baseline_all_10_pairs,-0.02172314159134825
2021-01-29,10Y,baseline_all_10_pairs,-0.017457232983036586
2021-02-01,10Y,baseline_all_10_pairs,-0.02091937611784278
2021-02-02,10Y,baseline_all_10_pairs,-0.014334463562132194
2021-02-03,10Y,baseline_all_10_pairs,-0.017838084323121617
2021-02-04,10Y,baseline_all_10_pairs,-0.030822803819061106
2021-02-05,10Y,baseline_all_10_pairs,-0.0421551044130013
2021-02-08,10Y,baseline_all_10_pairs,-0.03002143578915084
2021-02-09,10Y,baseline_all_10_pairs,-0.04084609980351128
2021-02-10,10Y,baseline_all_10_pairs,-0.025268307681484137
2021-02-18,10Y,baseline_all_10_pairs,-0.06836392242616596
2021-02-19,10Y,baseline_all_10_pairs,-0.08562691202630557
2021-02-22,10Y,baseline_all_10_pairs,-0.11554182490006415
2021-02-23,10Y,baseline_all_10_pairs,-0.10892078553616402
2021-02-24,10Y,baseline_all_10_pairs,-0.101355733162937
2021-02-25,10Y,baseline_all_10_pairs,-0.09890650939813705
2021-02-26,10Y,baseline_all_10_pairs,-0.09857532370648148
2021-03-01,10Y,baseline_all_10_pairs,-0.09983245402601915
2021-03-02,10Y,baseline_all_10_pairs,-0.09685908151356704
2021-03-03,10Y,baseline_all_10_pairs,-0.09500772492471854
2021-03-04,10Y,baseline_all_10_pairs,-0.0764119705743207
2021-03-05,10Y,baseline_all_10_pairs,-0.07872561798103339
2021-03-08,10Y,baseline_all_10_pairs,-0.060189682575203185
2021-03-09,10Y,baseline_all_10_pairs,-0.05820828892615004
2021-03-10,10Y,baseline_all_10_pairs,-0.07357963339549212
2021-03-11,10Y,baseline_all_10_pairs,-0.07534778165179878
2021-03-12,10Y,baseline_all_10_pairs,-0.07758468268818464
2021-03-15,10Y,baseline_all_10_pairs,-0.05646196463978215
2021-03-16,10Y,baseline_all_10_pairs,-0.05748261618296657
2021-03-17,10Y,baseline_all_10_pairs,-0.06059216791128608
2021-03-18,10Y,baseline_all_10_pairs,-0.06886684306377311
2021-03-19,10Y,baseline_all_10_pairs,-0.056054742072675134
2021-03-22,10Y,baseline_all_10_pairs,-0.05136088741258793
2021-03-23,10Y,baseline_all_10_pairs,-0.05130764609744598
2021-03-24,10Y,baseline_all_10_pairs,-0.05194575146227198
2021-03-25,10Y,baseline_all_10_pairs,-0.05194575146227198
2021-03-26,10Y,baseline_all_10_pairs,-0.05194575146227198
2021-03-29,10Y,baseline_all_10_pairs,-0.05194575146227198
2021-03-30,10Y,baseline_all_10_pairs,-0.05194575146227198
2021-03-31,10Y,baseline_all_10_pairs,-0.045041649913492465
2021-04-01,10Y,baseline_all_10_pairs,-0.049654249732399514
2021-04-02,10Y,baseline_all_10_pairs,-0.05498145576922975
2021-04-06,10Y,baseline_all_10_pairs,-0.057114866701620026
2021-04-07,10Y,baseline_all_10_pairs,-0.055653144207722605
2021-04-08,10Y,baseline_all_10_pairs,-0.05270071872090121
2021-04-09,10Y,baseline_all_10_pairs,-0.051651726092858286
2021-04-12,10Y,baseline_all_10_pairs,-0.06551502930685771
2021-04-13,10Y,baseline_all_10_pairs,-0.0512184818030369
2021-04-14,10Y,baseline_all_10_pairs,-0.028485839716988037
2021-04-15,10Y,baseline_all_10_pairs,-0.02163071035002584
2021-04-16,10Y,baseline_all_10_pairs,-0.030265822571554968
2021-04-19,10Y,baseline_all_10_pairs,-0.004393012690703357
2021-04-20,10Y,baseline_all_10_pairs,-0.004361363867797063
2021-04-21,10Y,baseline_all_10_pairs,0.0
2021-04-22,10Y,baseline_all_10_pairs,0.0
2021-04-23,10Y,baseline_all_10_pairs,0.0
2021-04-26,10Y,baseline_all_10_pairs,0.0
2021-04-27,10Y,baseline_all_10_pairs,0.0
2021-04-28,10Y,baseline_all_10_pairs,0.0
2021-04-29,10Y,baseline_all_10_pairs,-0.01627577765265098
2021-04-30,10Y,baseline_all_10_pairs,0.0
2021-05-06,10Y,baseline_all_10_pairs,-0.01694569300283888
2021-05-07,10Y,baseline_all_10_pairs,-0.04520711586541348
2021-05-10,10Y,baseline_all_10_pairs,-0.03916614252261541
2021-05-11,10Y,baseline_all_10_pairs,-0.05138116880622168
2021-05-12,10Y,baseline_all_10_pairs,-0.051203626364117794
2021-05-13,10Y,baseline_all_10_pairs,-0.04984816688513527
2021-05-14,10Y,baseline_all_10_pairs,-0.03350285919109319
2021-05-17,10Y,baseline_all_10_pairs,-0.007144401479987406
2021-05-18,10Y,baseline_all_10_pairs,-0.01909841213792196
2021-05-19,10Y,baseline_all_10_pairs,-0.011485530491183615
2021-05-20,10Y,baseline_all_10_pairs,-0.0012157343523460096
2021-05-21,10Y,baseline_all_10_pairs,-0.0106365646929385
2021-05-24,10Y,baseline_all_10_pairs,-0.01102061830925738
2021-05-25,10Y,baseline_all_10_pairs,0.0
2021-05-26,10Y,baseline_all_10_pairs,-0.014073527382408524
2021-05-27,10Y,baseline_all_10_pairs,-0.01455634931250227
2021-05-28,10Y,baseline_all_10_pairs,-0.010011590168607976
2021-05-31,10Y,baseline_all_10_pairs,0.0
2021-06-01,10Y,baseline_all_10_pairs,-0.0044053683188126636
2021-06-02,10Y,baseline_all_10_pairs,-0.013250622770434428
2021-06-03,10Y,baseline_all_10_pairs,-0.024049049514936804
2021-06-04,10Y,baseline_all_10_pairs,-0.015083656836332171
2021-06-07,10Y,baseline_all_10_pairs,-0.023857160082276785
2021-06-08,10Y,baseline_all_10_pairs,-0.02445589310993268
2021-06-09,10Y,baseline_all_10_pairs,-0.024752286753893515
2021-06-10,10Y,baseline_all_10_pairs,-0.026004538172666014
2021-06-11,10Y,baseline_all_10_pairs,-0.02695007942565264
2021-06-15,10Y,baseline_all_10_pairs,-0.021803992924603666
2021-06-16,10Y,baseline_all_10_pairs,-0.0291317209259927
2021-06-17,10Y,baseline_all_10_pairs,-0.033475038028625614
2021-06-18,10Y,baseline_all_10_pairs,-0.03807007918554761
2021-06-21,10Y,baseline_all_10_pairs,-0.032122863870398866
2021-06-22,10Y,baseline_all_10_pairs,-0.035856611733647514
2021-06-23,10Y,baseline_all_10_pairs,-0.03218902734765938
2021-06-24,10Y,baseline_all_10_pairs,-0.04729818443707978
2021-06-25,10Y,baseline_all_10_pairs,-0.059148080696394545
2021-06-28,10Y,baseline_all_10_pairs,-0.04523703793985756
2021-06-29,10Y,baseline_all_10_pairs,-0.04261846815279491
2021-06-30,10Y,baseline_all_10_pairs,-0.03527653233981831
2021-07-01,10Y,baseline_all_10_pairs,-0.0643411022302588
2021-07-02,10Y,baseline_all_10_pairs,-0.03545838376592181
2021-07-05,10Y,baseline_all_10_pairs,-0.02152054724940622
2021-07-06,10Y,baseline_all_10_pairs,-0.0405412513936354
2021-07-07,10Y,baseline_all_10_pairs,-0.032058507407565884
2021-07-08,10Y,baseline_all_10_pairs,-0.016836659864098324
2021-07-09,10Y,baseline_all_10_pairs,-0.0077511696804756225
2021-07-12,10Y,baseline_all_10_pairs,0.0
2021-07-13,10Y,baseline_all_10_pairs,0.0
2021-07-14,10Y,baseline_all_10_pairs,0.0
2021-07-15,10Y,baseline_all_10_pairs,-0.023249231758299294
2021-07-16,10Y,baseline_all_10_pairs,-0.01253536565864699
2021-07-19,10Y,baseline_all_10_pairs,-0.020720076174486568
2021-07-20,10Y,baseline_all_10_pairs,-0.011698040381408092
2021-07-21,10Y,baseline_all_10_pairs,0.0
2021-07-22,10Y,baseline_all_10_pairs,0.0
2021-07-23,10Y,baseline_all_10_pairs,0.0
2021-07-26,10Y,baseline_all_10_pairs,0.0
2021-07-27,10Y,baseline_all_10_pairs,0.0
2021-07-28,10Y,baseline_all_10_pairs,-0.03733949774481182
2021-07-29,10Y,baseline_all_10_pairs,-0.050895488565533165
2021-07-30,10Y,baseline_all_10_pairs,-0.03953924779879914
2021-08-02,10Y,baseline_all_10_pairs,-0.04527561502936639
2021-08-03,10Y,baseline_all_10_pairs,-0.05929096144022372
2021-08-04,10Y,baseline_all_10_pairs,-0.0614503732598175
2021-08-05,10Y,baseline_all_10_pairs,-0.05759996441728821
2021-08-06,10Y,baseline_all_10_pairs,-0.04642976820613687
2021-08-09,10Y,baseline_all_10_pairs,-0.05406362558602862
2021-08-10,10Y,baseline_all_10_pairs,-0.06316857021987687
2021-08-11,10Y,baseline_all_10_pairs,-0.05001545126434248
2021-08-12,10Y,baseline_all_10_pairs,-0.031578916500321075
2021-08-13,10Y,baseline_all_10_pairs,-0.022704512232723406
2021-08-16,10Y,baseline_all_10_pairs,-0.019689937535587676
2021-08-17,10Y,baseline_all_10_pairs,-0.019796688251963124
2021-08-18,10Y,baseline_all_10_pairs,-0.02039393736754891
2021-08-19,10Y,baseline_all_10_pairs,-0.027025605570863753
2021-08-20,10Y,baseline_all_10_pairs,-0.009551474865193588
2021-08-23,10Y,baseline_all_10_pairs,-0.028083961168136717
2021-08-24,10Y,baseline_all_10_pairs,-0.030246750959741275
2021-08-25,10Y,baseline_all_10_pairs,-0.027618941407718256
2021-08-26,10Y,baseline_all_10_pairs,-0.011575854316962508
2021-08-27,10Y,baseline_all_10_pairs,-0.0028776602561972897
2021-08-30,10Y,baseline_all_10_pairs,-0.001170023458621161
2021-08-31,10Y,baseline_all_10_pairs,0.0
2021-09-01,10Y,baseline_all_10_pairs,-8.673128179681466e-05
2021-09-02,10Y,baseline_all_10_pairs,0.0
2021-09-03,10Y,baseline_all_10_pairs,0.0
2021-09-06,10Y,baseline_all_10_pairs,-0.027364172358351868
2021-09-07,10Y,baseline_all_10_pairs,-0.016504640916431446
2021-09-08,10Y,baseline_all_10_pairs,-0.0024330773969601927
2021-09-09,10Y,baseline_all_10_pairs,-0.006064691248293674
2021-09-10,10Y,baseline_all_10_pairs,-0.01160240326506401
2021-09-13,10Y,baseline_all_10_pairs,0.0
2021-09-14,10Y,baseline_all_10_pairs,-0.028684200870399246
2021-09-15,10Y,baseline_all_10_pairs,-0.030386197081318844
2021-09-16,10Y,baseline_all_10_pairs,-0.015424165080254792
2021-09-17,10Y,baseline_all_10_pairs,-0.024502970820952097
2021-09-22,10Y,baseline_all_10_pairs,-0.027634887194713298
2021-09-23,10Y,baseline_all_10_pairs,-0.031223696477742147
2021-09-24,10Y,baseline_all_10_pairs,-0.03341562871390347
2021-09-27,10Y,baseline_all_10_pairs,0.0
2021-09-28,10Y,baseline_all_10_pairs,0.0
2021-09-29,10Y,baseline_all_10_pairs,0.0
2021-09-30,10Y,baseline_all_10_pairs,-0.022923805013495335
2021-10-08,10Y,baseline_all_10_pairs,-0.010858931867902877
2021-10-11,10Y,baseline_all_10_pairs,-0.0018324304323099616
2021-10-12,10Y,baseline_all_10_pairs,0.0
2021-10-13,10Y,baseline_all_10_pairs,-0.0007651279555592749
2021-10-14,10Y,baseline_all_10_pairs,-0.011658212816385571
2021-10-15,10Y,baseline_all_10_pairs,-0.00681868136056718
2021-10-18,10Y,baseline_all_10_pairs,-0.029686237812617255
2021-10-19,10Y,baseline_all_10_pairs,-0.028879522162151172
2021-10-20,10Y,baseline_all_10_pairs,-0.029119867017338263
2021-10-21,10Y,baseline_all_10_pairs,-0.020749437038648066
2021-10-22,10Y,baseline_all_10_pairs,-0.0021903389673378904
2021-10-25,10Y,baseline_all_10_pairs,-0.013110964825045923
2021-10-26,10Y,baseline_all_10_pairs,-0.018579935678698867
2021-10-27,10Y,baseline_all_10_pairs,-0.023155718355645005
2021-10-28,10Y,baseline_all_10_pairs,-0.013464348479222066
2021-10-29,10Y,baseline_all_10_pairs,-0.004928449525385514
2021-11-01,10Y,baseline_all_10_pairs,-0.013890456526203354
2021-11-02,10Y,baseline_all_10_pairs,-0.003419347454557631
2021-11-03,10Y,baseline_all_10_pairs,-0.01027533319012286
2021-11-04,10Y,baseline_all_10_pairs,-0.008185110771059545
2021-11-05,10Y,baseline_all_10_pairs,-0.010416715714728242
2021-11-08,10Y,baseline_all_10_pairs,0.0
2021-11-09,10Y,baseline_all_10_pairs,0.0
2021-11-10,10Y,baseline_all_10_pairs,0.0
2021-11-11,10Y,baseline_all_10_pairs,-0.011011041845181091
2021-11-12,10Y,baseline_all_10_pairs,-0.007670395210874759
2021-11-15,10Y,baseline_all_10_pairs,-0.01707681242251069
2021-11-16,10Y,baseline_all_10_pairs,-0.019840447208213652
2021-11-17,10Y,baseline_all_10_pairs,-0.006549355380068622
2021-11-18,10Y,baseline_all_10_pairs,-0.0064462520478703045
2021-11-19,10Y,baseline_all_10_pairs,-0.00905594129551024
2021-11-22,10Y,baseline_all_10_pairs,0.0
2021-11-23,10Y,baseline_all_10_pairs,-0.0040095536766782125
2021-11-24,10Y,baseline_all_10_pairs,-0.006824872165712037
2021-11-25,10Y,baseline_all_10_pairs,-0.004222948648673119
2021-11-26,10Y,baseline_all_10_pairs,0.0
2021-11-29,10Y,baseline_all_10_pairs,0.0
